,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
33950,microRNAs,12,13,105,114,"SNAIL silencing induces myogenic differentiation by upregulation of myogenic factors and muscle-specific microRNAs, such as miR-206.",29844345_6,-1,-1,-1,-1,4,4,33950,4
34240,UTR,18,19,100,103,"The full-length cDNA of HLcaspase-6 is 2195 bp in size, containing a 126 bp 5'-untranslated region (UTR), a 1043 bp 3'-UTR and a 1026 bp open reading frame (ORF) encoding a protein of 341 amino acids with a deduced molecular weight of 38.57 kDa.",29890217_1,-1,-1,-1,-1,4,4,34240,4
34395,miRNAs,24,25,174,180,"Many studies on the mitochondria-nucleus cross-talk triggered by mitochondrial dysfunction have focused on the role played by regulatory proteins, while the participation of miRNAs remains poorly explored.",29928977_1,-1,-1,-1,-1,4,4,34395,4
34415,miRNAs,27,28,143,149,"In this work, we used a transmitochondrial cybrid model of MELAS (100% m.3243A>G mutant mitochondrial DNA) to investigate the participation of miRNAs in the mitochondria-nucleus cross-talk associated with OXPHOS dysfunction.",29928977_5,-1,-1,-1,-1,4,4,34415,4
34421,miRNAs,10,11,80,86,High-throughput analysis of small-RNA-Seq data indicated that expression of 246 miRNAs was significantly altered in MELAS cybrids.,29928977_6,-1,-1,-1,-1,4,4,34421,4
34424,miRNAs,3,4,23,29,"Validation of selected miRNAs, including miR-4775 and miR-218-5p, in patient muscle samples revealed miRNAs whose expression declined with high levels of mutant heteroplasmy.",29928977_7,-1,-1,-1,-1,4,4,34424,4
34428,miRNAs,17,18,101,107,"Validation of selected miRNAs, including miR-4775 and miR-218-5p, in patient muscle samples revealed miRNAs whose expression declined with high levels of mutant heteroplasmy.",29928977_7,-1,-1,-1,-1,4,4,34428,4
34448,miRNAs,24,25,181,187,"Our data clearly indicate that TGF-β superfamily signaling and an epithelial-mesenchymal transition-like program are activated in MELAS cybrids, and suggest that down-regulation of miRNAs regulating fetal cardiac genes is a risk marker of heart failure in patients with OXPHOS diseases.",29928977_9,-1,-1,-1,-1,4,4,34448,4
34471,small interfering RNA,8,11,57,78,"After treatment with endocytosis inhibitor Pitstop 2 and small interfering RNA targeting Dectin-1, we found that AS014/SPG complexes are incorporated into cells by Dectin-1-mediated endocytosis and inhibit cell growth in a Dectin-1 expression level-dependent manner.",29970897_4,-1,-1,-1,-1,4,4,34471,4
34572,viral RNA,1,3,6,15,"While viral RNA and DNA species induce IFN via separate pathways, the mechanisms by which these pathways are differentially modulated are unknown.",30018345_1,-1,-1,-1,-1,4,4,34572,4
34707,poly(A) tail,7,10,38,50,"T3 quickly reduced Tshb mRNA content, poly(A) tail length and its association with ribosomes.",30031103_4,-1,-1,-1,-1,4,4,34707,4
34805,lncRNA,4,5,20,26,"Here, we identified lncRNA MIR100HG as a pro-oncogene for TNBC progression.",30042378_2,-1,-1,-1,-1,4,4,34805,4
34832,lncRNA,11,12,61,67,"In conclusion, our data indicated a novel working pattern of lncRNA in TNBC progression, which may be a potential therapeutic target in such cancers.",30042378_7,-1,-1,-1,-1,4,4,34832,4
35053,small interfering,5,7,19,36,"Here, we show that small interfering RNA depletion of the dynein heavy chain, components of the dynactin complex, and the dynein adaptor BICD2 reduced cell permissiveness to HIV-1 infection.",30068656_4,-1,-1,-1,-1,4,4,35053,4
35277,siRNA,9,10,43,48,"On the other hand, knockdown of IMP1 using siRNA lowered the expression of KRAS.",30104206_6,-1,-1,-1,-1,4,4,35277,4
35312,noncoding RNA,4,6,23,36,A-bodies are seeded by noncoding RNA derived from stimuli-specific loci of the rDNA intergenic spacer (rIGSRNA).,30110628_1,-1,-1,-1,-1,4,4,35312,4
35533,siRNA,20,21,161,166,Then we developed the gene drug delivery system EGFR-LPDS (epidermal growth factor receptor aptamer-conjugated liposome-polycation-DNA complex loaded with SATB1 siRNA) to increase the delivery and therapeutic effect of SATB1 siRNA against choriocarcinoma cells.,30142547_5,-1,-1,-1,-1,4,4,35533,4
35536,siRNA,31,32,225,230,Then we developed the gene drug delivery system EGFR-LPDS (epidermal growth factor receptor aptamer-conjugated liposome-polycation-DNA complex loaded with SATB1 siRNA) to increase the delivery and therapeutic effect of SATB1 siRNA against choriocarcinoma cells.,30142547_5,-1,-1,-1,-1,4,4,35536,4
35554,siRNA,11,12,62,67,"This is the first report of the therapeutic efficacy of SATB1 siRNA towards choriocarcinoma, and the increased SATB1 siRNA delivery by nanoparticles to choriocarcinoma cells using EGFR aptamers.",30142547_9,-1,-1,-1,-1,4,4,35554,4
35557,siRNA,19,20,117,122,"This is the first report of the therapeutic efficacy of SATB1 siRNA towards choriocarcinoma, and the increased SATB1 siRNA delivery by nanoparticles to choriocarcinoma cells using EGFR aptamers.",30142547_9,-1,-1,-1,-1,4,4,35557,4
35601,siRNA,12,13,76,81,"Progress in oligonucleotide chemistry has produced a shift in the nature of siRNA used, from formulated, minimally modified siRNAs, to unformulated, heavily modified siRNA conjugates.",30169779_0,-1,-1,-1,-1,4,4,35601,4
35604,siRNA,27,28,166,171,"Progress in oligonucleotide chemistry has produced a shift in the nature of siRNA used, from formulated, minimally modified siRNAs, to unformulated, heavily modified siRNA conjugates.",30169779_0,-1,-1,-1,-1,4,4,35604,4
35607,siRNA,6,7,43,48,"Modifications have a significant impact on siRNA efficacy through interference with recognition and processing by RNAi enzymatic machinery, severely restricting the sequence space available for siRNA design.",30169779_2,-1,-1,-1,-1,4,4,35607,4
35610,siRNA,26,27,194,199,"Modifications have a significant impact on siRNA efficacy through interference with recognition and processing by RNAi enzymatic machinery, severely restricting the sequence space available for siRNA design.",30169779_2,-1,-1,-1,-1,4,4,35610,4
35626,siRNA,26,27,178,183,"In the context of heavily modified siRNAs, the introduction of chemical asymmetry fully eliminates the requirement for thermodynamic bias, the major determinant for non-modified siRNA efficacy.",30169779_7,-1,-1,-1,-1,4,4,35626,4
35628,siRNA,26,27,153,158,"Finally, we demonstrate that in addition to the sequence of the target site, the accessibility of the neighboring 3' region significantly contributes to siRNA efficacy.",30169779_8,-1,-1,-1,-1,4,4,35628,4
35647,internal ribosome entry sites,13,17,76,105,"To overcome these issues, we have developed a tricistronic vector using two internal ribosome entry sites (IRES) to express the LC, HC, and dihydrofolate reductase (DHFR) selection marker genes in one transcript.",30196505_2,-1,-1,-1,-1,4,4,35647,4
35801,MicroRNA,0,1,0,8,MicroRNA (miRNA) analysis has vital significance as a potential biomarker in clinical diagnosis and cancer research.,30238116_0,-1,-1,-1,-1,4,4,35801,4
35802,miRNA,2,3,10,15,MicroRNA (miRNA) analysis has vital significance as a potential biomarker in clinical diagnosis and cancer research.,30238116_0,-1,-1,-1,-1,4,4,35802,4
35808,microRNAs,15,16,82,91,"In this study, a simple and practical technique was proposed for the detection of microRNAs from cell lysates based on fishhook probe-mediated rolling circle amplification (RCA) and fluorescence imaging with a smartphone.",30238116_1,-1,-1,-1,-1,4,4,35808,4
35814,miRNA,6,7,42,47,"Compared with reported methods related to miRNA detection, this method mainly focused on simplicity, low cost and portability.",30238116_2,-1,-1,-1,-1,4,4,35814,4
35817,miRNAs,19,20,148,154,"Fishhook probes were designed and immobilized on the surface of streptavidin-coated magnetic beads for effectively recognizing and capturing target miRNAs, thus achieving simple and selective separation from the sample matrix.",30238116_3,-1,-1,-1,-1,4,4,35817,4
35820,miRNAs,4,5,23,29,"Moreover, the captured miRNAs initiated and transferred RCA reaction into solution, thus making the heterogeneous separation and homogeneous amplification reactions compatible.",30238116_4,-1,-1,-1,-1,4,4,35820,4
35835,miRNAs,15,16,107,113,"The fishhook probe-based rolling circle amplification (FP-RCA) assay integrated isolation and detection of miRNAs into a compact process, which was simple and effective without the need for bulky and expensive equipment such as centrifuge, thermal cycler and fluorescent microscope except for a blue light source device and a smartphone camera.",30238116_8,-1,-1,-1,-1,4,4,35835,4
35842,miRNA,10,11,59,64,Our study may provide a low-cost and reliable platform for miRNA detection and related research.,30238116_9,-1,-1,-1,-1,4,4,35842,4
35861,mitochondrial RNA,26,28,166,183,"Thus, these findings support a critical role of mitochondrial transcripts in the strand-asynchronous mechanism of mitochondrial DNA replication; and, as a corollary, mitochondrial RNA availability and RNA/DNA hybrid formation offer means of regulating the mechanisms of DNA replication in the organelle.",30239839_7,-1,-1,-1,-1,4,4,35861,4
35871,small interfering RNA,18,21,95,116,"In this study, we reported the use of two-fluid nozzle to produce spray freeze dried powder of small interfering RNA (siRNA).",30244146_3,-1,-1,-1,-1,4,4,35871,4
35872,siRNA,22,23,118,123,"In this study, we reported the use of two-fluid nozzle to produce spray freeze dried powder of small interfering RNA (siRNA).",30244146_3,-1,-1,-1,-1,4,4,35872,4
35885,siRNA,5,6,33,38,"Subsequently, spray freeze dried siRNA powder was produced at various atomization gas flow rates.",30244146_8,-1,-1,-1,-1,4,4,35885,4
35888,siRNA,20,21,129,134,"The particles produced were highly porous as examined with the scanning electron microscopy, and the structural integrity of the siRNA was demonstrated with gel electrophoresis.",30244146_9,-1,-1,-1,-1,4,4,35888,4
35891,siRNA,5,6,33,38,The gene-silencing effect of the siRNA was also successfully preserved in vitro.,30244146_10,-1,-1,-1,-1,4,4,35891,4
35893,siRNA,3,4,20,25,The best performing siRNA formulation was prepared at the highest atomization gas flow rate investigated with a moderate FPF of 30%.,30244146_11,-1,-1,-1,-1,4,4,35893,4
35899,siRNA,7,8,42,47,"A direct comparison between the hsDNA and siRNA formulations revealed that the former exhibited a lower density, hence a smaller aerodynamic diameter despite similar geometric size.",30244146_13,-1,-1,-1,-1,4,4,35899,4
35979,viral RNA,14,16,112,121,"We have recently developed the first microscopy-based strategy that enables simultaneous multiplex detection of viral RNA (vRNA), viral DNA (vDNA), and viral protein.",30274333_0,-1,-1,-1,-1,4,4,35979,4
36208,RNA interference,18,20,108,124,"Herein, a facile strategy is reported to construct a versatile DNA nanostructure as a co-delivery vector of RNA interference (RNAi) and chemodrugs to combat multidrug-resistant tumor (MCF-7R) in vitro and in vivo.",30288887_1,-1,-1,-1,-1,4,4,36208,4
36209,RNAi,21,22,126,130,"Herein, a facile strategy is reported to construct a versatile DNA nanostructure as a co-delivery vector of RNA interference (RNAi) and chemodrugs to combat multidrug-resistant tumor (MCF-7R) in vitro and in vivo.",30288887_1,-1,-1,-1,-1,4,4,36209,4
36215,shRNA,11,12,59,64,"In the tailored nanocarrier, two linear small hairpin RNA (shRNA) transcription templates targeting MDR-associated genes (gene of P-glycoprotein, a typical drug efflux pump; and gene of survivin, a representative anti-apoptotic protein) are precisely organized in the chemodrug (doxorubicin, DOX) pre-loaded DNA origami.",30288887_2,-1,-1,-1,-1,4,4,36215,4
36259,viral RNA,28,30,168,177,"Furthermore, using this infectious clone we have generated a mutant ZIKV containing a single amino acid substitution (A175V) in the NS2A protein that presented reduced viral RNA synthesis in cell cultures, was highly attenuated in vivo and induced fully protection against a lethal challenge with ZIKV wild-type.",30301244_8,-1,-1,-1,-1,4,4,36259,4
36424,miRNAs,37,38,232,238,"Further mechanistic study showed that the ETS binding sites within the HBV large surface antigen promoter are required for the repression effect of miR-185-5p on HBV.SIGNIFICANCE: There are few reports about the interaction between miRNAs and the transcription from HBV S1p, we found that miR-185-5p decreases HBV S1p activity by targeting ELK1, which may provide a promising therapeutic strategy for HBV infection.",30308183_10,-1,-1,-1,-1,4,4,36424,4
36722,noncoding RNA,11,13,69,82,"Herein, we describe the precise cellular destruction of an oncogenic noncoding RNA with a small molecule-bleomycin A5 conjugate, affording reversal of phenotype and a facile method to map the cellular binding sites of a small molecule.",30375843_0,-1,-1,-1,-1,4,4,36722,4
36889,long noncoding RNA,14,17,102,120,Extensive tracts of the mammalian genome that lack protein-coding function are still transcribed into long noncoding RNA.,30449723_0,-1,-1,-1,-1,4,4,36889,4
36892,non-polyadenylated,12,13,70,88,"While these lncRNAs are generally short lived, length restricted, and non-polyadenylated, how their expression is distinguished from protein-coding genes remains enigmatic.",30449723_1,-1,-1,-1,-1,4,4,36892,4
36901,lncRNA,30,31,225,231,"Surprisingly, depletion of the ubiquitous Pol-II-associated transcription elongation factor SPT6 promotes a redistribution of H3K36me3 histone marks from active protein coding to lncRNA genes, which correlates with increased lncRNA transcription.",30449723_2,-1,-1,-1,-1,4,4,36901,4
36915,lncRNA,9,10,61,67,"Overall, our results underline the importance of restricting lncRNA expression.",30449723_6,-1,-1,-1,-1,4,4,36915,4
36927,RNAi,8,9,52,56,INTRODUCTION: Novel and safe delivery solutions for RNAi therapeutics are essential to obtain the full potential of cancer gene therapy.,30464462_0,-1,-1,-1,-1,4,4,36927,4
36930,shRNA,21,22,131,136,"METHODS: In this study, cationic vesicular nanocarrier was applied for delivering lnc urothelial carcinoma-associated 1 (lnc UCA1) shRNA expression vector to MCF-7 cells.",30464462_1,-1,-1,-1,-1,4,4,36930,4
36958,shRNA,6,7,37,42,"Furthermore, we found efficient UCA1 shRNA transfection and significant (P<0.05) cell cycle arrest and apoptosis in MCF-7 cancer cells.",30464462_7,-1,-1,-1,-1,4,4,36958,4
37131,small interfering RNA,13,16,76,97,"In addition, hPP10 fused with an RNA-binding domain can mediate delivery of small interfering RNA into cells to silence the reporter gene expression.",30515802_5,-1,-1,-1,-1,4,4,37131,4
37164,CRISPR,19,20,112,118,"Even a 47.4 megabase-sized ring chromosome 18 can be created by CRISPR-C. Our study creates a new territory for CRISPR gene editing and highlights CRISPR-C as a useful tool for studying the cellular impact, persistence and function of eccDNAs.",30551175_6,-1,-1,-1,-1,4,4,37164,4
37190,CRISPR,9,10,70,76,Our findings have important implications for clinical applications of CRISPR technology and reveal general patterns of broken end joining that can provide insights into DNA repair mechanisms.,30554945_7,-1,-1,-1,-1,4,4,37190,4
37288,premature termination codons,20,23,133,161,Nonsense-mediated mRNA decay (NMD) is a cellular mRNA degradation mechanism that inhibits the expression of aberrant mRNAs harboring premature termination codons (PTCs).,30576707_0,-1,-1,-1,-1,4,4,37288,4
37320,small interfering RNA,29,32,151,172,"Polyamidoamine (PAMAM), a positively charged dendrimer has a tendency to complex with nucleic acids (to form dendriplexes) like plasmid DNA (pDNA) and small interfering RNA (siRNA) and can shield them from enzymatic degradation, thereby facilitating endocytosis and endosomal release.",30590107_1,-1,-1,-1,-1,4,4,37320,4
37321,siRNA,33,34,174,179,"Polyamidoamine (PAMAM), a positively charged dendrimer has a tendency to complex with nucleic acids (to form dendriplexes) like plasmid DNA (pDNA) and small interfering RNA (siRNA) and can shield them from enzymatic degradation, thereby facilitating endocytosis and endosomal release.",30590107_1,-1,-1,-1,-1,4,4,37321,4
37340,siRNA,17,18,108,113,"The optimized lipodendriplexes were tested for pDNA transfection, in vitro cell viability, cellular uptake, siRNA mediated knockdown, hemocompatibility, metastatic progression and in ovo in chorioallantoic membrane model (CAM).",30590107_5,-1,-1,-1,-1,4,4,37340,4
37355,RNAi,6,7,51,55,"Genetic manipulation via transgene overexpression, RNAi, or Cas9-based methods is central to biomedical research.",30590691_0,-1,-1,-1,-1,4,4,37355,4
37423,microRNAs,20,21,138,147,The cyclic adenosine monophosphate-degrading enzyme phosphodiesterase 3 (PDE3) is an important treatment target which may be modulated by microRNAs (miRNAs) important for regulating gene expression.,30603956_2,-1,-1,-1,-1,4,4,37423,4
37424,miRNAs,22,23,149,155,The cyclic adenosine monophosphate-degrading enzyme phosphodiesterase 3 (PDE3) is an important treatment target which may be modulated by microRNAs (miRNAs) important for regulating gene expression.,30603956_2,-1,-1,-1,-1,4,4,37424,4
37427,miRNAs,5,6,36,42,We aimed to identify PDE3-targeting miRNAs to highlight potential therapeutic targets for endothelial dysfunction and CSVD.,30603956_3,-1,-1,-1,-1,4,4,37427,4
37431,miRNAs,1,2,15,21,"PDE3-targeting miRNAs were identified by in silico analysis (TargetScan, miRWalk, miRanda, and RNA22).",30603956_4,-1,-1,-1,-1,4,4,37431,4
37437,miRNAs,2,3,15,21,The identified miRNAs were ranked on the basis of TargetScan context scores and their expression (log2 read counts) in a human brain endothelial cell line (hCMEC/D3) described recently.,30603956_5,-1,-1,-1,-1,4,4,37437,4
37441,miRNAs,0,1,0,6,miRNAs were subjected to co-expression meta-analysis (CoMeTa) to create miRNA clusters.,30603956_6,-1,-1,-1,-1,4,4,37441,4
37446,miRNAs,5,6,29,35,The pathways targeted by the miRNAs were assigned functional annotations via the KEGG pathway and COOL.,30603956_7,-1,-1,-1,-1,4,4,37446,4
37450,miRNA,5,6,37,42,"hCMEC/D3 cells were transfected with miRNA mimics miR-27a-3p and miR-222-3p, and the effect on PDE3A protein expression was analyzed by Western blotting.",30603956_8,-1,-1,-1,-1,4,4,37450,4
37471,miRNAs,1,2,14,20,PDE3A-related miRNAs miR-221/miR-222 and miR-27a/miR-27b/miR-128 are potentially linked to pathways essential for immune regulation as well as cerebral and vascular integrity/function.,30603956_13,-1,-1,-1,-1,4,4,37471,4
37493,non-coding,17,18,126,136,"High-throughput sequencing and computational analysis of DNA-associated RNA revealed a large set of RNAs which originate from non-coding and coding loci, including super-enhancers and repeat elements.",30605520_3,-1,-1,-1,-1,4,4,37493,4
37549,siRNA,10,11,66,71,"Specifically, a DNA nanoprism platform with tunable targeting and siRNA loading capability is designed and synthesized.",30610755_3,-1,-1,-1,-1,4,4,37549,4
37556,siRNA,6,7,32,37,"The number and position of both siRNA and MUC-1 aptamers can be readily tuned by switching two short, single-stranded DNA.",30610755_5,-1,-1,-1,-1,4,4,37556,4
37574,microRNAs,8,9,39,48,AIM: Many studies have shown that some microRNAs (miRNAs) play an important role in the pathogenesis of chronic hepatitis B (CHB) infection.,30615846_0,-1,-1,-1,-1,4,4,37574,4
37575,miRNAs,10,11,50,56,AIM: Many studies have shown that some microRNAs (miRNAs) play an important role in the pathogenesis of chronic hepatitis B (CHB) infection.,30615846_0,-1,-1,-1,-1,4,4,37575,4
37750,small interfering RNA,6,9,37,58,Depletion of the SIRT6 protein using small interfering RNA could not directly reactivate KSHV from SLK-iBAC-gfpK52 cells but made the reactivation of KSHV by use of a small amount of the reactivator (doxycycline) more effective and enhanced viral DNA replication in the KSHV infection system.,30651359_6,-1,-1,-1,-1,4,4,37750,4
38311,UTR,18,19,90,93,"There were 212 non-redundant G₂-PQSs in the 3' UTR and 19 non-redundant G₂-PQSs in the 5' UTR, which would mediate gene expression in the post-transcription and translation processes.",30795541_6,-1,-1,-1,-1,4,4,38311,4
38431,siRNA,8,9,67,72,"The transient silencing effects currently demonstrated by nonviral siRNA delivery systems limit the therapeutic utility of RNAi, but it remains a technical challenge to prolong duration of gene silencing.",30816180_0,-1,-1,-1,-1,4,4,38431,4
38432,RNAi,16,17,123,127,"The transient silencing effects currently demonstrated by nonviral siRNA delivery systems limit the therapeutic utility of RNAi, but it remains a technical challenge to prolong duration of gene silencing.",30816180_0,-1,-1,-1,-1,4,4,38432,4
38435,shRNA,14,15,95,100,We have developed a T7 autogene-based hybrid mRNA/DNA system to enable long-term expression of shRNA in cytoplasm in vitro and in vivo.,30816180_1,-1,-1,-1,-1,4,4,38435,4
38447,shRNA,14,15,86,91,"A large amount of T7pol proteins produced are used to induce pT7-driven expression of shRNA in cytoplasm, and through cellular processing of RNA hairpins, mature siRNAs are generated for more than 13 days.",30816180_3,-1,-1,-1,-1,4,4,38447,4
38456,shRNA,2,3,18,23,These sustainable shRNA expression properties in cytoplasm can provide an efficient strategy to address the limitations caused by shRNA-encoding plasmid DNA systems such as low nuclear entry efficiency and short-term silencing effect.,30816180_5,-1,-1,-1,-1,4,4,38456,4
38459,shRNA,4,5,29,34,"The development of long-term shRNA expression system in vivo could scale down administration frequency of RNAi therapeutics in the treatment of chronic diseases, thereby increasing its clinical utility.",30816180_6,-1,-1,-1,-1,4,4,38459,4
38615,CRISPR,1,2,4,10,The CRISPR gRNA was designed to target exon 1 of the bovine TFAM gene and subsequently cloned.,30845180_6,-1,-1,-1,-1,4,4,38615,4
38616,gRNA,2,3,11,15,The CRISPR gRNA was designed to target exon 1 of the bovine TFAM gene and subsequently cloned.,30845180_6,-1,-1,-1,-1,4,4,38616,4
38719,microRNAs,31,32,177,186,"Cyclin-dependent protein kinase 6 (CDK6) plays a pivotal role in the regulation of the cell cycle and cell proliferation in mammals, and disruption of its expression by various microRNAs has been implicated in the pathogenesis of multiple human cancers.",30858134_0,-1,-1,-1,-1,4,4,38719,4
38792,Circular RNAs,0,2,0,13,Circular RNAs (circRNAs) are endogenous non‑coding RNAs implicated in atherosclerosis.,30864721_0,-1,-1,-1,-1,4,4,38792,4
38797,microRNA,17,18,131,139,"Reverse transcription quantitative polymerase chain reaction assays were used to measure the expression levels of circRNA‑0044073, microRNA (miRNA/miR)‑107, janus kinase 1 (JAK1), signal transducer and activator of transcription 3 (STAT3), B‑cell lymphoma 2 (Bcl‑2) and v‑myc avian myelocytomatosis viral oncogene homolog (c‑myc) in in blood cells from patients with atherosclerosis.",30864721_2,-1,-1,-1,-1,4,4,38797,4
38809,circRNA,14,15,97,104,"RNA pull‑down and luciferase reporter assays were then used to determine the association between circRNA and miR expression, and miR and gene expression, respectively.",30864721_3,-1,-1,-1,-1,4,4,38809,4
38849,RNA transcript,8,10,53,67,"We have identified regulatory mechanisms in which an RNA transcript forms a DNA duplex·RNA triple helix with a gene or one of its regulatory elements, suggesting potential auto-regulatory mechanisms in vivo.",30867287_0,-1,-1,-1,-1,4,4,38849,4
39014,single-stranded RNA,25,27,162,181,"We report the discovery of a cationic carbon quantum dot (cQD) probe that emits spectrally distinguishable fluorescence upon binding with double-stranded DNA and single-stranded RNA in live cells, thereby enabling real-time monitoring of DNA and RNA localization and motion.",30912239_2,-1,-1,-1,-1,4,4,39014,4
39167,ncRNA,22,23,149,154,"By employing doxorubicin as a representative DNA-reactive compound, we have discovered a cytotoxic mechanism that involves a cellular noncoding RNA (ncRNA) nc886 and protein kinase R (PKR) that is a proapoptotic protein.",30948645_4,-1,-1,-1,-1,4,4,39167,4
39328,siRNA,1,2,4,9,"The siRNA knockdown (KD) of PSF resulted in increased viral replication in TZM-bl cells, suggesting PSF has negative influence on viral replication.",31036027_4,-1,-1,-1,-1,4,4,39328,4
39372,siRNA,31,32,271,276,"Materials & methods: A multifunctional GRPR-targeted peptide R9-K(GALA)-BBN(6-14) was combined with a phospholipid oligonucleotide delivery system (1:1 1,2-dioleoyl-sn-glycero-3-phosphoethanolamine and 1,2-dioleoyl-3-trimethylammonium-propane) and evaluated for pDNA and siRNA delivery in terms of complex size, toxicity, receptor-targeted delivery and gene expression or knockdown efficiency.",31050581_1,-1,-1,-1,-1,4,4,39372,4
39390,RNA interference,24,26,126,142,"A well-designed DNA tetrahedron based biosensor (DTB) has been employed for imaging and detection of argonaute2 (Ago2), a key RNA interference (RNAi) protein.",31050888_0,-1,-1,-1,-1,4,4,39390,4
39534,splice sites,9,11,52,64,We observed that linker histone H1.5 binds DNA over splice sites of short exons in human lung fibroblasts (IMR90 cells).,31076740_2,-1,-1,-1,-1,4,4,39534,4
39537,splice sites,8,10,45,57,We found that association of H1.5 with these splice sites correlated with the level of inclusion of alternatively spliced exons.,31076740_3,-1,-1,-1,-1,4,4,39537,4
39540,splice site,18,20,79,90,Exons marked by H1.5 had more RNA polymerase II (RNAP II) stalling near the 3' splice site than did exons not associated with H1.5.,31076740_4,-1,-1,-1,-1,4,4,39540,4
39546,splice site,10,12,61,72,"Our findings indicate that H1.5 is involved in regulation of splice site selection and alternative splicing, a function not previously demonstrated for linker histones.",31076740_6,-1,-1,-1,-1,4,4,39546,4
39719,short interfering RNA,10,13,59,80,"To identify key regulators of HBV production, we performed short interfering RNA (siRNA) screening for Rab proteins, which are considered to act as molecular switches in vesicular trafficking using HepG2.2.15 cells.",31118260_1,-1,-1,-1,-1,4,4,39719,4
39720,siRNA,14,15,82,87,"To identify key regulators of HBV production, we performed short interfering RNA (siRNA) screening for Rab proteins, which are considered to act as molecular switches in vesicular trafficking using HepG2.2.15 cells.",31118260_1,-1,-1,-1,-1,4,4,39720,4
39731,siRNA,10,11,53,58,"Surprisingly, 5 days after the transfection of Rab5B siRNA, HBV DNA in the supernatant was increased more than 30-fold, reflecting the increase of infectious HBV particles.",31118260_3,-1,-1,-1,-1,4,4,39731,4
39784,MicroRNAs,0,1,0,9,MicroRNAs (miRNAs) play important roles in gene regulation and have been reported as biomarkers in cancer diagnosis.,31123738_0,-1,-1,-1,-1,4,4,39784,4
39785,miRNAs,2,3,11,17,MicroRNAs (miRNAs) play important roles in gene regulation and have been reported as biomarkers in cancer diagnosis.,31123738_0,-1,-1,-1,-1,4,4,39785,4
39789,miRNA,6,7,33,38,"Herein, we develop an isothermal miRNA detection platform based on the highly efficient, multiple primer-mediated rolling circle amplification method coupled with a graphene oxide-based fluorescence (MPRCA-GO) assay, using lung cancer-associated miRNAs (miR-21 and miR-210) and a reference miRNA (miR-16) as model targets.",31123738_1,-1,-1,-1,-1,4,4,39789,4
39795,miRNA,44,45,290,295,"Herein, we develop an isothermal miRNA detection platform based on the highly efficient, multiple primer-mediated rolling circle amplification method coupled with a graphene oxide-based fluorescence (MPRCA-GO) assay, using lung cancer-associated miRNAs (miR-21 and miR-210) and a reference miRNA (miR-16) as model targets.",31123738_1,-1,-1,-1,-1,4,4,39795,4
39804,miRNAs,17,18,90,96,The developed platform had a limit of detection as low as 0.87 fM and could detect target miRNAs in cancer cell lines and human serums.,31123738_4,-1,-1,-1,-1,4,4,39804,4
39886,noncoding RNA,7,9,46,59,"We have recently discovered the generation of noncoding RNA from a DNA double-strand break (DSB) in an MRE11-RAD50-NBS1 complex-dependent manner, which are necessary for full DDR activation.",31147920_1,-1,-1,-1,-1,4,4,39886,4
39892,noncoding RNA,5,7,27,40,The low abundance of these noncoding RNA makes them difficult to identify and study.,31147920_2,-1,-1,-1,-1,4,4,39892,4
39906,Noncoding,0,1,0,9,Noncoding (nc) RNA called satellite I is transcribed from the human centromere region.,31166646_0,-1,-1,-1,-1,4,4,39906,4
39909,ncRNA,3,4,18,23,Depletion of this ncRNA results in abnormal nuclear morphology because of defects in chromosome segregation.,31166646_1,-1,-1,-1,-1,4,4,39909,4
39912,ncRNA,6,7,40,45,Some protein factors interact with this ncRNA and function as a component of a nc ribonucleoprotein (RNP) complex in mitotic regulation.,31166646_2,-1,-1,-1,-1,4,4,39912,4
39918,ncRNA,19,20,105,110,"Here, we found that DHX38, a pre-mRNA splicing-related DEAH box RNA helicase, interacts with satellite I ncRNA.",31166646_3,-1,-1,-1,-1,4,4,39918,4
39924,ncRNA,4,5,30,35,"Interaction between DHX38 and ncRNA was interphase-specific, but DHX38 depletion affected the function of Aurora B, which associated with satellite I ncRNA at mitotic phase.",31166646_5,-1,-1,-1,-1,4,4,39924,4
39930,ncRNA,23,24,150,155,"Interaction between DHX38 and ncRNA was interphase-specific, but DHX38 depletion affected the function of Aurora B, which associated with satellite I ncRNA at mitotic phase.",31166646_5,-1,-1,-1,-1,4,4,39930,4
40081,lncRNA,10,11,41,47,AIMS: The role of long non-coding RNA's (lncRNA) in the biology of ulcerative colitis (UC) is not well understood.,31207308_0,-1,-1,-1,-1,4,4,40081,4
40087,lncRNA,7,8,45,51,"This study aims to characterize one specific lncRNA, CDKN2B-AS1 whose expression was downregulated in UC patients.",31207308_2,-1,-1,-1,-1,4,4,40087,4
40099,shRNA,15,16,78,83,"The intestinal epithelial cell line, Caco-2, was used to study the effects of shRNA mediated loss of CDKN2B-AS1.",31207308_5,-1,-1,-1,-1,4,4,40099,4
40110,circular RNA,14,16,85,97,KEY FINDINGS: CDKN2B-AS1 is transcribed into not only linear transcripts but also as circular RNA through back-splicing and both forms are decreased in IBD.,31207308_8,-1,-1,-1,-1,4,4,40110,4
40123,lncRNA,7,8,44,50,SIGNIFICANCE: This study identifies a novel lncRNA with both linear and circular transcripts affecting UC biology.,31207308_13,-1,-1,-1,-1,4,4,40123,4
