,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_protein_distsv,lf_cell_line_distsv,lf_cell_distsv,lf_dna_distsv,lf_rna_distsv,label,orig_index,olabel
39540,splice site,18,20,79,90,Exons marked by H1.5 had more RNA polymerase II (RNAP II) stalling near the 3' splice site than did exons not associated with H1.5.,31076740_4,-1,-1,-1,-1,4,4,39540,4
39546,splice site,10,12,61,72,"Our findings indicate that H1.5 is involved in regulation of splice site selection and alternative splicing, a function not previously demonstrated for linker histones.",31076740_6,-1,-1,-1,-1,4,4,39546,4
39720,siRNA,14,15,82,87,"To identify key regulators of HBV production, we performed short interfering RNA (siRNA) screening for Rab proteins, which are considered to act as molecular switches in vesicular trafficking using HepG2.2.15 cells.",31118260_1,-1,-1,-1,-1,4,4,39720,4
39731,siRNA,10,11,53,58,"Surprisingly, 5 days after the transfection of Rab5B siRNA, HBV DNA in the supernatant was increased more than 30-fold, reflecting the increase of infectious HBV particles.",31118260_3,-1,-1,-1,-1,4,4,39731,4
39784,MicroRNAs,0,1,0,9,MicroRNAs (miRNAs) play important roles in gene regulation and have been reported as biomarkers in cancer diagnosis.,31123738_0,-1,-1,-1,-1,4,4,39784,4
39785,miRNAs,2,3,11,17,MicroRNAs (miRNAs) play important roles in gene regulation and have been reported as biomarkers in cancer diagnosis.,31123738_0,-1,-1,-1,-1,4,4,39785,4
39789,miRNA,6,7,33,38,"Herein, we develop an isothermal miRNA detection platform based on the highly efficient, multiple primer-mediated rolling circle amplification method coupled with a graphene oxide-based fluorescence (MPRCA-GO) assay, using lung cancer-associated miRNAs (miR-21 and miR-210) and a reference miRNA (miR-16) as model targets.",31123738_1,-1,-1,-1,-1,4,4,39789,4
39795,miRNA,44,45,290,295,"Herein, we develop an isothermal miRNA detection platform based on the highly efficient, multiple primer-mediated rolling circle amplification method coupled with a graphene oxide-based fluorescence (MPRCA-GO) assay, using lung cancer-associated miRNAs (miR-21 and miR-210) and a reference miRNA (miR-16) as model targets.",31123738_1,-1,-1,-1,-1,4,4,39795,4
39804,miRNAs,17,18,90,96,The developed platform had a limit of detection as low as 0.87 fM and could detect target miRNAs in cancer cell lines and human serums.,31123738_4,-1,-1,-1,-1,4,4,39804,4
39916,pre-mRNA,8,9,29,37,"Here, we found that DHX38, a pre-mRNA splicing-related DEAH box RNA helicase, interacts with satellite I ncRNA.",31166646_3,-1,-1,-1,-1,4,4,39916,4
40099,shRNA,15,16,78,83,"The intestinal epithelial cell line, Caco-2, was used to study the effects of shRNA mediated loss of CDKN2B-AS1.",31207308_5,-1,-1,-1,-1,4,4,40099,4
40110,circular RNA,14,16,85,97,KEY FINDINGS: CDKN2B-AS1 is transcribed into not only linear transcripts but also as circular RNA through back-splicing and both forms are decreased in IBD.,31207308_8,-1,-1,-1,-1,4,4,40110,4
40126,Ribosomal RNA,0,2,0,13,Ribosomal RNA (rRNA) production occurs in the nucleolus and is a critical process for ribosome biogenesis which affects protein synthesis capacity and determines the cell growth.,31217076_0,-1,-1,-1,-1,4,4,40126,4
40127,rRNA,3,4,15,19,Ribosomal RNA (rRNA) production occurs in the nucleolus and is a critical process for ribosome biogenesis which affects protein synthesis capacity and determines the cell growth.,31217076_0,-1,-1,-1,-1,4,4,40127,4
40146,pre-rRNA,17,18,118,126,"Here, we demonstrate that overexpression of pNO40 downregulates RNA polymerase I transcription activity, resulting in pre-rRNA synthesis reduction and induces nucleolar segregation, a hallmark of rRNA synthesis inhibition and nucleolar stress response.",31217076_3,-1,-1,-1,-1,4,4,40146,4
40160,rRNA,10,11,59,63,"Collectively, our results demonstrate the role of pNO40 in rRNA biosynthesis regulation by compromising UBF function in rDNA transcription activation with subsequent rRNA synthesis inhibition.",31217076_5,-1,-1,-1,-1,4,4,40160,4
40164,rRNA,23,24,166,170,"Collectively, our results demonstrate the role of pNO40 in rRNA biosynthesis regulation by compromising UBF function in rDNA transcription activation with subsequent rRNA synthesis inhibition.",31217076_5,-1,-1,-1,-1,4,4,40164,4
40166,miRNA,3,4,24,29,"Epigenetic silencing of miRNA is a primary mechanism of aberrant miRNA expression in cancer, and hypermethylation of miRNA promoters has been reported to contribute to prostate cancer initiation and progression.",31225930_0,-1,-1,-1,-1,4,4,40166,4
40167,miRNA,10,11,65,70,"Epigenetic silencing of miRNA is a primary mechanism of aberrant miRNA expression in cancer, and hypermethylation of miRNA promoters has been reported to contribute to prostate cancer initiation and progression.",31225930_0,-1,-1,-1,-1,4,4,40167,4
40219,mRNA sequence,9,11,55,68,"Lung cancer cells harbor various gene mutations in the mRNA sequence of the Epidermal Growth Factor Receptor (EGFR), especially the mutations of exon19del E746-A750, T790M, and L858R.",31241068_0,-1,-1,-1,-1,4,4,40219,4
40314,messenger ribonucleic acid,9,12,54,80,We developed an optimized method for the detection of messenger ribonucleic acid (mRNA) of FOXP3 by hybridizing AgNC and G-rich to the target FOXP3 mRNA of a MCF-7 cells.,31260647_2,-1,-1,-1,-1,4,4,40314,4
40445,splice site,24,26,186,197,We anticipate that posttranslational modifications and proteins recruited in dynamical U2AF65 and CAPERα condensates may further contribute to the complex mechanisms leading to specific splice site choice that occurs in cells.,31271494_6,-1,-1,-1,-1,4,4,40445,4
40447,gRNA,13,14,55,59,"In this study, it is found that both single guide RNA (gRNA) and Cas9 protein could be exported from the CRISPR/Cas9-expressing cells by endogenous exosomes independently.",31271518_1,-1,-1,-1,-1,4,4,40447,4
40454,gRNA,25,26,177,181,"Further experiments demonstrate that these naturally produced endogenous exosomes could be used as a vehicle to deliver the functional Cas9 and hepatitis B virus (HBV)-specific gRNA to cut HBV DNA transfected in HuH7 cells or human papilloma virus (HPV)-specific gRNA to cut the integrated HPV DNA in HeLa cells, respectively.",31271518_2,-1,-1,-1,-1,4,4,40454,4
40458,gRNA,39,40,263,267,"Further experiments demonstrate that these naturally produced endogenous exosomes could be used as a vehicle to deliver the functional Cas9 and hepatitis B virus (HBV)-specific gRNA to cut HBV DNA transfected in HuH7 cells or human papilloma virus (HPV)-specific gRNA to cut the integrated HPV DNA in HeLa cells, respectively.",31271518_2,-1,-1,-1,-1,4,4,40458,4
40463,gRNA,21,22,132,136,"In conclusion, this study indicates the potential of endogenous exosomes as a safe and effective delivery vehicle of the functional gRNA and Cas9 protein.",31271518_3,-1,-1,-1,-1,4,4,40463,4
40509,pre-rRNA,30,31,205,213,"Defects in the ribosome assembly factor Las1L are associated with congenital lethal motor neuron disease and X-linked intellectual disability disorders, yet its role in processing precursor ribosomal RNA (pre-rRNA) is largely unclear.",31288032_1,-1,-1,-1,-1,4,4,40509,4
40515,pre-rRNA,19,20,123,131,The Las1L endoribonuclease associates with the Nol9 polynucleotide kinase to form the internal transcribed spacer 2 (ITS2) pre-rRNA endonuclease-kinase machinery.,31288032_2,-1,-1,-1,-1,4,4,40515,4
40535,pre-rRNA,19,20,151,159,Structural analysis by high-resolution imaging defines the intricate spatial pattern of Las1L-Nol9 within the nucleolar sub-structure linked with late pre-rRNA processing events.,31288032_7,-1,-1,-1,-1,4,4,40535,4
40542,pre-rRNA,17,18,103,111,"Together, these data provide a mechanism for the assembly and nucleolar localization of the human ITS2 pre-rRNA endonuclease-kinase complex.",31288032_9,-1,-1,-1,-1,4,4,40542,4
41015,microRNA,1,2,4,12,The microRNA (miRNA) pathway is an epigenetic mechanism that plays important roles in various biological processes including host-virus interactions by regulating gene expression of the host and/or the virus.,31422153_0,-1,-1,-1,-1,4,4,41015,4
41016,miRNA,3,4,14,19,The microRNA (miRNA) pathway is an epigenetic mechanism that plays important roles in various biological processes including host-virus interactions by regulating gene expression of the host and/or the virus.,31422153_0,-1,-1,-1,-1,4,4,41016,4
41024,miRNAs,28,29,200,206,"Previously, we showed that the cellular microRNAome in Spodoptera frugiperda (Sf9) cells is modulated following Autographa californica multiple nucleopolyhedrovirus (AcMNPV) infection suggesting that miRNAs may contribute in the cellular antiviral immunity.",31422153_1,-1,-1,-1,-1,4,4,41024,4
41046,miRNAs,25,26,164,170,"The expression levels of cellular miRNAs, miR-184 and let-7, also diminished at the post infection times further confirming differential expression of the cellular miRNAs following AcMNPV infection.",31422153_5,-1,-1,-1,-1,4,4,41046,4
41050,RNAi,0,1,0,4,"RNAi of Dcr1, Ago1 and Ran enhanced viral DNA replication and reduced the abundance of miR-184 and let-7 underscoring the importance of the miRNA pathway in antiviral immunity in Sf9 cells.",31422153_7,-1,-1,-1,-1,4,4,41050,4
41070,miRNAs,9,10,56,62,"To modulate this immune response, AcMNPV represses host miRNAs likely through downregulation of Ran to enhance its replication in the host cells.",31422153_10,-1,-1,-1,-1,4,4,41070,4
41073,small interfering RNA,5,8,33,54,We previously reported that some small interfering RNA (siRNA) enhances DNA or DNA virus mediated-interferon (IFN)-λ1(a type III IFN) induction through the crosstalk between retinoic acid-inducible gene I (RIG-I) and interferon gamma-inducible protein 16 (IFI16) signalling pathway.,31445477_0,-1,-1,-1,-1,4,4,41073,4
41074,siRNA,9,10,56,61,We previously reported that some small interfering RNA (siRNA) enhances DNA or DNA virus mediated-interferon (IFN)-λ1(a type III IFN) induction through the crosstalk between retinoic acid-inducible gene I (RIG-I) and interferon gamma-inducible protein 16 (IFI16) signalling pathway.,31445477_0,-1,-1,-1,-1,4,4,41074,4
41080,siRNA,10,11,51,56,Here we provide further evidence of a new role for siRNA.,31445477_1,-1,-1,-1,-1,4,4,41080,4
41081,siRNA,0,1,0,5,"siRNA containing a 5-nucleotide (nt) motif sequence suppresses DNA-mediated not only type III IFNs, but also type I IFNs and inflammatory cytokines.",31445477_2,-1,-1,-1,-1,4,4,41081,4
41088,siRNA,4,5,21,26,We define that motif siRNA inhibits the induction when the motif is located at the 3' or 5'-terminus of siRNA.,31445477_3,-1,-1,-1,-1,4,4,41088,4
41090,siRNA,20,21,104,109,We define that motif siRNA inhibits the induction when the motif is located at the 3' or 5'-terminus of siRNA.,31445477_3,-1,-1,-1,-1,4,4,41090,4
41093,siRNA,13,14,77,82,"Using THP1-Lucia ISG cells with various DNA stimulants, we reveal that motif siRNA inhibits DNA or DNA virus but not RNA virus-mediated signalling.",31445477_4,-1,-1,-1,-1,4,4,41093,4
41101,siRNA,26,27,151,156,Motif siRNA specifically interrupts IFI16 but not cyclic GMP-AMP synthase (cGAS) binding to DNA and has 2.5-fold higher affinity to IFI16 than that of siRNA without the motif.,31445477_5,-1,-1,-1,-1,4,4,41101,4
41102,siRNA,5,6,30,35,"We further confirm that motif siRNA potently suppresses HSV-1 virus-mediated IFNs and inflammatory cytokines, such as IFNL1, IFNB and TNFA, in human primary immature dendritic cells.",31445477_6,-1,-1,-1,-1,4,4,41102,4
41109,siRNA,12,13,67,72,"Collectively, these findings may shed light on a novel function of siRNA with the unique 5-nt motif as a quencher of innate immunity and facilitate the development of potential therapeutics to regulate innate immune cascades.",31445477_7,-1,-1,-1,-1,4,4,41109,4
41174,rRNA,12,13,61,65,"The effect of DNA double-strand breaks (DSBs) in nucleoli on rRNA transcription and nucleolar organisation appears to depend on the agent used to introduce DSBs, DSB frequency and the presence (or not) of DSBs outside the nucleoli.",31492757_1,-1,-1,-1,-1,4,4,41174,4
41193,rRNA,19,20,154,158,"This locally restricted transcriptional inhibition was not accompanied by nucleolar segregation, a structural reorganisation observed after inhibition of rRNA transcription by treatment with actinomycin D or UV irradiation.",31492757_5,-1,-1,-1,-1,4,4,41193,4
41315,bacterial RNA,7,9,42,55,The innate immune system senses viral and bacterial RNA or DNA via different cytoplasmic or endosomal localized pattern recognition receptors.,31521407_0,-1,-1,-1,-1,4,4,41315,4
41653,microRNA,16,17,74,82,We investigated HT (1 and 10 μmol/L) effects on gene expression (mRNA and microRNA) related to inflammation induced by 10 ng/mL tumor necrosis factor (TNF)-α in human Simpson-Golabi-Behmel Syndrome (SGBS) adipocytes.,31627295_2,-1,-1,-1,-1,4,4,41653,4
41703,double-stranded RNA,16,18,83,102,"We recently showed DUX4-induced toxicity is due, in part, to the activation of the double-stranded RNA (dsRNA) response pathway and the accumulation of intranuclear dsRNA foci.",31630170_2,-1,-1,-1,-1,4,4,41703,4
41704,dsRNA,19,20,104,109,"We recently showed DUX4-induced toxicity is due, in part, to the activation of the double-stranded RNA (dsRNA) response pathway and the accumulation of intranuclear dsRNA foci.",31630170_2,-1,-1,-1,-1,4,4,41704,4
41707,dsRNA,28,29,165,170,"We recently showed DUX4-induced toxicity is due, in part, to the activation of the double-stranded RNA (dsRNA) response pathway and the accumulation of intranuclear dsRNA foci.",31630170_2,-1,-1,-1,-1,4,4,41707,4
41723,dsRNA,15,16,79,84,"In contrast, pericentric human satellite II (HSATII) repeats formed a class of dsRNA specific to the DUX4 expressing cells.",31630170_6,-1,-1,-1,-1,4,4,41723,4
41742,small interfering RNA,14,17,97,118,"Oligonucleotide-based gene silencing, using molecules such as antisense oligonucleotides (ASOs), small interfering RNA, and aptamers, is widely studied.",31650445_0,-1,-1,-1,-1,4,4,41742,4
41747,complementary RNA,16,18,97,114,"Here, we developed an antisense double-stranded DNA oligonucleotide (ADO) by modification of the complementary RNA in an HDO to generate DNA for increasing resistance to nucleases.",31650445_2,-1,-1,-1,-1,4,4,41747,4
41841,dsRNA,11,12,78,83,These up-regulation responses were mainly attributed to viral genomic DNA and dsRNA replication intermediates.,31655218_4,-1,-1,-1,-1,4,4,41841,4
41876,dsRNA,46,47,261,266,"Taken together, these data indicate that host multiple sensors including DNA sensor (cGAS) and RNA sensors (TLR3, MDA5 and LGP2) are involved in recognizing a variety of different pathogen associated molecular patterns (PAMPs) including viral genomic ssDNA and dsRNA replication intermediates, which trigger an effective antiviral innate immune response.",31655218_8,-1,-1,-1,-1,4,4,41876,4
41927,microRNAs,8,9,67,76,Variations in the intracellular expression level of cancer-related microRNAs (miRNAs) are connected with worsening tumor progression.,31687670_0,-1,-1,-1,-1,4,4,41927,4
41928,miRNAs,10,11,78,84,Variations in the intracellular expression level of cancer-related microRNAs (miRNAs) are connected with worsening tumor progression.,31687670_0,-1,-1,-1,-1,4,4,41928,4
41931,miRNA,16,17,99,104,"A simple, accurate, and sensitive analytical method for the imaging and detection of intracellular miRNA is still a great challenge due to the low abundance of miRNAs and the complexity of intracellular environments.",31687670_1,-1,-1,-1,-1,4,4,41931,4
41932,miRNAs,28,29,160,166,"A simple, accurate, and sensitive analytical method for the imaging and detection of intracellular miRNA is still a great challenge due to the low abundance of miRNAs and the complexity of intracellular environments.",31687670_1,-1,-1,-1,-1,4,4,41932,4
41933,miRNA,5,6,21,26,"In this work, target miRNA (miRNA)-mediated catalytic hairpin assembly (CHA)-induced gold nanocage (GNC)-hairpin DNA1 (hpDNA1)-hpDNA2-GNC nanostructures were designed for surface-enhanced Raman scattering (SERS) detection and imaging of the specific miR-125a-5p in the normal lung epithelial cell line (BEAS-2B cells) and lung cancer cell line (A549 cells).",31687670_2,-1,-1,-1,-1,4,4,41933,4
41953,miRNAs,25,26,137,143,"Using this method, miR-125a-5p can be detected in a wide linear range with a detection limit of 43.96 aM and high selectivity over other miRNAs in vitro.",31687670_4,-1,-1,-1,-1,4,4,41953,4
41991,small interfering RNA,23,26,120,141,"METHODS: The two cullin paralogs CUL4A and CUL4B, which form the CRL4 ligase scaffold, were depleted in cancer cells by small interfering RNA followed by analysis of the cellular and biochemical responses to ICLs elicited upon cisplatin or MMC treatment.",31690264_4,-1,-1,-1,-1,4,4,41991,4
42029,siRNA,24,25,152,157,"In this study, we report the development of photo-degradable, branched poly(β-amino ester)s (BPAE-NB) to realize efficient and photo-controlled DNA and siRNA delivery.",31696871_2,-1,-1,-1,-1,4,4,42029,4
42201,gRNA,12,13,75,79,"However, protein-based delivery of the in vitro translated Cas9/guide RNA (gRNA) ribonucleoprotein (RNP) complex into plant cells is still in its infancy even though protein delivery has several advantages.",31728703_3,-1,-1,-1,-1,4,4,42201,4
42282,rRNA,14,15,107,111,"ING4 deficient cells exhibited slower proliferation and the alteration in nucleolar structure with reduced rRNA transcription, which was rescued by exogenous expression of GFP-ING4 to the similar levels of wild type cells.",31754246_4,-1,-1,-1,-1,4,4,42282,4
42360,miRNAs,23,24,146,152,The densely packed DNA nanostructure is able to provide large amounts of repeated ASO copies for efficient capturing of miR-21 and inhibiting the miRNAs function in mammalian cells.,31763811_3,-1,-1,-1,-1,4,4,42360,4
42569,RNAi,3,4,13,17,"For decades, RNAi has emerged as an effective solution to regulate gene overexpression, but transient effects of exogenous siRNA have limited the development of EGFR-targeting siRNA therapeutics.",31786264_1,-1,-1,-1,-1,4,4,42569,4
42571,siRNA,20,21,123,128,"For decades, RNAi has emerged as an effective solution to regulate gene overexpression, but transient effects of exogenous siRNA have limited the development of EGFR-targeting siRNA therapeutics.",31786264_1,-1,-1,-1,-1,4,4,42571,4
42573,siRNA,27,28,176,181,"For decades, RNAi has emerged as an effective solution to regulate gene overexpression, but transient effects of exogenous siRNA have limited the development of EGFR-targeting siRNA therapeutics.",31786264_1,-1,-1,-1,-1,4,4,42573,4
42576,shRNA,14,15,90,95,"Recently, we developed T7 autogene-based hybrid mRNA/DNA system as a non-viral vector for shRNA production and reported the feasibility of long-term silencing for RFP expression as a concept of proof.",31786264_2,-1,-1,-1,-1,4,4,42576,4
42581,shRNA,19,20,121,126,"To investigate its therapeutic availability in cancer therapy, we here modified the hybrid system to stably express EGFR shRNA and confirmed the antitumor effects.",31786264_3,-1,-1,-1,-1,4,4,42581,4
42585,shRNA,16,17,124,129,"When autocatalytic production of T7pol protein in cytoplasm was combined with pT7-driven cytoplasmic transcription for EGFR shRNA, a single transfection lead to stable EGFR silencing in SKOV3 cells for more than 13 days.",31786264_4,-1,-1,-1,-1,4,4,42585,4
42594,siRNA,27,28,185,190,"Also, liposomal systemic administration at two-week intervals resulted in significant inhibition of tumor growth in both SKOV3-bearing mice and PDX models, contrast to the conventional siRNA approach.",31786264_5,-1,-1,-1,-1,4,4,42594,4
42596,siRNA,14,15,91,96,Our results show an efficient strategy to overcome the temporary effects of synthetic EGFR siRNA in cancer treatment and ultimately provide a potential candidate as an anticancer drug.,31786264_6,-1,-1,-1,-1,4,4,42596,4
42620,gRNA,25,26,161,165,"Editing of latent genomes caused short indels while editing of replicating genomes produced indels, linear molecules, and large genomic sequence loss around the gRNA target site.",31789594_3,-1,-1,-1,-1,4,4,42620,4
42625,gRNA,16,17,94,98,The HSV ICP0 protein and viral DNA replication increased the loss of DNA sequences around the gRNA target site.,31789594_4,-1,-1,-1,-1,4,4,42625,4
42847,rRNA,26,27,165,169,"These results indicate that metformin activates AMPK and reduces the intracellular succinate level, both of which are required for the activation of KDM2A to reduce rRNA transcription.",31822720_10,-1,-1,-1,-1,4,4,42847,4
42922,ribosomal RNA,2,4,17,30,"Interfering with ribosomal RNA (rRNA) accumulation triggered nucleolar stress and repressed expression of 1392 genes, including High Mobility Group Box 2 (HMGB2), a chromatin-associated protein that facilitates cytoplasmic double-stranded (ds) DNA-sensing by cGAS.",31841110_3,-1,-1,-1,-1,4,4,42922,4
42923,rRNA,5,6,32,36,"Interfering with ribosomal RNA (rRNA) accumulation triggered nucleolar stress and repressed expression of 1392 genes, including High Mobility Group Box 2 (HMGB2), a chromatin-associated protein that facilitates cytoplasmic double-stranded (ds) DNA-sensing by cGAS.",31841110_3,-1,-1,-1,-1,4,4,42923,4
42939,rRNA,3,4,22,26,This establishes that rRNA accumulation regulates innate immune responses to dsDNA by controlling HMGB2 abundance.,31841110_5,-1,-1,-1,-1,4,4,42939,4
42943,rRNA,5,6,26,30,"Moreover, it reveals that rRNA accumulation and/or nucleolar activity unexpectedly regulate dsDNA-sensing to restrict virus reproduction and regulate inflammation.",31841110_6,-1,-1,-1,-1,4,4,42943,4
42946,RNA interference (,1,4,9,27,"Although RNA interference (RNAi) technology shows great potential in cancer treatment, the tumor target delivery and sufficient cytosolic transport of RNAi agents are still the main obstacles for its clinical applications.",31846730_0,-1,-1,-1,-1,4,4,42946,4
42947,RNAi,4,5,27,31,"Although RNA interference (RNAi) technology shows great potential in cancer treatment, the tumor target delivery and sufficient cytosolic transport of RNAi agents are still the main obstacles for its clinical applications.",31846730_0,-1,-1,-1,-1,4,4,42947,4
42967,small hairpin RNA,50,53,371,388,"Molecular block adamantane-grafted poly(ethylene glycol) (Ad-PEG) was modified with epidermal growth factor receptor (EGFR)-specific binding ligand GE11 or pH-sensitive fusogenic peptide GALA and then used for self-assembly with cyclodextrin-grafted branched polyethylenimine (CD-PEI), adamantane-grafted polyamidoamine dendrimer (Ad-PAMAM), and plasmid DNA containing a small hairpin RNA expression cassette against vascular endothelial growth factor (VEGF) into functional DNA-loaded supramolecular nanoparticles (GE11&GALA-pshVEGF@SNPs) based on molecular recognition and charge interaction.",31846730_2,-1,-1,-1,-1,4,4,42967,4
43053,regulatory sequences,4,6,18,38,LTRs can serve as regulatory sequences and drive transcription of tissue or cancer-specific transcripts.,31874857_1,-1,-1,-1,-1,4,4,43053,4
43117,ribosomal RNA,10,12,51,64,Embryonic stem cells (ESCs) exhibit high levels of ribosomal RNA (rRNA) transcription and ribosome biogenesis.,31914400_0,-1,-1,-1,-1,4,4,43117,4
43136,rRNA,18,19,117,121,"DDX18 knockdown leads to increased occupancy of PRC2 and H3K27me3 at rDNA loci, accompanied by drastically decreased rRNA transcription and reduced ribosomal protein expression and translation.",31914400_3,-1,-1,-1,-1,4,4,43136,4
43158,miRNAs,7,8,31,37,"From this analysis, one of the miRNAs that shows changes in its expression is miR-222, which is overexpressed in various cancers associated with exposure to metals.",31923208_2,-1,-1,-1,-1,4,4,43158,4
43369,gRNA,29,30,166,170,"However, in contrast to CRISPR-Cas9 nuclease approaches, the efficiency of CRISPRi/a depends on continued expression of the dead Cas9 (dCas9) effector and guide RNA (gRNA), which can vary substantially depending on transgene design and delivery.",31959800_1,-1,-1,-1,-1,4,4,43369,4
43386,gRNA,11,12,59,63,"We also assess the performance of our PB system for single gRNA delivery, confirming its utility for library format applications.",31959800_5,-1,-1,-1,-1,4,4,43386,4
43416,rRNA,7,8,42,46,"Here, we investigate the dysregulation of rRNA synthesis in CS.",31970402_3,-1,-1,-1,-1,4,4,43416,4
43419,rRNA,13,14,67,71,"We report that Nucleolin (Ncl), a nucleolar protein that regulates rRNA synthesis and ribosome biogenesis, interacts with CSA and CSB.",31970402_4,-1,-1,-1,-1,4,4,43419,4
43441,rRNA,11,12,67,71,These findings suggest that CSA and CSB are positive regulators of rRNA synthesis via Ncl regulation.,31970402_8,-1,-1,-1,-1,4,4,43441,4
43497,riboswitch,10,11,66,76,"In summary, our method enables fast and efficient high-throughput riboswitch identification, thereby overcoming a major hurdle in the development cascade for therapeutically applicable gene switches.",32024835_5,-1,-1,-1,-1,4,4,43497,4
43544,piRNAs,8,9,68,74,"PIWI-clade Argonaute proteins associate with PIWI-interacting RNAs (piRNAs), and silence transposons in animal gonads.",32051406_0,-1,-1,-1,-1,4,4,43544,4
43550,piRNAs,17,18,109,115,"Here, we report the crystal structure of the Drosophila PIWI-clade Argonaute Piwi in complex with endogenous piRNAs, at 2.9 Å resolution.",32051406_1,-1,-1,-1,-1,4,4,43550,4
43556,piRNA,22,23,163,168,"A structural comparison of Piwi with other Argonautes highlights the PIWI-specific structural features, such as the overall domain arrangement and metal-dependent piRNA recognition.",32051406_2,-1,-1,-1,-1,4,4,43556,4
43818,siRNA,5,6,28,33,"Expression of mutant MxB or siRNA knockdown of MxB leads to fragmented mitochondria with disrupted inner membranes that are unable to maintain a proton gradient, while expelling their nucleoid-based genome into the cytoplasm.",32102993_3,-1,-1,-1,-1,4,4,43818,4
43883,miRNAs,9,10,68,74,"Delta-type LidNAs were developed to target endogenous and exogenous miRNAs, and exhibited potent miRNA inhibitory effects with a duration of at least 10 days.",32108562_5,-1,-1,-1,-1,4,4,43883,4
44074,ribosomal RNA,6,8,34,47,TIF-90 has been shown to regulate ribosomal RNA (rRNA) synthesis by interacting with polymerase I (Pol I) during the initiation of ribosomal DNA (rDNA) transcription in the nucleolus.,32159236_1,-1,-1,-1,-1,4,4,44074,4
44075,rRNA,9,10,49,53,TIF-90 has been shown to regulate ribosomal RNA (rRNA) synthesis by interacting with polymerase I (Pol I) during the initiation of ribosomal DNA (rDNA) transcription in the nucleolus.,32159236_1,-1,-1,-1,-1,4,4,44075,4
44088,rRNA,19,20,106,110,"Here we show that TIF-90 binds GTP at threonine 310, and that GTP binding is required for TIF-90-enhanced rRNA synthesis.",32159236_3,-1,-1,-1,-1,4,4,44088,4
44101,rRNA,27,28,163,167,"Complementing this result, treatment with mycophenolic acid (MPA), an inhibitor of GTP production, dissociates TIF-90 from Pol I and hence abolishes AKT-increased rRNA synthesis by way of TIF-90 activation.",32159236_5,-1,-1,-1,-1,4,4,44101,4
44121,rRNA,53,54,316,320,"Finally, a combination of MPA and AZD8055 (an inhibitor of both AKT and mTOR) synergistically inhibits rRNA synthesis, in vivo tumor growth, and other oncogenic activities of primary human colon cancer cells, suggesting a potential avenue for the development of therapeutic treatments by targeting the regulation of rRNA synthesis by TIF proteins.",32159236_8,-1,-1,-1,-1,4,4,44121,4
44127,RNAi,4,5,29,33,"From our earlier orthologous RNAi screens of host factors regulating HIV-1 replication, we identified that the nucleolar protein NOP2/NSUN1, a m5C RNA methyltransferase (MTase), is an HIV-1 restriction factor.",32176734_1,-1,-1,-1,-1,4,4,44127,4
44158,miRNA,3,4,26,31,Sequences surrounding the miRNA binding domain of the miRNA inhibitor LidNA were selected intracellularly.,32178591_0,-1,-1,-1,-1,4,4,44158,4
44166,miRNA,8,9,56,61,A combination of the selected sequences surrounding the miRNA binding domain enhanced miRNA inhibitory activity.,32178591_3,-1,-1,-1,-1,4,4,44166,4
44183,siRNA,0,1,0,5,siRNA knockdown studies indicated that down-regulation of PC4 expression could inhibit tumorigeneicity of A549 non-small cell lung cancer tumor model in nude mice.,32231397_2,-1,-1,-1,-1,4,4,44183,4
44257,HIV RNA,19,21,131,138,"Here, we show that among HIV-positive women receiving suppressive ART, cells from placental tissues including trophoblasts contain HIV RNA and DNA.",32234485_1,-1,-1,-1,-1,4,4,44257,4
44394,splice site,37,39,268,279,"Analysis of spliceosomal RBPs indicates that eCLIP resolves AQR association after intronic lariat formation, enabling identification of branch points with single-nucleotide resolution, and provides genome-wide validation for a branch point-based scanning model for 3' splice site recognition.",32252787_5,-1,-1,-1,-1,4,4,44394,4
44456,gRNA,21,22,117,121,"We reported inhibition of the human immunodeficiency virus (HIV) in cell culture infections with a single guide RNA (gRNA) and subsequent viral escape, but complete inactivation of infectious HIV with certain combinations of two gRNAs.",32282899_1,-1,-1,-1,-1,4,4,44456,4
44468,gRNA,18,19,111,115,"Superior antiviral activity is reported for Cas12a, which can achieve full HIV inactivation with only a single gRNA (called crRNA).",32282899_4,-1,-1,-1,-1,4,4,44468,4
44516,small interfering RNA,21,24,133,154,The liposome-protamine-DNA complex (LPD) is an effective cationic carrier of various nucleic acid constructs such as plasmid DNA and small interfering RNA (siRNA).,32311468_0,-1,-1,-1,-1,4,4,44516,4
44517,siRNA,25,26,156,161,The liposome-protamine-DNA complex (LPD) is an effective cationic carrier of various nucleic acid constructs such as plasmid DNA and small interfering RNA (siRNA).,32311468_0,-1,-1,-1,-1,4,4,44517,4
44522,siRNA,17,18,113,118,Hyaluronic acid coated on LPD (LPDH) reduces cytotoxicity and maintains the silencing effect of LPD-encapsulated siRNA.,32311468_1,-1,-1,-1,-1,4,4,44522,4
44527,siRNA,18,19,115,120,"Herein, we aim to develop LPD- or LPDH-containing spray-freeze-dried particles (SFDPs) for therapeutic delivery of siRNA to the lungs.",32311468_2,-1,-1,-1,-1,4,4,44527,4
