,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_cytokine_substr,lf_transcription_factor_distsv,lf_transcription_factor_substr,lf_t_lymphocyte_distsv,lf_t_lymphocyte_substr,olabel,orig_index,label,prob_0,prob_1,prob_2
20383,Treg cells,14,16,60,70,"In addition, the suppressive function of CD4+  CD25+  GARP+ Treg cells was impaired in DCM patients upon T-cell receptor stimulation detected using CFSE dye.",28207945_5,-1,-1,-1,-1,2,2,2,20383,-1,0.0005795708,0.0008027129,0.99861765
12496,NKT cells,37,39,236,245,"Vα14i NKT cells from Th-POK-mutant helper deficient (hd/hd) mice have increased transcripts of genes normally expressed by Th17 and NKT17 cells, and even heterozygosity for this mutation leads to dramatically increased numbers of Vα14i NKT cells that are poised to express IL-17, especially in the thymus and lymph nodes.",23034280_3,-1,-1,-1,-1,2,2,2,12496,-1,0.000602662,0.00082490395,0.99857235
9792,T cells,7,9,35,42,"Overexpression of Suv39h1 in 68-41 T cells strongly inhibited IL-2 production in response to T cell receptor stimulation irrespective of the presence or absence of TGF-β, whereas Setdb1 overexpression only slightly suppressed IL-2 production.",21862595_7,-1,-1,-1,1,2,2,2,9792,-1,0.00058372424,0.0010264189,0.99838984
44,T cells,26,28,164,171,"Importantly, additional testing of a corresponding set of peptides covering the complete sequence of pp65 on 10 of these donors identified individuals whose CD8(+) T cells recognized IE-1 but not pp65 and vice versa, clearly illustrating that either protein may be a major target.",10482568_7,-1,-1,-1,1,2,2,2,44,-1,0.0005839142,0.00081517536,0.9986009
12617,Treg,5,6,31,35,Circulatory regulatory T cell (Treg) and effector T cell (Teff) frequency was analyzed pre-therapy and week 12 and week 24 for both group patients by flowcytometry.,23059810_3,-1,-1,-1,-1,2,2,2,12617,-1,0.00062842225,0.00085539994,0.99851626
18400,helper T cells,17,20,106,120,Functional studies indicated that increased Bregs do not inhibit the proliferation of CD3+T cells or CD4+ helper T cells (Th cells).,26378021_4,-1,-1,-1,-1,2,2,2,18400,-1,0.0006532354,0.0008825557,0.9984642
13648,T cells,3,5,11,18,"Human CD4+ T cells can be classified as either naïve, central memory (TCM), or effector memory (TEM) cells.",23747721_0,-1,-1,-1,1,2,2,2,13648,-1,0.0005990537,0.000832876,0.99856806
6164,T cells,16,18,110,117,The inverse correlation of Foxp3 and Akt/mTOR signaling was also observed in DO11.10 and OT-II TCR-transgenic T cells and was recapitulated with anti-CD3/CD28 stimulation in the absence of DC.,19801514_7,-1,-1,-1,1,2,2,2,6164,-1,0.00057392,0.00081582536,0.99861026
1562,regulatory T cells,10,13,56,74,"Thus, UBD contributes to the anergic phenotype of human regulatory T cells and acts downstream in FOXP3 induced regulatory signaling pathways, including regulation of LGALS3 expression.",16702978_6,-1,-1,-1,-1,2,2,2,1562,-1,0.0005937892,0.0008509383,0.99855524
13602,iNKT cell,32,34,208,217,"TRAF3-deficient iNKT cells in CD4(Cre)TRAF3(flox/flox) (T-TRAF3(-/-)) mice exhibit defective up-regulation of T-bet and CD122, two critical molecules for IL-15 signaling, and as a consequence, IL-15-mediated iNKT cell proliferation and survival are impaired.",23650438_2,-1,-1,-1,-1,2,2,2,13602,-1,0.0006528863,0.0008709847,0.9984761
3391,effector T cells,13,16,60,76,"Finally, IL-2 not only plays a key role in the induction of effector T cells and regulatory T cells, it also inhibits IL-17 producing T cells.",18442895_8,-1,-1,-1,-1,2,2,2,3391,-1,0.0005997671,0.00091634714,0.99848384
8852,Treg cell,16,18,70,79,"Rituximab did not affect tumor necrosis factor α (TNFα), Th1 cell, or Treg cell responses.",21400475_6,-1,-1,-1,-1,2,2,2,8852,-1,0.0006746978,0.0008147678,0.99851054
21282,T cells,26,28,138,145,"By transferring BMDCs into the airways of naïve mice, we found that OPCs-treated DCs (DC+OVA+OPC) were much less potent in promoting CD4+ T cells proliferation than OVA-pulsed DCs (DC+OVA), followed by the ameliorated eosinophilic inflammation in airway.",28963930_8,-1,-1,-1,1,2,2,2,21282,-1,0.0005929942,0.0008317807,0.9985753
17434,T cells,10,12,59,66,"IL-6 blockade also restores the impaired ability of CD4(+) T cells to promote CD8(+) T-cell-dependent tumour elimination in aged mice, which requires IFN-γ.",25850032_3,-1,-1,-1,1,2,2,2,17434,-1,0.00060318434,0.00095590285,0.9984409
6818,T cells,9,11,53,60,"Mechanistically, in vitro conversion of naive CD4(+) T cells into iTreg was crucially dependent on c-Rel-mediated synthesis of endogenous IL-2.",20049877_4,-1,-1,-1,1,2,2,2,6818,-1,0.00056904205,0.0008352528,0.9985958
7735,Th1,11,12,73,76,"Importantly, the systemic TAK1 gene silencing decreases the frequency of Th1 and Th17 cells, both mediating autoimmunity in experimental arthritis, demonstrating the immunomodulatory potential of TAK1.",20682854_5,-1,-1,-1,-1,2,2,2,7735,-1,0.0010885572,0.0015480837,0.99736327
7576,T cells,1,3,4,11,CD8 T cells can acquire cytokine-secreting phenotypes paralleling cytokine production from Th cells.,20624947_0,-1,-1,-1,1,2,2,2,7576,-1,0.00059811695,0.0010236102,0.99837816
11002,T cells,19,21,82,89,"In this study, we expanded regulatory T cells (Tregs) ex vivo from CD4(+) CD25(+) T cells from cord blood (CB) and CD4(+) CD25(+) CD127(-) T cells from adult peripheral blood (APB) and compared the suppressive functions of the newly generated Tregs.",22348606_0,-1,-1,-1,1,2,2,2,11002,-1,0.00058888923,0.00079808274,0.998613
23437,T cells,8,10,46,53,"Our previous study has demonstrated that CD4+ T cells in prostate tumor microenvironment contribute to PCa progression; meanwhile, we found increased CD4+ T-cell infiltration in tumor area after Doc treatment; however, their effects on PCa chemosensitivity remain unclear.",31018021_2,-1,-1,-1,1,2,2,2,23437,-1,0.00057473406,0.0008824257,0.9985429
5103,Th1,9,10,59,62,"However, a robust Th17 response developed concomitant with Th1 responses.",19414771_3,-1,-1,-1,-1,2,2,2,5103,-1,0.0014334368,0.0016303865,0.9969362
19855,T-lymphocyte,8,9,63,75,These findings implicate the IFNβ/CREM/IL-2 axis in regulating T-lymphocyte function during chronic viral infection.,27799548_4,-1,0,-1,-1,2,2,2,19855,-1,0.002505353,0.004018488,0.9934762
6692,Treg,6,7,46,50,Our results imply that ontogenically distinct Treg and Tconv cell repertoires with convergent specificities for autoantigen respond during autoimmunity and argue against more than limited plasticity between Treg and Tconv cells during autoimmune inflammation.,20005134_5,-1,-1,-1,-1,2,2,2,6692,-1,0.0005929517,0.00079746294,0.99860954
26052,T cells,33,35,158,165,"Also, it was assessed in the culture after exposing to livin inhibitor (Lp-15); the protein and mRNA levels of livin, GATA3 and IL-4 in peripheral blood CD4+ T cells isolated from patients with or without AAD were measured by real-time quantitative polymerase chain reaction (RT-qPCR) and Western blotting, respectively.",35717553_3,-1,-1,-1,1,2,2,2,26052,-1,0.0005803821,0.00082068704,0.998599
21950,Treg,12,13,63,67,"The frequency of CD4+CD25+FoxP3+ Treg, TIGIT+ Treg, and T-bet+ Treg and the ratio of Treg to Th1 were significantly higher in remission patients compared with patients with active uveitic disease; and TIGIT+ Tregs were a significant predictor of clinical remission.",29774027_9,-1,-1,-1,-1,2,2,2,21950,-1,0.0005982473,0.00085551984,0.99854624
21737,NKT cell,11,13,72,80,"We thus investigated how Wnt ligands and β-catenin activity shape liver NKT cell functions in vivo in response to the glycolipid antigen, α-galactosylceramide (α-GalCer) using a mouse model.",29616022_5,-1,-1,-1,-1,2,2,2,21737,-1,0.00059177936,0.0008747279,0.9985335
24714,Treg,8,9,56,60,"Additionally, repression of residual NF-κB signaling in Treg further enhances interleukin-10 (IL-10) production.",32386462_5,-1,-1,-1,-1,2,2,2,24714,-1,0.0006124743,0.00075989694,0.99862766
8218,iNKT cells,5,7,31,41,"The contact of murine purified iNKT cells with immature autologous DCs directly triggers the tolerogenic maturation of DCs, rendering them able to induce regulatory T cell differentiation and prevent autoimmune diabetes in vivo.",21078913_3,-1,-1,-1,-1,2,2,2,8218,-1,0.0006066042,0.00086743175,0.99852604
13468,recent thymic emigrants,7,10,49,72,"We show that CD4(+)CD8(-)Foxp3(-) thymocytes and recent thymic emigrants (RTEs), contrarily to peripheral naïve mature cells, efficiently differentiate into Treg on transfer into lymphopenic mice.",23576744_4,-1,-1,-1,-1,2,2,2,13468,-1,0.06288716,0.12752435,0.80958843
24044,Tr1,0,1,0,3,"Tr1 and FOXP3-positive Treg cells were expanded, and phenotypes and gene expression profiles were compared.",31513797_7,-1,-1,-1,-1,2,2,2,24044,-1,0.0007639951,0.0010403306,0.9981957
6822,Treg,11,12,57,61,"Thus, c-Rel is essential for the development of Foxp3(+) Treg but not for T(H)17 cells via regulating the production of IL-2.",20049877_6,-1,-1,-1,-1,2,2,2,6822,-1,0.00058997667,0.0007993545,0.9986106
24969,Th17 cells,39,41,253,263,"Collectively, this study suggested that the interplay between IL and 2 and other pro-inflammatory cytokines could trigger the rapid IL-17 production from innate γδ T cells, thus to orchestrate an inflammatory response before the development of adaptive Th17 cells.",32615450_7,-1,-1,-1,-1,2,2,2,24969,-1,0.00069228746,0.0007737216,0.99853396
19068,T cells,10,12,82,89,"Using genetic approaches and transcriptional profiling of antigen-specific CD8(+) T cells, we reveal a common program of effector differentiation that is regulated by IL-2 and IL-12 signaling and the combined activities of the transcriptional regulators Blimp-1 and T-bet.",26950239_2,-1,-1,-1,1,2,2,2,19068,-1,0.0005800456,0.00091347896,0.9985065
18856,T-cells,45,46,250,257,"In the human NKL cell line deprived of IL-2, TSC-22 showed the same effect and thus may represent a potent repressor of GILZ expression in IL-2-dependent cells, independently of the cell type, or the stimulus, leading to an increase of IL-2-deprived T-cells apoptosis.",26752201_10,-1,-1,-1,1,2,2,2,18856,-1,0.0033526605,0.004313276,0.9923341
21407,T cells,21,23,131,138,"Functionally, the depletion of CD11c+ cells or the genetic disruption of the IL-23 signaling abrogated both IL-17 production in γδ T cells and neutrophil infiltration.",29212740_6,-1,-1,-1,1,2,2,2,21407,-1,0.00058124005,0.0008079596,0.99861073
13999,Treg,2,3,8,12,"Lastly, Treg from hi-dose sensitized mice were able to adoptively transfer allergy modulation to their low-dose sensitized counterparts.",24086630_11,-1,-1,-1,-1,2,2,2,13999,-1,0.0006012269,0.00077483035,0.99862397
4302,Treg,24,25,155,159,"Likewise, the levels of IL-23 receptor and the lineage-specific orphan nuclear receptors RORalpha and RORgammat were diminished, whereas the T regulatory (Treg) transcription factor forkhead box P3 (Foxp3) was strongly up-regulated, consistent with the reciprocal relationship between Th17 and Treg development.",19088203_5,-1,-1,-1,-1,2,2,2,4302,-1,0.0005963304,0.00082012167,0.9985837
1815,regulatory T cells,5,8,31,49,"Adoptive transfer of CD4+CD25+ regulatory T cells to IRBP(1-20)-immunised mice conferred considerable protection from EAU development and inhibition of T cell proliferation responses to IRBP(1-20).CONCLUSION: These findings show that natural CD4+CD25+ regulatory T cells possess the ability to inhibit activation of IRBP-reactive T cells that have been already sensitised in vivo, and adoptive transfer of these cells ameliorates EAU even in the effector phase.",16943228_4,-1,-1,-1,-1,2,2,2,1815,-1,0.00059590273,0.00085823087,0.9985459
9013,regulatory T cells,17,20,91,109,"Chronically stimulated E4BP4-deficient (Nfil3(-/-); called 'E4bp4(-/-)' here) T(H)1 cells, regulatory T cells (T(reg) cells) and natural killer T cells (NKT cells) had attenuated expression of IL-10 and IL-13.",21460847_2,-1,-1,-1,-1,2,2,2,9013,-1,0.00059019565,0.0008438181,0.998566
20053,Th2 cell,14,16,95,103,CONCLUSION: Our findings indicate that the anti-inflammatory effects of PRE arise from reduced Th2 cell activation and validate the clinical use of PR in traditional Korean medicine.,27965051_10,-1,-1,-1,-1,2,2,2,20053,-1,0.00083054433,0.00090048224,0.99826896
21351,T cells,3,5,25,32,"While the PSA-responding T cells themselves are not canonical FoxP3+ regulatory T cells (Tregs), their ability to prevent inflammation is dependent upon the suppressive cytokine IL-10.",29087497_2,-1,-1,-1,1,2,2,2,21351,-1,0.00058808015,0.00089302077,0.998519
18089,Treg,13,14,61,65,"Correlation of the changes in the levels of IL-4, IL-17, and Treg suggests that the underlying mechanism may be a reduction of the regulatory effect of Treg.",26214407_6,-1,-1,-1,-1,2,2,2,18089,-1,0.000589613,0.0008089154,0.9986015
20031,Th2 cell,32,34,178,186,"The purpose of this study was to assess the expression pattern of two lineage-specifying transcription factors GATA-3 and T-bet, which are important in T helper type 1 (Th1) and Th2 cell development, respectively.",27917625_2,-1,-1,-1,-1,2,2,2,20031,-1,0.00087081123,0.0009528889,0.99817634
17803,Th1 cells,12,14,70,79,"Once MLL1 is up-regulated by IL-12, it regulates the proliferation of Th1 cells.",26059830_4,-1,-1,-1,-1,2,2,2,17803,-1,0.00076264195,0.0008730177,0.9983644
20348,T-cells,13,14,89,96,These findings provide new insights into the biological actions of JNK/AP-1 signaling in T-cells and may help to expand the therapeutic spectrum of CQ.,28169350_11,-1,-1,-1,1,2,2,2,20348,-1,0.0033946221,0.009441033,0.9871644
13063,T cells,18,20,121,128,"Chronic infection with Toxoplasma gondii induces a potent resistance against reinfection, and IFN-γ production by CD8(+) T cells is crucial for the protective immunity.",23359502_0,-1,-1,-1,1,2,2,2,13063,-1,0.0005862193,0.0008122558,0.9986016
1814,T cells,28,30,177,184,"RESULTS: CD4+CD25+ regulatory T cells effectively inhibited both the proliferation of, and interleukin (IL)2, IL5 and interferon (IFN)gamma production by, IRBP(1-20)-sensitised T cells.",16943228_3,-1,-1,-1,1,2,2,2,1814,-1,0.00059740926,0.0008805143,0.9985221
12955,Th1,4,5,23,26,"Such skewing towards a Th1 profile was also present at effector level, as a high frequency of IFNγ-producing cells was observed within AIH-SLE/MCTD CD4(pos)CD25(neg) responder cells.",23287048_6,-1,-1,-1,-1,2,2,2,12955,-1,0.0018922169,0.0017061303,0.99640167
18392,TFH cells,33,35,196,205,"Furthermore, TCF1 was intrinsically required for the TFH cell response to viral infection; in the absence of TCF1, the TFH cell response was severely compromised, and the remaining TCF1-deficient TFH cells failed to maintain TFH-associated transcriptional and metabolic signatures, which were distinct from those in Th1 cells.",26365183_3,-1,-1,-1,-1,2,2,2,18392,-1,0.0010699464,0.0075800377,0.99134994
10640,T cells,12,14,67,74,"Here, we provide evidence that IL-17F expression is reduced in SLE T cells.",22184122_3,-1,-1,-1,1,2,2,2,10640,-1,0.00057700416,0.00089672254,0.99852633
4882,T cells,18,20,106,113,"Furthermore, recent studies showed that antigen-specific Treg can be induced from Foxp3(-) CD25(-) CD4(+) T cells by antigen-presenting DCs, particularly select subsets of DCs in the periphery.",19286352_7,-1,-1,-1,1,2,2,2,4882,-1,0.00066482136,0.0012143074,0.99812084
25812,TH17,15,16,92,96,"In this manuscript, we identified that IFN-β had differential effects on discrete stages of TH17 development.",34440908_4,-1,-1,-1,-1,2,2,2,25812,-1,0.0010907996,0.0012663825,0.9976428
16024,T cells,44,46,296,303,"In this study, to our knowledge we show for the first time that genetic or pharmacologic disruption of HDAC6 in macrophages and dendritic cells results in diminished production of the immunosuppressive cytokine IL-10 and induction of inflammatory APCs that effectively activate Ag-specific naive T cells and restore the responsiveness of anergic CD4(+) T cells.",25108026_3,-1,-1,-1,1,2,2,2,16024,-1,0.0005921926,0.0008510134,0.9985568
7429,Tc1 cells,9,11,51,60,"Thus, an efficacious vaccine should induce Th1 and Tc1 cells.",20574442_1,-1,-1,-1,-1,2,2,2,7429,-1,0.0006575566,0.0011014133,0.99824095
9981,Th17,19,20,134,138,The same spectrum of pathogens is present in patients with chronic granulomatous disease (CGD).We analysed the characteristics of the Th17 compartment in HIES and CGD.,21910722_2,-1,-1,-1,-1,2,2,2,9981,-1,0.00080114865,0.00083775696,0.99836105
19038,T cells,4,6,33,40,The number of tumor-infiltrating T cells and Tregs was higher in HPV-positive than HPV-negative OPSCC (p < 0.0001).,26899388_4,-1,-1,-1,1,2,2,2,19038,-1,0.000580232,0.00080483407,0.9986149
6824,T helper 17 cells,8,12,40,57,"In the few years since their discovery, T helper 17 cells (T(H)17) have been shown to play an important role in host defense against infections, and in tissue inflammation during autoimmunity.",20054607_0,-1,-1,-1,-1,2,2,2,6824,-1,0.000690736,0.00089167146,0.9984176
16578,regulatory T cells,1,4,14,32,TGF-β-induced regulatory T cells (iTregs) retain Foxp3 expression and immune-suppressive activity in collagen-induced arthritis (CIA).,25405209_0,-1,-1,-1,-1,2,2,2,16578,-1,0.0005747004,0.0008284143,0.99859685
18802,Tfh cell,20,22,124,132,We demonstrate that infection induces high frequencies of T follicular helper (Tfh) cell precursors but results in impaired Tfh cell differentiation.,26725120_3,-1,-1,-1,-1,2,2,2,18802,-1,0.0008717295,0.0009132271,0.9982151
17282,regulatory T cells,24,27,163,181,Additional analysis of the splenic cell populations indicated that parenteral iron supplementation was also associated with a decrease in NK cells and increase in regulatory T cells.,25768944_5,-1,-1,-1,-1,2,2,2,17282,-1,0.0005772667,0.0008174256,0.9986053
23878,Th cell,22,24,119,126,"The aim of this study was to analyze the regulatory effect of daurinol, a catalytic inhibitor of topoisomerase IIα, on Th cell differentiation and to evaluate their therapeutic potential in a preclinical experimental model of RA.",31379809_2,-1,-1,-1,-1,2,2,2,23878,-1,0.0007923931,0.000747201,0.9984604
23414,Th1,28,29,178,181,"This suggests that MPA, at concentrations equivalent to those found in the serum of women after treatment for contraception and hormone replacement therapy, can directly inhibit Th1 responses (against intracellular bacteria and viruses), Th17 (against extracellular bacteria and fungi), Th2 (against parasites) but MPA therapy increases IL-22 produced by Th22 cells mediated by an increased expression of AHR and T-bet controlling inflammation.",31001262_5,-1,-1,-1,-1,2,2,2,23414,-1,0.0010590692,0.0016505639,0.9972904
17743,Th17 cells,3,5,13,23,"Among these, Th17 cells play a prominent role in the development of a number of autoimmune diseases.",26031354_1,-1,-1,-1,-1,2,2,2,17743,-1,0.00064167276,0.0007485396,0.9986098
19715,regulatory T,12,14,57,69,The aim of this study was to determine the role of Foxp3 regulatory T (Treg) cells in costimulation blockade-induced dominant tolerance to porcine neonatal islet cell cluster (NICC) xenografts in mice.,27653300_1,-1,-1,-1,-1,2,2,2,19715,-1,0.0006096249,0.00095340546,0.998437
4628,T cells,14,16,82,89,"Even though FOXP3 expression is at the detection limit in peripheral blood CD8(+) T cells ex vivo, it can be induced in vitro in naive CD8(+) T cells by polyclonal stimulation.",19201865_6,-1,-1,-1,1,2,2,2,4628,-1,0.0005778981,0.00089029147,0.9985318
13205,Th17 cell,23,25,134,143,"Since the initial finding that differentiation of Th17 cells is promoted by transforming growth factor-β (TGFβ), it became clear that Th17 cell development overlapped that of induced regulatory T (iTreg) cells.",23405897_2,-1,-1,-1,-1,2,2,2,13205,-1,0.00078043144,0.0008939889,0.9983255
5576,T lymphocyte subsets,12,15,71,91,We studied whether CS could suppress the onset of diabetes by altering T lymphocyte subsets in non-obese diabetic (NOD) mice.,19557879_2,-1,-1,-1,-1,2,2,2,5576,-1,0.0005714323,0.00081780594,0.99861073
15116,helper T,22,24,152,160,"During progression, T-bet together with interferon (IFN)-γ and C-X-C chemokine receptor (CXCR)3 were highly expressed in the inflamed liver, suggesting helper T (Th)1-type inflammation.",24700550_5,-1,-1,-1,-1,2,2,2,15116,-1,0.0005955059,0.0008855229,0.998519
13913,Th17,15,16,88,92,The ability of IL-27p28 to inhibit generation as well as function of pathogenic Th1 and Th17 effector cells has therapeutic implications for controlling immunologically complex autoimmune diseases.,24021664_8,-1,-1,-1,-1,2,2,2,13913,-1,0.0016035496,0.0013957979,0.99700063
22141,Th17 cells,18,20,108,118,"In addition, it increased the levels of inflammatory factors, including IL‑10, diminished the percentage of Th17 cells, increased the percentage of Treg cells, and decreased the expression of TGF‑β1 and phosphorylated (p)‑Smad2/3 expression.",29916550_9,-1,-1,-1,-1,2,2,2,22141,-1,0.00065525377,0.00076695567,0.99857783
12020,effector T cells,11,14,79,95,Despite their own IFNγ secretion they effectively suppressed IFNγ secretion in effector T cells in parallel with inhibition of their proliferation.,22824211_3,-1,-1,-1,-1,2,2,2,12020,-1,0.00055752834,0.00083806505,0.9986045
877,T cells,12,14,67,74,"Interestingly, estren suppressed only DTH, the frequency of CD4(+) T cells in spleen and serum levels of IL-6 in wild-type (WT) mice, but not in mice lacking ERs.",15654819_6,-1,-1,-1,1,2,2,2,877,-1,0.0005821944,0.0008277359,0.99859005
10511,regulatory T,3,5,19,31,The development of regulatory T (Treg) cells is essential for the maintenance of immune tolerance and homeostasis.,22118406_0,-1,-1,-1,-1,2,2,2,10511,-1,0.00064207334,0.0009976379,0.9983602
10002,T cells,17,19,92,99,We found that the increase in serum IL-13 levels in Id3-/- mice was largely dependent on αβ T cells.,21924496_4,-1,-1,-1,1,2,2,2,10002,-1,0.00059362437,0.00081267,0.9985936
16333,Treg cells,1,3,9,19,"Although Treg cells normally express only low levels of cytokines, Treg cells from Bcl6(-/-) mice secreted higher levels of IL-4, IL-5, IL-13 and IL-17 than wild-type conventional T cells.",25262912_5,-1,-1,-1,-1,2,2,2,16333,-1,0.0005995548,0.0007787608,0.9986217
7553,Treg cells,27,29,157,167,"By using reporter mice, we showed that ICOS(+) Treg cells derived from the expansion of natural CD4(+)FoxP3(+) Treg cells rather than generation of adaptive Treg cells.",20624644_7,-1,-1,-1,-1,2,2,2,7553,-1,0.000594739,0.00078499893,0.9986203
13958,T cells,8,10,56,63,The immunosuppressive role of colonic MSCs on activated T cells was evaluated.,24060593_2,-1,-1,-1,1,2,2,2,13958,-1,0.0005792615,0.0008061112,0.99861455
25530,T cells,11,13,108,115,TBK1-IRF3 innate signal transduction stimulates eventual function and differentiation of tumor-infiltrating T cells.,33767151_7,-1,-1,-1,1,2,2,2,25530,-1,0.00057284534,0.0009018657,0.9985253
6517,Tc1 cells,1,3,6,15,"While Tc1 cells produced IFN-gamma and efficiently killed targets, Tc17 cells lacked lytic function in vitro.",19917680_1,-1,-1,-1,-1,2,2,2,6517,-1,0.001019514,0.0032853303,0.99569523
7262,T cells,6,8,53,60,"Interestingly, HIV-specific TGF-beta-positive CD4(+) T cells did not substantially express CTLA-4.",20433405_6,-1,-1,-1,1,2,2,2,7262,-1,0.00058048265,0.0008301022,0.99858946
3352,Th1,9,10,50,53,"IL-27 has the capacity to promote early stages of Th1 generation, but recent evidence has suggested a predominant suppressive effect on Th1, Th2, and Th17 differentiation.",18424756_1,-1,-1,-1,-1,2,2,2,3352,-1,0.0021228588,0.002321035,0.9955562
3382,regulatory T cells,17,20,118,136,"Additionally, pro-inflammatory and pro-survival pathways involving PI3K upon IL-2 stimulation is inhibited by PTEN in regulatory T cells.",18442895_4,-1,-1,-1,-1,2,2,2,3382,-1,0.00057122676,0.0008443956,0.9985844
14723,iNKT cell,17,19,85,94,"In this study, we reveal a role for medullary thymic epithelial cells (mTECs) during iNKT cell development in the mouse thymus.",24510964_3,-1,-1,-1,-1,2,2,2,14723,-1,0.0006211193,0.00092940003,0.99844956
1670,Treg cells,1,3,18,28,Anti-CD52-induced Treg cells suppressed the proliferation of both CD4+ and CD8+ T cells provided with polyclonal or allogeneic stimulation.,16797237_3,-1,-1,-1,-1,2,2,2,1670,-1,0.00058523694,0.00077363715,0.9986411
14452,regulatory T cell,24,27,146,163,"Although HDAC inhibition suppressed the polarization toward the pro-inflammatory T helper 17 (Th17) cells, it enhanced forkhead box P3 (FoxP3)(+) regulatory T cell polarization in vitro and in vivo at the site of inflammation in the lamina propria.",24421314_3,-1,-1,-1,-1,2,2,2,14452,-1,0.0006056513,0.0008759213,0.9985184
2635,T cells,9,11,56,63,"In this study, we demonstrate that trans-signaling into T cells via the soluble IL-6 receptor completely abrogates the de novo induction of adaptive Tregs.",17675459_2,-1,-1,-1,1,2,2,2,2635,-1,0.0005757331,0.0008137156,0.9986106
8278,Th1,18,19,105,108,"Moreover, in vitro CD4(+) T lymphocytes from naive and autoimmune mice, stimulated to differentiate into Th1, Th2, Th17, and induced Tregs, display early mixed expression of lineage-specific markers.",21098230_4,-1,-1,-1,-1,2,2,2,8278,-1,0.009498928,0.0063189142,0.9841822
9060,T cells,4,6,21,28,"Deletion of Nr4a2 in T cells attenuates induction of Tregs and causes aberrant induction of Th1, leading to the exacerbation of colitis.",21468021_5,-1,-1,-1,1,2,2,2,9060,-1,0.0005781901,0.00087558496,0.99854624
7899,T cells,12,14,95,102,"Therefore, we investigated whether the population of IL-10-producing influenza-specific CD4(+) T cells comprised Treg as they are potent suppressors of the adaptive immune response.",20821728_2,-1,-1,-1,1,2,2,2,7899,-1,0.00058736047,0.00081636885,0.99859625
20570,Th2,21,22,136,139,"Interestingly, 18Gly strongly suppressed airway hyperresponsiveness, accumulation of inflammatory cells, and levels of T helper type 2 (Th2) cytokines (interleukin (IL)-5 and IL-13) in bronchoalveolar lavage fluid (BALF).",28410469_4,-1,-1,-1,-1,2,2,2,20570,-1,0.0009374495,0.0013535011,0.99770904
21296,Th17 cells,0,2,0,10,"Th17 cells are potent mediators in autoimmune diseases, and RORγt is required for their development.",28978473_0,-1,-1,-1,-1,2,2,2,21296,-1,0.0006318938,0.0007932635,0.99857485
3507,effector T cells,13,16,97,113,"In vitro studies demonstrate that P17 inhibits murine and human Treg-induced unresponsiveness of effector T cells to anti-CD3 stimulation, in an MLR or to a specific Ag.",18566377_3,-1,-1,-1,-1,2,2,2,3507,-1,0.0005896241,0.00080339704,0.998607
3605,T cells,17,19,92,99,"At later time points (>30 days after splenocyte transfer), clonal deletion of host-reactive T cells was found to be a major mechanism responsible for tolerance.",18606655_8,-1,-1,-1,1,2,2,2,3605,-1,0.00057773513,0.00080684177,0.9986154
22943,T cells,20,22,134,141,"Further, in vitro results showed that IL-27 promoted the regulatory effects of hPMSCs by enhancing the generation of CD4+IL-10+IFN-γ+ T cells from activated PBMC.",30651340_5,-1,-1,-1,1,2,2,2,22943,-1,0.000572107,0.0008544456,0.9985734
24668,T cells,38,40,213,220,"While CD56+ Tregs were enriched in lesions, overall CD56+ T cells were reduced in the blood from active LCH patients compared to non-active disease patients, and there was a negative correlation between CD8+CD56+ T cells and Tregs.",32283322_4,-1,-1,-1,1,2,2,2,24668,-1,0.000579468,0.00080719026,0.99861324
18374,regulatory T cells,2,5,9,27,Foxp3(+) regulatory T cells (Tregs) play essential roles in maintaining the immune balance.,26363058_0,-1,-1,-1,-1,2,2,2,18374,-1,0.0006035844,0.00086237787,0.99853396
21151,T cells,11,13,90,97,Abnormal immune response resulting from disordered T helper (Th)1/Th2 and Th17/regulatory T cells (Treg) cytokine expression has been demonstrated to serve an important role in the pathogenesis of preeclampsia (PE).,28849203_0,-1,-1,-1,1,2,2,2,21151,-1,0.00058466697,0.0008306549,0.99858475
20494,Th17,13,14,92,96,"Using gain- and loss-of-function approaches, we further verified that miR-448 could enhance Th17 differentiation, characterized by up-regulated expression levels of IL-17A and RORγt.",28342869_4,-1,-1,-1,-1,2,2,2,20494,-1,0.0007330574,0.00091655686,0.9983505
22077,regulatory T cells,9,12,48,66,"MSCs induced CD4+ T cells to differentiate into regulatory T cells in vitro, and expression of FOXP3 mRNA was upregulated in the forepaws of MSC-treated CAIA mice.",29879214_10,-1,-1,-1,-1,2,2,2,22077,-1,0.0005909956,0.00084087055,0.99856806
676,Th2 cells,8,10,62,71,"When wild-type BALB/c mice were transferred with OVA-specific Th2 cells followed by OVA inhalation, a severe eosinophilia, mucus hypersecretion and airway hyper-responsiveness (AHR) was induced in parallel with a marked elevation of IL-4, IL-5 and IL-13 levels in bronchoalveolar lavage fluid (BALF).",15351784_0,-1,-1,-1,-1,2,2,2,676,-1,0.00067496044,0.00087403576,0.998451
11985,T cells,7,9,38,45,OBJECTIVE: Regulatory (CD4(+)CD25(+)) T cells have been shown to play an important role in the development of allergic diseases.,22793523_0,-1,-1,-1,1,2,2,2,11985,-1,0.0005797261,0.00082453,0.9985958
