,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,olabel,orig_index,label,prob_0,prob_1,prob_2
20616,total,5,6,23,28,"METHODS AND RESULTS: A total of 207 breast carcinoma specimens were assessed by IL-17 immunohistochemistry, and the findings were correlated with clinicopathological parameters.",23738752_2,-1,1,-1,1,20616,-1,6.7059e-06,0.9999862,7.063085e-06
14059,Targeted,0,1,0,8,"Targeted cancer-specific gene therapy is a promising strategy for treating metastatic lung cancer, which is a leading cause of lung cancer-related deaths.",21282355_0,-1,1,-1,1,14059,-1,4.544806e-06,0.9999901,5.352568e-06
17958,that,10,11,54,58,"In this work, we provide preclinical proof of concept that ablating Stat3 signaling in breast cancer cells results in an effective immunotherapy against breast cancer growth and metastasis.",22753933_9,-1,1,-1,1,17958,-1,4.059216e-06,0.9999919,4.050283e-06
8539,FOXP3-positive,9,10,56,70,The impact of IL-2-based therapy on the accumulation of FOXP3-positive immune cells in the tumor microenvironment in metastatic renal cell carcinoma is unknown.,19188179_1,-1,1,-1,1,8539,-1,2.6912167e-05,0.9999428,3.0358115e-05
14480,their,14,15,99,104,"Genetic depletion of TEMs markedly reduces tumor angiogenesis in various tumor models, emphasizing their essential role in driving tumor progression.",21368233_2,-1,1,-1,1,14480,-1,6.1445235e-06,0.9999887,5.152134e-06
10432,the,26,27,175,178,"Whereas, LMP1 up-regulates anti-apoptotic proteins to support viral replication, it also potentiates apoptosis, suggesting that a viral protein contributes to the survival of the virus, and it also elicit host defense leading to the destruction of the infected cells.",19664329_1,-1,1,-1,1,10432,-1,7.060195e-06,0.999987,5.9796816e-06
8834,FOXP3,48,49,322,327,"Remarkably, analysis of EOC-associated conventional CD4CD25 T cell and Treg populations isolated ex vivo from tumor samples by cell sorting and cultured with tumor-associated CD3- cells in the presence of IL-2 revealed that EOC Treg stimulated under these conditions were rapidly converted into TH17 cells, down-regulated FOXP3 expression, and lost their suppressive capacity.",19238008_5,-1,1,-1,1,8834,-1,4.482134e-06,0.99999166,3.8674684e-06
30452,the,8,9,50,53,"Furthermore, when A*0201 PBMCs were cultured with the CMV or Melan-A antigenic peptide and rICOS-L Ig, the induction of CMV or Melan-A tetramer-binding CD8+ T cells, respectively, was inhibited.",27756099_5,-1,1,-1,1,30452,-1,5.1912994e-06,0.9999896,5.2109317e-06
1862,the,9,10,52,55,Activated CD3(+) T cells are likely responsible for the production of IL-22 in the liver after injection of ConA. The IL-22 receptor is normally expressed at high levels by hepatocytes and further induced after ConA injection.,15122762_3,-1,1,-1,1,1862,-1,4.6968416e-06,0.99999166,3.6909378e-06
9413,tumor-infiltrating,10,11,67,85,"In contrast to DC infiltrating subcutaneously grown GL261 gliomas, tumor-infiltrating DC from intracranial gliomas do not activate antigen-dependent T-cell proliferation in vitro.",19337997_5,-1,1,-1,1,9413,-1,1.721255e-05,0.99997103,1.179033e-05
11400,the,11,12,73,76,"Interestingly, in contrast to their differential effects on expansion of the CD4(+)CD25(+)Foxp3(+)T cells, IL-2 and IL-21 exhibited a redundant role in Treg mediated suppression of NK cell mediated antibody dependent cytotoxicity function.",20081380_6,-1,1,-1,1,11400,-1,3.72551e-06,0.99999166,4.5919264e-06
2065,the,4,5,15,18,"In some cases, the presence of T(reg) type 1/Th3-like lymphocytes could also be demonstrated.",15240741_5,-1,1,-1,1,2065,-1,4.8979027e-06,0.99999166,3.4709449e-06
21557,Tanacetum,4,5,29,38,"Salvigenin was purified from Tanacetum canescens, and its effect on the tumor volume was investigated.",24270218_3,-1,1,-1,1,21557,-1,1.6071072e-05,0.99996996,1.3969074e-05
1038,this,39,40,251,255,The notion that IL-4 was able to enhance in vitro proliferation of CD30L+/IL-4R+ purified leukaemic blasts suggests that the selective interaction of IL-4-producing CD30+ T cells with CD30L+ leukaemic progenitors may have a role in the progression of this particular AML subset.,11918534_6,-1,1,-1,1,1038,-1,3.7972363e-06,0.9999908,5.351643e-06
22766,that,13,14,107,111,BACKGROUND & AIMS: Premalignant lesions and early stage tumors contain immunosuppressive microenvironments that create barriers for cancer vaccines.,24607504_0,-1,1,-1,1,22766,-1,6.350183e-06,0.9999883,5.327147e-06
6866,STAT3,22,23,100,105,"In this study, we tested the hypothesis that the combination of CpG (a DC activator) and JSI-124 (a STAT3 inhibitor) may generate synergistic antitumor effects compared to CpG or JSI-124 alone.",18392040_1,-1,1,-1,1,6866,-1,7.984538e-06,0.9999838,8.244785e-06
8237,to,9,10,94,96,Alterations in genes encoding transforming growth factor-beta-signaling components contribute to colon cancer in humans.,19119184_0,-1,1,-1,1,8237,-1,6.739514e-06,0.9999862,7.032852e-06
33596,TAM,14,15,89,92,The clinical significance of regulatory T cells (Treg) and tumor-associated macrophages (TAM) in the tumor microenvironment of human bladder cancer remains unclear.,29048388_0,-1,1,-1,1,33596,-1,7.819057e-06,0.99998546,6.7838555e-06
27391,they,5,6,19,23,"On the other hand, they acquired surface expression of CD25 and CTLA-4 typically found in regulatory T (Treg) cells.",26437631_4,-1,1,-1,1,27391,-1,5.314574e-06,0.99998856,6.162216e-06
25535,therapeutic,27,28,209,220,Our findings indicate that the use of inhibitory molecules notably directed against HMGB1 in cervical/vulvar (pre)neoplastic lesions might prevent alterations of pDCs functionality and represent an attractive therapeutic strategy to overcome immune tolerance in cancers.,25492101_10,-1,1,-1,1,25535,-1,4.6619175e-06,0.99999166,3.7078864e-06
40541,TME,5,6,47,50,Recent studies revealed that immunosuppressive TME is directly correlated with heightened activations of T regulatory cells (Tregs) and Myeloid derived suppressor cells (MDSCs) functions.,32890791_2,-1,1,-1,1,40541,-1,8.578021e-06,0.999985,6.3963726e-06
22689,through,12,13,80,87,Hepatocyte growth factor may thus have a dual pathophysiological role: directly through enhancement of survival of the leukemic clone and indirectly by favoring T-cell immunosuppression.,24561793_9,-1,1,-1,1,22689,-1,1.1159473e-05,0.9999831,5.806439e-06
6555,Tr1,3,4,21,24,ICOShigh Treg induce Tr1 or Th2 cells depending on the activation state of RC.,18292519_10,-1,1,-1,1,6555,-1,6.2801773e-06,0.99997795,1.5822716e-05
28413,Foxp3,7,8,53,58,Our study provides one possible mechanism describing Foxp3 promoter demethylation changes by which NSCLC down-regulates immune responses and contributes to tumor progression.,27000869_11,-1,1,-1,1,28413,-1,4.3738487e-06,0.9999918,3.8952007e-06
20148,The,0,1,0,3,The resulting CD11b+CD33+ cells functionally suppressed autologous T-lymphocyte proliferation.,23514705_6,-1,1,-1,1,20148,-1,4.990392e-06,0.9999907,4.320513e-06
15863,targeted,17,18,91,99,"Therefore, we assessed the role of PPARδ in modulating the effects of dietary n-3 PUFAs by targeted deletion of intestinal epithelial cell PPARδ (PPARδ(ΔIEpC)).",21940900_2,-1,1,-1,1,15863,-1,4.52874e-06,0.99999166,3.7747957e-06
25778,Thus,0,1,0,4,"Thus, we wondered whether TGF-β or EGF was involved in the regulation of HLA-I during the development of prostate cancer cells.",25618241_3,-1,1,-1,1,25778,-1,6.4432274e-06,0.9999888,4.7508106e-06
43833,The,0,1,0,3,The adoptive transfer of tumor-draining lymph node (LN) T cells activated ex vivo with anti-CD3 and interleukin 2 (IL-2) mediates the regression of the poorly immunogenic murine melanoma D5.,9690455_0,-1,1,-1,1,43833,-1,4.0313307e-06,0.9999918,4.154288e-06
20772,tumor,22,23,148,153,"This study reveals that mMSLN-VLP immunization is capable of controlling PC progression by effectively mounting an immune response against mMSLN, a tumor self-antigen, and altering the immunosuppressive tumor microenvironment via activation of pDCs-like cells and reduction in the frequency of CD4(+)foxp3(+)ICOS(-) Treg cells.",23874581_6,-1,1,-1,1,20772,-1,4.948468e-06,0.9999895,5.522869e-06
16229,targeted,5,6,27,35,"In turn, elevated miR-135b targeted FOXO1 in ALCL cells.",22042699_4,-1,1,-1,1,16229,-1,5.619597e-06,0.99999034,4.0374616e-06
23667,that,3,4,20,24,Our results suggest that adoptive transfer of Tregs aggressively promote intestinal tumorigenesis by decreasing NK cell number and activity by modulating IL-22 BP.,24797894_7,-1,1,-1,1,23667,-1,3.9600022e-06,0.9999926,3.4781385e-06
37452,the,19,20,96,99,"Treg cells suppressed CD8+ T cell secretion of interferon-γ (IFNγ), which would otherwise block the activation of sterol regulatory element-binding protein 1 (SREBP1)-mediated fatty acid synthesis in immunosuppressive (M2-like) tumor-associated macrophages (TAMs).",31350177_3,-1,1,-1,1,37452,-1,4.4638077e-06,0.99999154,3.976312e-06
9826,toward,20,21,113,119,"Hence, our goal is to establish a protocol that will lead to consistent ex vivo generation of lymphocytes skewed toward a central memory phenotype.",19501956_1,-1,1,-1,1,9826,-1,9.082748e-06,0.9999819,9.085209e-06
21482,that,2,3,12,16,We observed that hypoxia-induced Nanog correlated with the acquisition of stem cell-like properties in B16-F10 cells.,24227785_2,-1,1,-1,1,21482,-1,4.7189874e-06,0.999992,3.2998428e-06
11216,The,0,1,0,3,The immunoregulatory events leading to OSCC persistence remain to be elucidated.,20012605_1,-1,1,-1,1,11216,-1,5.8025926e-06,0.99999,4.244005e-06
22216,the,2,3,11,14,"To enhance the anti-tumor effects, 1D11 was administered with cyclophosphamide which was reported to eliminate intratumoral Tregs.",24416401_4,-1,1,-1,1,22216,-1,4.301927e-06,0.99999213,3.595629e-06
39521,TME,14,15,99,102,These results demonstrate for the first time that CDDO-Me relieves immunosuppression in the breast TME and unleashes host adaptive anti-tumor immunity.,32300202_8,-1,1,-1,1,39521,-1,1.1209573e-05,0.99997354,1.5313546e-05
42317,This,0,1,0,4,"This may explain, at least in part, why patients with NB seem to have little benefit from single-agent immune checkpoint blockade (ICB) therapy.",34016720_2,-1,1,-1,1,42317,-1,7.6675215e-06,0.99998724,5.096455e-06
30499,STAT3,27,28,179,184,"We found that incubation of primary HCC cells with autologous Th9 significantly elevated the CCL20 production from tumour cells, which could be partially inhibited by suppressing STAT3.",27797409_10,-1,1,-1,1,30499,-1,6.1584897e-06,0.9999893,4.5318097e-06
39099,the,18,19,87,90,"Here, using a Kras- and p53-driven model of PDA, we describe a mechanism of action for the protumorigenic cytokine IL35 through STAT3 activation in CD8+ T cells.",32024640_2,-1,1,-1,1,39099,-1,4.7579283e-06,0.9999914,3.7768546e-06
23588,tumors,25,26,136,142,"We detected selective expression of the death mediator Fas ligand (FasL, also called CD95L) in the vasculature of human and mouse solid tumors but not in normal vasculature.",24793239_1,-1,1,-1,1,23588,-1,3.8130481e-06,0.99999106,5.092743e-06
9377,the,10,11,62,65,"This study demonstrates for the first time the association of the Spred-1 gene, an inhibitor of the Ras/MAPK pathway, with CD8+ TILs and TGF-beta activity.",19319531_3,-1,1,-1,1,9377,-1,3.5301205e-06,0.999992,4.462175e-06
3779,tumors,7,8,49,55,"Using syngeneic Stat1-/- C3H mice bearing SCCVII tumors in this study, we discovered opposite results.",16618773_1,-1,1,-1,1,3779,-1,4.21396e-06,0.9999893,6.5042213e-06
1601,the,23,24,172,175,Phenotypic and functional analyses demonstrated that they were antigen-specific CD4(+) Treg cells expressing CD25 and GITR molecules and possessing suppressive activity on the proliferative response of naive CD4(+) T cells to anti-CD3 antibody stimulation.,14738769_3,-1,1,-1,1,1601,-1,3.7945813e-06,0.9999924,3.7792652e-06
36817,to,11,12,67,69,The inhibition of FOXA1+ Tregs represents a promising new strategy to enhance antitumor immunity.,31036318_15,-1,1,-1,1,36817,-1,4.35122e-06,0.9999918,3.8402936e-06
11352,Tryptase,0,1,0,8,"Tryptase MCs, CD8+ and Foxp3+ lymphocytes had significantly increased in the interleukin 2 (IL-2) treated group.",20053697_6,-1,1,-1,1,11352,-1,5.8480724e-05,0.9999155,2.5982263e-05
3566,treatments,11,12,63,73,"SS has an unfavourable prognosis, and is refractory to current treatments.",16457762_2,-1,1,-1,1,3566,-1,6.931747e-06,0.9999882,4.8719376e-06
18400,technology,2,3,11,21,"Using xMAP technology and RT-PCR, we investigated cytokine/chemokine profiles during histologically defined phases of disease: (i) no/mild, (ii) moderate, (iii) severe colitis without dysplasia/cancer and (iv) severe colitis with dysplasia/cancer, compared with age-matched wild-type (WT) littermates.",22962436_1,-1,1,-1,1,18400,-1,4.68376e-06,0.9999893,6.077571e-06
18233,that,10,11,54,58,The lack of a curative therapy for LGL leukemia means that new treatment options are needed.,22830400_8,-1,1,-1,1,18233,-1,7.300816e-06,0.9999882,4.5467746e-06
6991,to,12,13,89,91,However the molecular mechanisms underlying this process have been only recently started to be clarified.,18473765_3,-1,1,-1,1,6991,-1,7.278425e-06,0.9999875,5.206574e-06
21693,Tregs,9,10,51,56,"RESULTS: The density of liver infiltrated FoxP3(+) Tregs was increased in a stepwise manner from CHB to AH then HCC, while there was a decreasing trend for the density of IL-17(+) T cells and CD8(+) T cells.",24303990_4,-1,1,-1,1,21693,-1,4.2656247e-06,0.9999902,5.542918e-06
11543,this,1,2,3,7,"In this study, Tehranolide was purified from Artemisia difussa.",20138670_3,-1,1,-1,1,11543,-1,5.153241e-06,0.99999,4.9020723e-06
12286,the,21,22,137,140,Gene expression studies have shown that the nature of the tumor microenvironment predicts survival in patients with FL and may influence the response to immunotherapy and risk of transformation.,20425464_2,-1,1,-1,1,12286,-1,5.753025e-06,0.9999902,4.0238197e-06
34617,the,13,14,99,102,"Specifically, abnormal Wnt/β-catenin signaling directly alters a number of regulators critical for the antitumor activities of T cells, especially effector T cells, T helper cells, and regulatory T cells.",29678298_2,-1,1,-1,1,34617,-1,4.035332e-06,0.999992,3.9693464e-06
24932,the,6,7,36,39,Nicotine and a selective agonist of the α7-nicotinic acetylcholine receptor (α7-nAChR) reduced the severity of DSS-induced acute colonic inflammation.,25258409_5,-1,1,-1,1,24932,-1,4.6945047e-06,0.9999908,4.4802114e-06
3995,the,14,15,68,71,"The efficacy of induction of Treg's by DCs depends on the nature of the DC maturation stimulus, with inflammatory cytokine-treated DCs (Cyt-DCs) being the most effective Treg inducers.",16763205_6,-1,1,-1,1,3995,-1,6.9940493e-06,0.99998677,6.1807564e-06
5988,that,1,2,5,9,"Mice that received a xenogeneic tatSVV-pulsed DC vaccine developed a higher immune response than mice vaccinated with the nSVV-pulsed DCs and exhibited prolonged mean survival rate, though mice injected with the DCs alone or the nSVV-pulsed DC also showed anti-tumor effects in the subcutaneous GL26 glioma model.",17931768_4,-1,1,-1,1,5988,-1,4.1172852e-06,0.9999912,4.697713e-06
22088,status,3,4,17,23,"In the different status of HPV16 type DNA, the expression of Foxp3(+) was closely correlated with Federation International of Gynecology and Obstetrics (FIGO) stage, histological grade and lymphnode metastasis (P < 0.05) except for age (P > 0.05).CONCLUSION: Treg cytokines, HPV16 integration rate and severity of cervical lesions are positively correlated while Th17 cytokines show opposite effects.",24401583_7,-1,1,-1,1,22088,-1,3.7871196e-06,0.9999914,4.8036763e-06
2112,that,4,5,25,29,"It is highly conceivable that proper CD4+ T-cell help is important for launching an effective immune attack against HPV because infection of cervical epithelia by this virus is, at least initially, not accompanied by gross disturbance of this tissue and/or strong proinflammatory stimuli.",15289354_7,-1,1,-1,1,2112,-1,4.787116e-06,0.9999913,3.9194047e-06
37377,to,23,24,144,146,"Thus, in this proof-of-principle study, we highlight the antitumor effect of CRM aerosol delivery as a new and noninvasive therapeutic approach to locally modulate immunosurveillance at the tumor site in the lung.",31321243_5,-1,1,-1,1,37377,-1,3.7382295e-06,0.9999925,3.7298107e-06
16731,T(regs,6,7,27,33,"Here, we showed that human T(regs) rapidly suppressed the release of calcium ions (Ca(2+)) from intracellular stores in response to T cell receptor (TCR) activation in T(cons).",22375050_2,-1,1,-1,1,16731,-1,5.4610955e-06,0.9999863,8.284933e-06
6212,Treg,8,9,33,37,"We show here that Treg and Nrp1+ Treg levels dropped in the tumour-draining lymph nodes of patients with cervical cancer following preoperative chemoradiotherapy in a direct relationship with the reduction of tumour mass, suggesting that suppressor cell elimination facilitated the generation of T cells mediating the destruction of the neoplastic cells left behind after cytotoxic therapy.",18028372_8,-1,1,-1,1,6212,-1,5.2965147e-06,0.9999883,6.380882e-06
13132,gene,21,22,178,182,One non-Hodgkin lymphoma cell line Raji cells co-cultured with peripheral blood-derived T cells were stably transfected with anti-CD20scFvFc/CD28/CD3zeta gene or anti-CD20scFvFc gene.,20815894_3,-1,1,-1,1,13132,-1,7.5824887e-06,0.9999857,6.693023e-06
13083,the,1,2,9,12,"Although the suppressive effect of Treg cells on T cells is well documented, less is known about the types of innate immune cells influenced by Treg cells and whether the Treg cells suppress acute innate immune responses in vivo.",20722759_3,-1,1,-1,1,13083,-1,4.7339236e-06,0.9999918,3.483573e-06
41383,the,10,11,65,68,"Altogether, our data demonstrate that EOMES is indispensable for the development of IL-10-expressing, cytotoxic TR1 cells, which accumulate in LNs of CLL patients and control TCL1 leukemia in mice in an IL-10R-dependent manner.",33526861_7,-1,1,-1,1,41383,-1,4.3238374e-06,0.99999213,3.597135e-06
7300,the,7,8,42,45,"CONCLUSION: Cervical tumors are marked by the presence of an immunoregulatory environment, and harbor equal proportions of 'inactive' n Tregs; activated n Tregs; and Tregs operating via TGFbeta.",18593438_7,-1,1,-1,1,7300,-1,3.568785e-06,0.9999924,4.0815653e-06
33786,transfer,3,4,18,26,"Finally, adoptive transfer assays in vivo revealed a reduced antitumor capacity in NFAT5-deficient macrophages against syngeneic Lewis lung carcinoma and ID8 ovarian carcinoma cells, a defect that in the ID8 model was associated with a reduced accumulation of effector CD8 T cells at the tumor site.",29150563_5,-1,1,-1,1,33786,-1,5.5972423e-06,0.99998796,6.4843007e-06
28131,that,3,4,19,23,These data suggest that careful sequencing of Ad.,26851223_14,-1,1,-1,1,28131,-1,2.206707e-05,0.99997044,7.553778e-06
23354,thymic,11,12,81,87,These results indicate that modulating central tolerance through RANKL can alter thymic output and potentially provide therapeutic benefit by enhancing anti-tumor immunity.,24752296_8,-1,1,-1,1,23354,-1,1.3786228e-05,0.99997973,6.4522756e-06
28632,tumor-associated,11,12,92,108,"BACKGROUND: TLR4/MD-2 complex-mediated MyD88-dependent activation of NF-κB and Akt promotes tumor-associated immunosuppression in epithelial ovarian cancer (EOC) via induction of immunesuppressive cytokines and indoleamine 2,3-dioxygenase (IDO).",27118139_0,-1,1,-1,1,28632,-1,9.309555e-06,0.99998426,6.433687e-06
7767,the,16,17,93,96,"Moreover, their frequencies were 3- to 5-fold higher in tumors than in peripheral blood from the same patients or healthy donors, respectively.",18820132_4,-1,1,-1,1,7767,-1,5.322048e-06,0.99998915,5.4769353e-06
8562,FOXP3-positive,3,4,25,39,"CONCLUSION: Intratumoral FOXP3-positive regulatory immune cells significantly increased during IL-2-based immunotherapy, and high numbers of on-treatment FOXP3-positive cells were correlated with poor prognosis in patients with metastatic renal cell carcinoma.",19188179_9,-1,1,-1,1,8562,-1,8.60577e-06,0.99998057,1.0822966e-05
39341,to,9,10,48,50,"The development of changes in T cells, referred to as T cell exhaustion, has been suggested as a cause of primary or acquired resistance to immunotherapy by immune checkpoint blockade (ICB).",32210968_0,-1,1,-1,1,39341,-1,1.1687944e-05,0.999979,9.343447e-06
11601,tumor-derived,6,7,34,47,"To evaluate the potential role of tumor-derived, antiestrogen-induced TGFbeta as an immune suppressor, we established in vitro mixed lymphocyte tumor reactions (MLTR) using MCF-7 cells and peripheral blood mononuclear cells (PBMC), as well as tumor tissue and autologous tumor infiltrating lymphocytes (TIL) obtained from primary breast cancer biopsies.",20145137_2,-1,1,-1,1,11601,-1,1.25493025e-05,0.9999783,9.176521e-06
7967,to,6,7,35,37,"CXCL9(+) stromal cells were judged to include dendritic cells, because they partly co-expressed fascin, DC-sign, CD83, DC-lamp or HLA-DR.",18980207_4,-1,1,-1,1,7967,-1,9.738819e-06,0.99998176,8.4508465e-06
39966,transcription factor,3,5,17,37,We also utilized transcription factor activation profiling arrays and established a xenograft mouse model.,32503584_4,-1,1,-1,1,39966,-1,9.046506e-06,0.9999852,5.785022e-06
13606,To,0,1,0,2,"To validate the possibility, we developed a novel HBx-positive hepatocellular carcinoma in mice by inoculated the pcDNA-HBx transfected Hepa1-6 cells subcutaneously into the right flank of mice.",21042781_2,-1,1,-1,1,13606,-1,3.3867948e-06,0.9999926,3.9505044e-06
2604,the,13,14,88,91,The radiation contributes to the gene therapy by causing tumor debulking and increasing the permeability of tumors to infiltration of inflammatory cells.,15761259_7,-1,1,-1,1,2604,-1,4.9013825e-06,0.99999034,4.7411636e-06
10224,IRF-1,11,12,87,92,The combined IRF-1-E7 demonstrated more functions and biologic processes compared with IRF-1 alone.,19574175_5,-1,1,-1,1,10224,-1,7.5178323e-06,0.9999708,2.1706466e-05
23644,tumor,25,26,182,187,"In 6-weeks old Rag-Apc mice containing microscopic intestinal tumors adoptive transfer of Tregs or transient NK cell depletion dramatically associated with an increase in intestinal tumor multiplicity and tumor size, with significantly decreased survival rates.",24797894_2,-1,1,-1,1,23644,-1,4.395061e-06,0.99999094,4.627793e-06
4655,to,22,23,136,138,"Although it was unable to recognize the SiHa cervical cancer cell line positive for HPV-16 and HLA-A*2402, the cells became susceptible to lysis when transduced with E6-E7 genes, which was unexpectedly offset by pretreatment with interferon (IFN)-gamma alone.",17096336_3,-1,1,-1,1,4655,-1,6.3061143e-06,0.99998903,4.656778e-06
42297,tumoricidal,13,14,87,98,"Instead, T cell-produced lymphotoxin reprograms both mouse and human macrophages to be tumoricidal.",34011631_4,-1,1,-1,1,42297,-1,7.745622e-05,0.99990535,1.7230863e-05
31599,to,19,20,131,133,"In a BALB/c allergy model repeated nasal exposure to acrolein abrogated allergen-specific antibody and cytokine formation, and led to a relative accumulation of regulatory T cells in the lungs.",28332605_2,-1,1,-1,1,31599,-1,4.186374e-06,0.9999914,4.355636e-06
15451,The,0,1,0,3,"The steps in this process are regulated through a complex transcriptional network, specific receptor-ligand pair interactions, and sensitization to trophic factors, which mediate the homing, proliferation, survival, and differentiation of developing T cells.",21740230_4,-1,1,-1,1,15451,-1,3.82292e-06,0.9999912,4.9393952e-06
34579,Tr1,9,10,63,66,"While H. pylori-uninfected (uninfected) subjects presented low Tr1 frequency in the peripheral blood, H. pylori-infected asymptomatic (infected) individuals and H. pylori-infected gastric cancer (cancer) individuals both presented elevated Tr1 frequency.",29625086_4,-1,1,-1,1,34579,-1,4.1288527e-06,0.9999862,9.730107e-06
6747,the,11,12,72,75,"Our data demonstrate that tumor Ags may contain epitopes which activate the expansion of inducible regulatory T cells, leading to evasion of tumor control.",18354237_7,-1,1,-1,1,6747,-1,4.2943448e-06,0.9999924,3.3862448e-06
5446,IRF1,59,60,306,310,"Our results demonstrated the following: (1) CD4+ CD25+ Foxp3+ surround epithelial tumor aggregates; (2) Immature dendritic cells (DCs) were abundant in the tumor microenvironment; (3) BCC showed increased expression of IL-4, IL-10, and CCL22 and increased expression of interferon-associated genes (IFI27, IRF1, IRF7, and G1P2) and IL-12/23, gene indicating a Th2 dominant microenvironment.",17508019_2,-1,1,-1,1,5446,-1,1.473869e-05,0.9999387,4.6550584e-05
40147,to,27,28,174,176,"However, a major challenge in cancer immunotherapies remains the heterogeneity of the immunoregulatory capacities of cancers, and not all patients of a given cancer responds to current therapeutic strategies.",32573300_1,-1,1,-1,1,40147,-1,5.0760877e-06,0.9999902,4.7214953e-06
16490,the,14,15,85,88,These data support the translation use of combined Tbet and IL-12p70 gene therapy in the cancer setting.,22215017_6,-1,1,-1,1,16490,-1,4.2723073e-06,0.99999154,4.2175916e-06
36824,transcription factors,8,10,58,79,"In response to the microenvironment, macrophages activate transcription factors as STAT1 and NF-κB-p65 for M1 macrophages or STAT3 and STAT6 for M2 macrophages; activation impacts on the profile of cytokine, chemokines and growth factors secreted by macrophages.",31099286_2,-1,1,-1,1,36824,-1,5.026739e-06,0.9999902,4.715924e-06
32038,this,23,24,143,147,It was demonstrated that ILC2s and MDSCs were clearly upregulated and accompanied by a predominant Th2 phenotype in patients with lung cancer; this may lead to new immunotherapy approaches for lung cancer based on the associated metabolites and cytokines.,28487978_8,-1,1,-1,1,32038,-1,4.5083184e-06,0.99999166,3.8377743e-06
4522,The,58,59,329,332,"Surprisingly, activated STAT5 persisted within CD4(+) and CD8(+) T lymphocytes, as well as CD56(+) NK cells, for up to 3 weeks post-IL-2 treatment in three patients who exhibited a clinical response to therapy and in a fourth who exhibited a significant inflammatory response after 11 doses of therapy (first cycle).CONCLUSIONS: The flow cytometric assay described herein is a highly efficient and reliable method by which to assess the cellular response to IL-2 within PBMC and specific immune effector subsets, both in vitro and in the clinical setting.",17020993_11,-1,1,-1,1,4522,-1,4.3295786e-06,0.99999154,4.1068165e-06
16068,the,16,17,110,113,We inhibited the pathway through γ-Secretase inhibitor and Notch1 RNA interference and analysed the effect on the expression and function of chemokine receptors.,21984373_3,-1,1,-1,1,16068,-1,3.5696567e-06,0.9999925,3.9868264e-06
35458,they,21,22,100,104,"Activated CD4+ T cells differentiate into four main separate lineages: Th1, Th2, Th17 and Treg, and they are recognized by their effector molecules IFN-γ, IL-13, IL-17A, and the transcription factor Foxp3, respectively.",30075815_5,-1,1,-1,1,35458,-1,4.754027e-06,0.9999894,5.8905284e-06
20429,tumours,10,11,55,62,"Indeed, the induction and recruitment of Treg cells by tumours is a major barrier in the development of effective immunotherapeutics and vaccines against cancer.",23657628_2,-1,1,-1,1,20429,-1,7.2337775e-06,0.9999865,6.2620743e-06
20462,tumour-infiltrating,22,23,153,172,This protective effect was associated with significant reduction in tumour-infiltrating FoxP3(+) and IL-10(+) Treg cells and a corresponding increase in tumour-infiltrating CD4(+) and CD8(+) T cells that secreted IFN-γ.,23657628_8,-1,1,-1,1,20462,-1,1.5889666e-05,0.9999716,1.2538942e-05
18398,Tregs,6,7,36,41,Such counter regulation of Th17 and Tregs may be a significant prognostic factor in oral cancer patients.,22956260_9,-1,1,-1,1,18398,-1,5.8945952e-06,0.99998915,5.0117505e-06
19341,the,3,4,17,20,We also assessed the effect of CD200-CD200R blockade on Th1 and T-reg cytokine production and T cell proliferation in autologous AML- and monocyte-DC mixed lymphocyte reactions (MLRs).,23179394_3,-1,1,-1,1,19341,-1,4.298195e-06,0.999992,3.7054663e-06
9364,TILs,12,13,71,75,"TGF-beta contributed markedly to the tumor-infiltrating CD8+ T cells' (TILs) reduced functionality, which could be reversed using a small molecule TGF-beta inhibitor.",19319531_1,-1,1,-1,1,9364,-1,8.82985e-06,0.9999833,7.879568e-06
14821,that,32,33,174,178,"Up-regulation of CXCR4 in Treg correlated with the basal-like phenotype (P = 0.029) and tumour hypoxia, as indicated by CA9 expression (P = 0.049).CONCLUSIONS: Our data show that in the setting of hypoxia and CXCR4 up-regulation in Treg, CXCL12 expression may have the negative consequence of enhancing Treg recruitment and suppressing the anti-tumour immune response.",21521526_8,-1,1,-1,1,14821,-1,4.1266494e-06,0.99999213,3.7445288e-06
25712,tumor-specific,8,9,45,59,We found that microRNA-155 (miR-155) enabled tumor-specific CD8(+) T cells to mediate profound antitumor responses in lymphoreplete hosts that were not potentiated by immune-ablation.,25548153_1,-1,1,-1,1,25712,-1,1.7599841e-05,0.99997485,7.529473e-06
35159,gene,23,24,122,126,The module of co-inhibitory receptors is co-expressed in both CD4+ and CD8+ T cells and is part of a larger co-inhibitory gene program that is shared by non-responsive T cells in several physiological contexts and is driven by the immunoregulatory cytokine IL-27.,29899446_4,-1,1,-1,1,35159,-1,4.6965183e-06,0.9999895,5.77518e-06
527,STAT5,11,12,83,88,There have been conflicting reports regarding inhibition of IL-2-induced STAT3 and STAT5 phosphorylation by TGFbeta and subsequent suppression of immune responses.,11418694_1,-1,1,-1,1,527,-1,7.683342e-06,0.99998367,8.666438e-06
