,text,pmid,entities,start_chars,end_chars,label
7612,"The deficient Th1 phenotype, observed following protein antigen challenge, was found to be the result of an age-related decrease in an inflammatory DC subset (CD11b+ Gr-1/Ly6C+) in the dLN that corresponded with T cell dysfunction.",24714553_3,Th1,14,17,2
7613,The demonstration of superior CD4(+) T-cell induction by AS01(B) provides important guidance for future HIV vaccine development.,20728522_4,CD4(+) T-cell,30,43,2
7614,"The densities of Tregs and IL-17+ cells and levels of IL-17 and IL-6 were increased in both LPS groups, while IL-10 level was only increased in the Control/LPS group.",30760822_6,"IL-10,IL-17+,IL-17","110,27,54","115,33,59","0,0,0"
7615,The described MM-MDSC use arginase in conjunction with other yet undefined mechanisms to suppress CD4(+) and CD8(+) T cells.,20484028_8,"CD4(+),CD8(+) T cells","98,109","104,123","2,2"
7616,The description of T-regulatory (Treg) cells being involved in prevention of sensitization to allergens has led to great interest whether they represent a major target for allergen-SIT and whether it would be possible to manipulate Treg cells to increase its efficacy.,18802346_1,Treg cells,232,242,2
7617,The design of therapies for the restoration of tissue-localized immune homeostasis is dependent upon understanding how local immune responses are influenced by Treg cells in health versus disease.,25378065_2,Treg cells,160,170,2
7618,"The detection of Ea, Eb1, Eb2 in addition to the Aa and Ab transcripts in these cells indicated the possible involvement of other class II gene combinations in this type of regulation.",19906201_8,class II,130,138,1
7619,"The determination of the IL-4 isoform-expressing cells in humans might allow the identification of Th2 precursor cells, which could provide novel intervention strategies directed against Th2-driven immunopathologies such as allergies.",24778440_11,"IL-4,Th2,precursor cells","25,99,103","29,102,118","0,2,2"
7620,The development and differentiation of T helper (Th) cell subsets is a highly plastic process which is strictly regulated by cytokines.,21903294_0,"T helper,cell subsets","39,53","47,65","2,2"
7621,"The development and function of both nTreg and iTreg cells are regulated by several factors, such as antigen T-cell receptor, co-stimulatory receptors (i.e., cytotoxic T lymphocyte-associated antigen, or CTLA-4), and cytokines (IL-2, IL-10, and tumor growth factor-beta, or TGF-beta).",19479206_5,"TGF-beta,IL-10,IL-2","274,234,228","282,239,232","0,0,0"
7622,"The development of TGF-β-induced regulatory T cells (iTregs) or TGF-β/IL-6 activated Th17 cells from purified mouse CD4(+)CD25(-) T cells, stimulated with monoclonal antibody anti-CD3, was abrogated in the presence of IL-12 and a different developmental program was established.",21903294_2,"Th17 cells,IL-12","85,218","95,223","2,0"
7623,The development of Treg cells depends on signals from TCRs and IL-2Rs and is influenced by a variety of transcription factors.,24920844_1,"Treg cells,transcription factors","19,104","29,125","2,1"
7624,The development of innate CD8(+) T cells in mice deficient in the tyrosine kinase Itk and coactivator CBP was also attributable to this IL-4-dependent mechanism.,20601952_3,"coactivator,CBP","90,102","101,105","1,1"
7625,The development of regulatory T (Treg) cells is essential for the maintenance of immune tolerance and homeostasis.,22118406_0,regulatory T,19,31,2
7626,"The dichotomy between the in vivo and in vitro effects of AhR reveals the complexity of the AhR pathway, which has the capacity of affecting different AhR-expressing cell types involved in mounting immune responses, thus participating in defining their outcome.",24244565_6,"AhR,AhR","58,92","61,95","1,1"
7627,"The different iNKT cell effects are mediated through distinct mechanisms and activation of different molecular pathways within the DC: CD1d signaling and activation of the ERK1/2 pathway for the tolerogenic action, and CD40-CD40L interaction and NF-κB activation for the adjuvant effect.",21078913_5,iNKT,14,18,2
7628,The differential cytokine expression patterns in Th cells suggest a division of labour in the response against a variety of pathogens.,20107806_2,cytokine,17,25,0
7629,"The differential development of EAE in transgenic mice correlates with increased IFN-gamma and IL-17 in Stat4beta-expressing cells in situ, contrasting increased IL-10 production by Stat4alpha-expressing cells.",18832727_6,"IFN-gamma,IL-17,IL-10","81,95,162","90,100,167","0,0,0"
7630,The differential effect on proliferation may result from enhanced availability and usage of interleukin-2 by the Foxp3(+) Treg cells compared with Foxp3(-) effector T cells.,24673126_5,"interleukin-2,Treg cells","92,122","105,132","0,2"
7631,The differential expression of CD126 and CD130 and subsequent STAT-3 phosphorylation might be relevant for the recently described role of IL-6 in the control of Treg activity.,16540526_9,STAT-3,62,68,1
7632,"The differential propensity of CD8(+) T cells to produce either IL-2 or perforin is in part related to levels of CD28 and the transcription factor T-bet, as CD8(+) T cells that rapidly upregulate perforin harbor high levels of T-bet and those producing IL-2 express high amounts of CD28.",20221423_4,"CD8(+) T cells,IL-2,CD8(+) T cells,IL-2","31,64,157,253","45,68,171,257","2,0,2,0"
7633,The differentially expressed genes between PD-1+/- CD4 T cells were detected by microarray sequencing.,36091043_5,CD4 T cells,51,62,2
7634,"The differentiation factors (TGF-beta plus IL-6 or IL-21), the growth and stabilization factor (IL-23), and the transcription factors (STAT3, RORgammat, and RORalpha) involved in the development of Th17 cells have just been identified.",19132915_6,"TGF-beta,IL-23,transcription factors,STAT3,Th17 cells","29,96,112,135,198","37,101,133,140,208","0,0,1,1,2"
7635,"The differentiation of Th2 cells is dependent on transcription factors such as GATA3 and STAT6, which prime Th2 cells for the secretion of interleukin- (IL-) 4, IL-5, and IL-13.",31611881_2,"Th2 cells,transcription factors,GATA3,STAT6,Th2 cells,IL-5,IL-13","23,49,79,89,108,161,171","32,70,84,94,117,165,176","2,1,1,1,2,0,0"
7636,"The differentiation of naïve CD4 T cells into Th2 cells is initiated from T-cell receptor and cytokine-mediated signaling followed by upregulation of GATA3 and activation of signal transducer and activator of transcription 5 (STAT5), two indispensable events for this differentiation process.",20065998_1,"Th2 cells,GATA3,signal transducer,STAT5","46,150,174,226","55,155,191,231","2,1,1,1"
7637,The differentiation of naïve CD4(+) T cells into T helper 2 (Th2) cells requires production of the cytokine IL-4 in the local microenvironment.,22130674_0,"T helper 2 (,cytokine,IL-4","49,99,108","61,107,112","2,0,0"
7638,The direct association of MLL with the GATA3 locus and the Th2 cytokine gene loci was demonstrated.,16713978_5,"Th2,MLL","59,26","62,29","2,1"
7639,"The discovery and investigation of two other CD4(+) T cell subsets, induced regulatory T (iTreg) cells and Th17 cells, has led to a rethinking of the notion that helper T cell subsets represent irreversibly differentiated endpoints.",19464987_2,"Th17 cells,helper T cell,regulatory T","107,162,76","117,175,88","2,2,2"
7640,"The discovery of Foxp3 as a transcription factor essential to the differentiation of CD4(+)CD25(+) T(R) cells enabled detailed studies into the molecular mechanisms of T(R) cell development, peripheral homeostasis, and effector functions.",18763025_1,transcription factor,28,48,1
7641,The discovery of Th17 not only enhanced our insight into these disorders but also placed a Th subset at the interface between the innate and adoptive immune systems with the potential to regulate subsequent immunity against pathogens.,20107806_5,Th17,17,21,2
7642,"The disease suppressive effect, in both CD4 and CD8 cells, was more evident in spontaneously diabetes-prone NOD hosts (non-lymphopenic) than in lymphopenic NOD.scid hosts.",17412560_5,CD8 cells,48,57,2
7643,"The dominant function of TGF-β is to regulate the peripheral immune homeostasis, particularly in the microbe-rich and antigen-rich environment of the gut.",23347175_2,TGF-β,25,30,0
7644,The dose of CsA required for inhibition of IL-2 induction in the cells with increased Ras activity remains similar to the concentration of CsA needed for the suppression of NFAT activation in control cells.,12135706_4,"IL-2,NFAT","43,173","47,177","0,1"
7645,"The double negative cells from either Th1 or Th2 cultures expressed lower levels of Th1/Th2 marker cytokine genes (IFNgamma, IL4, and IL5).",16106470_4,"IL5,Th1,Th2,IL4","134,38,45,125","137,41,48,128","0,2,2,0"
7646,The down-regulation is largely due to the polarizing cytokine IL-4 because IL-4 alone is sufficient to substantially inhibit TCF-1 expression.,20980261_4,"TCF-1,IL-4,IL-4","125,75,62","130,79,66","1,0,0"
7647,"The down-regulation of Treg cells and their functions, and the imbalance of positive and negative regulators of costimulatory signals might lead to an abnormal immune milieu, which confer susceptibility to pregnancy loss.",19766059_9,Treg cells,23,33,2
7648,The dual roles of IL-2 in inflammation are demonstrated in that mice deficient in both FoxP3 and IL-2 display less severe symptoms compared to FoxP3 deficient mice.,18442895_7,IL-2,18,22,0
7649,The ear-swelling responses of TNCB-sensitized/challenged GATA-3 Tg mice were significantly greater than those of similarly treated wild-type (WT) mice.,22112437_7,GATA-3,57,63,1
7650,"The early stage of infection in immunocompetent animals was marked by a mixed Th1/Th2 immune response, as characterized by the concomitant presence of gamma interferon (IFN-γ) and interleukin-4 (IL-4) and their related chemokines.",30037796_3,"gamma interferon,IFN-γ,interleukin-4,IL-4,chemokines","151,169,180,195,219","167,174,193,199,229","0,0,0,0,0"
7651,The ectonucleotidase CD39 on human regulatory T-cells (Treg) is an important immune regulator which is dysregulated in autoimmune diseases and cancer immunosuppression.,32319705_0,Treg,55,59,2
7652,"The ectopic expression of Egr2 or Egr3 resulted in the enhancement of TGF-β1 expression, while knockdown of Egr2 or Egr3 led to the decreased expression of TGF-β1 in NK1.1- CD4+ NKG2D+ T cells.",33011290_5,"Egr2,Egr3,TGF-β1,Egr2,Egr3,TGF-β1","26,34,70,108,116,156","30,38,76,112,120,162","1,1,0,1,1,0"
7653,The effect is therefore mediated by a soluble factor but was independent of both IL-6 and IL-12.,24244265_5,IL-12,90,95,0
7654,The effect of IFN-beta is mediated through STAT-1.,20190134_4,"IFN-beta,STAT-1","14,43","22,49","0,1"
7655,"The effect of IFN-beta-1a on Th17 cells, which play a critical role in the development of the autoimmune response, has not been extensively studied in humans.",19783688_2,Th17 cells,29,39,2
7656,The effect of IL-17 on IL-8 and TNF-alpha mRNA expression in epithelial cell line Caco-2 was studied.,18512248_2,"IL-17,IL-8,TNF-alpha","14,23,32","19,27,41","0,0,0"
7657,The effect of MSCs on induction of regulatory T cells was examined both in vitro and in vivo.,29879214_4,regulatory T cells,35,53,2
7658,The effect of forced expression of Helios on murine induced Treg cell function was also examined.,25733061_4,Treg cell,60,69,2
7659,The effects of AKBA on Th17 differentiation and IL-17A release make the compound a good candidate for potential treatment of Th17-driven diseases.,24469975_6,"Th17,IL-17A","23,48","27,54","2,0"
7660,"The effects of DCs on anti-tumor immune responses were analyzed using the EG7 tumor model, where the tumor cells express the peptide epitope recognized by OT-1 T cells.",28675711_3,tumor cells,101,112,0
7661,"The effects of IL-16 on the target cells are dependent on the cell type, the presence of co-activators etc.",12528894_2,"IL-16,co-activators","15,89","20,102","0,1"
7662,"The effects of IL-2/IL-15 depended on MAPK/ERK signaling and induced de novo expression of the transcription factors T-bet and eomesodermin, as well as the cytolytic enzyme perforin, required for the cytotoxic type 1 program.",24489097_6,transcription factors,95,116,1
7663,"The effects of IL-6 and IL-21 depended on STAT3, a transcription factor required for the differentiation of T(H)-17 cells in vivo.",17581537_3,"STAT3,transcription factor,T(H)-17 cells","42,51,108","47,71,121","1,1,2"
7664,The effects of NFKB1 on Th1/Th17 cells in were examined by flow cytometry.,29748001_4,NFKB1,15,20,1
7665,The effects of STAT5 and BCL6 on IL-9 transcription were further demonstrated using an IL-9 luciferase reporter assay in which BCL6 repressed STAT5-mediated Il9 transactivation.,24879792_7,"STAT5,BCL6,IL-9,IL-9,BCL6","15,25,33,87,127","20,29,37,91,131","1,1,0,0,1"
7666,The effects of TGF-β on dendritic cells (DCs) in the tumor microenvironment are not well-understood.,24606770_0,TGF-β,15,20,0
7667,"The effects of leptin on TH2 cell proliferation, survival, and cytokine production are dependent on the mTORC1 and MAPK pathways as revealed by specific inhibitors.",27566543_5,"TH2,cell proliferation,cytokine","25,29,63","28,47,71","2,1,0"
7668,"The effects of simvastatin are secondary to a blockade of protein geranylgeranylation, are mediated at late time-points after T-cell activation, and are associated with demethylation of the Foxp3 promoter.",20408897_5,T-cell activation,126,143,0
7669,The effects of the Nuclear Factor Kappa B (NF-κB) transcription factor and its mechanisms were characterized.,30949517_6,transcription factor,50,70,1
7670,"The effects of the amino acid copolymers used in the therapy of experimental autoimmune encephalomyelitis, poly(Y,E,A,K)(n) (Copaxone(®)) and poly(Y,F,A,K)(n), on murine myeloid cells have been investigated.",22968996_0,myeloid cells,170,183,0
7671,The effects of these retinoids are mediated through members of retinoic acid receptors (RARs) and retinoid X receptors.,17277115_1,"retinoic acid receptors,retinoid X receptors","63,98","86,118","1,1"
7672,"The efficacy of EBV-specific T-cell transfer for PTLD has been previously shown, yet the optimal choice of EBV-derived antigens inducing polyclonal CD4(+) and CD8(+) T cells that cover a wide range of human leukocyte antigen types and efficiently control PTLD remains unclear.",26276009_1,"CD4(+),CD8(+) T cells","148,159","154,173","2,2"
7673,The efficiency of their suppressive capacity can be enhanced in the presence of endotoxins.,22272233_8,suppressive,24,35,0
7674,"The endogenous expression of aryl hydrocarbon receptor in the neonatal thymus was significantly higher than that in the adult thymus, suggesting that the neonatal thymus may be much more sensitive to TCDD compared with the adult thymus.",19414813_3,"TCDD,aryl hydrocarbon receptor","200,29","204,54","1,1"
7675,"The endogenous levels of transforming growth factor-β and IL-10 were significantly lower in the pre-eclamptic than in the normotensive groups of the same gestational age, with a significant difference between early- and late-onset PE.",28502089_5,"transforming growth factor-β,IL-10","25,58","53,63","0,0"
7676,"The engagement of the 4-1BB (CD137) co-stimulatory pathway promotes the activation and proliferation of conventional CD4(+) T and CD8(+) T cells, but the role of 4-1BB co-stimulation in CD4(+) CD25(+) regulatory T cells (Treg) is less clear.",17850588_0,"CD8(+) T cells,Treg,CD137,CD4(+) T","130,221,29,117","144,225,34,125","2,2,0,2"
7677,"The enhanced recruitment by CCL22 produced by EBVaGC cells, the decreased emigration due to CCR7 downregulation on the Treg surface, the higher proliferation rate, and the lower apoptosis rate of Tregs at tumour sites may promote the accumulation of Tregs in EBVaGC.",26673957_6,CCL22,28,33,0
7678,The enhancing effect of IL-2 was specific for both HOZOT and IL-10-secreting Treg cells.,18023521_8,"Treg cells,IL-2","77,24","87,28","2,0"
7679,"The epigenetic silencing of cytokine genes is associated with the repressive H3K27 trimethylation mark, mediated by the Ezh2 or Ezh1 methyltransferase components of the polycomb repressive complex 2 (PRC2).",24951427_1,"methyltransferase,Ezh2,polycomb","133,120,169","150,124,177","1,1,1"
7680,"The evaluation of T-lymphocyte responses toward Tat, one of the main HIV-1 regulatory proteins, is therefore of interest.",7686223_1,regulatory proteins,75,94,1
7681,The ex vivo effects of Vido on 24-h colonic IL-17 secretion were determined by using colonic strips from PBS- or TNBS-treated rats.,22691298_5,IL-17,44,49,0
7682,The excessively released HMGB1 might stimulate CD4+CD25+Treg activity via binding RAGE on the surface of Tregs and trigger a shift of T(H)1 to T(H)2 with suppression of T-lymphocyte immune function after burn injury.,18665051_9,"T(H)2,T(H)1","143,134","148,139","2,2"
7683,"The exosomal miRNA profile of patients with MS differs from that of healthy controls, and let-7i, which is markedly increased in patients with MS, suppresses induction of Treg cells by targeting insulin like growth factor 1 receptor (IGF1R) and transforming growth factor beta receptor 1 (TGFBR1).",29295981_3,Treg cells,171,181,2
7684,"The exosomes also activated macrophages, as measured by NF-κB activation.",22898052_3,NF-κB,56,61,1
7685,"The expanded Foxp3(+) T cells inhibited Th1 and Th2 responses, but enhanced Th17-cell responses to C. albicans Ags in vitro, and in vivo depletion confirmed their ability to enhance the Th17-cell response.",24435677_7,"Th2,Th1","48,40","51,43","2,2"
7686,"The expanded Treg maintained their expression of Treg signature markers, CD25, CD27, CD39, Foxp3, Helios, and CTLA-4, as well as CXCR3, which plays an important role in T cell migration to sites of inflammation.",25732601_1,"Treg,CD27","13,79","17,83","2,0"
7687,"The expanded Tregs expressed high levels of Foxp3, CD39 and cytotoxic T-lymphocyte antigen-4 and low levels of CD127, interleukin-2 and interferon-γ.",22348606_3,"interleukin-2,interferon-γ","118,136","131,148","0,0"
7688,The expansion of T(REG) was significantly higher in non-responders than in responding patients.,23118856_9,T(REG,17,22,2
7689,The experiment in vitro showed that both the percentage of CD4+CD25+T cells and the expression of Foxp3 were elevated by HBcAg in CD4+T cells separated from normal peripheral blood.,23395622_9,CD4+T cells,130,141,2
7690,The expression level of IL-2 was higher in young rats compared with aged rats at 24h and 48h.,24853588_9,IL-2,24,28,0
7691,The expression levels of Egr2 and Egr3 were higher in NK1.1- CD4+ NKG2D+ T cells than in NK1.1- CD4+ NKG2D- T cells.,33011290_3,"Egr3,Egr2","34,25","38,29","1,1"
7692,"The expression levels of RORα, GATA3, T1/ST2, IL-17RB, CRTH2, IL-33, IL-5, and IL-4 mRNA were significantly increased in patients, but no significant changes were found in ICOS, CD45, and IL-13 expression, and there was a positive correlation between RORα or IL-13 and other related factors, such as ICOS and CD45.",24741632_4,"IL-13,GATA3,IL-33,IL-5,IL-4,IL-13","188,31,62,69,79,259","193,36,67,73,83,264","0,1,0,0,0,0"
7693,"The expression levels of TLR2, myeloid differentiation factor 88 (MyD88), nuclear factor kappa-B p65 (NF-κBp65), interleukin (IL) 17 (IL17), IL23 and retineic acid receptor related orphan nuclear receptor gamma t (RORγt) were determined through immunohistochemical staining, western blot and quantitative real-time PCR (qRT-PCR).",32553747_3,"NF-κBp65,IL17,IL23","102,134,141","110,138,145","1,0,0"
7694,"The expression levels of interleukin-4 (IL-4), IL-13, Interferon-gamma (IFN-gamma), t-bet, IL-8 and granulocyte-macrophage colony stimulating factor (GM-CSF) were measured in BAL cells obtained from control and RAO-susceptible horses during an asymptomatic phase and at 24 h and 5 weeks post-stabling and hay exposure.",14522137_1,"GM-CSF,IL-8,granulocyte-macrophage,IL-4),IL-13,interleukin-4","150,91,100,40,47,25","156,95,122,45,52,38","0,0,0,0,0,0"
7695,"The expression levels of miR-466a-3p were altered by mimics and lentivirus both in vivo and in vitro, similar to those of GATA-3.",31081939_3,GATA-3,122,128,1
7696,The expression levels of nuclear factor-kappaB (NFkappaB) subunit RelA and nuclear factor of activated T cells (NFATc1) in cytoplasm and nucleus were examined by western blot analysis.,15658604_2,"RelA,activated T cells,NFATc1","66,93,112","70,110,118","1,1,1"
7697,"The expression of AhR mRNA increased significantly and rapidly after T-cell activation, identifying AhR as an immediate-early activation gene.",24549985_4,"AhR,T-cell activation,AhR","18,69,100","21,86,103","1,0,1"
7698,"The expression of CD40, CD80, and CD86 and the secretion of IL-6, TGF-β1, IL-23, and CCL20 were significantly increased in H. pylori-stimulated macrophages.",21112468_4,"CD40,TGF-β1,IL-23,CCL20","18,66,74,85","22,72,79,90","0,0,0,0"
7699,"The expression of Foxp3, IL-10, and transforming growth factor-beta (TGF-β1) genes were relatively quantified by real-time PCR technique, and the DNA methylation percentage of every CpG site in the CNS2 region was measured individually by bisulfite-sequencing PCR.",33463118_6,IL-10,25,30,0
7700,"The expression of GATA-3 was relatively similar in patients and controls; however, IL-4 mRNAs were significantly increased in the PBMCs from patients as compared with normal controls (p<0.05).",27917625_6,"GATA-3,IL-4","18,83","24,87","1,0"
7701,"The expression of GATA3 and IL-4 genes was significantly increased in the ATRA-, calcitriol-, and combination-treated mice when compared with the control group (p < 0.05).",32865844_10,GATA3,18,23,1
7702,"The expression of IFN-gamma was higher, while the expression of IL-4 was notably lower in ITP patients when compared with the controls.",20100010_2,"IL-4,IFN-gamma","64,18","68,27","0,0"
7703,"The expression of IFN-gamma was the highest within the active periodontal lesions, similar to that of TGF-beta1 within the inactive ones.",19419438_5,"IFN-gamma,TGF-beta1","18,102","27,111","0,0"
7704,"The expression of IFNγ and IL-2 in the CD4+CD25-FoxP3+ subset was significantly higher than in Treg cells, but lower than in the effector subset.",31630080_4,"Treg cells,IFNγ,IL-2","95,18,27","105,22,31","2,0,0"
7705,The expression of IL-10 in the CD4+CD25-FoxP3+ subset was also significantly higher than in effector cells.,31630080_6,IL-10,18,23,0
7706,The expression of IL-17 and p-STAT3 was decreased with CoQ10 treatment.,28816577_8,IL-17,18,23,0
7707,"The expression of IL-17 was also increased in the kidneys of Bsg(-/-) mice, in proportion to LN disease activity.",25891969_8,IL-17,18,23,0
7708,"The expression of IL-17A, IL-17F, IL-21, IL-22, IL-23 and RORC2 was measured in the bronchial mucosa using immunohistochemistry and/or quantitative polymerase chain reaction.",19604272_4,"IL-17A,IL-17F,IL-23","18,26,48","24,32,53","0,0,0"
7709,The expression of IL‑17 was increased in patients with active OBD following the activation of PBMCs and CD4+ T cells with anti‑CD3 and anti‑CD28 antibodies when compared with healthy controls.,27922688_8,"IL‑17,CD4+ T cells","18,104","23,116","0,2"
7710,The expression of MHC class II in ILC2s appeared to be enhanced by STAT6 signaling supporting the concept that Th2 cells and ILC2s can communicate in an antigen-dependent manner resulting in a Th2-regulated accumulation of ILC2s in the lung during an acute type 2 immune response.,31144294_5,"MHC,class II,STAT6,Th2 cells","18,22,67,111","21,30,72,120","1,1,1,2"
7711,"The expression of PLZF, the signature invariant NKT cell transcription factor, in these innate CD4(+) T cells suggests that they might be a subset of αβ or γδ TCR(+) NKT cells or mucosal-associated invariant T (MAIT) cells.",24928994_3,"mucosal-associated invariant T,NKT cells,PLZF,αβ","179,166,18,150","209,175,22,152","2,2,1,0"
7712,"The expression of RANKL was correlated with the expression of NF-kappaB. Moreover, EM influenced the proliferation and apoptosis of human Jurkat T cells.",19500694_7,RANKL,18,23,0
7713,"The expression of T-bet, RORγt, BCL6, and FOXP3 was evaluated using real-time PCR.",30907193_2,BCL6,32,36,1
7714,"The expression of T-bet, pSTAT1 and pSTAT3 in peripheral blood CD4(+) and CD8(+) T cells and monocytes could be useful to identify MS patients who will develop a relapse after delivery.",19097824_3,"CD8(+) T cells,CD4(+)","74,63","88,69","2,2"
7715,The expression of TGF-beta and IL-10 was similar in all PCM lesions.,24107311_5,"IL-10,TGF-beta","31,18","36,26","0,0"
7716,"The expression of TGF-beta can be induced by HBsAg, while PZQ as an adjuvant can inhibit the expression of TGF-beta and TGF-beta/Smad2,3 signaling.",20188260_5,"TGF-beta,TGF-beta","107,18","115,26","0,0"
7717,"The expression of Th2 cytokine genes is regulated by Rad50 hypersensitive site 6 (RHS6) in the Th2 locus control region; however, the molecular mechanisms of RHS6 action at the chromatin level are poorly understood.",28132936_2,"Th2,Th2","95,18","98,21","2,2"
7718,"The expression of Th2 cytokines (IL-4, IL-5) by ELISA in the PPD-challenged skin tissue specimens as well as the IgE and IgG1 response after challenge were also profoundly reduced in the STAT6-/- mice.",12780683_4,"IL-5,Th2,IL-4","39,18,33","43,21,37","0,2,0"
7719,The expression of an apoptosis marker (annexin V) and the death receptor Fas in CD8+T cells and FasL in CD3+Foxp3+T cells were evaluated.,24761872_4,"FasL,CD8+T cells","96,80","100,91","0,2"
7720,"The expression of both IL-5 and IL-13 in TNCB sensitized/challenged skin tissues and the IgE response after challenge were obviously increased in the GATA-3 Tg mice, whereas the expression of IFN-γ was identical in the challenged skin tissues of GATA-3-Tg and WT mice.",22112437_8,"IL-5,IL-13,GATA-3,IFN-γ","23,32,150,192","27,37,156,197","0,0,1,0"
7721,The expression of cytokines and transcription factors associated with these Th subsets in the LSGs from 54 SS patients and 16 healthy controls was examined using real-time polymerase chain reaction (PCR) and immunostaining.,22774983_1,transcription factors,32,53,1
7722,"The expression of determinant cytokines (interferon-γ [IFN-γ], interleukin [IL]-17, IL-22, and IL-10), and cell subset-specific transcription factors were evaluated before and after proliferation and activation stimuli.",29806698_4,"IFN-γ,interferon-γ,IL-10","55,41,95","60,53,100","0,0,0"
7723,"The expression of general control non-repressed protein5(GCN5), FAS, FASL in normal LM-MSCs and TNF-α stimulated LM-MSCs was detected by Western blot and quantitative real-time RT-PCR(RT-qPCR).",30909341_4,"TNF-α,FASL","96,69","101,73","0,0"
7724,"The expression of immune-regulatory markers, cytotoxic T-lymphocyte associated antigen-4 (CTLA-4) and glucocorticoid induced tumor necrosis factor receptor (GITR) were also assessed by quantitative Real-time PCR TaqMan method.",24338252_4,glucocorticoid,102,116,1
7725,"The expression of interferons and ISGs in the sinonasal mucosa and in cultured epithelial cells treated with TH1 and TH2 cytokines, macrolides, dexamethasone, or TLR3 and TLR7 agonists were evaluated with real-time PCR and Western blotting.",31449915_2,"TH1,TH2","109,117","112,120","2,2"
7726,The expression of interleukin was measured by ELISA and the density of positive cells in peribronchovascular areas was quantified by immunohistochemistry.,32943702_3,positive cells,71,85,2
7727,"The expression of mRNA for various cytokines, as well as transcription factors, was evaluated by using quantitative PCR.RESULTS: IFN-alpha enhanced IL-4 protein and mRNA expression in immobilized anti-CD3-stimulated CD4+ T cells, irrespective of the presence of IL-12, whereas IFN-alpha suppressed the expression of IL-5 and IL-13.",15990796_6,"transcription factors,IFN-alpha,CD4+ T cells,IL-12,IFN-alpha,IL-5,IL-13","57,129,216,262,277,316,325","78,138,228,267,286,320,330","1,0,2,0,0,0,0"
7728,The expression of mTOR and S6K as well as the level of IFN-γ of the IL-12 treatment group were significantly higher than those in IPA and IPA + rapamycin groups.,28924369_8,"IL-12,IFN-γ","68,55","73,60","0,0"
7729,"The expression of natural killer T and regulatory T cells was normal, although the latter showed an abnormal CD4-negative population.",19767069_6,"natural killer T,regulatory T cells","18,39","34,57","2,2"
7730,The expression of osteoclast differentiation markers was dramatically decreased upon addition of retinal.,22841964_8,osteoclast differentiation,18,44,0
7731,"The expression of specific transcription factors for T-helper (Th)1, Th2, Th17 and regulatory T cells (Tregs) was determined by RT-PCR, and the capacities for PAB to modulate Th1/Th17/Treg cell subsets was furtherly analyzed by flow cytometric analysis, ELISA and Western blotting assay.",22266211_2,"cell subsets,transcription factors,T-helper,Th2,Th17,regulatory T cells","189,27,53,69,74,83","201,48,61,72,78,101","2,1,2,2,2,2"
7732,The expression of the CD3 receptor and CD28 receptor in the CD4(+)T cells was assessed by flow cytometry.,24853588_5,CD4(+)T cells,60,73,2
7733,"The expression of the transcription factor GATA3 (GATA-binding protein 3) is up-regulated or down-regulated during T(h)2 or T(h)1 cell differentiation, respectively.",21632975_1,"T(h)2,T(h)1 cell,transcription factor GATA3","115,124,22","120,134,48","2,2,1"
7734,"The expression of the transcription factors T‑bet and retinoic acid receptor‑related orphan receptor (ROR)γt were increased in the peripheral blood mononuclear cells of PE patients compared with controls, consistent with the presence of abnormally high T‑bet:GATA3 and RORγt:forkhead box (FOX) P3 ratios.",28849203_3,"transcription factors,retinoic acid,GATA3","22,54,259","43,67,264","1,1,1"
7735,The expression patterns of IL-4 and FoxP3 were changed according to the strains of second graft in lymph nodes and in the first graft.,19539029_6,IL-4,27,31,0
7736,"The expressions of Foxp3 and RoR-γt mRNA in the spleen of EAE mice and IL-17 mRNA in the brain of EAE mice were evaluated by real-time quantitative PCR and the levels of IL-6, TGF-β and IL-17 in the serum of EAE mice were examined by ELISA.RESULTS: Compared with control group, the number of CD4(+)CD25(+) Foxp3(+) Tregs and the expression of Foxp3 mRNA in the spleen of EAE mice dramatically decreased in the early and peak stage of EAE (P<0.05), but increased in chronic stage of EAE (P<0.05); the RoR-γt mRNA expression from mouse spleen at the early stage of EAE was significant raised (P<0.05), but was not significantly different at the peak and chronic stage of EAE from that in control group (P>0.05).",25270199_1,"IL-17,TGF-β,IL-17","71,176,186","76,181,191","0,0,0"
7737,The expressions of IL-4 and GATA3 were increased in the same setting.,24755145_10,"GATA3,IL-4","28,19","33,23","1,0"
7738,"The expressions of STAT3, p-STAT3, STAT5 and p-STAT5 were detected by Western blot.",28735449_4,"STAT3,STAT5","19,35","24,40","1,1"
7739,The expressions of T-bet and GATA-3 mRNA in purified γδT cells and CD4⁺ T cells were determined by reverse transcription PCR (RT-PCR) technique.,25575062_4,"GATA-3,γδT cells,CD4⁺ T cells","29,53,67","35,62,79","1,2,2"
7740,The expressions of transforming growth factor(TGF-β1) and nuclear factor kappa-light-chain-enhancer of activated B (NF-κB) p65/ tumor necrosis factor-α (TNF-α) proteins were decreased by HF as well.,27021682_5,"NF-κB,p65/,tumor necrosis factor-α,TNF-α","116,123,128,153","121,127,151,158","1,1,0,0"
7741,"The extent of central tumor necrosis was decreased in the tumors in NFATc2((-/-)) mice, and this finding was associated with reduced tumor necrosis factor-alpha and interleukin-2 (IL-2) production by CD8(+) T cells.",19318584_3,"NFATc2((-/-)),tumor necrosis factor-alpha,interleukin-2,IL-2,CD8(+) T cells","68,133,165,180,200","81,160,178,184,214","1,0,0,0,2"
