,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_tf_distsv,lf_t_lymphocyte_distsv,label,olabel
56660,T cells,8.0,10.0,43.0,50.0,"Instead, mice with IRF8 deficiency only in T cells exhibited deregulated myeloid cell differentiation and MDSC accumulation.",25646302_4,-1,-1,2,2,2
56664,T cells,5.0,7.0,44.0,51.0,We further demonstrated that IRF8-deficient T cells exhibit elevated GM-CSF expression and secretion.,25646302_5,-1,-1,2,2,2
56670,T cells,20.0,22.0,133.0,140.0,"Treatment of mice with GM-CSF increased MDSC accumulation, and adoptive transfer of IRF8-deficient T cells, but not GM-CSF-deficient T cells, increased MDSC accumulation in the recipient chimeric mice.",25646302_6,-1,-1,2,2,2
56676,T cells,9.0,11.0,64.0,71.0,"Moreover, overexpression of IRF8 decreased GM-CSF expression in T cells.",25646302_7,-1,-1,2,2,2
56725,Th2,13.0,14.0,86.0,89.0,"Confirming this finding, GMaMs attract T cells and shape their differentiation toward Th2 by upregulating IL-4, IL-10, and IL-13 in T cells in vitro.",25653427_7,-1,-1,2,2,2
56729,T cells,23.0,25.0,132.0,139.0,"Confirming this finding, GMaMs attract T cells and shape their differentiation toward Th2 by upregulating IL-4, IL-10, and IL-13 in T cells in vitro.",25653427_7,-1,-1,2,2,2
56786,regulatory T cells,22.0,25.0,137.0,155.0,"Our results show that although RANKL directly stimulates osteoclasts to resorb bone, it also controls the osteoclasts' ability to induce regulatory T cells, engaging an important negative feedback loop.",25656537_8,-1,-1,2,2,2
56872,regulatory T,3.0,5.0,18.0,30.0,The generation of regulatory T (Treg) cells is driven by Foxp3 and is responsible for dampening inflammation and reducing autoimmunity.,25669152_0,-1,-1,2,2,2
56877,Treg,9.0,10.0,54.0,58.0,"In this study, the epigenetic regulation of inducible Treg (iTreg) cells was examined and an H3K4 histone methyltransferase, SMYD3 (SET and MYND Domain 3), which regulates the expression of Foxp3 by a TGFβ1/Smad3 (transforming growth factor-β1/Smad3)-dependent mechanism, was identified.",25669152_1,-1,-1,2,2,2
56968,regulatory T cells,2.0,5.0,10.0,28.0,"Moreover, regulatory T cells in lesional skin played an important role in disease remission.",25681334_6,-1,-1,2,2,2
56979,Th2,5.0,6.0,41.0,44.0,"The transcription factor STAT6 regulates Th2 cytokine responses, acting downstream of IL-4 and IL-13.",25681342_1,-1,-1,2,2,2
56985,T cells,14.0,16.0,97.0,104.0,We showed previously that eosinophil-derived IL-13 plays an important role in the recruitment of T cells to the lung and the subsequent development of allergic asthma.,25681342_2,-1,-1,2,2,2
57000,Th2,14.0,15.0,72.0,75.0,"These data indicate that, like Th cells, eosinophils need to respond to Th2 cytokines via STAT6 during the development of allergic airway inflammation.",25681342_6,-1,-1,2,2,2
57014,T cell,20.0,22.0,135.0,141.0,"Using a mouse model of MHC-mismatched heart transplantation, we report markedly protective effects of Notch inhibition, dampening both T cell and Ab-driven rejection.",25687759_2,-1,-1,2,2,2
57024,T cells,9.0,11.0,74.0,81.0,These effects were associated with decreased infiltration by conventional T cells and an increased proportion of regulatory T cells in the graft.,25687759_4,-1,-1,2,2,2
57025,regulatory T cells,16.0,19.0,113.0,131.0,These effects were associated with decreased infiltration by conventional T cells and an increased proportion of regulatory T cells in the graft.,25687759_4,-1,-1,2,2,2
57033,T cells,31.0,33.0,223.0,230.0,"Transient administration of neutralizing Abs specific for delta-like (Dll)1/4 Notch ligands in the peritransplant period led to prolonged acceptance of allogeneic hearts, with superior outcome over Notch inhibition only in T cells.",25687759_5,-1,-1,2,2,2
57035,T cell,4.0,6.0,37.0,43.0,"Systemic Dll1/4 inhibition decreased T cell cytokines and graft infiltration, germinal center B cell and plasmablast numbers, as well as production of donor-specific alloantibodies and complement deposition in the transplanted hearts.",25687759_6,-1,-1,2,2,2
57050,Th17 cells,1.0,3.0,16.0,26.0,IL-17-producing Th17 cells mediate immune responses against a variety of fungal and bacterial infections.,25694610_0,-1,-1,2,2,2
57054,Th17 cells,12.0,14.0,74.0,84.0,Signaling via NF-κB has been linked to the development and maintenance of Th17 cells.,25694610_1,-1,-1,2,2,2
57061,Th17 cells,22.0,24.0,127.0,137.0,"We analyzed the role of the unusual inhibitor of NF-κB, IκBNS, in the proliferation and effector cytokine production of murine Th17 cells.",25694610_2,-1,-1,2,2,2
57064,Th17,10.0,11.0,64.0,68.0,Our study demonstrates that nuclear IκBNS is crucial for murine Th17 cell generation.,25694610_3,-1,-1,2,2,2
57086,Th17 cells,7.0,9.0,52.0,62.0,"These results demonstrate the important function of Th17 cells in pathogen clearance, as well as in inflammation-associated pathology.",25694610_8,-1,-1,2,2,2
57091,Th17 cells,13.0,15.0,76.0,86.0,We identified IκBNS to be crucial for the generation and function of murine Th17 cells upon inflammation and infection.,25694610_9,-1,-1,2,2,2
57102,regulatory T cells,2.0,5.0,11.0,29.0,CD4+Foxp3+ regulatory T cells (Tregs) are identified as a major subpopulation of T lymphocytes in suppressing immune system to keep balanced immunity.,25701137_1,-1,-1,2,2,2
57173,Th2,11.0,12.0,62.0,65.0,"Furthermore, the addition of DSC media induced an increase in Th2 cytokine production (IL-4, IL-13, and IL-10) with a concomitant decrease in Th1 cytokine expression (TNF-α) of dNKs.",25712540_5,-1,-1,2,2,2
57178,Th1,27.0,28.0,142.0,145.0,"Furthermore, the addition of DSC media induced an increase in Th2 cytokine production (IL-4, IL-13, and IL-10) with a concomitant decrease in Th1 cytokine expression (TNF-α) of dNKs.",25712540_5,-1,-1,2,2,2
57183,Th1,8.0,9.0,38.0,41.0,"However, IFN-γ, another member of the Th1 cytokine family that is thought to be necessary during early gestation increased after IL-33 stimulation.",25712540_6,-1,-1,2,2,2
57216,Treg,11.0,12.0,77.0,81.0,"More recently, the differentiation of extra-thymically induced T regulatory (Treg) cell subsets has been shown to be instrumental in peripheral tolerance induction.",25716063_3,-1,-1,2,2,2
57217,cell subsets,13.0,15.0,83.0,95.0,"More recently, the differentiation of extra-thymically induced T regulatory (Treg) cell subsets has been shown to be instrumental in peripheral tolerance induction.",25716063_3,-1,-1,2,2,2
57220,Treg cells,5.0,7.0,28.0,38.0,"Two main types of inducible Treg cells, interleukin-10-secreting or Foxp3(+) , have now been described, each with distinct characteristics and methods of therapeutic induction.",25716063_4,-1,-1,2,2,2
57286,regulatory T cells,49.0,52.0,275.0,293.0,"Here we found that sirtuin 1 (SIRT1), a type III histone deacetylase, plays an essential role in mediating proinflammatory signaling in dendritic cells (DCs), consequentially modulating the balance of proinflammatory T helper type 1 (TH1) cells and antiinflammatory Foxp3(+) regulatory T cells (T(reg) cells).",25730867_2,-1,-1,2,2,2
57303,T-cell,10.0,11.0,82.0,88.0,Our studies implicates a DC-based SIRT1-HIF1α metabolic checkpoint in controlling T-cell lineage specification.,25730867_5,-1,-1,2,2,2
57305,regulatory T cells,7.0,10.0,51.0,69.0,"We expanded flow-sorted Foxp3(+) cynomolgus monkey regulatory T cells (Treg) >1000-fold after three rounds of stimulation with anti-CD3 mAb-loaded artificial antigen-presenting cells, rapamycin (first round only) and IL-2.",25732601_0,-1,-1,2,2,2
57306,Treg,11.0,12.0,71.0,75.0,"We expanded flow-sorted Foxp3(+) cynomolgus monkey regulatory T cells (Treg) >1000-fold after three rounds of stimulation with anti-CD3 mAb-loaded artificial antigen-presenting cells, rapamycin (first round only) and IL-2.",25732601_0,-1,-1,2,2,2
57310,Treg,2.0,3.0,13.0,17.0,"The expanded Treg maintained their expression of Treg signature markers, CD25, CD27, CD39, Foxp3, Helios, and CTLA-4, as well as CXCR3, which plays an important role in T cell migration to sites of inflammation.",25732601_1,-1,-1,2,2,2
57319,Treg,12.0,13.0,58.0,62.0,"In contrast to expanded effector T cells (Teff), expanded Treg produced minimal IFN-γ and IL-17 and no IL-2 and potently suppressed Teff proliferation.",25732601_2,-1,-1,2,2,2
57325,Treg,4.0,5.0,35.0,39.0,"Following cryopreservation, thawed Treg were less viable than their freshly-expanded counterparts, although no significant changes in phenotype or suppressive ability were observed.",25732601_3,-1,-1,2,2,2
57338,Treg cells,7.0,9.0,39.0,49.0,"OBJECTIVE: Helios+FoxP3+CD4+ (Helios+) Treg cells are believed to be involved in the regulation of various autoimmune diseases; however, the regulatory mechanisms underlying the development of Helios+ Treg cells remain uncertain.",25733061_0,-1,-1,2,2,2
57342,Treg cells,32.0,34.0,201.0,211.0,"OBJECTIVE: Helios+FoxP3+CD4+ (Helios+) Treg cells are believed to be involved in the regulation of various autoimmune diseases; however, the regulatory mechanisms underlying the development of Helios+ Treg cells remain uncertain.",25733061_0,-1,-1,2,2,2
57347,Treg cell,26.0,28.0,163.0,172.0,This study was undertaken to elucidate the regulatory mechanisms of Helios expression in CD4+ T cells and its roles in transforming growth factor β (TGFβ)-induced Treg cell function.,25733061_1,-1,-1,2,2,2
57358,Treg cell,10.0,12.0,60.0,69.0,The effect of forced expression of Helios on murine induced Treg cell function was also examined.,25733061_4,-1,-1,2,2,2
57371,Treg cells,8.0,10.0,63.0,73.0,IL-6 inhibited the TGFβ-induced development of Helios+ induced Treg cells in both humans and mice.,25733061_7,-1,-1,2,2,2
57377,Treg cells,15.0,17.0,109.0,119.0,Both cell-intrinsic FoxP3 expression and TGFβ signaling were required for Helios induction in murine induced Treg cells.,25733061_8,-1,-1,2,2,2
57381,Treg cells,20.0,22.0,142.0,152.0,The forced expression of Helios enhanced the expression of various Treg cell-related molecules and the suppressive function in murine induced Treg cells.,25733061_9,-1,-1,2,2,2
57384,Treg cells,8.0,10.0,67.0,77.0,Helios-mediated enhancement of the suppressive function of induced Treg cells was obvious in FoxP3-sufficient CD4+ T cells but not in FoxP3-deficient CD4+ T cells.,25733061_10,-1,-1,2,2,2
57387,Treg cell,9.0,11.0,63.0,72.0,CONCLUSION: Our findings indicate that Helios enhances induced Treg cell function in cooperation with FoxP3.,25733061_11,-1,-1,2,2,2
57413,Th17,27.0,28.0,173.0,177.0,"We further show that, during steady state, intestinal epithelial cells constitutively secrete IL-18 that acts directly on IL-18R1-expressing CD4(+) T cells to limit colonic Th17 cell differentiation, in part by antagonizing IL-1R1 signaling.",25736457_3,-1,-1,2,2,2
57432,T cells,4.0,6.0,20.0,27.0,"IL-9 is produced by T cells, natural killer T cells, mast cells, eosinophils, and innate lymphoid cells, although the cells required for mast cell accumulation during allergic inflammation remain undefined.",25746972_1,-1,-1,2,2,2
57433,natural killer T cells,7.0,11.0,29.0,51.0,"IL-9 is produced by T cells, natural killer T cells, mast cells, eosinophils, and innate lymphoid cells, although the cells required for mast cell accumulation during allergic inflammation remain undefined.",25746972_1,-1,-1,2,2,2
57453,TH2,27.0,28.0,192.0,195.0,RESULTS: Adoptive transfer experiments demonstrated that recipients of TH9 cells had significantly higher mast cell accumulation and expression of mast cell proteases compared with control or TH2 recipients.,25746972_5,-1,-1,2,2,2
57467,natural killer T cells,18.0,22.0,94.0,116.0,"Mice with PU.1-deficient T cells have defects in IL-9 production from CD4(+) T cells, but not natural killer T cells or innate lymphoid cells, suggesting a TH cell-dependent phenotype.",25746972_8,-1,-1,2,2,2
57477,T cells,33.0,35.0,223.0,230.0,"Rag1(-/-) mice subjected to a chronic model of allergic inflammation displayed reduced mast cell infiltration comparable with accumulation in mice with PU.1-deficient T cells, emphasizing the importance of IL-9 produced by T cells in mast cell recruitment.",25746972_9,-1,-1,2,2,2
57513,regulatory T-cells,37.0,39.0,235.0,253.0,"The PG-peptide construct bound via an ester linkage was the most tolerogenic conjugate, while the PG-peptide construct bound via an amide induced stronger proliferation, but also higher TNF production and lower frequencies of Foxp3(+) regulatory T-cells.",25757018_6,-1,-1,2,2,2
57519,regulatory T,6.0,8.0,39.0,51.0,"Two distinct subsets of CD4(+)Foxp3(+) regulatory T (Treg) cells have been described based on the differential expression of Helios, a transcription factor of the Ikaros family.",25762785_0,-1,-1,2,2,2
57535,T cells,8.0,10.0,63.0,70.0,"Unlike conventional markers that are modulated on conventional T cells upon activation, we show that the TIGIT/FCRL3 combination allows reliable identification of Helios(+) Treg cells even in highly activated conditions in vitro as well as in PBMCs of autoimmune patients.",25762785_3,-1,-1,2,2,2
57538,Treg cells,25.0,27.0,173.0,183.0,"Unlike conventional markers that are modulated on conventional T cells upon activation, we show that the TIGIT/FCRL3 combination allows reliable identification of Helios(+) Treg cells even in highly activated conditions in vitro as well as in PBMCs of autoimmune patients.",25762785_3,-1,-1,2,2,2
57554,Treg cells,41.0,43.0,245.0,255.0,"Moreover, we find that Helios(-) cells are exclusively responsible for the productions of the inflammatory cytokines IFN-γ, IL-2, and IL-17 in FOXP3(+) cells ex vivo, highlighting important functional differences between Helios(+) and Helios(-) Treg cells.",25762785_5,-1,-1,2,2,2
57557,Treg cells,20.0,22.0,122.0,132.0,"Thus, we identify novel surface markers for the consistent identification and isolation of Helios(+) and Helios(-) memory Treg cells in health and disease, and we further reveal functional differences between these two populations.",25762785_6,-1,-1,2,2,2
57561,Treg,13.0,14.0,96.0,100.0,These new markers should facilitate further elucidation of the functional roles of Helios-based Treg heterogeneity.,25762785_7,-1,-1,2,2,2
57580,Th2,8.0,9.0,45.0,48.0,Immunization induced both FoxP3+ T(regs) and Th2 cytokines to establish a state of immune homeostasis and create a quiescent steadier immune response to DSS.,25766778_3,-1,-1,2,2,2
57609,regulatory T cells,24.0,27.0,163.0,181.0,Additional analysis of the splenic cell populations indicated that parenteral iron supplementation was also associated with a decrease in NK cells and increase in regulatory T cells.,25768944_5,-1,-1,2,2,2
57611,T cells,18.0,20.0,108.0,115.0,"Altogether, these results suggest that iron is able to inhibit ECM pathology by attenuating the capacity of T cells to migrate to the brain.",25768944_6,-1,-1,2,2,2
57614,regulatory T,19.0,21.0,128.0,140.0,"Oral immunotherapy has had limited success in establishing tolerance in food allergy, reflecting failure to elicit an effective regulatory T (Treg) cell response.",25769611_0,-1,-1,2,2,2
57619,mucosal,24.0,25.0,169.0,176.0,We show that disease-susceptible (Il4ra(F709)) mice with enhanced interleukin-4 receptor (IL-4R) signaling exhibited STAT6-dependent impaired generation and function of mucosal allergen-specific Treg cells.,25769611_1,-1,-1,2,2,2
57622,Treg cells,8.0,10.0,52.0,62.0,"This failure was associated with the acquisition by Treg cells of a T helper 2 (Th2)-cell-like phenotype, also found in peripheral-blood allergen-specific Treg cells of food-allergic children.",25769611_2,-1,-1,2,2,2
57626,Treg cells,23.0,25.0,155.0,165.0,"This failure was associated with the acquisition by Treg cells of a T helper 2 (Th2)-cell-like phenotype, also found in peripheral-blood allergen-specific Treg cells of food-allergic children.",25769611_2,-1,-1,2,2,2
57640,Th2,20.0,21.0,120.0,123.0,"IL-4R signaling impaired the capacity of Treg cells to suppress mast cell activation and expansion, which in turn drove Th2 cell reprogramming of Treg cells.",25769611_4,-1,-1,2,2,2
57642,Treg cells,24.0,26.0,146.0,156.0,"IL-4R signaling impaired the capacity of Treg cells to suppress mast cell activation and expansion, which in turn drove Th2 cell reprogramming of Treg cells.",25769611_4,-1,-1,2,2,2
57643,Th2,2.0,3.0,16.0,19.0,Interruption of Th2 cell reprogramming of Treg cells might thus provide candidate therapeutic strategies in food allergy.,25769611_5,-1,-1,2,2,2
57645,Treg cells,6.0,8.0,42.0,52.0,Interruption of Th2 cell reprogramming of Treg cells might thus provide candidate therapeutic strategies in food allergy.,25769611_5,-1,-1,2,2,2
57651,T cell,24.0,26.0,176.0,182.0,We have previously demonstrated that immune responses in subjects with chronic Trypanosoma cruzi infection display features common to other persistent infections with signs of T cell exhaustion.,25769928_0,-1,-1,2,2,2
57655,T cell,15.0,17.0,109.0,115.0,Alterations in cytokine receptor signal transduction have emerged as one of the cell-intrinsic mechanisms of T cell exhaustion.,25769928_1,-1,-1,2,2,2
57678,T cells,21.0,23.0,113.0,120.0,"T. cruzi infection, in vitro, was able to stimulate the downregulation of CD127 and the upregulation of CD132 on T cells.",25769928_4,-1,-1,2,2,2
57690,T cell,16.0,18.0,109.0,115.0,The present study highlights perturbed IL-7/IL-7R T cell signaling through STAT5 as a potential mechanism of T cell exhaustion in chronic T. cruzi infection.,25769928_7,-1,-1,2,2,2
57696,T-cell,0.0,1.0,0.0,6.0,T-cell immunoglobulin-domain and mucin-domain 4 (TIM-4) is a type I cell-surface glycoprotein which is extensively expressed on antigen presenting cells (APC) like DC and macrophages.,25771178_1,-1,-1,2,2,2
57716,T cell,8.0,10.0,26.0,32.0,"Furthermore, in a DC:CD4+ T cell co-culture system, blockade of TIM-4 on DC significantly inhibited T helper-2 cell differentiation and facilitated induced CD4+ CD25+ Foxp3+ T regulatory cell (iTreg) expansion.",25771178_7,-1,-1,2,2,2
57777,Type-2,0.0,1.0,0.0,6.0,"Type-2 innate lymphoid cells (ILC2s) and the acquired CD4(+) Th2 and Th17 cells contribute to the pathogenesis of experimental asthma; however, their roles in Ag-driven exacerbation of chronic murine allergic airway diseases remain elusive.",25780046_0,-1,-1,2,2,2
57781,Th17 cells,14.0,16.0,69.0,79.0,"Type-2 innate lymphoid cells (ILC2s) and the acquired CD4(+) Th2 and Th17 cells contribute to the pathogenesis of experimental asthma; however, their roles in Ag-driven exacerbation of chronic murine allergic airway diseases remain elusive.",25780046_0,-1,-1,2,2,2
57831,Th17,8.0,9.0,47.0,51.0,OBJECTIVE: Recently enhanced T-helper type 17 (Th17) immune responses and deficient CD4(+) CD25(hi) FoxP3(+) regulatory T cells (Tregs) have been reported in acquired aplastic anemia (AA).,25784172_0,-1,-1,2,2,2
57840,Th17 cells,16.0,18.0,104.0,114.0,"Interleukin-21 (IL-21), a CD4(+) T-cell-derived proinflammatory cytokine, modulates the balance between Th17 cells and Tregs.",25784172_1,-1,-1,2,2,2
57855,Th17 cells,11.0,13.0,70.0,80.0,"Moreover, elevated IL-21-producing CD4(+) T cells were accompanied by Th17 cells accumulation and Tregs decrease, and correlated with AA activity.",25784172_7,-1,-1,2,2,2
57863,T cells,6.0,8.0,32.0,39.0,"More importantly, we found that T cells within the bone marrow (BM) of AA patients were in a heightened activation state, which may be related to IL-21.CONCLUSION: Our data suggested a critical role of IL-21 in breaking immune homeostasis in AA by promoting Th17 cells, activating BM T cells and suppressing Tregs.",25784172_9,-1,-1,2,2,2
57869,Th17 cells,48.0,50.0,258.0,268.0,"More importantly, we found that T cells within the bone marrow (BM) of AA patients were in a heightened activation state, which may be related to IL-21.CONCLUSION: Our data suggested a critical role of IL-21 in breaking immune homeostasis in AA by promoting Th17 cells, activating BM T cells and suppressing Tregs.",25784172_9,-1,-1,2,2,2
57870,T cells,53.0,55.0,284.0,291.0,"More importantly, we found that T cells within the bone marrow (BM) of AA patients were in a heightened activation state, which may be related to IL-21.CONCLUSION: Our data suggested a critical role of IL-21 in breaking immune homeostasis in AA by promoting Th17 cells, activating BM T cells and suppressing Tregs.",25784172_9,-1,-1,2,2,2
57878,T cell,20.0,22.0,127.0,133.0,"As type I IFNs have antiproliferative activity, it is possible that chronic exposure to these cytokines could adversely affect T cell homeostasis.",25784743_1,-1,-1,2,2,2
57910,T cell,8.0,10.0,58.0,64.0,"Both inhibitors of P-Akt and P-STAT5 blocked IL-7-induced T cell proliferation, confirming that both signaling pathways are important for IL-7-induced T cell proliferation.",25784743_8,-1,-1,2,2,2
57913,T cell,21.0,23.0,151.0,157.0,"Both inhibitors of P-Akt and P-STAT5 blocked IL-7-induced T cell proliferation, confirming that both signaling pathways are important for IL-7-induced T cell proliferation.",25784743_8,-1,-1,2,2,2
57949,Th2 cells,15.0,17.0,84.0,93.0,"Herein, we review new developments in the understanding of IL-33 as it functions in Th2 cells and type 2 immunity.",25801770_6,-1,-1,2,2,2
57958,T-cells,7.0,8.0,56.0,63.0,"Mycobacterial antigens are not exclusively presented to T-cells by classical HLA-class Ia and HLA-class II molecules, but also through alternative antigen presentation molecules such as CD1a/b/c, MR1 and HLA-E. We recently described mycobacterial peptides that are presented in HLA-E and recognized by CD8+ T-cells.",25803478_0,-1,-1,2,2,2
57971,T-cells,18.0,19.0,118.0,125.0,"Using T-cell cloning, phenotyping, microbiological, functional and RNA-expression analyses, we report here that these T-cells can exert cytolytic or suppressive functions, inhibit mycobacterial growth, yet express GATA3, produce Th2 cytokines (IL-4,-5,-10,-13) and activate B-cells via IL-4.",25803478_1,-1,-1,2,2,2
57976,Th2,35.0,36.0,229.0,232.0,"Using T-cell cloning, phenotyping, microbiological, functional and RNA-expression analyses, we report here that these T-cells can exert cytolytic or suppressive functions, inhibit mycobacterial growth, yet express GATA3, produce Th2 cytokines (IL-4,-5,-10,-13) and activate B-cells via IL-4.",25803478_1,-1,-1,2,2,2
57993,Th1 cells,8.0,10.0,50.0,59.0,The results challenge the current dogma that only Th1 cells are able to inhibit Mtb growth and clearly show that Th2 like cells can strongly inhibit outgrowth of Mtb from human macrophages.,25803478_4,-1,-1,2,2,2
57995,Th2,20.0,21.0,113.0,116.0,The results challenge the current dogma that only Th1 cells are able to inhibit Mtb growth and clearly show that Th2 like cells can strongly inhibit outgrowth of Mtb from human macrophages.,25803478_4,-1,-1,2,2,2
58056,Treg,18.0,19.0,96.0,100.0,"We investigated the frequency of CD4(+) CD25(+) forkhead box protein 3 (FoxP3)(+) regulatory T (Treg ) and IL-10(+) regulatory B (Breg ) cells and related immunoregulatory mechanisms in a female Murphy Roths Large (MRL)/lpr mouse model of spontaneous lupus-like disease, with or without IL-35 treatment.",25845911_1,-1,-1,2,2,2
58076,Treg,15.0,16.0,131.0,135.0,"The increased anti-inflammatory cytokines and decreased proinflammatory cytokines were possibly associated with the restoration of Treg and Breg frequency in MRL/lpr mice with IL-35 treatment, compared to phosphate-buffered saline (PBS) treatment.",25845911_4,-1,-1,2,2,2
58081,Treg,3.0,4.0,20.0,24.0,"mRNA expressions of Treg -related FoxP3, IL-35 subunit (p35 and EBI3) and soluble IL-35 receptor subunit (gp130 and IL12Rβ2) in splenic cells were up-regulated significantly in IL-35-treated mice.",25845911_5,-1,-1,2,2,2
58096,Treg,14.0,15.0,93.0,97.0,"Compared with the PBS treatment group, IL-35-treated MRL/lpr mice showed an up-regulation of Treg -related genes and the activation of IL-35-related intracellular Janus kinase/signal transducer and activator of transcription signal pathways, thereby indicating the immunoregulatory role of IL-35 in SLE.",25845911_6,-1,-1,2,2,2
58123,T cells,11.0,13.0,64.0,71.0,"Here we focus on the impact of this inflammatory environment on T cells, and demonstrate that in contrast to successful tumour elimination in young mice, replenishment of tumour-specific CD4(+) T cells fails to induce tumour regression in aged hosts.",25850032_1,-1,-1,2,2,2
58132,Th1,12.0,13.0,70.0,73.0,The impaired antitumour effect of CD4(+) T cells with their defective Th1 differentiation in an aged environment is restored by interleukin (IL)-6 blockade or IL-6 deficiency.,25850032_2,-1,-1,2,2,2
58145,Th1,13.0,14.0,106.0,109.0,"Furthermore, IL-6-stimulated production of IL-4/IL-21 through c-Maf induction is responsible for impaired Th1 differentiation.",25850032_4,-1,-1,2,2,2
58154,Th2,5.0,6.0,29.0,32.0,BACKGROUND: Asthma and other Th2 inflammatory conditions have been associated with increased susceptibility to viral infections.,25858686_0,-1,-1,2,2,2
58157,Th2,4.0,5.0,24.0,27.0,The mechanisms by which Th2 cytokines can influence immune responses to infections are largely unknown.,25858686_1,-1,-1,2,2,2
58160,Th2,7.0,8.0,36.0,39.0,METHODS: We measured the effects of Th2 cytokines (IL-4 and IL-13) on bronchial epithelial cell innate immune antiviral responses by assessing interferon (IFN-β and IFN-λ1) induction following rhinovirus (RV)-16 infection.,25858686_2,-1,-1,2,2,2
58172,Th2,7.0,8.0,47.0,50.0,"We also investigated the modulatory effects of Th2 cytokines on Toll-like receptor 3 (TLR3), interferon-responsive factor 3 (IRF3) and nuclear factor (NF)-kB, that is key molecules and transcription factors involved in the rhinovirus-induced interferon production and inflammatory cascade.",25858686_3,-1,-1,2,2,2
58183,Th2,2.0,3.0,9.0,12.0,"RESULTS: Th2 cytokines impaired RV-16-induced interferon production, increased rhinovirus replication and impaired TLR3 expression in bronchial epithelial cells.",25858686_5,-1,-1,2,2,2
58195,Th2,2.0,3.0,17.0,20.0,"Mechanistically, Th2 cytokines impaired RV-16-induced activation of IRF3, but had no effects on RV-16-induced NF-kB activation in bronchial epithelial cell cultures.",25858686_7,-1,-1,2,2,2
58215,Th2,4.0,5.0,24.0,27.0,These data suggest that Th2 conditions increase susceptibility to infections and identify pharmacological approaches with potential to restore impaired immune response in these conditions.,25858686_9,-1,-1,2,2,2
58238,T cells,4.0,6.0,19.0,26.0,"Deletion of Ahr in T cells attenuated colitis, which was manifested by suppressed Th17 cell infiltration into the lamina propria.",25862525_5,-1,-1,2,2,2
58239,Th17,14.0,15.0,82.0,86.0,"Deletion of Ahr in T cells attenuated colitis, which was manifested by suppressed Th17 cell infiltration into the lamina propria.",25862525_5,-1,-1,2,2,2
58247,Th17 cells,15.0,17.0,94.0,104.0,"Furthermore, miR-212/132(-/-) mice were highly resistant to colitis and had reduced levels of Th17 cells and elevated levels of IL-10-producing CD4(+) cells.",25862525_7,-1,-1,2,2,2
58271,Treg,7.0,8.0,38.0,42.0,All-trans retinoic acid (atRA) favors Treg expansion and FoxP3 expression in human Tregs.,25863234_3,-1,-1,2,2,2
58350,helper T cells,18.0,21.0,124.0,138.0,Signal transducer and activator of transcription (STAT) family molecules play essential roles during the differentiation of helper T cells from naïve precursors.,25871878_0,-1,-1,2,2,2
58353,Th17,7.0,8.0,38.0,42.0,"Although the role of STAT3 in driving Th17 cell polarization has been well established, its role on Th2 responses to allergens remains incompletely understood.",25871878_1,-1,-1,2,2,2
58355,Th2,18.0,19.0,100.0,103.0,"Although the role of STAT3 in driving Th17 cell polarization has been well established, its role on Th2 responses to allergens remains incompletely understood.",25871878_1,-1,-1,2,2,2
58360,Th2 cells,19.0,21.0,110.0,119.0,"By employing T cell-specific STAT3 deficient mice, we demonstrate that STAT3 in T cells plays diverse role on Th2 cells depending on their locations in an animal model of allergic asthma.",25871878_2,-1,-1,2,2,2
58366,Th2 cells,3.0,5.0,19.0,28.0,The frequencies of Th2 cells among CD4(+) T cells in the lung were comparable between STAT3-sufficient and STAT3-deficient T cells.,25871878_4,-1,-1,2,2,2
58371,Th2,14.0,15.0,98.0,101.0,"By contrast, STAT3-deficient T cells in the airway exhibited significantly enhanced production of Th2 cell cytokines compared to STAT3-sufficient T cells.",25871878_5,-1,-1,2,2,2
58378,Th17 cells,3.0,5.0,17.0,27.0,The frequency of Th17 cells was significantly diminished whereas that of Th1 cells was increased in all the lung-associated tissues.,25871878_7,-1,-1,2,2,2
58382,Th2 cells,14.0,16.0,90.0,99.0,Our results demonstrate the dynamic and opposing roles of STAT3 during the development of Th2 cells from bronchial lymph nodes to the airway and propose the need of careful consideration on STAT3-targeting approaches for the treatment of lung diseases.,25871878_8,-1,-1,2,2,2
58444,Th17,33.0,34.0,237.0,241.0,Patients with signal transducer and activator of transcription-1 (STAT1)-dependent chronic mucocutaneous candidiasis (CMC) and patients with STAT3-dependent hyper-immunoglobulin (Ig)E syndrome (HIES) display defects in T helper type 17 (Th17) cytokine production capacity.,25880788_0,-1,-1,2,2,2
58447,Th17,6.0,7.0,38.0,42.0,"Despite this similar immune defect in Th17 function, they show important differences in the type of infections to which they are susceptible.",25880788_1,-1,-1,2,2,2
58468,Treg,4.0,5.0,41.0,45.0,"CD4(+)CD25(+)FOXP3(+)T regulatory cells (Treg) play a major role in prevention of induction and control of immune responses, and contribute to induction of immune tolerance.",25882104_0,-1,-1,2,2,2
58478,Treg,14.0,15.0,102.0,106.0,Many suggest that they are derived from effector lineage CD4(+)CD25(-)FOXP3(-)T cells and are induced Treg (iTreg).,25882104_3,-1,-1,2,2,2
58484,Treg,19.0,20.0,109.0,113.0,Our work shows that tTreg with specific TCR for the antigen can be activated to more potent antigen specific Treg.,25882104_4,-1,-1,2,2,2
