,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,label,orig_index,olabel
2514,ovarian cancer,15,17,77,91,"Mutations in BRCA1 account for at least 80% of families with both breast and ovarian cancer, as well as some non-familial sporadic ovarian cancers.",8563759_2,0,2514,0
2515,cancers,25,26,139,146,"Mutations in BRCA1 account for at least 80% of families with both breast and ovarian cancer, as well as some non-familial sporadic ovarian cancers.",8563759_2,0,2515,0
2517,anencephaly,26,27,155,166,"Abnormalities in Brca1-deficient embryos were most evident in the neural tube, with 40% of the embryos presenting with varying degrees of spina bifida and anencephaly.",8563759_6,0,2517,0
2518,death,20,21,141,146,"In addition, the neuroepithelium in Brca1-deficient embryos appeared disorganized, with signs of both rapid proliferation and excessive cell death..",8563759_7,0,2518,0
2521,ovarian cancer,8,10,43,57,The murine homolog of the human breast and ovarian cancer susceptibility gene Brca1 maps to mouse chromosome 11D.,8566965_0,0,2521,0
2522,ovarian cancer,6,8,38,52,"
The recently cloned human breast and ovarian cancer susceptibility gene, BRCA1, is located on human chromosome 17q21.",8566965_1,0,2522,0
2527,ovarian cancer,14,16,91,105,"
Several BRCA1 mutations have now been found to occur in geographically diverse breast and ovarian cancer families.",8571953_1,0,2527,0
2528,cancer,32,33,210,216,"To investigate mutation origin and mutation-specific phenotypes due to BRCA1, we constructed a haplotype of nine polymorphic markers within or immediately flanking the BRCA1 locus in a set of 61 breast/ovarian cancer families selected for having one of six recurrent BRCA1 mutations.",8571953_2,0,2528,0
2529,ovarian cancer,15,17,85,99,"A comparison of the six mutations in the relative proportions of cases of breast and ovarian cancer was suggestive of an effect (P =. 069), with 57% of women presumed affected because of the 1294 del 40 BRCA1 mutation having ovarian cancer, compared with 14% of affected women with the splice-site mutation in intron 5 of BRCA1.",8571953_4,0,2529,0
2530,ovarian cancer,45,47,225,239,"A comparison of the six mutations in the relative proportions of cases of breast and ovarian cancer was suggestive of an effect (P =. 069), with 57% of women presumed affected because of the 1294 del 40 BRCA1 mutation having ovarian cancer, compared with 14% of affected women with the splice-site mutation in intron 5 of BRCA1.",8571953_4,0,2530,0
2531,ovarian cancer,13,15,77,91,"
The BRCA1 gene is in large part responsible for hereditary human breast and ovarian cancer.",8575748_1,0,2531,0
2535,ovarian cancer,8,10,55,69,"
Inherited mutations in BRCA1 predispose to breast and ovarian cancer, but the role of BRCA1 in sporadic breast and ovarian cancer has previously been elusive.",8589721_1,0,2535,0
2536,ovarian cancer,20,22,116,130,"
Inherited mutations in BRCA1 predispose to breast and ovarian cancer, but the role of BRCA1 in sporadic breast and ovarian cancer has previously been elusive.",8589721_1,0,2536,0
2537,ovarian cancer,20,22,110,124,"Here, we show that retroviral transfer of the wild-type BRCA1 gene inhibits growth in vitro of all breast and ovarian cancer cell lines tested, but not colon or lung cancer cells or fibroblasts.",8589721_2,0,2537,0
2538,cancer,31,32,166,172,"Here, we show that retroviral transfer of the wild-type BRCA1 gene inhibits growth in vitro of all breast and ovarian cancer cell lines tested, but not colon or lung cancer cells or fibroblasts.",8589721_2,0,2538,0
2539,breast cancer,8,10,40,53,"Mutant BRCA1 has no effect on growth of breast cancer cells; ovarian cancer cell growth is not affected by BRCA1 mutations in the 5 portion of the gene, but is inhibited by 3 BRCA1 mutations.",8589721_3,0,2539,0
2540,ovarian cancer,12,14,61,75,"Mutant BRCA1 has no effect on growth of breast cancer cells; ovarian cancer cell growth is not affected by BRCA1 mutations in the 5 portion of the gene, but is inhibited by 3 BRCA1 mutations.",8589721_3,0,2540,0
2541,ovarian cancer,13,15,84,98,"
Germline mutations in BRCA1 are responsible for most cases of inherited breast and ovarian cancer .",8589722_1,0,2541,0
2542,Ovarian cancer,0,2,0,14,Ovarian cancer risk in BRCA1 carriers is modified by the HRAS1 variable number of tandem repeat (VNTR) locus.,8589723_0,0,2542,0
2543,breast cancer,21,23,89,102,"
Women who carry a mutation in the BRCA1 gene (on chromosome 17q21), have an 80% risk of breast cancer and a 40% risk of ovarian cancer by the age of 70 (ref.",8589723_1,0,2543,0
2544,ovarian cancer,29,31,121,135,"
Women who carry a mutation in the BRCA1 gene (on chromosome 17q21), have an 80% risk of breast cancer and a 40% risk of ovarian cancer by the age of 70 (ref.",8589723_1,0,2544,0
2545,cancer,8,9,39,45,5) is one possible genetic modifier of cancer penetrance.,8589723_5,0,2545,0
2546,cancers,16,17,89,96,"Individuals who have rare alleles of the VNTR have an increased risk of certain types of cancers, including breast cancer (2-4).",8589723_6,0,2546,0
2547,breast cancer,19,21,108,121,"Individuals who have rare alleles of the VNTR have an increased risk of certain types of cancers, including breast cancer (2-4).",8589723_6,0,2547,0
2548,ovarian cancer,15,17,108,122,"To investigate whether the presence of rare HRAS1 alleles increases susceptibility to hereditary breast and ovarian cancer, we have typed a panel of 307 female BRCA1 carriers at this locus using a PCR-based technique.",8589723_7,0,2548,0
2549,ovarian cancer,3,5,13,27,"The risk for ovarian cancer was 2. 11 times greater for BRCA1 carriers harbouring one or two rare HRAS1 alleles, compared to carriers with only common alleles (P = 0. 015).",8589723_8,0,2549,0
2550,ovarian cancer,25,27,148,162,The magnitude of the relative risk associated with a rare HRAS1 allele was not altered by adjusting for the other known risk factors for hereditary ovarian cancer (5).,8589723_9,0,2550,0
2551,breast cancer,2,4,18,31,Susceptibility to breast cancer did not appear to be affected by the presence of rare HRAS1 alleles.,8589723_10,0,2551,0
2552,cancer,19,20,97,103,This study is the first to show the effect of a modifying gene on the penetrance of an inherited cancer syndrome,8589723_11,0,2552,0
2575,Tumor,0,1,0,5,Tumor suppression and apoptosis of human prostate carcinoma mediated by a genetic locus within human chromosome 10pter-q11.,8637912_0,0,2575,0
2577,Prostate cancer,0,2,1,16,"
Prostate cancer is the second leading cause of male cancer deaths in the United States. Yet, despite a large international effort, little is known about the molecular mechanisms that underlie this devastating disease.",8637912_1,0,2577,0
2581,tumor,19,20,123,128,We report the functional definition of a novel genetic locus within human chromosome 10pter-q11 that mediates both in vivo tumor suppression and in vitro apoptosis of prostatic adenocarcinoma cells.,8637912_4,0,2581,0
2584,death,8,9,62,67,"Furthermore, the complemented hybrids undergo programmed cell death in vitro via a mechanism that does not require nuclear localization of p53.",8637912_7,0,2584,0
2586,tumor,19,20,114,119,"These data functionally define a novel genetic locus, designated PAC1, for prostate adenocarcinoma 1, involved in tumor suppression of human prostate carcinoma and furthermore strongly suggest that the cell death pathway can be functionally restored in prostatic adenocarcinoma..",8637912_8,0,2586,0
2588,death,32,33,207,212,"These data functionally define a novel genetic locus, designated PAC1, for prostate adenocarcinoma 1, involved in tumor suppression of human prostate carcinoma and furthermore strongly suggest that the cell death pathway can be functionally restored in prostatic adenocarcinoma..",8637912_8,0,2588,0
2591,cancers,10,11,63,70,Low incidence of BRCA2 mutations in breast carcinoma and other cancers.,8640236_0,0,2591,0
2593,cancer,9,10,61,67,"In addition to an involvement in inherited susceptibility to cancer, these tumour suppressor genes are targets for somatic mutations in sporadic cancers of the same type found in the familial forms.",8640236_2,0,2593,0
2594,cancers,22,23,145,152,"In addition to an involvement in inherited susceptibility to cancer, these tumour suppressor genes are targets for somatic mutations in sporadic cancers of the same type found in the familial forms.",8640236_2,0,2594,0
2595,ovarian cancer,15,17,90,104,"An exception is BRCA1, which contributes to a significant fraction of familial breast and ovarian cancer, but undergoes mutation at very low rates in sporadic breast and ovarian cancers.",8640236_3,0,2595,0
2596,cancers,30,31,178,185,"An exception is BRCA1, which contributes to a significant fraction of familial breast and ovarian cancer, but undergoes mutation at very low rates in sporadic breast and ovarian cancers.",8640236_3,0,2596,0
2597,breast carcinoma,15,17,92,108,This finding suggests that other genes may be the principal targets for somatic mutation in breast carcinoma.,8640236_4,0,2597,0
2598,breast cancer,6,8,39,52,"A second, recently identified familial breast cancer gene, BRCA2 (refs 5-8), accounts for a proportion of breast cancer roughly equal to BRCA1.",8640236_5,0,2598,0
2599,breast cancer,22,24,106,119,"A second, recently identified familial breast cancer gene, BRCA2 (refs 5-8), accounts for a proportion of breast cancer roughly equal to BRCA1.",8640236_5,0,2599,0
2600,breast cancer,11,13,68,81,"Individuals who inherit one mutant allele are at increased risk for breast cancer, and the tumours they develop lose the wild-type allele by heterozygous deletion.",8640236_7,0,2600,0
2601,cancers,11,12,66,73,Here we investigate the rate of BRCA2 mutation in sporadic breast cancers and in a set of cell lines that represent twelve other tumour types.,8640236_9,0,2601,0
2603,breast carcinoma,10,12,69,85,"Surprisingly, mutations in BRCA2 are infrequent in cancers including breast carcinoma.",8640236_10,0,2603,0
2604,cancer,21,22,129,135,"However, a probable germline mutation in a pancreatic tumour cell line suggests a role for BRCA2 in susceptibility to pancreatic cancer..",8640236_11,0,2604,0
2605,ovarian cancer,7,9,50,64,Founding BRCA1 mutations in hereditary breast and ovarian cancer in southern Sweden.,8644702_0,0,2605,0
2606,ovarian cancer,9,11,60,74,"
Nine different germ-line mutations in the BRCA1 breast and ovarian cancer susceptibility gene were identified in 15 of 47 kindreds from southern Sweden, by use of SSCP and heteroduplex analysis of all exons and flanking intron region and by a protein-truncation test for exon 11, followed by direct sequencing.",8644702_1,0,2606,0
2607,cancer,10,11,74,80,"Eleven of the 15 kindreds manifesting BRCA1 mutations were breast-ovarian cancer families, several of them with a predominant ovarian cancer phenotype.",8644702_6,0,2607,0
2608,ovarian cancer,19,21,126,140,"Eleven of the 15 kindreds manifesting BRCA1 mutations were breast-ovarian cancer families, several of them with a predominant ovarian cancer phenotype.",8644702_6,0,2608,0
2609,cancer,15,16,93,99,The set of 32 families in which no BRCA1 alterations were detected included 1 breast-ovarian cancer kindred manifesting clear linkage to the BRCA1 region and loss of the wild-type chromosome in associated tumors.,8644702_7,0,2609,0
2610,tumors,32,33,205,211,The set of 32 families in which no BRCA1 alterations were detected included 1 breast-ovarian cancer kindred manifesting clear linkage to the BRCA1 region and loss of the wild-type chromosome in associated tumors.,8644702_7,0,2610,0
2615,ovarian cancer,13,15,74,88,"In all, 12 of 16 kindreds manifesting BRCA1 mutation or linkage contained ovarian cancer, as compared with only 6 of the remaining 31 families (P <.",8644702_9,0,2615,0
2617,breast cancer,16,18,105,118,The present study confirms the involvement of BRCA1 in disease predisposition for a subset of hereditary breast cancer families often characterized by ovarian cancers.,8644702_11,0,2617,0
2618,cancers,23,24,159,166,The present study confirms the involvement of BRCA1 in disease predisposition for a subset of hereditary breast cancer families often characterized by ovarian cancers.,8644702_11,0,2618,0
2619,Ovarian Cancer,2,4,16,30,UKCCCR Familial Ovarian Cancer Study Group.,8644703_1,0,2619,0
2622,ovarian cancer,17,19,93,107,We have used this technique to analyze BRCA1 in 162 families with a history of breast and/or ovarian cancer and identified 12 distinct mutations in 35 families..,8644703_5,0,2622,0
2628,tumor,22,23,139,144,"No correlation between the location of frameshift or nonsense mutations and phenotypic features, including age at diagnosis, the number of tumor foci, and manifestation of nonocular tumors was observed..",8651278_12,0,2628,0
2629,tumors,29,30,182,188,"No correlation between the location of frameshift or nonsense mutations and phenotypic features, including age at diagnosis, the number of tumor foci, and manifestation of nonocular tumors was observed..",8651278_12,0,2629,0
2651,cardiomyopathy,31,32,187,201,"Nullizygous (-/-) mice showed only inconsistent and minor size changes in head and neck muscle fibres at older age, animals with the highest DMPK transgene expression showed hypertrophic cardiomyopathy and enhanced neonatal mortality.",8673131_3,0,2651,0
2653,atrophy,13,14,88,95,"However, both models lack other frequent DM symptoms including the fibre-type dependent atrophy, myotonia, cataract and male-infertility.",8673131_4,0,2653,0
2655,cataract,17,18,107,115,"However, both models lack other frequent DM symptoms including the fibre-type dependent atrophy, myotonia, cataract and male-infertility.",8673131_4,0,2655,0
2658,myopathy,12,13,84,92,Mice lacking the myotonic dystrophy protein kinase develop a late onset progressive myopathy.,8673132_0,0,2658,0
2662,myopathy,7,8,55,63,"Dmpk-/-mice develop a late-onset, progressive skeletal myopathy that shares some pathological features with DM.",8673132_3,0,2662,0
2664,fibrosis,14,15,88,96,"Muscles from mature mice show variation in fibre size, increased fibre degeneration and fibrosis.",8673132_4,0,2664,0
2666,tumor,1,2,4,9,The tumor suppressor gene Brca1 is required for embryonic cellular proliferation in the mouse.,8674108_0,0,2666,0
2667,cancers,15,16,96,103,"
Mutations of the BRCA1 gone in humans are associated with predisposition to breast and ovarian cancers.",8674108_1,0,2667,0
2668,tumors,14,15,65,71,We show here that Brca1 +/- mice are normal and fertile and lack tumors by age eleven months.,8674108_2,0,2668,0
2675,thrombocytopenia,23,24,139,155,"
The Wiskott-Aldrich syndrome protein (WASP) gene was found to be mutated in patients presenting with WAS and in patients showing X-linked thrombocytopenia.",8682510_1,0,2675,0
2679,death,10,11,58,63,"
Apoptosis has recently been recognized as a mode of cell death in Huntington disease (HD).",8696339_1,0,2679,0
2687,carcinoma,18,19,123,132,"Germline VHL gene mutations predispose to the development of retinal, cerebellar and spinal haemangioblastomas, renal cell carcinoma and phaeochromocytoma.",8733131_2,0,2687,0
2688,carcinoma,15,16,85,94,"In addition, somatic Inactivation of the VHL gene is frequent in sporadic renal cell carcinoma and haemangioblastoma.",8733131_3,0,2688,0
2689,breast cancer,4,6,36,49,Genetic heterogeneity in hereditary breast cancer: role of BRCA1 and BRCA2.,8751855_0,0,2689,0
2690,breast cancer,5,7,32,45,"
The common hereditary forms of breast cancer have been largely attributed to the inheritance of mutations in the BRCA1 or BRCA2 genes.",8751855_1,0,2690,0
2691,breast cancer,11,13,59,72,"However, it is not yet clear what proportion of hereditary breast cancer is explained by BRCA1 and BRCA2 or by some other unidentified susceptibility gene (s).",8751855_2,0,2691,0
2692,breast cancer,6,8,41,54,We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk.,8751855_3,0,2692,0
2693,cancers,21,22,131,138,We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk.,8751855_3,0,2693,0
2694,ovarian cancer,36,38,236,250,We describe the proportion of hereditary breast cancer explained by BRCA1 or BRCA2 in a sample of North American hereditary breast cancers and assess the evidence for additional susceptibility genes that may confer hereditary breast or ovarian cancer risk.,8751855_3,0,2694,0
2695,breast cancer,7,9,60,73,Twenty-three families were identified through two high-risk breast cancer research programs.,8751855_4,0,2695,0
2696,ovarian cancer,11,13,75,89,Genetic analysis was undertaken to establish linkage between the breast or ovarian cancer cases and markers on chromosomes 17q (BRCA1) and 13q (BRCA2).,8751855_5,0,2696,0
2697,cancer,4,5,26,32,The pattern of hereditary cancer in 14 (61%) of the 23 families studied was attributed to BRCA1 by a combination of linkage and mutation analyses.,8751855_7,0,2697,0
2698,breast cancer,9,11,60,73,BRCA1 and BRCA2 probably explain the majority of hereditary breast cancer that exists in the North American population.,8751855_12,0,2698,0
2699,breast cancer,17,19,98,111,"However, one or more additional genes may yet be found that explain some proportion of hereditary breast cancer..",8751855_13,0,2699,0
2704,endometrial cancer,4,6,20,38,Mutation of MSH3 in endometrial cancer and evidence for its functional role in heteroduplex repair.,8782829_0,0,2704,0
2706,cancer,19,20,146,152,"Although this microsatellite instability has been attributed to mutations in four DNA mismatch repair genes in hereditary nonpolyposis colorectal cancer (HNPCC) kindreds, many sporadic tumours exhibit instability but no detectable mutations in these genes.",8782829_2,0,2706,0
2709,carcinoma,17,18,98,107,"Although we found no FEN1 mutations, a frameshift mutation in MSH3 was observed in an endometrial carcinoma and in an endometrial carcinoma cell line.",8782829_6,0,2709,0
2710,carcinoma,22,23,130,139,"Although we found no FEN1 mutations, a frameshift mutation in MSH3 was observed in an endometrial carcinoma and in an endometrial carcinoma cell line.",8782829_6,0,2710,0
2719,hemolytic anemia,14,16,86,102,"However, in a small subset of hemizygous males who suffer from chronic nonspherocytic hemolytic anemia, the underlying mutations (designated class I) cause more-severe G6PD deficiency, and this might provide an opportunity for selection in heterozygous females during development.",8808605_3,0,2719,0
2739,convulsions,27,28,175,186,"
The human neuronal nicotinic acetylcholine receptor alpha 4 subunit gene (CHRNA4) is located in the candidate region for three different phenotypes  benign familial neonatal convulsions, autosomal dominant nocturnal frontal lobe epilepsy, and low-voltage EEG.",8833159_1,0,2739,0
2742,breast cancer,11,13,66,79,"
BRCA1 and BRCA2 are the two major identified causes of inherited breast cancer, with mutations in either gene conferring up to 80-90% lifetime risk of breast cancer in carrier females.",8841191_1,0,2742,0
2743,breast cancer,29,31,152,165,"
BRCA1 and BRCA2 are the two major identified causes of inherited breast cancer, with mutations in either gene conferring up to 80-90% lifetime risk of breast cancer in carrier females.",8841191_1,0,2743,0
2744,breast cancer,10,12,61,74,"Mutations in BRCA1 account for approximately 45% of familial breast cancer and 90% of inherited breast/ovarian cancer, whereas mutations in BRCA2 account for a comparable percentage of inherited breast cancer cases.",8841191_2,0,2744,0
2745,cancer,18,19,111,117,"Mutations in BRCA1 account for approximately 45% of familial breast cancer and 90% of inherited breast/ovarian cancer, whereas mutations in BRCA2 account for a comparable percentage of inherited breast cancer cases.",8841191_2,0,2745,0
2746,breast cancer,31,33,195,208,"Mutations in BRCA1 account for approximately 45% of familial breast cancer and 90% of inherited breast/ovarian cancer, whereas mutations in BRCA2 account for a comparable percentage of inherited breast cancer cases.",8841191_2,0,2746,0
2747,breast cancer,22,24,132,145,The 6174delT mutation in BRCA2 was recently identified as a frequent mutation in 8 out of 107 Ashkenazi Jewish women diagnosed with breast cancer by age 50 (ref.,8841191_6,0,2747,0
2748,breast cancer,9,11,39,52,"8), as well as in three Ashkenazi male breast cancer patients.",8841191_7,0,2748,0
2749,breast cancer,25,27,173,186,We have conducted a large-scale population study to investigate the prevalence of specific BRCA1 and BRCA2 mutations in Ashkenazi Jewish individuals who were unselected for breast cancer.,8841191_8,0,2749,0
2750,breast cancer,25,27,188,201,"This expanded population-based study confirms that the BRCA1 185delAG mutation and the BRCA2 6174delT mutation constitute the two most frequent mutation alleles predisposing to hereditary breast cancer among the Ashkenazim, and suggests a relatively lower penetrance for the 6174delT mutation in BRCA2",8841191_13,0,2750,0
2751,cancer,21,22,144,150,"ATM +/- fibroblasts and thymocytes showed intermediately defective responses to irradiation but no growth defect, suggesting that the increased cancer risk of AT heterozygotes could be attributable to poor checkpoint function..",8843193_8,0,2751,0
2758,infections,12,13,82,92,"
Complement C7 deficiency (C7D) is associated frequently with recurrent bacterial infections, especially meningitis caused by Neisseria meningitidis.",8892662_1,0,2758,0
2759,meningitis,15,16,105,115,"
Complement C7 deficiency (C7D) is associated frequently with recurrent bacterial infections, especially meningitis caused by Neisseria meningitidis.",8892662_1,0,2759,0
2764,cancers,9,10,57,64,Somatic alterations of the DPC4 gene in human colorectal cancers in vivo.,8898652_0,0,2764,0
2765,cancers,17,18,102,109,"
BACKGROUND & AIMS  The chromosome region 18q21 has been shown to be frequently deleted in colorectal cancers, and such frequent allelic loss is a hallmark of the presence of a tumor-suppressor gene.",8898652_1,0,2765,0
2766,cancers,21,22,120,127,"The DPC4 gene, which is located at 18q21, has been identified as a tumor-suppressor gene from examination of pancreatic cancers.",8898652_2,0,2766,0
2767,cancers,17,18,88,95,The aim of the present study was to determine if it might also be altered in colorectal cancers.,8898652_3,0,2767,0
2768,cancer,18,19,115,121,"METHODS  Mutation analyses of the DPC4 gene were performed on complementary DNA samples from 31 primary colorectal cancer specimens using a combination of polymerase chain reaction, single-strand conformation polymorphism, and DNA sequencing.",8898652_4,0,2768,0
2770,cancers,18,19,98,105,"CONCLUSIONS  The DPC4 gene may play a role as a tumor-suppressor gene in a fraction of colorectal cancers; however, while allelic loss at 18q21 is very often seen in colorectal cancers, only a minority show DPC4 mutations, suggesting that there might be another tumor-suppressor gene in this chromosome region..",8898652_6,0,2770,0
2771,cancers,33,34,177,184,"CONCLUSIONS  The DPC4 gene may play a role as a tumor-suppressor gene in a fraction of colorectal cancers; however, while allelic loss at 18q21 is very often seen in colorectal cancers, only a minority show DPC4 mutations, suggesting that there might be another tumor-suppressor gene in this chromosome region..",8898652_6,0,2771,0
2773,cancer,7,8,44,50,The DCC protein and prognosis in colorectal cancer.,8929264_0,0,2773,0
2774,cancer,17,18,105,111,"
BACKGROUND  Allelic loss of chromosome 18q predicts a poor outcome in patients with stage II colorectal cancer.",8929264_1,0,2774,0
2775,cancer,20,21,116,122,"Although the specific gene inactivated by this allelic loss has not been elucidated, the DCC (deleted in colorectal cancer) gene is a candidate.",8929264_2,0,2775,0
2776,tumor,10,11,61,66,We investigated whether the expression of the DCC protein in tumor cells is a prognostic marker in colorectal carcinoma.,8929264_3,0,2776,0
2777,carcinoma,18,19,110,119,We investigated whether the expression of the DCC protein in tumor cells is a prognostic marker in colorectal carcinoma.,8929264_3,0,2777,0
2779,tumor,20,21,111,116,"The Cox proportional-hazards model was used to adjust for covariates including age, sex, tumor site, degree of tumor differentiation, and use of adjuvant therapy.",8929264_5,0,2779,0
2781,tumors,7,8,40,46,"In patients with stage II disease whose tumors expressed DCC, the five-year survival rate was 94. 3 percent, whereas in patients with DCC-negative tumors, the survival rate was 61. 6 percent (P < 0. 001).",8929264_7,0,2781,0
2782,tumors,26,27,147,153,"In patients with stage II disease whose tumors expressed DCC, the five-year survival rate was 94. 3 percent, whereas in patients with DCC-negative tumors, the survival rate was 61. 6 percent (P < 0. 001).",8929264_7,0,2782,0
2784,cancer,16,17,90,96,CONCLUSIONS  DCC is a prognostic marker in patients with stage II or stage III colorectal cancer.,8929264_9,0,2784,0
2785,cancers,22,23,128,135,"In stage II colorectal carcinomas, the absence of DCC identifies a subgroup of patients with lesions that behave like stage III cancers.",8929264_10,0,2785,0
2800,thrombocytopenia,22,23,142,158,"Similarly, while the cumulative data revealed a predominance of missense mutations among the WASP gene lesions observed in boys with isolated thrombocytopenia, missense mutations were not exclusively associated with milder WAS phenotypes, but also comprised a substantial portion (38%) of the WASP gene defects found in patients with severe disease.",8931701_6,0,2800,0
2804,cancer,12,13,83,89,"
Familial adenomatous polyposis (FAP) is an inherited predisposition to colorectal cancer characterized by the development of numerous adenomatous polyps predominantly in the colorectal region.",8931709_1,0,2804,0
2809,cancer,11,12,91,97,"
Over 100 distinct disease-associated mutations have been identified in the breast-ovarian cancer susceptibility gene BRCA1.",8938427_1,0,2809,0
2810,tumors,10,11,41,47,Loss of the wild-type allele in > 90% of tumors from patients with inherited BRCA1 mutations indicates tumor suppressive function.,8938427_2,0,2810,0
2811,tumor,18,19,103,108,Loss of the wild-type allele in > 90% of tumors from patients with inherited BRCA1 mutations indicates tumor suppressive function.,8938427_2,0,2811,0
2812,tumors,12,13,84,90,"The low incidence of somatic mutations suggests that BRCA1 inactivation in sporadic tumors occurs by alternative mechanisms, such as interstitial chromosomal deletion or reduced transcription.",8938427_3,0,2812,0
2814,ovarian cancer,4,6,27,41,"
The hereditary breast and ovarian cancer gene, BRCA1, encodes a large polypeptide that contains the cysteine-rich RING motif, a zinc-binding domain found in a variety of regulatory proteins.",8944023_1,0,2814,0
2815,breast cancer,12,14,89,102,"The BARD1/BRCA1 interaction is disrupted by BRCA1 missense mutations that segregate with breast cancer susceptibility, indicating that BARD1 may be involved in mediating tumour suppression by BRCA1..",8944023_4,0,2815,0
2816,ovarian cancer,11,13,55,69,45-kilobases (kb) exon 11 of the hereditary breast and ovarian cancer gene BRCA1.,8944024_3,0,2816,0
2828,tumor,24,25,132,137,"Loss of heterozygosity was studied in seven renal hamartomas from two affected individuals in the first family, as well as in a jaw tumor and a parathyroid tumor from the second family.",8954016_11,0,2828,0
2829,tumor,28,29,156,161,"Loss of heterozygosity was studied in seven renal hamartomas from two affected individuals in the first family, as well as in a jaw tumor and a parathyroid tumor from the second family.",8954016_11,0,2829,0
2830,tumor,19,20,121,126,"The losses invariably involved the wild type allele derived from the unaffected parent, suggesting the inactivation of a tumor suppressor gene in this region",8954016_13,0,2830,0
2832,ovarian cancer,8,10,53,67,"
BRCA1 mutations cause increased risk for breast and ovarian cancer, frequently of early onset.",8968716_1,0,2832,0
2834,ovarian cancer,11,13,67,81,These common mutations have an etiological role in many breast and ovarian cancer cases and provide the opportunity to examine genotype-phenotype correlations and genotype-environment interactions in individuals with the identical BRCA1 lesion.,8968716_3,0,2834,0
2835,ovarian cancer,30,32,125,139,"We report a novel missense change in BRCA1, 2640 C-- > T (R841W), found in 3 cases from a subject group of 305 breast and 79 ovarian cancer cases from Orange County, CA.",8968716_4,0,2835,0
2836,cancers,18,19,82,89,"In all three cases, there is a strong family history of breast, ovarian, or other cancers possibly related to a BRCA1 defect and family members showed a high concordance of cancer incidence with the presence of R841W.",8968716_6,0,2836,0
2837,cancer,33,34,173,179,"In all three cases, there is a strong family history of breast, ovarian, or other cancers possibly related to a BRCA1 defect and family members showed a high concordance of cancer incidence with the presence of R841W.",8968716_6,0,2837,0
2838,cancer,3,4,11,17,The age of cancer onset was not always distinct from typical sporadic cases.,8968716_7,0,2838,0
2839,breast cancer,27,29,164,177,"Testing of a sample of 413 unrelated individuals to examine the hypothesis that R841W might be a rare polymorphism detected one additional instance in a woman with breast cancer diagnosed at age 77 years, and cancer in one parent.",8968716_8,0,2839,0
2840,cancer,36,37,209,215,"Testing of a sample of 413 unrelated individuals to examine the hypothesis that R841W might be a rare polymorphism detected one additional instance in a woman with breast cancer diagnosed at age 77 years, and cancer in one parent.",8968716_8,0,2840,0
2841,cancers,8,9,30,37,7%) of all breast and ovarian cancers in this population.,8968716_10,0,2841,0
2842,cancer,22,23,158,164,"
The ATM gene is responsible for the autosomal recessive disorder ataxia-telangiectasia (A-T), characterized by cerebellar degeneration, immunodeficiency and cancer predisposition.",8968760_1,0,2842,0
2843,breast cancer,9,11,47,60,Mutation analysis of BRCA1 and BRCA2 in a male breast cancer population.,9012404_0,0,2843,0
2844,breast cancer,6,8,38,51,"
A population-based series of 54 male breast cancer cases from Southern California were analyzed for germ-line mutations in the inherited breast/ovarian cancer genes, BRCA1 and BRCA2.",9012404_1,0,2844,0
2845,cancer,21,22,153,159,"
A population-based series of 54 male breast cancer cases from Southern California were analyzed for germ-line mutations in the inherited breast/ovarian cancer genes, BRCA1 and BRCA2.",9012404_1,0,2845,0
2846,ovarian cancer,15,17,65,79,Nine (17%) of the patients had a family history of breast and/or ovarian cancer in at least one first-degree relative.,9012404_2,0,2846,0
2847,cancer,12,13,62,68,A further seven (13%) of the patients reported breast/ovarian cancer in at least one second-degree relative and in no first-degree relatives.,9012404_3,0,2847,0
2848,breast cancer,2,4,9,22,Two male breast cancer patients (4% of the total) were found to carry novel truncating mutations in the BRCA2 gene.,9012404_5,0,2848,0
2849,breast cancer,6,8,25,38,"Only one of the two male breast cancer patients carrying a BRCA2 mutation had a family history of cancer, with one case of ovarian cancer in a first-degree relative.",9012404_6,0,2849,0
2850,cancer,18,19,98,104,"Only one of the two male breast cancer patients carrying a BRCA2 mutation had a family history of cancer, with one case of ovarian cancer in a first-degree relative.",9012404_6,0,2850,0
2851,ovarian cancer,24,26,123,137,"Only one of the two male breast cancer patients carrying a BRCA2 mutation had a family history of cancer, with one case of ovarian cancer in a first-degree relative.",9012404_6,0,2851,0
2852,breast cancer,10,12,40,53,The remaining eight cases (89%) of male breast cancer with a family history of breast/ovarian cancer in first-degree relatives remain unaccounted for by mutations in either the BRCA1 gene or the BRCA2 gene..,9012404_7,0,2852,0
2853,cancer,18,19,94,100,The remaining eight cases (89%) of male breast cancer with a family history of breast/ovarian cancer in first-degree relatives remain unaccounted for by mutations in either the BRCA1 gene or the BRCA2 gene..,9012404_7,0,2853,0
2854,tumor,2,3,11,16,The TSG101 tumor susceptibility gene is located in chromosome 11 band p15 and is mutated in human breast cancer.,9019400_0,0,2854,0
2855,breast cancer,17,19,98,111,The TSG101 tumor susceptibility gene is located in chromosome 11 band p15 and is mutated in human breast cancer.,9019400_0,0,2855,0
