,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
21430,HCTZ,23,24,90,94,"The serum K during the control period was 4.5 +/- 0.2 mEq/l an on 50, 100, 150 and 200 mg HCTZ daily 3.9 +/- 0.3, 3.4 +/- 0.2, 2.9 +/- 0.2, and 2.4 +/- 0.3 mEq/l, respectively.",6942642_5,0,-1,0
21443,HCTZ,8,9,42,46,In 13 patients we observed the effects of HCTZ therapy (100 mg daily) on the occurrence of PVC's during rest as well as during static and dynamic exercise.,6942642_7,0,-1,0
21452,HCTZ,3,4,29,33,"Corresponding figures during HCTZ therapy 100 mg daily were 1.4 +/- 0.1, 3.6 +/- 0.7 and 5.7 4/- 0.8, respectively.",6942642_9,0,-1,0
21456,K+,12,13,72,74,"The occurrence of PVC's correlated significantly with the fall in serum K+ observed r = 0.72, p less than 0.001.",6942642_10,0,-1,0
21457,thiazide diuretics,5,7,28,46,In conclusion we found that thiazide diuretics cause hypokalemia and depletion of body potassium.,6942642_11,0,-1,0
21463,neutral protease,8,10,49,65,"The activities of the lysosomal enzymes acid and neutral protease, N-acetylglucosaminidase, and acid phosphatase were measured in the serum of patients with fulminant hepatic failure.",7007443_1,0,-1,0
21465,acid phosphatase,14,16,96,112,"The activities of the lysosomal enzymes acid and neutral protease, N-acetylglucosaminidase, and acid phosphatase were measured in the serum of patients with fulminant hepatic failure.",7007443_1,0,-1,0
21466,fulminant hepatic failure,24,27,157,182,"The activities of the lysosomal enzymes acid and neutral protease, N-acetylglucosaminidase, and acid phosphatase were measured in the serum of patients with fulminant hepatic failure.",7007443_1,-1,1,1
21467,Acid protease,0,2,0,13,"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived.",7007443_2,0,-1,0
21468,cathepsin,3,4,15,24,"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived.",7007443_2,0,-1,0
21469,fulminant hepatic failure,22,25,128,153,"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived.",7007443_2,-1,1,1
21470,paracetamol,26,27,160,171,"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived.",7007443_2,0,-1,0
21471,fulminant hepatic failure,37,40,241,266,"Acid protease (cathepsin D) activity was increased about tenfold in patients who died and nearly fourfold in those who survived fulminant hepatic failure after paracetamol overdose, whereas activities were increased equally in patients with fulminant hepatic failure due to viral hepatitis whether or not they survived.",7007443_2,-1,1,1
21473,acid protease,6,8,38,51,"A correlation was found between serum acid protease activity and prothrombin time, and the increase in cathepsin D activity was sustained over several days compared with aspartate aminotransferase, which showed a sharp early peak and then a fall.",7007443_3,0,-1,0
21475,cathepsin,17,18,103,112,"A correlation was found between serum acid protease activity and prothrombin time, and the increase in cathepsin D activity was sustained over several days compared with aspartate aminotransferase, which showed a sharp early peak and then a fall.",7007443_3,0,-1,0
21476,aspartate aminotransferase,27,29,170,196,"A correlation was found between serum acid protease activity and prothrombin time, and the increase in cathepsin D activity was sustained over several days compared with aspartate aminotransferase, which showed a sharp early peak and then a fall.",7007443_3,0,-1,0
21481,creatinine,35,36,214,224,In 35 patients (ages 20 to 86 yr) receiving cimetidine therapeutically two serum samples and all urine formed in the interim were collected for analysis of cimetidine by high-pressure liquid chromatography and for creatinine.,7053303_1,0,-1,0
21483,creatinine,6,7,37,47,"The ratio of cimetidine clearance to creatinine clearance (Rc) averaged 4.8 +/- 2.0, indicating net tubular secretion for cimetidine.",7053303_4,0,-1,0
21490,kidney disease,34,36,164,178,There was only one case of dementia possibly due to cimetidine (with a drug level of 1.9 microgram/ml 6 hr after a dose) in a group of 13 patients without liver or kidney disease who had cimetidine levels above 1.25 microgram/ml.,7053303_6,-1,1,1
21491,Hepatic veno-occlusive disease,0,3,0,30,Hepatic veno-occlusive disease caused by 6-thioguanine.,7053705_0,-1,1,1
21494,acute lymphocytic leukemia,13,16,94,120,Clinically reversible veno-occlusive disease of the liver developed in a 23-year-old man with acute lymphocytic leukemia after 10 months of maintenance therapy with 6-thioguanine.,7053705_1,-1,1,1
21504,optic neuropathy,1,3,23,39,Chlorpropamide-induced optic neuropathy.,7059267_0,-1,1,1
21505,adult-onset,4,5,25,36,A 65-year-old woman with adult-onset diabetes treated with chlorpropamide (Diabenese) had a toxic optic neuropathy that resolved with discontinuation of chlorpropamide therapy.,7059267_1,-1,1,1
21507,chlorpropamide,8,9,59,73,A 65-year-old woman with adult-onset diabetes treated with chlorpropamide (Diabenese) had a toxic optic neuropathy that resolved with discontinuation of chlorpropamide therapy.,7059267_1,0,-1,0
21509,toxic optic neuropathy,14,17,92,114,A 65-year-old woman with adult-onset diabetes treated with chlorpropamide (Diabenese) had a toxic optic neuropathy that resolved with discontinuation of chlorpropamide therapy.,7059267_1,-1,1,1
21510,chlorpropamide,22,23,153,167,A 65-year-old woman with adult-onset diabetes treated with chlorpropamide (Diabenese) had a toxic optic neuropathy that resolved with discontinuation of chlorpropamide therapy.,7059267_1,0,-1,0
21511,Visual loss,0,2,0,11,"Visual loss occurs in diabetics for a variety of reasons, and accurate diagnosis is necessary to institute appropriate therapy.",7059267_2,-1,1,1
21514,visual loss,15,17,105,116,The possibility of a drug-induced optic neuropathy should be considered in the differential diagnosis of visual loss in diabetics.,7059267_3,-1,1,1
21516,nephrotic syndrome,10,12,69,87,Plasma and urinary lipids and lipoproteins during the development of nephrotic syndrome induced in the rat by puromycin aminonucleoside.,7066357_0,-1,1,1
21517,puromycin aminonucleoside,17,19,110,135,Plasma and urinary lipids and lipoproteins during the development of nephrotic syndrome induced in the rat by puromycin aminonucleoside.,7066357_0,0,-1,0
21519,nephrotic syndrome,14,16,95,113,"This study was undertaken to ascertain whether the alterations of plasma lipoproteins found in nephrotic syndrome induced by puromycin aminonucleoside were due to nephrotic syndrome per se, or, at least in part, to the aminonucleoside.",7066357_1,-1,1,1
21520,puromycin aminonucleoside,18,20,125,150,"This study was undertaken to ascertain whether the alterations of plasma lipoproteins found in nephrotic syndrome induced by puromycin aminonucleoside were due to nephrotic syndrome per se, or, at least in part, to the aminonucleoside.",7066357_1,0,-1,0
21521,nephrotic syndrome,23,25,163,181,"This study was undertaken to ascertain whether the alterations of plasma lipoproteins found in nephrotic syndrome induced by puromycin aminonucleoside were due to nephrotic syndrome per se, or, at least in part, to the aminonucleoside.",7066357_1,-1,1,1
21522,aminonucleoside,37,38,219,234,"This study was undertaken to ascertain whether the alterations of plasma lipoproteins found in nephrotic syndrome induced by puromycin aminonucleoside were due to nephrotic syndrome per se, or, at least in part, to the aminonucleoside.",7066357_1,0,-1,0
21524,puromycin aminonucleoside,20,22,128,153,The purpose of the present study was to investigate the changes in plasma and urinary lipoproteins during the administration of puromycin aminonucleoside (20 mg/kg for 7 days) and the subsequent development of nephrotic syndrome.,7066357_2,0,-1,0
21525,nephrotic syndrome,34,36,210,228,The purpose of the present study was to investigate the changes in plasma and urinary lipoproteins during the administration of puromycin aminonucleoside (20 mg/kg for 7 days) and the subsequent development of nephrotic syndrome.,7066357_2,-1,1,1
21529,nephrotic,28,29,147,156,"Since massive albuminuria occurred after 6 days of treatment, the time-course study was divided into two stages: pre-nephrotic stage (day 1-5) and nephrotic stage (day 6-11).",7066357_3,-1,1,1
21531,fatty acids,7,9,43,54,"In pre-nephrotic stage the plasma level of fatty acids, triacylglycerol and VLDL decreased while that of phospholipid, cholesteryl esters and HDL remained constant.",7066357_4,0,-1,0
21532,triacylglycerol,10,11,56,71,"In pre-nephrotic stage the plasma level of fatty acids, triacylglycerol and VLDL decreased while that of phospholipid, cholesteryl esters and HDL remained constant.",7066357_4,0,-1,0
21533,cholesteryl esters,19,21,119,137,"In pre-nephrotic stage the plasma level of fatty acids, triacylglycerol and VLDL decreased while that of phospholipid, cholesteryl esters and HDL remained constant.",7066357_4,0,-1,0
21534,apolipoprotein A-I,1,3,7,25,Plasma apolipoprotein A-I tended to increase (40% increase at day 5).,7066357_5,0,-1,0
21535,nephrotic,4,5,20,29,"At the beginning of nephrotic stage (day 6) the concentration of plasma albumin dropped to a very low level, while that of apolipoprotein A-I increased abruptly (4-fold increase) and continued to rise, although less steeply, in the following days.",7066357_6,-1,1,1
21537,low level,19,21,98,107,"At the beginning of nephrotic stage (day 6) the concentration of plasma albumin dropped to a very low level, while that of apolipoprotein A-I increased abruptly (4-fold increase) and continued to rise, although less steeply, in the following days.",7066357_6,0,-1,0
21538,apolipoprotein A-I,25,27,123,141,"At the beginning of nephrotic stage (day 6) the concentration of plasma albumin dropped to a very low level, while that of apolipoprotein A-I increased abruptly (4-fold increase) and continued to rise, although less steeply, in the following days.",7066357_6,0,-1,0
21540,apolipoprotein A-I,1,3,7,25,Plasma apolipoprotein A-I was found not only in HDL (1.063-1.210 g/ml) but also in the LDL density class (1.025-1.050 g/ml).,7066357_9,0,-1,0
21543,nephrotic,12,13,78,87,"In the pre-nephrotic stage lipoproteinuria was negligible, while in the early nephrotic stage the urinary loss of plasma lipoproteins consisted mainly of HDL.",7066357_10,-1,1,1
21544,loss of,16,18,106,113,"In the pre-nephrotic stage lipoproteinuria was negligible, while in the early nephrotic stage the urinary loss of plasma lipoproteins consisted mainly of HDL.",7066357_10,-1,1,1
21546,puromycin aminonucleoside,4,6,33,58,These observations indicate that puromycin aminonucleoside alters plasma lipoproteins by lowering VLDL and increasing HDL.,7066357_11,0,-1,0
21548,nephrotic,14,15,73,82,It is likely that the early and striking increase of plasma HDL found in nephrotic rats is related to a direct effect of the drug on HDL metabolism.,7066357_12,-1,1,1
21550,aplastic anemia,1,3,6,21,Fatal aplastic anemia following topical administration of ophthalmic chloramphenicol.,7072798_0,-1,1,1
21554,aplastic anemia,5,7,28,43,A 73-year-old woman died of aplastic anemia less than two months after undergoing cataract extraction and beginning topical therapy with chloramphenicol.,7072798_1,-1,1,1
21557,aplastic anemia,4,6,19,34,The pattern of the aplastic anemia was associated with an idiosyncratic response to chloramphenicol.,7072798_3,-1,1,1
21560,aplastic anemia,7,9,36,51,"This was the second report of fatal aplastic anemia after topical treatment with chloramphenicol for ocular conditions, although two cases of reversible bone marrow hypoplasia have also been reported.",7072798_4,-1,1,1
21562,bone marrow,23,25,153,164,"This was the second report of fatal aplastic anemia after topical treatment with chloramphenicol for ocular conditions, although two cases of reversible bone marrow hypoplasia have also been reported.",7072798_4,-1,1,1
21564,Drug-Induced,20,21,142,154,"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug-Induced Ocular Side Effects, Oregon Health Sciences University, Portland, OR 97201.",7072798_5,-1,1,1
21565,Side Effects,22,24,162,174,"Any other suspected cases of ocular toxicity associated with topically applied chloramphenicol should be reported to the National Registry of Drug-Induced Ocular Side Effects, Oregon Health Sciences University, Portland, OR 97201.",7072798_5,-1,1,1
21570,atrial tachycardia,14,16,96,114,A case is presented of a reversible intra-Hisian block occurring under amiodarone treatment for atrial tachycardia in a patient without clear intraventricular conduction abnormalities.,7083920_1,-1,1,1
21572,His,0,1,0,3,"His bundle recordings showed an atrial tachycardia with intermittent exit block and greatly prolonged BH and HV intervals (40 and 100 msec, respectively).",7083920_2,0,-1,0
21574,atrial tachycardia,5,7,32,50,"His bundle recordings showed an atrial tachycardia with intermittent exit block and greatly prolonged BH and HV intervals (40 and 100 msec, respectively).",7083920_2,-1,1,1
21575,exit block,9,11,69,79,"His bundle recordings showed an atrial tachycardia with intermittent exit block and greatly prolonged BH and HV intervals (40 and 100 msec, respectively).",7083920_2,-1,1,1
21577,His,6,7,46,49,"Thirty days after amiodarone discontinuation, His bundle electrograms showed atrial flutter without intra-Hisian or infra-Hisian delay.",7083920_3,0,-1,0
21579,atrial flutter,10,12,77,91,"Thirty days after amiodarone discontinuation, His bundle electrograms showed atrial flutter without intra-Hisian or infra-Hisian delay.",7083920_3,-1,1,1
21584,clear cell adenocarcinoma,2,5,15,40,Development of clear cell adenocarcinoma in DES-exposed offspring under observation.,7088431_0,-1,1,1
21594,thiopentone,3,4,24,35,Midazolam compared with thiopentone as an induction agent.,7102237_0,0,-1,0
21596,morphine (+,6,9,44,55,"In patients premedicated with scopolamine + morphine (+5 mg nitrazepam the evening before surgery), the sleep-inducing effect of midazolam 0.15 mg/kg i.v. was clearly slower in onset than that of thiopentone 4.67 mg/kg i.v.",7102237_1,0,-1,0
21598,thiopentone,35,36,196,207,"In patients premedicated with scopolamine + morphine (+5 mg nitrazepam the evening before surgery), the sleep-inducing effect of midazolam 0.15 mg/kg i.v. was clearly slower in onset than that of thiopentone 4.67 mg/kg i.v.",7102237_1,0,-1,0
21603,thiopentone,9,10,52,63,"On the whole, the differences between midazolam and thiopentone had no apparent clinical consequences.",7102237_3,0,-1,0
21611,antiparkinsonian,1,2,13,29,Prophylactic antiparkinsonian medication was effective in younger but not in older patients.,7161250_3,0,-1,0
21612,Akathisia,0,1,0,9,"Akathisia was controlled by the benzodiazepine lorazepam in 14 out of 16 patients, while prophylactic antiparkinsonians were ineffective.",7161250_5,-1,1,1
21613,antiparkinsonians,16,17,102,119,"Akathisia was controlled by the benzodiazepine lorazepam in 14 out of 16 patients, while prophylactic antiparkinsonians were ineffective.",7161250_5,0,-1,0
21615,convulsant,1,2,7,17,Median convulsant (CD50) and median lethal (LD50) doses of three representative local anesthetics were determined in adult mice to evaluate the threat to life of local anesthetic-induced convulsions.,7189975_1,0,-1,0
21616,CD50,3,4,19,23,Median convulsant (CD50) and median lethal (LD50) doses of three representative local anesthetics were determined in adult mice to evaluate the threat to life of local anesthetic-induced convulsions.,7189975_1,0,-1,0
21619,local anesthetics,15,17,80,97,Median convulsant (CD50) and median lethal (LD50) doses of three representative local anesthetics were determined in adult mice to evaluate the threat to life of local anesthetic-induced convulsions.,7189975_1,0,-1,0
21620,CD50,1,2,4,8,"The CD50 and LD50, respectively, were 57.7 and 58.7 mg/kg for bupivacaine, 111.0 and 133.1 mg/kg for lidocaine, and 243.4 and 266.5 mg/kg for chloroprocaine.",7189975_2,0,-1,0
21622,bupivacaine,13,14,62,73,"The CD50 and LD50, respectively, were 57.7 and 58.7 mg/kg for bupivacaine, 111.0 and 133.1 mg/kg for lidocaine, and 243.4 and 266.5 mg/kg for chloroprocaine.",7189975_2,0,-1,0
21625,bupivacaine,4,5,30,41,"When given intraperitoneally, bupivacaine thus was only about twice as toxic as lidocaine and four times as toxic as chloroprocaine.",7189975_3,0,-1,0
21627,cardiopulmonary arrest,8,10,60,82,"Convulsions always preceded death, except after precipitous cardiopulmonary arrest from extreme doses.",7189975_4,-1,1,1
21629,CD50,1,2,2,6,"A CD50 dose of local anesthetic (causing convulsions in 50% of mice) was fatal in 90% of bupivacaine-induced seizures, in 57% of the chloroprocaine group, and in 6% of the lidocaine group.",7189975_5,0,-1,0
21630,local anesthetic,4,6,15,31,"A CD50 dose of local anesthetic (causing convulsions in 50% of mice) was fatal in 90% of bupivacaine-induced seizures, in 57% of the chloroprocaine group, and in 6% of the lidocaine group.",7189975_5,0,-1,0
21634,convulsant,4,5,23,33,The narrow gap between convulsant and lethal doses of local anesthetics indicates that untreated convulsions present much more of a threat to life than heretofore appreciated.,7189975_6,0,-1,0
21636,local anesthetics,9,11,54,71,The narrow gap between convulsant and lethal doses of local anesthetics indicates that untreated convulsions present much more of a threat to life than heretofore appreciated.,7189975_6,0,-1,0
21638,REM sleep deprivation,0,3,0,21,REM sleep deprivation changes behavioral response to catecholaminergic and serotonergic receptor activation in rats.,7197363_0,-1,1,1
21641,serotonergic,9,10,75,87,REM sleep deprivation changes behavioral response to catecholaminergic and serotonergic receptor activation in rats.,7197363_0,0,-1,0
21643,REM sleep deprivation,3,6,15,36,The effects of REM sleep deprivation (REMD) on apomorphine-induced aggressiveness and quipazine-induced head twitches in rats were determined.,7197363_1,-1,1,1
21653,antidepressive,12,13,81,95,Results are discussed in terms of similarity to pharmacological effects of other antidepressive treatments.,7197363_3,0,-1,0
21655,subarachnoid,3,4,22,34,"Neurologic effects of subarachnoid administration of 2-chloroprocaine-CE, bupivacaine, and low pH normal saline in dogs.",7199841_0,-1,1,1
21656,bupivacaine,8,9,74,85,"Neurologic effects of subarachnoid administration of 2-chloroprocaine-CE, bupivacaine, and low pH normal saline in dogs.",7199841_0,0,-1,0
21657,normal saline,13,15,98,111,"Neurologic effects of subarachnoid administration of 2-chloroprocaine-CE, bupivacaine, and low pH normal saline in dogs.",7199841_0,0,-1,0
21658,subarachnoid,13,14,84,96,The purpose of this study was to evaluate the neurologic consequences of deliberate subarachnoid injection of large volumes of 2-chloroprocaine-CE in experimental animals.,7199841_1,-1,1,1
21660,neurotoxicity,16,17,84,97,The possible role of low pH as well as total volume as potential factors in causing neurotoxicity was evaluated.,7199841_2,-1,1,1
21661,subarachnoid,10,11,52,64,"The 65 dogs in the study received injections in the subarachnoid space as follows: 6 to 8 ml of bupivacaine (N = 15), 2-chloroprocaine-CE (N = 20), low pH normal saline (pH 3.0) (N = 20), or normal saline (N = 10).",7199841_3,-1,1,1
21662,bupivacaine,20,21,96,107,"The 65 dogs in the study received injections in the subarachnoid space as follows: 6 to 8 ml of bupivacaine (N = 15), 2-chloroprocaine-CE (N = 20), low pH normal saline (pH 3.0) (N = 20), or normal saline (N = 10).",7199841_3,0,-1,0
21663,normal saline,36,38,155,168,"The 65 dogs in the study received injections in the subarachnoid space as follows: 6 to 8 ml of bupivacaine (N = 15), 2-chloroprocaine-CE (N = 20), low pH normal saline (pH 3.0) (N = 20), or normal saline (N = 10).",7199841_3,0,-1,0
21664,normal saline,49,51,191,204,"The 65 dogs in the study received injections in the subarachnoid space as follows: 6 to 8 ml of bupivacaine (N = 15), 2-chloroprocaine-CE (N = 20), low pH normal saline (pH 3.0) (N = 20), or normal saline (N = 10).",7199841_3,0,-1,0
21665,subarachnoid,6,7,32,44,Of the 20 animals that received subarachnoid injection of 2-chloroprocaine-CE seven (35%) developed hind-limb paralysis.,7199841_4,-1,1,1
21667,bupivacaine,6,7,34,45,"None of the animals that received bupivacaine, normal saline, or normal saline titrated to a pH 3.0 developed hind-limb paralysis.",7199841_5,0,-1,0
21668,normal saline,8,10,47,60,"None of the animals that received bupivacaine, normal saline, or normal saline titrated to a pH 3.0 developed hind-limb paralysis.",7199841_5,0,-1,0
21669,normal saline,12,14,65,78,"None of the animals that received bupivacaine, normal saline, or normal saline titrated to a pH 3.0 developed hind-limb paralysis.",7199841_5,0,-1,0
21674,subarachnoid,21,22,121,133,"Of the 15 spinal cords of the animals that received 2-chloroprocaine-CE, 13 showed subpial necrosis; the nerve roots and subarachnoid vessels were normal.",7199841_6,-1,1,1
21676,bupivacaine,8,9,46,57,"The spinal cords of the animals that received bupivacaine, low pH normal saline (pH 3.0), or normal saline did not show abnormal findings.",7199841_7,0,-1,0
21677,normal saline,12,14,66,79,"The spinal cords of the animals that received bupivacaine, low pH normal saline (pH 3.0), or normal saline did not show abnormal findings.",7199841_7,0,-1,0
21678,normal saline,20,22,93,106,"The spinal cords of the animals that received bupivacaine, low pH normal saline (pH 3.0), or normal saline did not show abnormal findings.",7199841_7,0,-1,0
21680,ventricular tachycardia,2,4,34,57,Procainamide-induced polymorphous ventricular tachycardia.,7234705_0,-1,1,1
21682,ventricular tachycardia,5,7,49,72,Seven cases of procainamide-induced polymorphous ventricular tachycardia are presented.,7234705_1,-1,1,1
21683,ventricular tachycardia,5,7,31,54,"In four patients, polymorphous ventricular tachycardia appeared after intravenous administration of 200 to 400 mg of procainamide for the treatment of sustained ventricular tachycardia.",7234705_2,-1,1,1
21685,procainamide,17,18,117,129,"In four patients, polymorphous ventricular tachycardia appeared after intravenous administration of 200 to 400 mg of procainamide for the treatment of sustained ventricular tachycardia.",7234705_2,0,-1,0
21686,ventricular tachycardia,23,25,161,184,"In four patients, polymorphous ventricular tachycardia appeared after intravenous administration of 200 to 400 mg of procainamide for the treatment of sustained ventricular tachycardia.",7234705_2,-1,1,1
21687,procainamide,6,7,33,45,"In the remaining three patients, procainamide was administered orally for treatment of chronic premature ventricular contractions or atrial flutter.",7234705_3,0,-1,0
21688,premature ventricular contractions,14,17,95,129,"In the remaining three patients, procainamide was administered orally for treatment of chronic premature ventricular contractions or atrial flutter.",7234705_3,-1,1,1
21689,atrial flutter,18,20,133,147,"In the remaining three patients, procainamide was administered orally for treatment of chronic premature ventricular contractions or atrial flutter.",7234705_3,-1,1,1
21692,ventricular tachycardia,11,13,78,101,These patients had Q-T prolongation and recurrent syncope due to polymorphous ventricular tachycardia.,7234705_4,-1,1,1
21694,ventricular fibrillation,9,11,62,86,"In two patients, the arrhythmia degenerated into irreversible ventricular fibrillation and both patients died.",7234705_6,-1,1,1
21696,procainamide,16,17,100,112,"In the seventh patient, a permanent ventricular pacemaker was inserted and, despite continuation of procainamide therapy, polymorphous ventricular tachycardia did not reoccur.",7234705_7,0,-1,0
21697,ventricular tachycardia,20,22,135,158,"In the seventh patient, a permanent ventricular pacemaker was inserted and, despite continuation of procainamide therapy, polymorphous ventricular tachycardia did not reoccur.",7234705_7,-1,1,1
21698,procainamide,5,6,35,47,These seven cases demonstrate that procainamide can produce an acquired prolonged Q-T syndrome with polymorphous ventricular tachycardia.,7234705_8,0,-1,0
21701,ventricular tachycardia,15,17,113,136,These seven cases demonstrate that procainamide can produce an acquired prolonged Q-T syndrome with polymorphous ventricular tachycardia.,7234705_8,-1,1,1
21713,body weight,36,38,186,197,"The optimal rat size to begin phenobarbitone was determined as 100 g, and this size as a group had a mean maximum relative liver weight increase 47% greater than normal rats of the same body weight.",7248170_3,-1,1,1
21715,aplastic anemia,1,3,6,21,Fatal aplastic anemia due to indomethacin--lymphocyte transformation tests in vitro.,7263204_0,-1,1,1
21720,aplastic anemia,4,6,16,31,A case of fatal aplastic anemia is described in which no drugs other than allopurinol and indomethacin were given.,7263204_2,-1,1,1
21724,aplastic anemia,19,21,134,149,A positive lymphocyte transformation test with indomethacin in vitro further substantiates the potential role of this drug in causing aplastic anemia in a susceptible patient.,7263204_4,-1,1,1
21735,busulfan,7,8,53,61,The similarity between the histologic appearances of busulfan cystitis and both radiation and cyclophosphamide-induced cystitis is discussed and the world literature reviewed.,7269015_3,0,-1,0
21738,busulfan,7,8,33,41,"In view of the known tendency of busulfan to induce cellular atypia and carcinoma in other sites, periodic urinary cytology is suggested in patients on long-term therapy.",7269015_4,0,-1,0
21749,myocardial disease,30,32,199,217,The cardiomyopathy (CM) produced by the anticancer drug doxorubicin (DXR) (Adriamycin) provides a unique opportunity to analyze dose-effect and structure-function relationships during development of myocardial disease.,7282516_1,-1,1,1
21752,endomyocardial,11,12,79,93,We measured the degree of morphologic damage by ultrastructural examination of endomyocardial biopsy and the degree of performance abnormally by right heart catheterization in patients receiving DXR.,7282516_2,-1,1,1
21762,(r,7,9,70,72,"Catheterization abnormalities correlated well with morphologic damage (r = 0.57 to 0.78) in a subgroup of patients in whom exercise hemodynamics were measured, and this relationship also exhibited a curvilinear, threshold configuration.",7282516_5,0,-1,0
21769,ventricular tachycardia,1,3,8,31,Variant ventricular tachycardia in desipramine toxicity.,7292072_0,-1,1,1
21770,ventricular tachycardia,6,8,28,51,We report a case of variant ventricular tachycardia induced by desipramine toxicity.,7292072_1,-1,1,1
21776,ventricular tachycardia,3,5,23,46,Recognition of variant ventricular tachycardia is important because therapy differs from that of classic ventricular tachycardia.,7292072_3,-1,1,1
21777,ventricular tachycardia,14,16,105,128,Recognition of variant ventricular tachycardia is important because therapy differs from that of classic ventricular tachycardia.,7292072_3,-1,1,1
21781,Cerebral edema,0,2,0,14,Cerebral edema may complicate the course of fulminant hepatic failure.,7337133_1,-1,1,1
21782,fulminant hepatic failure,7,10,44,69,Cerebral edema may complicate the course of fulminant hepatic failure.,7337133_1,-1,1,1
21783,fulminant hepatic failure,7,10,54,79,"We present a patient with fatal acetaminophen-induced fulminant hepatic failure, with signs and symptoms of cerebral edema, unresponsive to conventional medical therapy.",7337133_3,-1,1,1
21784,signs and symptoms,12,15,86,104,"We present a patient with fatal acetaminophen-induced fulminant hepatic failure, with signs and symptoms of cerebral edema, unresponsive to conventional medical therapy.",7337133_3,-1,1,1
21785,cerebral edema,16,18,108,122,"We present a patient with fatal acetaminophen-induced fulminant hepatic failure, with signs and symptoms of cerebral edema, unresponsive to conventional medical therapy.",7337133_3,-1,1,1
21790,sodium nitroprusside,3,5,27,47,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0
21791,saralasin,7,8,61,70,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0
21792,renin--,4,6,16,23,The role of the renin--angiotensin system in the maintenance of blood pressure during halothane anesthesia and sodium nitroprusside (SNP)-induced hypotension was evaluated.,7352670_1,0,-1,0
21793,blood pressure,12,14,64,78,The role of the renin--angiotensin system in the maintenance of blood pressure during halothane anesthesia and sodium nitroprusside (SNP)-induced hypotension was evaluated.,7352670_1,-1,1,1
21795,sodium nitroprusside,18,20,111,131,The role of the renin--angiotensin system in the maintenance of blood pressure during halothane anesthesia and sodium nitroprusside (SNP)-induced hypotension was evaluated.,7352670_1,0,-1,0
21798,(1,5,7,43,45,"Control rats received halothane anesthesia (1 MAC) for one hour, followed by SNP infusion, 40 microgram/kg/min, for 30 min, followed by a 30-min recovery period.",7352670_2,0,-1,0
21800,saralasin,17,18,89,98,"A second group of rats was treated identically and, in addition, received an infusion of saralasin (a competitive inhibitor of angiotensin II) throughout the experimental period.",7352670_3,0,-1,0
21801,angiotensin II,23,25,127,141,"A second group of rats was treated identically and, in addition, received an infusion of saralasin (a competitive inhibitor of angiotensin II) throughout the experimental period.",7352670_3,0,-1,0
21802,blood pressure,12,14,63,77,"In each group, SNP infusion resulted in an initial decrease in blood pressure from 86 torr and 83 torr, respectively, to 48 torr.",7352670_4,-1,1,1
21804,blood pressure,12,14,83,97,"During the SNP infusion the control animals demonstrated a progressive increase in blood pressure to 61 torr, whereas the saralasin-treated animals showed no change.",7352670_5,-1,1,1
21807,blood pressure,5,7,34,48,"Following discontinuation of SNP, blood pressure in the control animals rebounded to 94 torr, as compared with 78 torr in the saralasin-treated rats.",7352670_6,-1,1,1
21812,blood pressure,13,15,84,98,"This study indicates that with stable halothane anesthesia, the partial recovery of blood pressure during SNP infusion and the post-SNP rebound of blood pressure can be completely blocked by saralasin.",7352670_7,-1,1,1
21814,blood pressure,23,25,147,161,"This study indicates that with stable halothane anesthesia, the partial recovery of blood pressure during SNP infusion and the post-SNP rebound of blood pressure can be completely blocked by saralasin.",7352670_7,-1,1,1
21815,saralasin,30,31,191,200,"This study indicates that with stable halothane anesthesia, the partial recovery of blood pressure during SNP infusion and the post-SNP rebound of blood pressure can be completely blocked by saralasin.",7352670_7,0,-1,0
21816,renin--,6,8,43,50,This demonstrates the participation of the renin--angiotensin system in antagonizing the combined hypotensive effects of halothane and SNP.,7352670_8,0,-1,0
21819,sexual dysfunction,3,5,25,43,Subjective assessment of sexual dysfunction of patients on long-term administration of digoxin.,7416947_0,-1,1,1
21820,longterm,12,13,71,79,Various data suggest that male patients who have received digoxin on a longterm basis have increased levels of serum estrogen and decreased levels of plasma testosterone and luteinizing hormone (LH).,7416947_1,-1,1,1
