,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label
16144,cardiotoxicity,1,2,5,19,Late cardiotoxicity after treatment for a malignant bone tumor.,8600333_0,-1,1,1
16145,malignant bone tumor,6,9,42,62,Late cardiotoxicity after treatment for a malignant bone tumor.,8600333_0,-1,-1,-1
16146,bone tumors,9,11,66,77,"Cardiac function was assessed in long-term survivors of malignant bone tumors who were treated according to Rosen's T5 or T10 protocol, both including doxorubicin.",8600333_1,-1,-1,-1
16147,Rosen's T5,16,19,108,118,"Cardiac function was assessed in long-term survivors of malignant bone tumors who were treated according to Rosen's T5 or T10 protocol, both including doxorubicin.",8600333_1,-1,-1,-1
16148,T10,20,21,122,125,"Cardiac function was assessed in long-term survivors of malignant bone tumors who were treated according to Rosen's T5 or T10 protocol, both including doxorubicin.",8600333_1,-1,-1,-1
16149,doxorubicin,25,26,151,162,"Cardiac function was assessed in long-term survivors of malignant bone tumors who were treated according to Rosen's T5 or T10 protocol, both including doxorubicin.",8600333_1,0,-1,0
16150,doxorubicin,3,4,20,31,Cumulative doses of doxorubicin were 225-550 mg/m2 (median dose 360).,8600333_3,0,-1,0
16151,cardiac toxicity,9,11,37,53,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,-1,1,1
16152,ventricular arrhythmias,27,29,142,165,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,-1,1,1
16153,left ventricular dilation,30,33,167,192,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,-1,-1,-1
16154,cardiac abnormalities,3,5,17,38,The incidence of cardiac abnormalities increased with length of follow-up (P< or = .05).,8600333_6,-1,-1,-1
16155,P,11,12,75,76,The incidence of cardiac abnormalities increased with length of follow-up (P< or = .05).,8600333_6,-1,-1,-1
16156,doxorubicin,9,10,64,75,"No correlation could be demonstrated between cumulative dose of doxorubicin and cardiac status, except for heart rate variability.",8600333_7,0,-1,0
16157,cardiotoxicity,4,5,37,51,"The incidence of doxorubicin-induced cardiotoxicity is high and increases with follow-up, irrespective of cumulative dose.",8600333_9,-1,1,1
16158,cardiotoxicity,18,19,110,124,The results of our study suggest that heart rate variability and LVPW index could be sensitive indicators for cardiotoxicity.,8600333_11,-1,1,1
16159,caffeine,5,6,37,45,Acute blood pressure elevations with caffeine in men with borderline systemic hypertension.,8607407_0,0,-1,0
16160,systemic hypertension,10,12,69,90,Acute blood pressure elevations with caffeine in men with borderline systemic hypertension.,8607407_0,-1,-1,-1
16161,caffeine,5,6,40,48,Whether the vasoconstrictive actions of caffeine are enhanced in hypertensive persons has not been demonstrated.,8607407_1,0,-1,0
16162,hypertensive,9,10,65,77,Whether the vasoconstrictive actions of caffeine are enhanced in hypertensive persons has not been demonstrated.,8607407_1,-1,1,1
16163,caffeine,2,3,6,14,"Thus, caffeine (3.3 mg/kg) versus placebo was tested in 48 healthy men (aged 20 to 35 years) selected after screening on 2 separate occasions.",8607407_2,0,-1,0
16164,hypertensive,1,2,11,23,Borderline hypertensive men (n = 24) were selected with screening systolic blood pressure (BP) of 140 to 160 mm Hg and/or diastolic BP 90 to 99 mm Hg.,8607407_3,-1,1,1
16165,n,4,5,29,30,Borderline hypertensive men (n = 24) were selected with screening systolic blood pressure (BP) of 140 to 160 mm Hg and/or diastolic BP 90 to 99 mm Hg.,8607407_3,-1,-1,-1
16166,mm Hg,22,24,109,114,Borderline hypertensive men (n = 24) were selected with screening systolic blood pressure (BP) of 140 to 160 mm Hg and/or diastolic BP 90 to 99 mm Hg.,8607407_3,-1,-1,-1
16167,mm Hg,30,32,144,149,Borderline hypertensive men (n = 24) were selected with screening systolic blood pressure (BP) of 140 to 160 mm Hg and/or diastolic BP 90 to 99 mm Hg.,8607407_3,-1,-1,-1
16168,n,3,4,19,20,Low-risk controls (n = 24) reported no parental history of hypertension and had screening BP < 130/85 mm Hg.,8607407_4,-1,-1,-1
16169,hypertension,12,13,59,71,Low-risk controls (n = 24) reported no parental history of hypertension and had screening BP < 130/85 mm Hg.,8607407_4,-1,1,1
16170,mm Hg,19,21,102,107,Low-risk controls (n = 24) reported no parental history of hypertension and had screening BP < 130/85 mm Hg.,8607407_4,-1,-1,-1
16171,caffeine,11,12,75,83,Participants were then tested on 2 occasions after 12-hour abstinence from caffeine in each of 2 protocols; this required a total of 4 laboratory visits.,8607407_5,0,-1,0
16172,mm Hg,23,25,120,125,"Caffeine-induced changes in diastolic BP were 2 to 3 times larger in borderline subjects than in controls (+8.4 vs +3.8 mm Hg, p < 0.0001), and were attributable to larger changes in impedance-derived measures of systemic vascular resistance (+135 vs +45 dynes.s.cm-5, p < 0.004).",8607407_6,-1,-1,-1
16173,p,26,27,127,128,"Caffeine-induced changes in diastolic BP were 2 to 3 times larger in borderline subjects than in controls (+8.4 vs +3.8 mm Hg, p < 0.0001), and were attributable to larger changes in impedance-derived measures of systemic vascular resistance (+135 vs +45 dynes.s.cm-5, p < 0.004).",8607407_6,-1,-1,-1
16174,p,52,53,269,270,"Caffeine-induced changes in diastolic BP were 2 to 3 times larger in borderline subjects than in controls (+8.4 vs +3.8 mm Hg, p < 0.0001), and were attributable to larger changes in impedance-derived measures of systemic vascular resistance (+135 vs +45 dynes.s.cm-5, p < 0.004).",8607407_6,-1,-1,-1
16175,hypertensive,20,21,142,154,"Consequently, whereas all participants exhibited normotensive levels during the resting predrug baseline, 33% of borderline subjects achieved hypertensive BP levels after caffeine ingestion.",8607407_9,-1,1,1
16176,caffeine,24,25,171,179,"Consequently, whereas all participants exhibited normotensive levels during the resting predrug baseline, 33% of borderline subjects achieved hypertensive BP levels after caffeine ingestion.",8607407_9,0,-1,0
16177,hypertensive,4,5,20,32,"Thus, in borderline hypertensive men, exaggerated responses to caffeine were: selective for diastolic BP, consistent with greater vasoconstriction, replicated in 2 protocols, and representative of nearly all borderline hypertensives.",8607407_10,-1,1,1
16178,caffeine,10,11,63,71,"Thus, in borderline hypertensive men, exaggerated responses to caffeine were: selective for diastolic BP, consistent with greater vasoconstriction, replicated in 2 protocols, and representative of nearly all borderline hypertensives.",8607407_10,0,-1,0
16179,hypertensives,34,35,219,232,"Thus, in borderline hypertensive men, exaggerated responses to caffeine were: selective for diastolic BP, consistent with greater vasoconstriction, replicated in 2 protocols, and representative of nearly all borderline hypertensives.",8607407_10,-1,-1,-1
16180,caffeine,6,7,34,42,"We suspect that the potential for caffeine to stabilize high resistance states in susceptible persons suggests that its use may facilitate their disease progression, as well as hinder accurate diagnosis and treatment.",8607407_11,0,-1,0
16181,disease progression,22,24,145,164,"We suspect that the potential for caffeine to stabilize high resistance states in susceptible persons suggests that its use may facilitate their disease progression, as well as hinder accurate diagnosis and treatment.",8607407_11,-1,-1,-1
16182,sertraline,4,5,21,31,Absence of effect of sertraline on time-based sensitization of cognitive impairment with haloperidol.,8617710_0,0,-1,0
16183,cognitive impairment,9,11,63,83,Absence of effect of sertraline on time-based sensitization of cognitive impairment with haloperidol.,8617710_0,-1,-1,-1
16184,haloperidol,12,13,89,100,Absence of effect of sertraline on time-based sensitization of cognitive impairment with haloperidol.,8617710_0,0,-1,0
16185,haloperidol,11,12,81,92,"This double-blind, randomized, placebo-controlled study evaluated the effects of haloperidol alone and haloperidol plus sertraline on cognitive and psychomotor function in 24 healthy male subjects.",8617710_1,0,-1,0
16186,haloperidol,14,15,103,114,"This double-blind, randomized, placebo-controlled study evaluated the effects of haloperidol alone and haloperidol plus sertraline on cognitive and psychomotor function in 24 healthy male subjects.",8617710_1,0,-1,0
16187,sertraline,16,17,120,130,"This double-blind, randomized, placebo-controlled study evaluated the effects of haloperidol alone and haloperidol plus sertraline on cognitive and psychomotor function in 24 healthy male subjects.",8617710_1,0,-1,0
16188,haloperidol,10,11,51,62,METHOD: All subjects received placebo on Day 1 and haloperidol 2 mg on Days 2 and 25.,8617710_2,0,-1,0
16189,mg,12,13,65,67,METHOD: All subjects received placebo on Day 1 and haloperidol 2 mg on Days 2 and 25.,8617710_2,-1,-1,-1
16190,sertraline,12,13,61,71,"From Days 9 to 25, subjects were randomly assigned to either sertraline (12 subjects) or placebo (12 subjects); the sertraline dose was titrated from 50 to 200 mg/day from Days 9 to 16, and remained at 200 mg/day for the final 10 days of the drug administration period.",8617710_3,0,-1,0
16191,sertraline,25,26,116,126,"From Days 9 to 25, subjects were randomly assigned to either sertraline (12 subjects) or placebo (12 subjects); the sertraline dose was titrated from 50 to 200 mg/day from Days 9 to 16, and remained at 200 mg/day for the final 10 days of the drug administration period.",8617710_3,0,-1,0
16192,Impairment of cognitive function,2,6,9,41,RESULTS: Impairment of cognitive function was observed 6 to 8 hours after administration of haloperidol on Day 2 but was not evident 23 hours after dosing.,8617710_5,-1,-1,-1
16193,haloperidol,15,16,92,103,RESULTS: Impairment of cognitive function was observed 6 to 8 hours after administration of haloperidol on Day 2 but was not evident 23 hours after dosing.,8617710_5,0,-1,0
16194,haloperidol,2,3,17,28,"When single-dose haloperidol was given again 25 days later, greater impairment with earlier onset was noted in several tests in both treatment groups, suggesting enhancement of this effect.",8617710_6,0,-1,0
16195,sertraline,5,6,29,39,There was no indication that sertraline exacerbated the impairment produced by haloperidol since an equivalent effect also occurred in the placebo group.,8617710_7,0,-1,0
16196,haloperidol,11,12,79,90,There was no indication that sertraline exacerbated the impairment produced by haloperidol since an equivalent effect also occurred in the placebo group.,8617710_7,0,-1,0
16197,sertraline,5,6,21,31,Three subjects (2 on sertraline and 1 on placebo) withdrew from the study because of side effects.,8617710_8,0,-1,0
16198,sertraline,5,6,28,38,The side effect profiles of sertraline and of placebo were similar.,8617710_10,0,-1,0
16199,Haloperidol,2,3,12,23,CONCLUSION: Haloperidol produced a clear profile of cognitive impairment that was not worsened by concomitant sertraline administration.,8617710_11,0,-1,0
16200,cognitive impairment,8,10,52,72,CONCLUSION: Haloperidol produced a clear profile of cognitive impairment that was not worsened by concomitant sertraline administration.,8617710_11,-1,-1,-1
16201,sertraline,16,17,110,120,CONCLUSION: Haloperidol produced a clear profile of cognitive impairment that was not worsened by concomitant sertraline administration.,8617710_11,0,-1,0
16202,paralysis,1,2,11,20,Persistent paralysis after prolonged use of atracurium in the absence of corticosteroids.,8638206_0,-1,1,1
16203,atracurium,6,7,44,54,Persistent paralysis after prolonged use of atracurium in the absence of corticosteroids.,8638206_0,-1,-1,-1
16204,corticosteroids,11,12,73,88,Persistent paralysis after prolonged use of atracurium in the absence of corticosteroids.,8638206_0,0,-1,0
16205,Neuromuscular blocking agents,0,3,0,29,Neuromuscular blocking agents (NMBAs) are often used for patients requiring prolonged mechanical ventilation.,8638206_1,-1,-1,-1
16206,paralysis,3,4,22,31,"Reports of persistent paralysis after the discontinuance of these drugs have most often involved aminosteroid-based NMBAs such as vecuronium bromide, especially when used in conjunction with corticosteroids.",8638206_2,-1,1,1
16207,vecuronium bromide,18,20,130,148,"Reports of persistent paralysis after the discontinuance of these drugs have most often involved aminosteroid-based NMBAs such as vecuronium bromide, especially when used in conjunction with corticosteroids.",8638206_2,-1,-1,-1
16208,corticosteroids,27,28,191,206,"Reports of persistent paralysis after the discontinuance of these drugs have most often involved aminosteroid-based NMBAs such as vecuronium bromide, especially when used in conjunction with corticosteroids.",8638206_2,0,-1,0
16209,Atracurium besylate,0,2,0,19,"Atracurium besylate, a short-acting benzylisoquinolinium NMBA that is eliminated independently of renal or hepatic function, has also been associated with persistent paralysis, but only when used with corticosteroids.",8638206_3,-1,-1,-1
16210,benzylisoquinolinium,5,6,36,56,"Atracurium besylate, a short-acting benzylisoquinolinium NMBA that is eliminated independently of renal or hepatic function, has also been associated with persistent paralysis, but only when used with corticosteroids.",8638206_3,-1,-1,-1
16211,paralysis,23,24,166,175,"Atracurium besylate, a short-acting benzylisoquinolinium NMBA that is eliminated independently of renal or hepatic function, has also been associated with persistent paralysis, but only when used with corticosteroids.",8638206_3,-1,1,1
16212,corticosteroids,30,31,201,216,"Atracurium besylate, a short-acting benzylisoquinolinium NMBA that is eliminated independently of renal or hepatic function, has also been associated with persistent paralysis, but only when used with corticosteroids.",8638206_3,0,-1,0
16213,paralysis,6,7,39,48,We report a case of atracurium-related paralysis persisting for approximately 50 hours in a patient who was not treated with corticosteroids.,8638206_4,-1,1,1
16214,corticosteroids,20,21,125,140,We report a case of atracurium-related paralysis persisting for approximately 50 hours in a patient who was not treated with corticosteroids.,8638206_4,0,-1,0
16215,internal carotid artery thrombosis,6,10,41,75,Coexistence of cerebral venous sinus and internal carotid artery thrombosis associated with exogenous sex hormones.,8638876_0,-1,-1,-1
16216,sex,13,14,102,105,Coexistence of cerebral venous sinus and internal carotid artery thrombosis associated with exogenous sex hormones.,8638876_0,-1,-1,-1
16217,headache,6,7,51,59,"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of progesterone and estradiol.",8638876_2,-1,1,1
16218,nausea and vomiting,8,11,61,80,"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of progesterone and estradiol.",8638876_2,-1,-1,-1
16219,hemiparesis,13,14,87,98,"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of progesterone and estradiol.",8638876_2,-1,-1,-1
16220,seizure,15,16,103,110,"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of progesterone and estradiol.",8638876_2,-1,1,1
16221,progesterone,22,23,144,156,"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of progesterone and estradiol.",8638876_2,0,-1,0
16222,estradiol,24,25,161,170,"A forty-six year-old premenopausal woman developed headache, nausea and vomiting, left hemiparesis and seizure two days after parenteral use of progesterone and estradiol.",8638876_2,0,-1,0
16223,Diabetes mellitus,0,2,0,17,Diabetes mellitus (DM) was found during admission.,8638876_3,-1,-1,-1
16224,DM,3,4,19,21,Diabetes mellitus (DM) was found during admission.,8638876_3,-1,-1,-1
16225,hemorrhagic infarct,4,6,29,48,Computed tomography showed a hemorrhagic infarct in the right frontal lobe and increased density in the superior sagittal sinus (SSS).,8638876_4,-1,-1,-1
16226,venous sinus thrombosis,15,18,91,114,"Right carotid angiograms failed to show the SSS and inferior sagittal sinus, suggestive of venous sinus thrombosis.",8638876_6,-1,-1,-1
16227,occlusion,9,10,56,65,Coexistence of the cerebral artery and the venous sinus occlusion has been described infrequently.,8638876_7,-1,-1,-1
16228,estradiol,11,12,52,61,"In this case, the authors postulate that the use of estradiol and progesterone and the underlying DM increased vascular thrombogenicity, which provided a common denominator for thrombosis of both the ICA and the venous sinus.",8638876_8,0,-1,0
16229,progesterone,13,14,66,78,"In this case, the authors postulate that the use of estradiol and progesterone and the underlying DM increased vascular thrombogenicity, which provided a common denominator for thrombosis of both the ICA and the venous sinus.",8638876_8,0,-1,0
16230,DM,17,18,98,100,"In this case, the authors postulate that the use of estradiol and progesterone and the underlying DM increased vascular thrombogenicity, which provided a common denominator for thrombosis of both the ICA and the venous sinus.",8638876_8,-1,-1,-1
16231,thrombosis,28,29,177,187,"In this case, the authors postulate that the use of estradiol and progesterone and the underlying DM increased vascular thrombogenicity, which provided a common denominator for thrombosis of both the ICA and the venous sinus.",8638876_8,-1,1,1
16232,lung cancer,6,8,51,62,Chemotherapy of advanced inoperable non-small cell lung cancer with paclitaxel: a phase II trial.,8643966_0,-1,-1,-1
16233,paclitaxel,9,10,68,78,Chemotherapy of advanced inoperable non-small cell lung cancer with paclitaxel: a phase II trial.,8643966_0,0,-1,0
16234,Paclitaxel,0,1,0,10,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,0,-1,0
16235,Taxol,2,3,12,17,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,-1,-1,-1
16236,tumor,19,20,135,140,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,-1,1,1
16237,breast carcinoma,25,27,168,184,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,-1,1,1
16238,paclitaxel,6,7,31,41,Two phase II trials of 24-hour paclitaxel infusions in chemotherapy-naive patients with stage IIIB or IV non-small cell lung cancer (NSCLC) reported response rates of 21% and 24%.,8643966_2,0,-1,0
16239,lung cancer,18,20,120,131,Two phase II trials of 24-hour paclitaxel infusions in chemotherapy-naive patients with stage IIIB or IV non-small cell lung cancer (NSCLC) reported response rates of 21% and 24%.,8643966_2,-1,-1,-1
16240,NSCLC,21,22,133,138,Two phase II trials of 24-hour paclitaxel infusions in chemotherapy-naive patients with stage IIIB or IV non-small cell lung cancer (NSCLC) reported response rates of 21% and 24%.,8643966_2,-1,-1,-1
16241,Leukopenia,0,1,0,10,Leukopenia was dose limiting: as many as 62.5% of patients experienced grade 4 leukopenia.,8643966_3,-1,1,1
16242,leukopenia,15,16,79,89,Leukopenia was dose limiting: as many as 62.5% of patients experienced grade 4 leukopenia.,8643966_3,-1,1,1
16243,toxicity,5,6,33,41,We investigated the efficacy and toxicity of a 3-hour paclitaxel infusion in a phase II trial in patients with inoperable stage IIIB or IV NSCLC.,8643966_4,-1,1,1
16244,paclitaxel,9,10,54,64,We investigated the efficacy and toxicity of a 3-hour paclitaxel infusion in a phase II trial in patients with inoperable stage IIIB or IV NSCLC.,8643966_4,0,-1,0
16245,NSCLC,24,25,139,144,We investigated the efficacy and toxicity of a 3-hour paclitaxel infusion in a phase II trial in patients with inoperable stage IIIB or IV NSCLC.,8643966_4,-1,-1,-1
16246,NSCLC,9,10,35,40,Most patients (72.4%) had stage IV NSCLC.,8643966_6,-1,-1,-1
16247,Paclitaxel,0,1,0,10,Paclitaxel 225 mg/m2 was infused over 3 hours every 3 weeks with standard prophylactic premedication.,8643966_7,0,-1,0
16248,disease progression,28,30,106,125,"Of 50 patients evaluable for response, 12 (24%) had partial remission, 26 (52%) had no change, and 12 had disease progression (24%).",8643966_8,-1,-1,-1
16249,Hematologic toxicities,0,2,0,22,"Hematologic toxicities were mild: only one patient (2%) developed grade 3 or 4 neutropenia, while 29% had grade 1 or 2.",8643966_9,-1,-1,-1
16250,neutropenia,17,18,79,90,"Hematologic toxicities were mild: only one patient (2%) developed grade 3 or 4 neutropenia, while 29% had grade 1 or 2.",8643966_9,-1,1,1
16251,polyneuropathy,4,5,13,27,Grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,8643966_10,-1,1,1
16252,polyneuropathy,19,20,92,106,Grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,8643966_10,-1,1,1
16253,Nausea and vomiting,0,3,0,19,"Nausea and vomiting were infrequent, with 14% of patients experiencing grade 1 or 2 and only 2% experiencing grade 3 or 4.",8643966_12,-1,-1,-1
16254,Paclitaxel,0,1,0,10,"Paclitaxel is thus an active single agent in this patient population, with a 3-hour infusion proving comparably effective to a 24-hour infusion and superior in terms of the incidence of hematologic and nonhematologic toxicity.",8643966_13,0,-1,0
16255,toxicity,34,35,217,225,"Paclitaxel is thus an active single agent in this patient population, with a 3-hour infusion proving comparably effective to a 24-hour infusion and superior in terms of the incidence of hematologic and nonhematologic toxicity.",8643966_13,-1,1,1
16256,paclitaxel,5,6,30,40,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,0,-1,0
16257,NSCLC,12,13,82,87,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,-1,-1,-1
16258,paclitaxel,21,22,135,145,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,0,-1,0
16259,paclitaxel,5,6,22,32,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,0,-1,0
16260,cisplatin,7,8,38,47,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,0,-1,0
16261,head and neck cancers,12,16,74,95,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,-1,-1,-1
16262,head and neck carcinomas,5,9,38,62,Improved outcomes among patients with head and neck carcinomas require investigations of new drugs for induction therapy.,8643971_1,-1,-1,-1
16263,paclitaxel,11,12,83,93,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,0,-1,0
16264,Taxol,13,14,95,100,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,-1,-1,-1
16265,head and neck cancer,32,36,193,213,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,-1,-1,-1
16266,ovarian cancer,53,55,342,356,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,-1,1,1
16267,toxicity,11,12,62,70,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,-1,1,1
16268,paclitaxel,14,15,85,95,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0,-1,0
16269,cisplatin,19,20,127,136,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0,-1,0
16270,head and neck carcinoma,32,36,243,266,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,-1,-1,-1
16271,tumor,1,2,8,13,"Primary tumor sites were oropharynx, 10 patients; hypopharynx, four; larynx, two; oral cavity, three; unknown primary, two; and nasal cavity and parotid gland, one each.",8643971_5,-1,1,1
16272,toxicity,5,6,29,37,"Of 20 patients evaluable for toxicity, four had stage III and 16 had stage IV disease.",8643971_6,-1,1,1
16273,paclitaxel,15,16,75,85,"Treatment, given every 21 days for a maximum of three cycles, consisted of paclitaxel by 3-hour infusion followed the next day by a fixed dose of cisplatin (75 mg/m2).",8643971_7,0,-1,0
16274,cisplatin,28,29,146,155,"Treatment, given every 21 days for a maximum of three cycles, consisted of paclitaxel by 3-hour infusion followed the next day by a fixed dose of cisplatin (75 mg/m2).",8643971_7,0,-1,0
16275,paclitaxel,5,6,39,49,"The dose levels incorporate escalating paclitaxel doses, and intrapatient escalations within a given dose level are permitted if toxicity permits.",8643971_8,0,-1,0
16276,toxicity,19,20,129,137,"The dose levels incorporate escalating paclitaxel doses, and intrapatient escalations within a given dose level are permitted if toxicity permits.",8643971_8,-1,1,1
16277,paclitaxel,1,2,5,15,"With paclitaxel doses of 200 mg/m2 and higher, granulocyte colony-stimulating factor 5 micrograms/kg/d is given (days 4 through 12).",8643971_10,0,-1,0
16278,Alopecia,0,1,0,8,"Alopecia, paresthesias, and arthralgias/myalgias have occurred frequently, but with one exception (a grade 3 myalgia) they have been grade 1 or 2.",8643971_16,-1,-1,-1
16279,paresthesias,2,3,10,22,"Alopecia, paresthesias, and arthralgias/myalgias have occurred frequently, but with one exception (a grade 3 myalgia) they have been grade 1 or 2.",8643971_16,-1,-1,-1
16280,myalgia,18,19,109,116,"Alopecia, paresthesias, and arthralgias/myalgias have occurred frequently, but with one exception (a grade 3 myalgia) they have been grade 1 or 2.",8643971_16,-1,1,1
16281,hematologic toxicity,2,4,17,37,No dose-limiting hematologic toxicity has been seen.,8643971_17,-1,-1,-1
16282,head and neck cancer,9,13,84,104,Paclitaxel/cisplatin is an effective first-line regimen for locoregionally advanced head and neck cancer and continued study is warranted.,8643971_18,-1,-1,-1
16283,paclitaxel,8,9,53,63,Results thus far suggest no dose-response effect for paclitaxel doses above 200 mg/m2.,8643971_19,0,-1,0
16284,Paclitaxel,0,1,0,10,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,0,-1,0
16285,carboplatin,3,4,25,36,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,0,-1,0
16286,ovarian cancer,10,12,77,91,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,-1,1,1
16287,paclitaxel,12,13,62,72,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0,-1,0
16288,Taxol,14,15,74,79,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,-1,-1,-1
16289,carboplatin,32,33,173,184,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0,-1,0
16290,ovarian cancer,41,43,235,249,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,-1,1,1
