,entities,start_chars,end_chars,text,pmid,label
2703,antithyroid drugs,61,78,"CONCLUSION: Toxic hepatitis is a potential adverse effect of antithyroid drugs which warrants, as for haematological disturbances, a pre-therapeutic determination and a careful follow-up of relevant biological markers.",7504976_9,0
2704,biological markers,199,217,"CONCLUSION: Toxic hepatitis is a potential adverse effect of antithyroid drugs which warrants, as for haematological disturbances, a pre-therapeutic determination and a careful follow-up of relevant biological markers.",7504976_9,0
2706,LCa,72,75,"Dose-dependent bradycardia induced by verapamil was potentiated by LNa, LCa, and HCa.",7516729_7,0
2707,LCa,191,194,"Independent but not additive effects of Na and Ca are shown by decreases in the values of [verapamil]o needed to reduce BF by 30% (IC30) with the following order of inhibitory potency: LNa > LCa > HCa > N, resulting LNa+HCa similar to LNa.",7516729_8,0
2708,LCa,113,116,The [verapamil]o that arrested atrial beating (AC) was also potentiated with the order LNa = LNa+LCa = LNa+HCa = LCa > HCa = N. The results indicate that rat atrial spontaneous beating is more dependent on [Na]o than on [Ca]o in a range of +/- 50% of their normal concentration.,7516729_9,0
2711,calcineurin,57,68,Nephrotoxicity of cyclosporin A and FK506: inhibition of calcineurin phosphatase.,7542793_0,0
2709,cyclosporin A,18,31,Nephrotoxicity of cyclosporin A and FK506: inhibition of calcineurin phosphatase.,7542793_0,0
2710,FK506,36,41,Nephrotoxicity of cyclosporin A and FK506: inhibition of calcineurin phosphatase.,7542793_0,0
2712,Cyclosporin A,0,13,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,0
2713,FK506,46,51,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,0
2714,rapamycin,111,120,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,0
2715,FK506,36,41,The molecular mechanisms of CsA and FK506 toxicity were investigated.,7542793_2,0
2716,FK506-binding protein,18,39,"Cyclophilin A and FK506-binding protein, the main intracytoplasmic receptors for CsA and FK506, respectively, were each detected in renal tissue extract.",7542793_3,0
2717,FK506,89,94,"Cyclophilin A and FK506-binding protein, the main intracytoplasmic receptors for CsA and FK506, respectively, were each detected in renal tissue extract.",7542793_3,0
2718,calcineurin,70,81,"In the kidney, high levels of immunoreactive and enzymatically active calcineurin were found which were inhibited by the immunosuppressants CsA and FK506, but not by rapamycin.",7542793_4,0
2719,FK506,148,153,"In the kidney, high levels of immunoreactive and enzymatically active calcineurin were found which were inhibited by the immunosuppressants CsA and FK506, but not by rapamycin.",7542793_4,0
2720,rapamycin,166,175,"In the kidney, high levels of immunoreactive and enzymatically active calcineurin were found which were inhibited by the immunosuppressants CsA and FK506, but not by rapamycin.",7542793_4,0
2721,FK506,97,102,"Finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of CsA and FK506, but not rapamycin.",7542793_5,0
2722,rapamycin,112,121,"Finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of CsA and FK506, but not rapamycin.",7542793_5,0
2725,calcineurin,140,151,These results suggest that the nephrotoxic effects of CsA and FK506 is likely mediated through binding to renal immunophilin and inhibiting calcineurin phosphatase.,7542793_6,0
2723,FK506,62,67,These results suggest that the nephrotoxic effects of CsA and FK506 is likely mediated through binding to renal immunophilin and inhibiting calcineurin phosphatase.,7542793_6,0
2724,immunophilin,112,124,These results suggest that the nephrotoxic effects of CsA and FK506 is likely mediated through binding to renal immunophilin and inhibiting calcineurin phosphatase.,7542793_6,0
5392,Acute renal failure,0,19,Acute renal failure in high dose carboplatin chemotherapy.,7565311_0,1
2726,Carboplatin,0,11,Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients.,7565311_1,0
5393,acute renal failure,39,58,Carboplatin has been reported to cause acute renal failure when administered in high doses to adult patients.,7565311_1,1
5394,Acute renal failure,0,19,Acute renal failure developed followed by a slow partial recovery of renal function.,7565311_3,1
2727,excipients,115,125,"In the two patients, skin and ELISA tests with paramethasone were negative, as was the prick test with each of its excipients.",7582165_5,0
2728,excipients,147,157,"A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients.",7582165_6,0
2729,prostacyclin,55,67,Clinical evaluation on combined administration of oral prostacyclin analogue beraprost and phosphodiesterase inhibitor cilostazol.,7596955_0,0
2730,phosphodiesterase,91,108,Clinical evaluation on combined administration of oral prostacyclin analogue beraprost and phosphodiesterase inhibitor cilostazol.,7596955_0,0
2731,cilostazol,119,129,Clinical evaluation on combined administration of oral prostacyclin analogue beraprost and phosphodiesterase inhibitor cilostazol.,7596955_0,0
2732,prostacyclin,59,71,"Among various oral antiplatelets, a combination of a novel prostacyclin analogue beraprost (BPT) and a potent phosphodiesterase inhibitor cilostazol (CLZ) may result in untoward clinical effects due to possible synergistic elevation of intracellular cAMP (cyclic adenosine 3',5'-monophosphate).",7596955_1,0
2733,phosphodiesterase,110,127,"Among various oral antiplatelets, a combination of a novel prostacyclin analogue beraprost (BPT) and a potent phosphodiesterase inhibitor cilostazol (CLZ) may result in untoward clinical effects due to possible synergistic elevation of intracellular cAMP (cyclic adenosine 3',5'-monophosphate).",7596955_1,0
2734,cilostazol,138,148,"Among various oral antiplatelets, a combination of a novel prostacyclin analogue beraprost (BPT) and a potent phosphodiesterase inhibitor cilostazol (CLZ) may result in untoward clinical effects due to possible synergistic elevation of intracellular cAMP (cyclic adenosine 3',5'-monophosphate).",7596955_1,0
2735,platelet aggregation,81,101,"At various time intervals, physical examination and blood collection for ex vivo platelet aggregation and determination of intraplatelet cAMP were performed.",7596955_4,0
5395,lower limbs,43,54,He was admitted with acute myopathy of the lower limbs which resolved in a few days after pravastatin discontinuation.,7604176_5,1
5396,toxic myopathy,59,73,"While lovastatin and simvastatin have been associated with toxic myopathy, pravastatin-associated myopathy could represent a distinct, inflammatory entity.",7604176_8,1
2736,ammonium salt,96,109,This coma was prevented with 1.68 mmol L-dopa given by gastric intubation 15 minutes before the ammonium salt injection.,761833_2,0
5397,myocardial infarction,18,39,Etoposide-related myocardial infarction.,7619765_0,1
5398,myocardial infarction,20,41,"The occurrence of a myocardial infarction is reported after chemotherapy containing etoposide, in a man with no risk factors for coronary heart disease.",7619765_1,1
2737,etoposide,84,93,"The occurrence of a myocardial infarction is reported after chemotherapy containing etoposide, in a man with no risk factors for coronary heart disease.",7619765_1,0
2738,vitamin B12,21,32,Study of the role of vitamin B12 and folinic acid supplementation in preventing hematologic toxicity of zidovudine.,7628595_0,0
2739,folinic acid,37,49,Study of the role of vitamin B12 and folinic acid supplementation in preventing hematologic toxicity of zidovudine.,7628595_0,0
2740,vitamin B12,70,81,"A prospective, randomized study was conducted to evaluate the role of vitamin B12 and folinic acid supplementation in preventing zidovudine (ZDV)-induced bone marrow suppression.",7628595_1,0
2741,folinic acid,86,98,"A prospective, randomized study was conducted to evaluate the role of vitamin B12 and folinic acid supplementation in preventing zidovudine (ZDV)-induced bone marrow suppression.",7628595_1,0
2743,vitamin B12,243,254,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,0
2742,folinic acid,198,210,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,0
2744,group II,282,290,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,0
2745,group II,122,130,"Finally, 15 patients were excluded from the study (noncompliance 14, death 1); thus, 60 patients (31 in group I and 29 in group II) were eligible for analysis.",7628595_3,0
2746,vitamin B12,18,29,"During the study, vitamin B12 and folate levels were significantly higher in group II patients; however, no differences in hemoglobin, hematocrit, mean corpuscular volume, and white-cell, neutrophil and platelet counts were observed between groups at 3, 6, 9 and 12 months.",7628595_5,0
2747,group II,77,85,"During the study, vitamin B12 and folate levels were significantly higher in group II patients; however, no differences in hemoglobin, hematocrit, mean corpuscular volume, and white-cell, neutrophil and platelet counts were observed between groups at 3, 6, 9 and 12 months.",7628595_5,0
2748,group II,146,154,Severe hematologic toxicity (neutrophil count < 1000/mm3 and/or hemoglobin < 8 g/dl) occurred in 4 patients assigned to group I and 7 assigned to group II.,7628595_6,0
2749,vitamin B12,33,44,There was no correlation between vitamin B12 or folate levels and development of myelosuppression.,7628595_7,0
2751,folinic acid,16,28,"Vitamin B12 and folinic acid supplementation of ZDV therapy does not seem useful in preventing or reducing ZDV-induced myelotoxicity in the overall treated population, although a beneficial effect in certain subgroups of patients cannot be excluded.",7628595_8,0
2750,Vitamin B12,0,11,"Vitamin B12 and folinic acid supplementation of ZDV therapy does not seem useful in preventing or reducing ZDV-induced myelotoxicity in the overall treated population, although a beneficial effect in certain subgroups of patients cannot be excluded.",7628595_8,0
2752,immune response,51,66,Halothane hepatitis appears to involve an aberrant immune response.,7647582_2,0
2753,cytosolic,85,94,Enflurane administration resulted in neoantigens detected in both the microsomal and cytosolic fraction of liver homogenates and in the centrilobular region of the liver.,7647582_6,0
5399,centrilobular,136,149,Enflurane administration resulted in neoantigens detected in both the microsomal and cytosolic fraction of liver homogenates and in the centrilobular region of the liver.,7647582_6,1
2754,fluorinated,49,60,"In the same liver, biochemical analysis detected fluorinated liver adducts that were up to 20-fold greater in guinea pigs than in rats.",7647582_7,0
5400,myasthenia gravis,186,203,"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops, presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis.",7650771_1,1
2755,echothiophate iodide,66,86,"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops, presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis.",7650771_1,0
2756,eye drops,140,149,Red blood cell and serum cholinesterase levels were severely depressed and symptoms resolved spontaneously following discontinuation of the eye drops.,7650771_2,0
2757,flumazenil,14,24,Seizure after flumazenil administration in a pediatric patient.,7651879_0,0
2758,Flumazenil,0,10,Flumazenil is a benzodiazepine receptor antagonist used to reverse sedation and respiratory depression induced by benzodiazepines.,7651879_1,0
5401,respiratory depression,80,102,Flumazenil is a benzodiazepine receptor antagonist used to reverse sedation and respiratory depression induced by benzodiazepines.,7651879_1,1
2759,flumazenil,56,66,Little information exists concerning adverse effects of flumazenil in children.,7651879_4,0
2760,flumazenil,118,128,We report the occurrence of a generalized tonic-clonic seizure in a pediatric patient following the administration of flumazenil.,7651879_5,0
5402,generalized tonic-clonic seizure,30,62,We report the occurrence of a generalized tonic-clonic seizure in a pediatric patient following the administration of flumazenil.,7651879_5,1
5403,bone marrow,79,90,Phase I trial of 13-cis-retinoic acid in children with neuroblastoma following bone marrow transplantation.,7707116_0,1
5404,bone marrow,206,217,"This phase I trial was designed to determine the maximal-tolerated dosage (MTD), toxicities, and pharmacokinetics of cis-RA administered on an intermittent schedule in children with neuroblastoma following bone marrow transplantation (BMT).",7707116_3,1
2761,malondialdehyde,26,41,"Time dependence of plasma malondialdehyde, oxypurines, and nucleosides during incomplete cerebral ischemia in the rat.",7710775_0,0
5405,cerebral ischemia,89,106,"Time dependence of plasma malondialdehyde, oxypurines, and nucleosides during incomplete cerebral ischemia in the rat.",7710775_0,1
5406,cerebral ischemia,11,28,Incomplete cerebral ischemia (30 min) was induced in the rat by bilaterally clamping the common carotid arteries.,7710775_1,1
5407,common carotid,89,103,Incomplete cerebral ischemia (30 min) was induced in the rat by bilaterally clamping the common carotid arteries.,7710775_1,1
2762,malondialdehyde,131,146,"Plasma extracts were analyzed by a highly sensitive high-performance liquid chromatographic method for the direct determination of malondialdehyde, oxypurines, and nucleosides.",7710775_3,0
2763,malondialdehyde,7,22,"Plasma malondialdehyde, which was present in minimal amount at zero time (0.058 mumol/liter plasma; SD 0.015), increased after 5 min of ischemia, resulting in a fivefold increase after 30 min of carotid occlusion (0.298 mumol/liter plasma; SD 0.078).",7710775_5,0
2765,nitroprusside,311,324,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0
2766,malondialdehyde,424,439,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0
2764,malondialdehyde,17,32,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,0
2767,malondialdehyde,52,67,"The present data indicate that the determination of malondialdehyde, oxypurines, and nucleosides in peripheral blood, may be used to monitor the metabolic alterations of tissues occurring during ischemic phenomena.(ABSTRACT TRUNCATED AT 250 WORDS)",7710775_7,0
2768,nanoparticle,25,37,Acute doxorubicin-loaded nanoparticle (DXNP) renal toxicity was explored in both normal rats and rats with experimental glomerulonephritis.,7724492_1,0
2769,E2,209,211,"Prostaglandin E2-induced bladder hyperactivity in normal, conscious rats: involvement of tachykinins?In normal conscious rats investigated by continuous cystometry, intravesically instilled prostaglandin (PG) E2 facilitated micturition and increased basal intravesical pressure.",7752389_0,0
2770,PGE2,23,27,"Intra-arterially given PGE2 produced a distinct increase in bladder pressure before initiating a micturition reflex, indicating that the PG had a direct contractant effect on the detrusor smooth muscle.",7752389_2,0
2773,PGE2,180,184,"The effect of intra-arterial PGE2 could not be blocked by intra-arterial RP 67,580 or SR 48,968, which opens the possibility that the micturition reflex elicited by intra-arterial PGE2 was mediated by pathways other than the reflex initiated when the PG was given intravesically.",7752389_3,0
2772,RP,73,75,"The effect of intra-arterial PGE2 could not be blocked by intra-arterial RP 67,580 or SR 48,968, which opens the possibility that the micturition reflex elicited by intra-arterial PGE2 was mediated by pathways other than the reflex initiated when the PG was given intravesically.",7752389_3,0
2771,PGE2,29,33,"The effect of intra-arterial PGE2 could not be blocked by intra-arterial RP 67,580 or SR 48,968, which opens the possibility that the micturition reflex elicited by intra-arterial PGE2 was mediated by pathways other than the reflex initiated when the PG was given intravesically.",7752389_3,0
2774,PGE2,53,57,"The present results thus suggest that intra-arterial PGE2, given near the bladder, may initiate micturition in the normal rat chiefly by directly contracting the smooth muscle of the detrusor.",7752389_4,0
5408,detrusor,183,191,"The present results thus suggest that intra-arterial PGE2, given near the bladder, may initiate micturition in the normal rat chiefly by directly contracting the smooth muscle of the detrusor.",7752389_4,1
2775,smooth muscle,162,175,"The present results thus suggest that intra-arterial PGE2, given near the bladder, may initiate micturition in the normal rat chiefly by directly contracting the smooth muscle of the detrusor.",7752389_4,0
2776,PGE2,36,40,"However, when given intravesically, PGE2 may stimulate micturition by releasing tachykinins from nerves in and/or immediately below the urothelium.",7752389_5,0
5409,urinary tract,140,153,"Prostanoids may, via release of tachykinins, contribute to both urge and bladder hyperactivity seen in inflammatory conditions of the lower urinary tract.",7752389_7,1
5410,heart block,42,53,Refractory cardiogenic shock and complete heart block after verapamil SR and metoprolol treatment.,7785794_0,1
5411,heart block,55,66,A seventy-eight-year-old woman presented with complete heart block and refractory hypotension two days after a therapeutic dose of sustained-release verapamil with concomitant use of metoprolol.,7785794_2,1
2777,dobutamine,180,190,"The patient continued to remain hypotensive with complete heart block, even with multiple uses of intravenous atropine as well as high doses of pressor agents such as dopamine and dobutamine.",7785794_3,0
5412,heart block,58,69,"The patient continued to remain hypotensive with complete heart block, even with multiple uses of intravenous atropine as well as high doses of pressor agents such as dopamine and dobutamine.",7785794_3,1
5413,heart block,104,115,"However, shortly after the use of intravenous calcium chloride, the refractory hypotension and complete heart block resolved.",7785794_4,1
5414,Group B,273,280,"METHODS: Forty-five hospitalized elderly patients (> 65 years old) who required therapy with nonsteroidal antiinflammatory drugs (NSAID) were randomly assigned to receive either indomethacin, 150 mg/day (Group A), or indomethacin 150 mg/day plus misoprostol at 0.6 mg/day (Group B).",7791169_2,1
5415,Group B,219,226,"RESULTS: Forty-two patients completed the study, 22 in Group A and 20 in Group B. BUN and creatinine increased by > 50% of baseline levels in 54 and 45% of Group A patients, respectively, compared to only 20 and 10% of Group B patients (p < 0.05).",7791169_5,1
2778,creatinine,90,100,"RESULTS: Forty-two patients completed the study, 22 in Group A and 20 in Group B. BUN and creatinine increased by > 50% of baseline levels in 54 and 45% of Group A patients, respectively, compared to only 20 and 10% of Group B patients (p < 0.05).",7791169_5,0
5416,Group B,96,103,"Potassium (K) increment of 0.6 mEq/l or more was observed in 50% of Group A, but in only 15% of Group B patients (p < 0.05).",7791169_6,1
5417,Group B,96,103,"The mean increments in BUN, creatinine, and K were reduced by 63, 80, and 42%, respectively, in Group B patients compared to Group A. Response to treatment did not differ significantly between the 2 groups.",7791169_7,1
2779,creatinine,28,38,"The mean increments in BUN, creatinine, and K were reduced by 63, 80, and 42%, respectively, in Group B patients compared to Group A. Response to treatment did not differ significantly between the 2 groups.",7791169_7,0
5418,side-effects,11,23,Safety and side-effects of alprazolam.,7802851_0,1
5423,side-effects,31,43,CONCLUSIONS: Alprazolam caused side-effects and adverse effects during treatment but many patients were willing to accept these.,7802851_11,1
5419,side-effect,83,94,"The efficacy of alprazolam and placebo in panic disorder with agoraphobia, and the side-effect and adverse effect profiles of both drug groups were measured.",7802851_3,1
5421,side-effects,161,173,"Compared with placebo subjects, alprazolam patients developed more adverse reactions (21% v. 0%) of depression, enuresis, disinhibition and aggression; and more side-effects, particularly sedation, irritability, impaired memory, weight loss and ataxia.",7802851_8,1
5420,adverse reactions,67,84,"Compared with placebo subjects, alprazolam patients developed more adverse reactions (21% v. 0%) of depression, enuresis, disinhibition and aggression; and more side-effects, particularly sedation, irritability, impaired memory, weight loss and ataxia.",7802851_8,1
5422,Side-effects,0,12,Side-effects tended to diminish during treatment but remained significant at week 8.,7802851_9,1
2780,dextromethorphan,48,64,Cognitive deterioration from long-term abuse of dextromethorphan: a case report.,7803371_0,0
2781,Dextromethorphan,0,16,"Dextromethorphan (DM), the dextrorotatory isomer of 3-hydroxy-N-methylmorphinan, is the main ingredient in a number of widely available, over-the-counter antitussives.",7803371_1,0
11862,ouabain,11,18,Effects of ouabain on myocardial oxygen supply and demand in patients with chronic coronary artery disease.,783197_0,0
5424,heart failure,67,80,"A hemodynamic, volumetric, and metabolic study in patients without heart failure.",783197_1,1
5431,compensatory,14,26,"Nevertheless, compensatory mechanisms prevent a deterioration of resting myocardial metabolism.",783197_12,1
5425,body weight,48,59,"We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure.",783197_3,1
5426,congestive heart failure,190,214,"We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure.",783197_3,1
11868,ouabain,27,34,"We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure.",783197_3,0
5427,Left ventricular,0,16,"Left ventricular end-diastolic pressure and left ventricular end-diastolic volume fell in each patient given ouabain, even though they were initially elevated in only two patients.",783197_5,1
5428,left ventricular,44,60,"Left ventricular end-diastolic pressure and left ventricular end-diastolic volume fell in each patient given ouabain, even though they were initially elevated in only two patients.",783197_5,1
5429,Left ventricular,0,16,Left ventricular end-diastolic pressure fell from 11.5+/-1.4 (mean+/-SE) to 5.6+/-0.9 mm Hg (P less than 0.001) and left ventricular end-diastolic volume fell from 100+/-17 to 82+/-12 ml/m2 (P less than 0.01) 1 h after ouabain infusion was completed.,783197_6,1
5430,left ventricular,116,132,Left ventricular end-diastolic pressure fell from 11.5+/-1.4 (mean+/-SE) to 5.6+/-0.9 mm Hg (P less than 0.001) and left ventricular end-diastolic volume fell from 100+/-17 to 82+/-12 ml/m2 (P less than 0.01) 1 h after ouabain infusion was completed.,783197_6,1
5432,proliferative,54,67,This case study reveals an unusual finding of rapidly proliferative crescentic glomerulonephritis in a patient treated with rifampin who had no other identifiable causes for developing this disease.,7834920_1,1
5433,renal failure,148,161,This patient underwent a 10-month regimen of rifampin and isoniazid for pulmonary tuberculosis and was discovered to have developed signs of severe renal failure five weeks after completion of therapy.,7834920_2,1
5434,ocular hypertension,22,41,Dexamethasone-induced ocular hypertension in perfusion-cultured human eyes.,7843916_0,1
5435,ocular hypertension,70,89,PURPOSE: Glucocorticoid administration can lead to the development of ocular hypertension and corticosteroid glaucoma in a subset of the population through a decrease in the aqueous humor outflow facility.,7843916_1,1
5436,ocular hypertension,104,123,"CONCLUSION: Dexamethasone treatment of isolated, perfusion-cultured human eyes led to the generation of ocular hypertension in approximately 30% of the dexamethasone-treated eyes.",7843916_12,1
5437,open angle glaucoma,135,154,Steroid treatment resulted in morphologic changes in the trabecular meshwork similar to those reported for corticosteroid glaucoma and open angle glaucoma.,7843916_13,1
5438,primary open angle glaucoma,116,143,This system may provide an acute model in which to study the pathogenic mechanisms involved in steroid glaucoma and primary open angle glaucoma.,7843916_14,1
2782,serum-free media,29,45,Paired eyes were perfused in serum-free media with or without 10(-7) M dexamethasone for 12 days.,7843916_4,0
2783,folinic acid,70,82,Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.,7858459_0,0
2784,cisplatinum,74,85,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0
2785,etoposide,87,96,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0
2786,folinic acid,150,162,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,0
2787,folinic acid,214,226,"He developed acute neurologic symptoms of mental confusion, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and folinic acid infusion.",7858459_2,0
5439,neurologic symptoms,19,38,"He developed acute neurologic symptoms of mental confusion, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and folinic acid infusion.",7858459_2,1
2788,folinic acid,84,96,"This complication reappeared on day 25 during the second dose of 5-fluorouracil and folinic acid, which were then the only drugs given.",7858459_3,0
5440,neurotoxicity,72,85,"Because folinic acid was unlikely to be associated with this condition, neurotoxicity due to high-dose 5-fluorouracil was highly suspected.",7858459_4,1
2789,folinic acid,8,20,"Because folinic acid was unlikely to be associated with this condition, neurotoxicity due to high-dose 5-fluorouracil was highly suspected.",7858459_4,0
5441,dehydrogenase deficiency,160,184,"The pathogenesis of 5-fluorouracil neurotoxicity may be due to a Krebs cycle blockade by fluoroacetate and fluorocitrate, thiamine deficiency, or dihydrouracil dehydrogenase deficiency.",7858459_5,1
2790,oxcarbazepine,37,50,Effect of switching carbamazepine to oxcarbazepine on the plasma levels of neuroleptics.,7862923_0,0
2791,oxcarbazepine,51,64,"Carbamazepine was switched to its 10-keto analogue oxcarbazepine among six difficult-to-treat schizophrenic or organic psychotic patients using concomitantly haloperidol, chlorpromazine or clozapine.",7862923_2,0
2792,enzyme systems,138,152,The results of this case report support the idea that in contrast with carbamazepine oxcarbazepine does not induce the hepatic microsomal enzyme systems regulating the inactivation of antipsychotic drugs.,7862923_5,0
2793,antipsychotic drugs,184,203,The results of this case report support the idea that in contrast with carbamazepine oxcarbazepine does not induce the hepatic microsomal enzyme systems regulating the inactivation of antipsychotic drugs.,7862923_5,0
5442,brachial plexus,50,65,Auditory disturbance associated with interscalene brachial plexus block.,7880714_0,1
5443,brachial plexus,116,131,We performed an audiometric study in 20 patients who underwent surgery of the shoulder region under an interscalene brachial plexus block (IBPB).,7880714_1,1
2795,bupivacaine,93,104,Bupivacaine 0.75% with adrenaline was given followed by a 24-hr continuous infusion of 0.25% bupivacaine.,7880714_2,0
2794,Bupivacaine,0,11,Bupivacaine 0.75% with adrenaline was given followed by a 24-hr continuous infusion of 0.25% bupivacaine.,7880714_2,0
5444,hearing impairment,17,35,"In four patients hearing impairment on the side of the block was demonstrated after operation, in three measurements on the day of surgery and in one on the following day.",7880714_4,1
2796,bupivacaine,101,112,The maximum change in threshold was 35 dB at 6 kHz measured at the end of the continuous infusion of bupivacaine.,7880714_6,0
5445,auditory dysfunction,25,45,"IBPB may cause transient auditory dysfunction in the ipsilateral ear, possibly via an effect on sympathetic innervation.",7880714_8,1
2797,puromycin,37,46,Time course of lipid peroxidation in puromycin aminonucleoside-induced nephropathy.,7881871_0,0
2798,puromycin aminonucleoside,74,99,"Reactive oxygen species have been implicated in the pathogenesis of acute puromycin aminonucleoside (PAN)-induced nephropathy, with antioxidants significantly reducing the proteinuria.",7881871_1,0
2799,puromycin aminonucleoside,48,73,"Rats were treated with a single IV injection of puromycin aminonucleoside, (PAN, 7.5 mg/kg) and 24 hour urine samples were obtained prior to sacrifice on days 3,5,7,10,17,27,41 (N = 5-10 per group).",7881871_3,0
2800,TRIS buffer,48,59,"The kidneys were removed, flushed with ice cold TRIS buffer.",7881871_4,0
2801,octreotide,51,61,Composition of gall bladder stones associated with octreotide: response to oral ursodeoxycholic acid.,7890216_0,0
2802,ursodeoxycholic acid,80,100,Composition of gall bladder stones associated with octreotide: response to oral ursodeoxycholic acid.,7890216_0,0
2803,Octreotide,0,10,"Octreotide, an effective treatment for acromegaly, induces gall bladder stones in 13-60% of patients.",7890216_1,0
2806,octreotide,15,25,"In conclusion, octreotide induced gall stones are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some gall stones containing calcium.",7890216_10,0
5453,gall stones,226,237,"In conclusion, octreotide induced gall stones are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some gall stones containing calcium.",7890216_10,1
5452,gall stones,34,45,"In conclusion, octreotide induced gall stones are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some gall stones containing calcium.",7890216_10,1
