,entities,text,pmid,label
21133,chronic renal failure,Clarithromycin-associated visual hallucinations in a patient with chronic renal failure on continuous ambulatory peritoneal dialysis.,8546130_0,1
21134,chronic renal failure,Visual hallucinations are a rare event in chronic renal failure and not related to uremia per se.,8546130_1,1
21136,visual hallucinations,"Unreported in the literature is visual hallucinations occurring in association with the new macrolide antibiotic, clarithromycin.",8546130_2,1
21142,chronic renal failure,"The combination of a relatively high dose of clarithromycin in face of chronic renal failure in a functionally anephric patient, with underlying aluminum intoxication, may have facilitated the appearance of this neurotoxic side effect.",8546130_4,1
21145,chronic renal failure,"It is important to understand the pharmacokinetics of medications in face of chronic renal failure, the possibility of drug interactions, and how these factors should help guide medication therapy in the ESRD patient.",8546130_5,1
21170,vinorelbine,Phase II trial of vinorelbine in metastatic squamous cell esophageal carcinoma.,8558192_0,0
21175,vinorelbine,European Organization for Research and Treatment of Cancer Gastrointestinal Treat Cancer Cooperative Group.PURPOSE: To evaluate the response rate and toxic effects of vinorelbine (VNB) administered as a single agent in metastatic squamous cell esophageal carcinoma. PATIENTS AND METHODS: Forty-six eligible patients with measurable lesions were included and were stratified according to previous chemotherapy.,8558192_1,0
21193,neurotoxicity,"Other side effects were rare, and peripheral neurotoxicity has been minor (26% grade 1).",8558192_12,1
21213,hexamethonium,Intravenous infusion of the ganglionic blocker hexamethonium resulted in a rapid decline in MAP that eliminated the dietary sodium chloride-induced increase in MAP in both groups.,8586822_5,0
21248,Thiopentone,Thiopentone pretreatment for propofol injection pain in ambulatory patients.,8595686_0,0
21250,propofol,Thiopentone pretreatment for propofol injection pain in ambulatory patients.,8595686_0,0
21252,propofol,This study investigated propofol injection pain in patients undergoing ambulatory anaesthesia.,8595686_1,0
21255,propofol,"In a randomized, double-blind trial, 90 women were allocated to receive one of three treatments prior to induction of anaesthesia with propofol.",8595686_2,0
21258,thiopentone,"Patients in Group C received 2 ml normal saline, Group L, 2 ml, lidocaine 2% (40 mg) and Group T, 2 ml thiopentone 2.5% (50 mg).",8595686_3,0
21261,propofol,Venous discomfort was assessed with a visual analogue scale (VAS) 5-15 sec after commencing propofol administration using an infusion pump (rate 1000 micrograms.kg-1.min-1).,8595686_4,0
21280,propofol,"Assessing their overall satisfaction, 89.7% would choose propofol anaesthesia again.",8595686_9,0
21281,propofol,We conclude that lidocaine reduces the incidence and severity of propofol injection pain in ambulatory patients whereas thiopentone only reduces its severity.,8595686_10,0
21283,thiopentone,We conclude that lidocaine reduces the incidence and severity of propofol injection pain in ambulatory patients whereas thiopentone only reduces its severity.,8595686_10,0
21294,cardiotoxicity,Late cardiotoxicity after treatment for a malignant bone tumor.,8600333_0,1
21305,cardiac toxicity,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,1
21307,ventricular arrhythmias,"Eighteen of 31 (58%) patients showed cardiac toxicity, defined as having one or more of the following abnormalities: late potentials, complex ventricular arrhythmias, left ventricular dilation, decreased shortening fraction, or decreased ejection fraction.",8600333_5,1
21319,cardiotoxicity,"The incidence of doxorubicin-induced cardiotoxicity is high and increases with follow-up, irrespective of cumulative dose.",8600333_9,1
21323,cardiotoxicity,The results of our study suggest that heart rate variability and LVPW index could be sensitive indicators for cardiotoxicity.,8600333_11,1
21399,paclitaxel,Chemotherapy of advanced inoperable non-small cell lung cancer with paclitaxel: a phase II trial.,8643966_0,0
21401,Paclitaxel,"Paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) has demonstrated significant antineoplastic activity against different tumor types, notably ovarian and breast carcinoma.",8643966_1,0
21407,paclitaxel,Two phase II trials of 24-hour paclitaxel infusions in chemotherapy-naive patients with stage IIIB or IV non-small cell lung cancer (NSCLC) reported response rates of 21% and 24%.,8643966_2,0
21413,paclitaxel,We investigated the efficacy and toxicity of a 3-hour paclitaxel infusion in a phase II trial in patients with inoperable stage IIIB or IV NSCLC.,8643966_4,0
21419,Paclitaxel,Paclitaxel 225 mg/m2 was infused over 3 hours every 3 weeks with standard prophylactic premedication.,8643966_7,0
21427,polyneuropathy,Grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,8643966_10,1
21428,polyneuropathy,Grade 1 or 2 polyneuropathy affected 56% of patients while only one (2%) experienced severe polyneuropathy.,8643966_10,1
21434,Paclitaxel,"Paclitaxel is thus an active single agent in this patient population, with a 3-hour infusion proving comparably effective to a 24-hour infusion and superior in terms of the incidence of hematologic and nonhematologic toxicity.",8643966_13,0
21440,paclitaxel,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,0
21443,paclitaxel,"Further phase II studies with paclitaxel combined with other drugs active against NSCLC are indicated, and phase III studies comparing paclitaxel with standard chemotherapy remain to be completed.",8643966_14,0
21446,paclitaxel,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,0
21447,cisplatin,A phase I/II study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,8643971_0,0
21451,paclitaxel,"Preliminary results of an Eastern Cooperative Oncology Group study of single-agent paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) reported a 37% response rate in patients with head and neck cancer, and the paclitaxel/cisplatin combination has been used successfully and has significantly improved median response duration in ovarian cancer patients.",8643971_2,0
21459,paclitaxel,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0
21460,cisplatin,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0
21469,paclitaxel,"Treatment, given every 21 days for a maximum of three cycles, consisted of paclitaxel by 3-hour infusion followed the next day by a fixed dose of cisplatin (75 mg/m2).",8643971_7,0
21471,cisplatin,"Treatment, given every 21 days for a maximum of three cycles, consisted of paclitaxel by 3-hour infusion followed the next day by a fixed dose of cisplatin (75 mg/m2).",8643971_7,0
21472,paclitaxel,"The dose levels incorporate escalating paclitaxel doses, and intrapatient escalations within a given dose level are permitted if toxicity permits.",8643971_8,0
21475,paclitaxel,"With paclitaxel doses of 200 mg/m2 and higher, granulocyte colony-stimulating factor 5 micrograms/kg/d is given (days 4 through 12).",8643971_10,0
21491,paclitaxel,Results thus far suggest no dose-response effect for paclitaxel doses above 200 mg/m2.,8643971_19,0
21492,Paclitaxel,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,0
21493,carboplatin,Paclitaxel combined with carboplatin in the first-line treatment of advanced ovarian cancer.,8643973_0,0
21497,paclitaxel,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0
21499,carboplatin,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0
21500,paclitaxel,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0
21502,carboplatin,The fixed dose of carboplatin at levels 1 through 4 was given to achieve an area under the concentration-time curve (AUC) of 5 using the Calvert formula.,8643973_2,0
21505,carboplatin,"In levels 5 and 6 the carboplatin dose was targeted at AUCs of 6 and 7.5, respectively, combined with a fixed paclitaxel dose of 185 mg/m2.",8643973_3,0
21506,paclitaxel,"In levels 5 and 6 the carboplatin dose was targeted at AUCs of 6 and 7.5, respectively, combined with a fixed paclitaxel dose of 185 mg/m2.",8643973_3,0
21510,myelosuppression,"The dose-limiting toxicity of the combination was myelosuppression (leukopenia, granulocytopenia, and thrombocytopenia).",8643973_5,1
21511,Neurotoxicity,Neurotoxicity was largely moderate.,8643973_6,1
21514,paclitaxel,We conclude that the combination of paclitaxel 185 mg/m2 administered as a 3-hour infusion followed immediately by a 1-hour infusion of carboplatin at an AUC of 6 can be administered safely in a 21-day schedule in the outpatient setting.,8643973_9,0
21517,carboplatin,We conclude that the combination of paclitaxel 185 mg/m2 administered as a 3-hour infusion followed immediately by a 1-hour infusion of carboplatin at an AUC of 6 can be administered safely in a 21-day schedule in the outpatient setting.,8643973_9,0
21521,paclitaxel,The recommended dose for phase III studies is paclitaxel 185 mg/m2 and carboplatin AUC 6.,8643973_10,0
21523,carboplatin,The recommended dose for phase III studies is paclitaxel 185 mg/m2 and carboplatin AUC 6.,8643973_10,0
21524,propranolol,Improvement of levodopa-induced dyskinesia by propranolol in Parkinson's disease.,8649546_0,0
21528,propranolol,Seven patients suffering from Parkinson's disease (PD) with severely disabling dyskinesia received low-dose propranolol as an adjunct to the currently used medical treatment.,8649546_1,0
21532,dystonia,"Ballistic and choreic dyskinesia were markedly ameliorated, whereas dystonia was not.",8649546_3,1
21541,methylprednisolone,"Therefore, 60 male rats were randomly assigned to receive daily injection of saline (C), methylprednisolone (M), or triamcinolone (T) 80 mg/kg/d for 5 d. Nutritional intake, measured daily in 15 animals, showed a significant reduction of food intake in the steroid-treated groups (-50 and -79% in M and T, respectively).",8665051_3,0
21579,chronic renal failure,Habitual use of acetaminophen as a risk factor for chronic renal failure: a comparison with phenacetin.,8669433_0,1
21583,chronic renal failure,"Six epidemiologic studies in the United States and Europe indicate that habitual use of phenacetin is associated with the development of chronic renal failure and end-stage renal disease (ESRD), with a relative risk in the range of 4 to 19.",8669433_1,1
21584,end-stage renal disease,"Six epidemiologic studies in the United States and Europe indicate that habitual use of phenacetin is associated with the development of chronic renal failure and end-stage renal disease (ESRD), with a relative risk in the range of 4 to 19.",8669433_1,1
21593,chronic renal failure,"However, three case control studies, one each in North Carolina, northern Maryland, and West Berlin, Germany, showed that habitual use of acetaminophen is also associated with chronic renal failure and ESRD, with a relative risk in the range of 2 to 4.",8669433_3,1
21601,mesna,Continuous subcutaneous administration of mesna to prevent ifosfamide-induced hemorrhagic cystitis.,8677458_0,0
21604,ifosfamide,Hemorrhagic cystitis is a major potential toxicity of ifosfamide that can be prevented by administering mesna along with the cytotoxic agent.,8677458_1,0
21605,mesna,Hemorrhagic cystitis is a major potential toxicity of ifosfamide that can be prevented by administering mesna along with the cytotoxic agent.,8677458_1,0
21607,Mesna,"Mesna is generally administered by the intravenous route, although experience with oral delivery of the drug has increased.",8677458_2,0
21611,mesna,The continuous subcutaneous administration of mesna has the advantage of not requiring intravenous access.,8677458_3,0
21616,mesna,"In addition, subcutaneous delivery of the neutralizing agent will not be associated with the risk of inadequate urinary mesna concentrations, such as in a patient taking oral mesna who experiences severe ifosfamide-induced emesis and is unable to absorb the drug.",8677458_4,0
21617,mesna,"In addition, subcutaneous delivery of the neutralizing agent will not be associated with the risk of inadequate urinary mesna concentrations, such as in a patient taking oral mesna who experiences severe ifosfamide-induced emesis and is unable to absorb the drug.",8677458_4,0
21620,mesna,"Limited clinical experience with continuous subcutaneous mesna administration suggests it is a safe, practical, and economic method of drug delivery that permits ifosfamide to be administered successfully in the outpatient setting.",8677458_5,0
21623,ifosfamide,"Limited clinical experience with continuous subcutaneous mesna administration suggests it is a safe, practical, and economic method of drug delivery that permits ifosfamide to be administered successfully in the outpatient setting.",8677458_5,0
21626,allergic reactions,Other symptoms of allergic reactions were not clinically detectable.,8682684_5,1
21631,lignocaine,Leg and back pain after spinal anaesthesia involving hyperbaric 5% lignocaine.,8686832_0,0
21632,lignocaine,"Fifty-four patients, aged 27-90 years, who were given lignocaine 5% in 6.8% glucose solution for spinal anaesthesia were studied.",8686832_1,0
21639,lignocaine,Leg and/or back pain is associated with the intrathecal use of hyperbaric 5% lignocaine.,8686832_5,0
21644,diabetic nephropathy,Reduction of heparan sulphate-associated anionic sites in the glomerular basement membrane of rats with streptozotocin-induced diabetic nephropathy.,8690168_0,1
21649,streptozotocin,"Heparan sulphate-associated anionic sites in the glomerular basement membrane were studied in rats 8 months after induction of diabetes by streptozotocin and in age- adn sex-matched control rats, employing the cationic dye cuprolinic blue.",8690168_1,0
21717,hemolytic anemia,Microangiopathic hemolytic anemia complicating FK506 (tacrolimus) therapy.,8701950_0,1
21719,tacrolimus,Microangiopathic hemolytic anemia complicating FK506 (tacrolimus) therapy.,8701950_0,0
21723,tacrolimus,We describe 3 episodes of microangiopathic hemolytic anemia (MAHA) in 2 solid organ recipients under FK506 (tacrolimus) therapy.,8701950_1,0
21727,dipyridamole,"In both cases, discontinuation of FK506 and treatment with plasma exchange, fresh frozen plasma replacement, corticosteroids, aspirin, and dipyridamole led to resolution of MAHA.",8701950_2,0
21736,apnoea,Fifteen patients demonstrating unexpected prolonged apnoea lasting several hours after succinylcholine have been treated by a new preparation of human serum cholinesterase.,871943_1,1
21737,apnoea,Fifteen patients demonstrating unexpected prolonged apnoea lasting several hours after succinylcholine have been treated by a new preparation of human serum cholinesterase.,871943_1,1
21782,renal toxicity,Effect of some anticancer drugs and combined chemotherapy on renal toxicity.,8739323_0,1
21786,5-fluorouracil,"The nephrotoxic action of anticancer drugs such as nitrogranulogen (NG), methotrexate (MTX), 5-fluorouracil (5-FU) and cyclophosphamide (CY) administered alone or in combination [MTX + 5-FU + CY (CMF)] was evaluated in experiments on Wistar rats.",8739323_1,0
21788,cyclophosphamide,"The nephrotoxic action of anticancer drugs such as nitrogranulogen (NG), methotrexate (MTX), 5-fluorouracil (5-FU) and cyclophosphamide (CY) administered alone or in combination [MTX + 5-FU + CY (CMF)] was evaluated in experiments on Wistar rats.",8739323_1,0
21796,creatinine,"After drug administration, creatinine concentrations in the plasma and in the urine of the rats were determined, as well as creatinine clearance.",8739323_2,0
21797,creatinine,"After drug administration, creatinine concentrations in the plasma and in the urine of the rats were determined, as well as creatinine clearance.",8739323_2,0
21800,creatinine,After MTX administration a significant increase (p = 0.0228) in the plasma creatinine concentration and a significant (p = 0.0001) decrease in creatinine clearance was noted compared to controls.,8739323_4,0
21801,creatinine,After MTX administration a significant increase (p = 0.0228) in the plasma creatinine concentration and a significant (p = 0.0001) decrease in creatinine clearance was noted compared to controls.,8739323_4,0
21805,creatinine,"After the administration of NG, 5-FU and CY neither a statistically significant increase in creatinine concentration nor an increase in creatinine clearance was observed compared to the group receiving no cytostatics.",8739323_5,0
21806,creatinine,"After the administration of NG, 5-FU and CY neither a statistically significant increase in creatinine concentration nor an increase in creatinine clearance was observed compared to the group receiving no cytostatics.",8739323_5,0
21811,creatinine,"Following polytherapy according to the CMF regimen, a statistically significant decrease (p = 0.0343) in creatinine clearance was found, but creatinine concentration did not increase significantly compared to controls.",8739323_6,0
21812,creatinine,"Following polytherapy according to the CMF regimen, a statistically significant decrease (p = 0.0343) in creatinine clearance was found, but creatinine concentration did not increase significantly compared to controls.",8739323_6,0
21825,nephrotoxicity,Our studies indicate that nephrotoxicity of MTX + 5-FU + CY administered jointly is lower than in monotherapy.,8739323_9,1
21854,liver injury,"Recently, we demonstrated the hepatoprotective effects of nicotinic acid amide, a selective inhibitor of poly(ADP-ribose) polymerase (PARP; EC 2.4.2.30) on mice suffering from acetaminophen (AAP)-hepatitis, suggesting that the AAP-induced liver injury involves a step which depends on adenoribosylation.",8742498_1,1
21876,liver damage,"In these animals, only minor increases of serum transaminase activities were measured in the presence of AAP, and unlike the exacerbation caused by ethanol in mice on a standard diet, the liver damage was inhibited by 50% by ethanol.",8742498_5,1
21886,hepatic damage,We see the main application of NAA as for the combinational use in pharmaceutical preparations of acetaminophen in order to avoid hepatic damage in patients treated with this widely used analgesic.,8742498_8,1
21896,cognitive deficits,"Although much has been written about the management of the more common adverse effects of lithium, such as polyuria and tremor, more subtle lithium side effects such as cognitive deficits, loss of creativity, and functional impairments remain understudied.",8752018_2,1
21905,cognitive deficits,"CONCLUSION: In this preliminary report, divalproex sodium was a superior alternative to lithium in bipolar patients experiencing cognitive deficits, loss of creativity, and functional impairments.",8752018_6,1
21913,paroxetine,This drug was initiated in association with paroxetine and dosulepine hydrochloride in a tetraparetic patient with chronic pain.,8766220_2,0
21940,ventricular arrhythmias,The incidence of ventricular arrhythmias (p = 0.004) and seizures (p = 0.03) in the CaCl2 group was higher than the other groups.,8800187_11,1
21948,tacrolimus,Effect of nifedipine on renal function in liver transplant recipients receiving tacrolimus.,8829025_0,0
21951,tacrolimus,The effect of nifedipine on renal function in liver transplant recipients who were receiving tacrolimus was evaluated between January 1992 and January 1996.,8829025_1,0
21952,tacrolimus,"Two groups of patients receiving tacrolimus were compared over a period of 1 year, one group comprising hypertensive patients who were receiving nifedipine, and the other comprising nonhypertensive patients not receiving nifedipine.",8829025_2,0
21955,creatinine,Nifedipine significantly improved kidney function as indicated by a significant lowering of serum creatinine levels at 6 and 12 months.,8829025_4,0
21956,nephrotoxicity,The observed positive impact of nifedipine on reducing the nephrotoxicity associated with tacrolimus in liver transplant recipients should be an important factor in selecting an agent to treat hypertension in this population.,8829025_5,1
21958,tacrolimus,The observed positive impact of nifedipine on reducing the nephrotoxicity associated with tacrolimus in liver transplant recipients should be an important factor in selecting an agent to treat hypertension in this population.,8829025_5,0
22049,Venlafaxine,Venlafaxine is a new antidepressant agent that inhibits the reuptake of serotonin and norepinephrine.,8888541_3,0
22051,venlafaxine,He had been well until the morning of presentation when he took 1/2 tab of venlafaxine.,8888541_5,0
22052,myoclonic jerks,"He was brought directly to a hospital where he was found to be agitated and confused with shivering, myoclonic jerks, rigidity, salivation and diaphoresis.",8888541_7,1
22064,rhabdomyolysis,The patient's maximal temperature was 101.2 F and his CPK remained < 500 units/L with no other evidence of rhabdomyolysis.,8888541_12,1
22069,hemolytic uremic syndrome,Late recovery of renal function in a woman with the hemolytic uremic syndrome.,891050_0,1
22072,oral contraceptives,A case is reported of the hemolytic uremic syndrome (HUS) in a woman taking oral contraceptives.,891050_1,0
22074,dipyridamole,"She was treated with heparin, dipyridamole and hemodialysis; and after more than three months, her urinary output rose above 500 ml; and six months after the onset of anuria, dialysis treatment was stopped.",891050_2,0
22079,hemolytic anemia,"Therefore, in adult patients affected by HUS, dialysis should not be discontinued prematurely; moreover, bilateral nephrectomy, for treatment of severe hypertension and microangiopathic hemolytic anemia, should be performed with caution.",891050_4,1
22080,Cyclophosphamide,Cyclophosphamide associated bladder cancer--a highly aggressive disease: analysis of 12 cases.,8911359_0,0
22082,cyclophosphamide,"PURPOSE: We gained knowledge of the etiology, treatment and prevention of cyclophosphamide associated urothelial cancer.",8911359_1,0
22084,cyclophosphamide,MATERIALS AND METHODS: The medical records of 6 men and 6 women (mean age 55 years) with cyclophosphamide associated bladder cancer were reviewed.,8911359_2,0
22090,Cyclophosphamide,CONCLUSIONS: Cyclophosphamide associated bladder tumor is an aggressive disease.,8911359_7,0
22133,hepatic damage,"The possible influence of the hepatic damage, mainly hyperammonemia, upon the development of valproate encephalopathy is discussed.",8919272_15,1
22134,hyperammonemia,"The possible influence of the hepatic damage, mainly hyperammonemia, upon the development of valproate encephalopathy is discussed.",8919272_15,1
22140,allergic reaction,We present a case of paramedic misjudgment in the execution of a protocol for the treatment of allergic reaction in a case of pulmonary edema with wheezing.,8953972_1,1
22144,cardiac arrest,"Subsequently, acute cardiac arrest and fatal subarachnoid hemorrhage occurred.",8953972_3,1
22146,cardiac arrest,"Epinephrine has a proven role in cardiac arrest in prehospital care; however, use by paramedics in patients with suspected allergic reaction and severe hypertension should be viewed with caution.",8953972_4,1
22148,allergic reaction,"Epinephrine has a proven role in cardiac arrest in prehospital care; however, use by paramedics in patients with suspected allergic reaction and severe hypertension should be viewed with caution.",8953972_4,1
22149,bradykinin,Role of activation of bradykinin B2 receptors in disruption of the blood-brain barrier during acute hypertension.,8955532_0,0
22154,bradykinin,The goal of this study was to determine the role of synthesis/release of bradykinin to activate B2 receptors in disruption of the blood-brain barrier during acute hypertension.,8955532_2,0
22159,dextran,Permeability of the blood-brain barrier was quantitated by clearance of fluorescent-labeled dextran before and during phenylephrine-induced acute hypertension in rats treated with vehicle and Hoe-140 (0.1 microM).,8955532_3,0
22164,dextran,"Phenylephrine infusion increased arterial pressure, arteriolar diameter and clearance of fluorescent dextran by a similar magnitude in both groups.",8955532_4,0
22167,bradykinin,These findings suggest that disruption of the blood-brain barrier during acute hypertension is not related to the synthesis/release of bradykinin to activate B2 receptors.,8955532_5,0
22191,mucositis,Thrombocytopenia and mucositis were the major toxicities.,8958188_6,1
22204,benzoylecgonine,EDDs had concentrations of cocaine and benzoylecgonine in autopsy blood that were similar to those for controls.,8988571_5,0
22208,rhabdomyolysis,"The epidemiologic findings are most consistent with the hypothesis that chronic cocaine use disrupts dopaminergic function and, when coupled with recent cocaine use, may precipitate agitation, delirium, aberrant thermoregulation, rhabdomyolysis, and sudden death.",8988571_6,1
22221,Ototoxicity,"Ototoxicity appeared closely related to a prolonged administration and higher total dose of ototoxic drugs, particularly aminoglycosides and furosemide.",8996652_4,1
22223,aminoglycosides,"Ototoxicity appeared closely related to a prolonged administration and higher total dose of ototoxic drugs, particularly aminoglycosides and furosemide.",8996652_4,0
22263,major depression,CASE SUMMARY: A 40-year-old woman with major depression took an overdose of venlafaxine in an apparent suicide attempt.,9034419_2,1
22264,venlafaxine,CASE SUMMARY: A 40-year-old woman with major depression took an overdose of venlafaxine in an apparent suicide attempt.,9034419_2,0
22265,venlafaxine,"After the ingestion of 26 venlafaxine 50-mg tablets, the patient experienced a witnessed generalized seizure.",9034419_3,0
22267,venlafaxine,"She was admitted to the medical intensive care unit, venlafaxine was discontinued, and no further sequelae were seen.",9034419_4,0
22271,venlafaxine,"Based on nonoverdose pharmacokinetics and pharmacodynamics of venlafaxine and the potential risks of available interventions, no emergent therapy was instituted.",9034419_6,0
22331,adriamycin,"Cholesteryl hemisuccinate treatment protects rodents from the toxic effects of acetaminophen, adriamycin, carbon tetrachloride, chloroform and galactosamine.",9067481_0,0
22353,cardiotoxic,"A 24-h pretreatment of both rats and mice with a single dose of CS (100mg/kg, i.p.), resulted in significant protection against the hepatotoxic effects of CCl4, CHCl3, acetaminophen and galactosamine and against the lethal (and presumably cardiotoxic) effect of adriamycin administration.",9067481_4,1
22354,adriamycin,"A 24-h pretreatment of both rats and mice with a single dose of CS (100mg/kg, i.p.), resulted in significant protection against the hepatotoxic effects of CCl4, CHCl3, acetaminophen and galactosamine and against the lethal (and presumably cardiotoxic) effect of adriamycin administration.",9067481_4,0
22362,hepatotoxicity,The mechanism of CS protection does not appear to be dependent on the inhibition of chemical bioactivation to a toxic reactive intermediate (in light of the protection observed against galactosamine hepatotoxicity).,9067481_7,1
22366,haemodilution,Combined effects of prolonged prostaglandin E1-induced hypotension and haemodilution on human hepatic function.,9088814_0,1
22370,haemodilution,Combined effects of prolonged prostaglandin E1 (PGE1)-induced hypotension and haemodilution on hepatic function were studied in 30 patients undergoing hip surgery.,9088814_1,1
22375,haemodilution,"The patients were randomly allocated to one of three groups; those in group A (n = 10) were subjected to controlled hypotension alone, those in group B (n = 10) to haemodilution alone and those in group C (n = 10) to both controlled hypotension and haemodilution.",9088814_2,1
22377,haemodilution,"The patients were randomly allocated to one of three groups; those in group A (n = 10) were subjected to controlled hypotension alone, those in group B (n = 10) to haemodilution alone and those in group C (n = 10) to both controlled hypotension and haemodilution.",9088814_2,1
22378,Haemodilution,"Haemodilution in groups B and C was produced by withdrawing approximately 1000 mL of blood and replacing it with the same amount of dextran solution, and final haematocrit values were 21 or 22%.",9088814_3,1
22380,dextran,"Haemodilution in groups B and C was produced by withdrawing approximately 1000 mL of blood and replacing it with the same amount of dextran solution, and final haematocrit values were 21 or 22%.",9088814_3,0
22403,haemodilution,The results suggest that a prolonged combination of more than 120 min of PGE1-induced hypotension and moderate haemodilution would cause impairment of hepatic function.,9088814_7,1
22405,hyperprolactinemia,"A murine model of adenomyosis: the effects of hyperprolactinemia induced by fluoxetine hydrochloride, a selective serotonin reuptake inhibitor, on adenomyosis induction in Wistar albino rats.",9098464_0,1
22408,hyperprolactinemia,OBJECTIVE: The aim of this study was to investigate whether fluoxetine given to castrated and noncastrated rats caused hyperprolactinemia and its effects with respect to adenomyosis.,9098464_1,1
22411,hyperprolactinemia,"DESIGN: Fluoxetine, a serotonin reuptake inhibitor, was given to Wistar Albino rats for 98 days to produce hyperprolactinemia.",9098464_2,1
22451,pilocarpine-,Neuroactive steroids protect against pilocarpine- and kainic acid-induced limbic seizures and status epilepticus in mice.,9121607_0,0
22460,"pilocarpine-,","Several structurally related metabolites of progesterone (3 alpha-hydroxy pregnane-20-ones) and deoxycorticosterone (3 alpha-hydroxy pregnane-21-diol-20-ones) and their 3 beta-epimers were evaluated for protective activity against pilocarpine-, kainic acid- and N-methyl-D-aspartate (NMDA)-induced seizures in mice.",9121607_1,0
22493,pilocarpine-,"We conclude that neuroactive steroids are highly effective in protecting against pilocarpine- and kainic acid-induced seizures and status epilepticus in mice, and may be of utility in the treatment of some forms of status epilepticus in humans.",9121607_8,0
22509,nephrotic,"In this work the messenger ribonucleic acid (mRNA) levels of angiotensinogen (Ao) were analyzed with the slot-blot hybridization technique in liver and other extrahepatic tissues: kidney, heart, brain, and adrenal gland from control, nephrotic, and pair-fed (PF) rats.",9154656_2,1
22523,risperidone,Neuroleptic malignant syndrome with risperidone.,9165568_0,0
22526,Risperidone,"Risperidone, a benzisoxazole derivative antipsychotic, has high serotonin 5-HT2 receptor blockade and dose-related D2 receptor blockade.",9165568_2,0
22529,extrapyramidal symptoms,The high ratio is believed to impart the low frequency of extrapyramidal symptoms with risperidone at low dosages.,9165568_3,1
22530,risperidone,The high ratio is believed to impart the low frequency of extrapyramidal symptoms with risperidone at low dosages.,9165568_3,0
22531,extrapyramidal symptoms,"With this low frequency of extrapyramidal symptoms, it was thought the frequency of neuroleptic malignant syndrome might also be lowered.",9165568_4,1
22535,risperidone,A 73-year-old woman developed neuroleptic malignant syndrome after monotherapy with risperidone.,9165568_5,0
22536,risperidone,The syndrome reversed after discontinuing risperidone and starting treatment with dantrolene and bromocriptine.,9165568_6,0
22539,bromocriptine,The syndrome reversed after discontinuing risperidone and starting treatment with dantrolene and bromocriptine.,9165568_6,0
22542,risperidone,It appears that the protection from extrapyramidal side effects observed with risperidone does not ensure protection from neuroleptic malignant syndrome.,9165568_7,0
22545,sumatriptan,The site of common side effects of sumatriptan.,9195768_0,0
22546,sumatriptan,"Atypical sensations following the use of subcutaneous sumatriptan are common, but of uncertain origin.",9195768_1,0
22551,amikacin,Macula toxicity after intravitreal amikacin.,9199746_0,0
22552,aminoglycosides,"BACKGROUND: Although intravitreal aminoglycosides have substantially improved visual prognosis in endophthalmitis, macular infarction may impair full visual recovery.",9199746_1,0
22557,amikacin,METHODS: We present a case of presumed amikacin retinal toxicity following treatment with amikacin and vancomycin for alpha-haemolytic streptococcal endophthalmitis.,9199746_2,0
22584,propranolol,"Therefore, the effects of carteolol, a beta-adrenoceptor antagonist, on haloperidol-induced catalepsy in rats were behaviorally studied and compared with those of propranolol and biperiden, a muscarinic receptor antagonist.",9201797_3,0
