,text,pmid,entities,start_chars,end_chars,label
7359,"The local induction of Th2 cells is critically dependent on the balance between the transcription factors T-bet and GATA-3, while Th17 and Tregs require the transcription factors ROR-gammat and Foxp3, respectively.",18802339_3,"transcription factors,GATA-3,Th17,transcription factors,Th2 cells","157,116,130,84,23","178,122,134,105,32","1,1,2,1,2"
7360,The loci of Bcl-6 and T-bet at STAT binding sites were marked by bivalent histone modifications.,29853448_6,Bcl-6,12,17,1
7361,The long-lasting clinical response by lymphoma patients to anti-CD20 therapy has been attributed to the induction of an anti-tumor adaptive immunity.,25231744_0,lymphoma,38,46,1
7362,The loss of both T-bet and Blimp-1 leads to abrogated cytotoxic function and ectopic IL-17 production in CD8(+) T cells.,26950239_3,IL-17,85,90,0
7363,The loss of protection occurred in TH1 polarized STAT6 deficient mice despite the maintenance of interferon (IFN)-gamma production activity of lymph node cells and splenic CD4(+) T cells against M. tuberculosis antigens.,21803102_7,"TH1,STAT6","35,49","38,54","2,1"
7364,"The low molecular weight compound VAF347, and its pro-drug version VAG539, interact with the transcription factor aryl hydrocarbon receptor (AhR) on monocytes to mediate its anti-inflammatory activity in vitro and in vivo.",22609446_0,AhR,141,144,1
7365,"The mRNA expression of GATA binding protein 3 (GATA-3), signal transducer and activator of transcription 6 (STAT-6) and T-box transcription factor (T-bet) in the lungs and CD4+ T cells of each group were detected by real-time PCR and the corresponding proteins were detected by Western blot.",22508471_6,"GATA-3,signal transducer","47,56","53,73","1,1"
7366,The mRNA expression of IFN-γ and IL-13 in lung tissues and IL-4 in lymph nodes was significantly increased by both OVA and Ef-OVA compared with PBS and were not significantly different between OVA and Ef-OVA.,22523281_11,"IFN-γ,IL-4,IL-13","23,59,33","28,63,38","0,0,0"
7367,"The mRNA expression of TGF-β, IL-10 and Foxp3 increased only in the small intestines of LP22A3-treated mice.",34282811_4,"IL-10,TGF-β","30,23","35,28","0,0"
7368,The mRNA expression of cytokines and transcription factors of all T helper (Th) subsets in the LSGs from the SS patients was increased significantly in comparison with controls.,22774983_4,"transcription factors,T helper","37,66","58,74","1,2"
7369,"The mRNA levels of t-bet and cxcr3 were dramatically up-regulated in the liver of the mice injected with 20 μg plasmid DNA.CONCLUSION: Our studies demonstrate that plasmid backbones are responsible for modulating immune responses to determine HBV persistence or clearance in our HBV mouse model by hydrodynamic injection of HBV-containing plasmid, and Th1 cells play key roles on HBV clearance.",29783985_9,Th1 cells,352,361,2
7370,"The main aims of this study were: (1) to investigate whether a blockade of the interaction between the receptor activator of nuclear factor-κB (NF-ĸB) ligand (RANKL) and its receptor RANK may have potential as a novel therapeutic strategy for allergic asthma; (2) to compare the efficacies of the blockade of RANKL/RANK interaction as well as the blockade of NF-κB inhibitor kinase (IKK) and of NF-κB translocation to the nucleus, also in comparison with glucocorticosteroid treatment, in terms of the development of a mouse model of allergic airway inflammation (AAI) and accompanying immune response.",32339516_0,"translocation,RANKL","401,159","414,164","1,0"
7371,The main region responsible for repressing CD4 expression was the inhibitory domain of Runx1.,19689732_6,Runx1,87,92,1
7372,"The main two types of effector CD4(+) T cells, Th1 and Th2 are characterized by their ability to produce signature cytokines.",21440248_1,"Th1,Th2","47,55","50,58","2,2"
7373,The maintenance of immune homeostasis requires regulatory T cells (Treg cells).,22484734_0,"regulatory T cells,Treg cells","47,67","65,77","2,2"
7374,The majority (92%) of CD8(+) T cell hybridomas produced large amounts of IFN-γ only when a low amount (0.5 ng/ml) of exogenous IL-2 was provided in combination with T. gondii Ags.,23359502_3,"IL-2,IFN-γ","127,73","131,78","0,0"
7375,"The majority of genes up-regulated one week post-marathon such as IL-4, GATA3, and CCR4 were Th2 associated.",24853398_5,"IL-4,GATA3,Th2","66,72,93","70,77,96","0,1,2"
7376,"The majority of mouse Vα14 invariant natural killer T (Vα14i NKT) cells produce several cytokines, including IFNγ and IL-4, very rapidly after activation.",23034280_0,"natural killer T,IL-4","37,118","53,122","2,0"
7377,"The majority of responder T cells reisolated after coculture with regulatory cells failed to proliferate in response to IL-2, but were not anergic and proliferated in response to Ag.",15611237_5,"T cells,IL-2","26,120","33,124","2,0"
7378,The mechanism and effective methods of disrupting Treg accumulation in the LHME have not been well established.,31669202_2,Treg,50,54,2
7379,The mechanism of action as well as the pathophysiological basis of responsiveness to IFN-beta is not well understood.,17942524_1,IFN-beta,85,93,0
7380,"The mechanism of suppression by CD39(+) Treg cells appears to require cell contact and can be duplicated by adenosine, which is produced from ATP by the ectonucleotidases CD39 and CD73.",19917691_4,Treg cells,40,50,2
7381,The mechanism of this response appeared to involve modulation of transcription factors FoxP3 and GATA-3.,29854762_10,"GATA-3,transcription factors","97,65","103,86","1,1"
7382,The mechanism responsible for iNKT cell differentiation toward a type 2 phenotype is unknown.,18606638_1,"iNKT,cell differentiation","30,35","34,55","2,0"
7383,The mechanisms by which Th2 cytokines can influence immune responses to infections are largely unknown.,25858686_1,Th2,24,27,2
7384,The mechanisms by which dendritic cells induce Th2 polarization (DC(Th2) cells) have been controversial.,25290173_0,Th2,47,50,2
7385,"The mechanisms in the regulation of Th1 response by vitamin D in EAE/MS are, however, not known.",16547967_3,"Th1,vitamin D","36,52","39,61","2,1"
7386,The mechanisms leading to iNKT cell anergy remain poorly understood.,24532578_3,iNKT,26,30,2
7387,"The mechanisms may involve declined proinflammatory cytokine expression and MMP-2 and MMP-9 levels and enhanced anti-inflammatory cytokine expression, which is mediated by direct cell-cell contact and soluble mediators.",25024283_9,"soluble,cytokine","201,130","208,138","0,0"
7388,"The mechanisms of suppression of effector T cells by Tregs remain unclear, but there are in vitro and in vivo evidences showing that these cells are able to suppress antigen-specific responses via direct cell-to-cell contact, secrete anti-inflammatory cytokines such as TGF-β and IL-10, and inhibit the generation of memory T cells, among others.",21939765_1,"memory T cells,IL-10,TGF-β","317,280,270","331,285,275","2,0,0"
7389,"The mechanistic study showed that platelets inhibited the induction of Foxp3(+) regulatory T cells both in vivo and in vitro at least partially through CD154, providing an explanation for the increase of Th2 responses by platelet transfer.",25418472_6,"regulatory T cells,CD154,Th2","80,152,204","98,157,207","2,0,2"
7390,"The melastatin-like transient-receptor-potential-7 protein (TRPM7), harbouring a cation channel and a serine/threonine kinase, has been implicated in thymopoiesis and cytokine expression.",29203869_0,cytokine,167,175,0
7391,"The memory state was maintained by signaling via members of the tumor necrosis factor receptor superfamily, CD27 and 4-1BB.",19617575_3,CD27,108,112,0
7392,The mice that completely lacked IL-17 failed to accumulate and activate neutrophils.,26888095_5,IL-17,32,37,0
7393,"The minimum concentration of the agent showing a significant suppressive effect on TARC and IL-4 production was 5.0 microM and 2.5 microM, respectively.",16102259_6,"suppressive,TARC,IL-4","61,83,92","72,87,96","0,0,0"
7394,"The mitotic block was also dissociated from the antiapoptotic effects of IL-2, because IL-2 still promoted the survival of T cells that had been cocultured with CD4(+)CD25(+) T cells.",15611237_6,"IL-2,IL-2,T cells","73,87,123","77,91,130","0,0,2"
7395,The model was generated by immunizing mice with adenovirus expressing the autoantigen thyroid-stimulating hormone receptor (Ad-TSHR289).,21544672_2,adenovirus,48,58,1
7396,"The modulated microenvironment drives an increase in Forkhead box P3 (Foxp3)-positive T cells, predominantly in the CD4(+)CD25(-) subset.",20944556_4,T cells,86,93,2
7397,"The modulation of IL-27R was associated with functional signaling through STAT3 and STAT5 and induction of the downstream genes TBX21, EOMES and CXCL9 in response to IL-27.",34061845_4,"STAT3,CXCL9,IL-27,STAT5","74,145,166,84","79,150,171,89","1,0,0,1"
7398,The molecular mechanism that leads to T-cell suppression remains unclear and could involve soluble factors or inhibitory ligands.,20625006_2,soluble,91,98,0
7399,The molecular mechanisms by which signaling via transforming growth factor-β (TGF-β) and interleukin 4 (IL-4) control the differentiation of CD4(+) IL-9-producing helper T cells (TH9 cells) remain incompletely understood.,26322481_0,"TGF-β,interleukin 4,helper T cells","78,89,163","83,102,177","0,0,2"
7400,The molecular mechanisms of Bcl6-mediated TH2 cytokine gene regulation were elucidated using cellular and molecular approaches.,29696026_3,TH2,42,45,2
7401,The molecular mechanisms that suppress Th1 immune responses in pregnancy are unknown.,17407192_0,Th1,39,42,2
7402,The molecular mechanisms underlying the effects of IFN-beta in multiple sclerosis are not fully understood.,20190134_1,IFN-beta,51,59,0
7403,The molecular targets of miR-185 in thymocytes are unknown.,24014023_5,thymocytes,36,46,2
7404,The molecule SOCS3 negatively regulates responses to IL-2 and IL-6.,17621372_5,IL-2,53,57,0
7405,The more recently appreciated involvement of TGF-β in thymic Treg development is also briefly discussed.,28540653_4,"TGF-β,thymic","45,54","50,60","0,0"
7406,The most recently defined subset of T-helper cells are termed Th9 and are identified by the potent production of interleukin-9 (IL-9).,23405898_2,"interleukin-9,IL-9","113,128","126,132","0,0"
7407,"The mucosal expression of 19 cytokines and transcription factors related to Th1, Th2, and Th17 cells, as well as Tregs, were measured by quantitative polymerase chain reaction using endoscopic biopsy specimens from inflamed colons of UC patients.",33040251_3,"Th17 cells,Th2,mucosal,transcription factors,Th1","90,81,4,43,76","100,84,11,64,79","2,2,2,1,2"
7408,The mucosal microenvironment composed of structural cells and highly specialised extracellular matrix is able to amplify and promote inflammation.,24349168_1,mucosal,4,11,2
7409,The murine pancreas cancer cell line Pan02 produces high levels of TGF-beta both in vitro and in vivo.,19307989_4,TGF-beta,67,75,0
7410,The mutation augmented cytokine-induced STAT1 phosphorylation without affecting dephosphorylation kinetics.,28139313_6,STAT1,40,45,1
7411,The natural host also exhibited controlled Th1 profiles and better preservation of overall cell homeostasis.,19214219_6,Th1,43,46,2
7412,The nature of the T cells generated in these cultures has not been studied in detail.,19801512_1,T cells,18,25,2
7413,The naïve VDR-/- CD4+ T cells and naïve CD4+ T cells from human hearts with myocarditis were prone to differentiate into Th2 cells.,29444238_9,"T cells,Th2 cells","22,121","29,130","2,2"
7414,"The neuroimmune peptide vasoactive intestinal peptide (VIP) is a key regulator, and it is involved in the induction of regulatory T cells (Tregs), which are crucial in both processes.",31969877_1,regulatory T cells,119,137,2
7415,The newly described T cell subset-Th9 cells and related cytokine interleukin (IL)-9 play important roles in the pathogenesis of diabetes and atherosclerosis.,33706054_1,T cell,20,26,2
7416,"The next phase of work over the past several years has begun to define the intracellular processes set into motion during Th1/Th2 development, particularly by the strongly polarizing cytokines IL-12 and IL-4.",10837066_2,"IL-12,IL-4","193,203","198,207","0,0"
7417,"The noncanonical NF-κB pathway induces processing of the NF-κB2 precursor protein p100, and thereby mediates activation of p52-containing NF-κB complexes.",24899500_0,p100,82,86,1
7418,The noncanonical nuclear factor κB (ncNFκB) pathway regulates the expression of chemokines required for secondary lymphoid organ formation and thus plays a pivotal role in adaptive immunity.,24671418_0,chemokines,80,90,0
7419,The notion that the mucosal immune system maintains a tolerogenic response to harmless Ags while continually being challenged with microbial products seems an enigma.,17982048_0,mucosal,20,27,2
7420,"The nuclear extracts from the p43-stimulated macrophages exhibited profound NF-kappaB DNA-binding activity, as determined by the EMSA.",16365417_4,DNA-binding,86,97,1
7421,"The nuclear factor-κB (NF-κB) family of transcription factors plays important roles in various biological processes including apoptosis, stress response, immunity, and inflammation.",23405894_0,transcription factors,40,61,1
7422,The nuclear hormone receptor retinoic acid receptor-related orphan receptor gamma t (RORgamma t) is required for the generation of T helper 17 cells expressing the proinflammatory cytokine interleukin (IL)-17.,18504307_0,T helper 17 cells,131,148,2
7423,"The nuclear transcription factor Foxp3 (a marker of Treg cells), cytokines interleukin-10 (IL-10) and transforming growth factor β1 (TGF-β1), and related proteins (programmed cell death ligand 1 [PD-L1] and programmed cell death 1 [PD-1]) were detected by an immunohistochemical method and Western blot.",30600673_3,"Treg cells,interleukin-10,IL-10","52,75,91","62,89,96","2,0,0"
7424,"The nucleotide UDP, which inhibits IFN-α secretion of pDCs through P2Y6 receptor signaling, restored the suppressive function of CD4(+)CD25(+) Treg cells.",21398613_6,Treg cells,143,153,2
7425,"The number of CD4 + CD25 + FoxP3 + Treg cell in peripheral blood was tested by flow cytometry, and the level of IL-2 in serum was detected by enzyme linked immunosorbent assay.",23019895_3,"Treg cell,IL-2","35,112","44,116","2,0"
7426,The number of CD4(+) T cells increased in the early stages and then slightly decreased by 24 h. The level of IL-4 significantly increased in the early stages and then reversed by the end of the study period.,19998507_10,IL-4,109,113,0
7427,"The number of CD8+effective memory T cells (Tem) and the expression of IFN-γ, mTOR, ribosomal protein S6 kinase (S6K), T-bet and EOMES were measured by flow cytometry.",28924369_5,IFN-γ,71,76,0
7428,The number of Foxp3(+) T cells generated with TGF-beta and RA was at least 3 times higher than in the cultures with TGF-beta alone and 15 times higher than in controls without exogenous cytokines.,19715998_5,"TGF-beta,TGF-beta","46,116","54,124","0,0"
7429,The number of Foxp3+ regulatory T cells (Treg cells) must be tightly controlled for efficient suppression of autoimmunity with no impairment of normal immune responses.,25029551_0,"regulatory T cells,Treg cells","21,41","39,51","2,2"
7430,The number of IL-2-dependent FoxP3+ regulatory T cells is increased in the peripheral blood of human patients with loss-of-function mutations in the IL-21 receptor (IL-21R).,28303891_2,regulatory T cells,36,54,2
7431,"The number of Th2-type effector iNKT cells is variable in different strains of mice, and their number impacts CD8 T, dendritic, and B cell function.",25897173_2,"dendritic,iNKT cells","117,32","126,42","2,2"
7432,"The number of microfold (M)-cells, dendritic cells (DCs), CD4(+) T cells, CD8(+) T cells, regulatory T (Tr) cells and IgA(+) B cells in the intestinal mucosa were counted after immunohistochemical staining.",19998507_4,regulatory T,90,102,2
7433,"The number, phenotype and proliferative response (5-bromo-2'-deoxyuridine incorporation) of Treg cells were evaluated by flow cytometry and Treg cell suppressive activity by in vitro experiments.",25164316_2,"Treg cells,Treg cell,suppressive","92,140,150","102,149,161","2,2,0"
7434,"The numbers and function of viral-specific CD4 T lymphocytes is greatly enhanced, whereas expression of the IFNβ-induced IL-2 repressor, cAMP-responsive element modulator (CREM) is reduced.",27799548_2,"cAMP-responsive element modulator,CREM","137,172","170,176","1,1"
7435,"The numbers of IL-10-producing Treg cells also increased during infection, although the in vitro neutralization of this cytokine did not modify T-cell proliferation, suggesting that IL-10 does not mediate the Treg-mediated suppression.",21905022_6,"cytokine,IL-10","120,182","128,187","0,0"
7436,The object of the present study was to explore the role of mitogen-activated protein kinases (MAPK) Erk1 and Erk2 and phosphatidylinositol 3-kinase (PI3K) in STAT4 regulation.,10820390_3,STAT4,158,163,1
7437,"The objective of the present study was to explore the impact of IL-17 on the in vivo differentiation of Th9 cells in relation to Th2 cells in a murine model of MPE, and to explore whether IL-17 inhibits MPE formation via IL-9‒dependent mechanism.",27535421_2,"Th2 cells,IL-17,IL-17","129,64,188","138,69,193","2,0,0"
7438,"The objectives of this study were to examine the immunoexpression of Foxp3 and IL-17 in archival paraffin-embedded biopsy specimens from 80 cases of LP (oral LP, n = 42; cutaneous LP, n = 38) and compare against normal control tissues (oral mucosa, n = 10; skin, n = 10).",24292092_2,IL-17,79,84,0
7439,The observation that Tregs and responder T cells must recognize the same APC provides a mechanistic explanation for the observation that Tregs must be in direct contact with effector T cells to suppress their responses.,17675469_9,T cells,41,48,2
7440,The optimal accumulation of CD4(hi) CD25(hi) Treg induced using higher T cell:B cell co-culture ratios was dependent on the expression of T-bet and endogenously produced IFN-γ.,21182084_5,"Treg,T cell,IFN-γ","45,71,170","49,77,175","2,2,0"
7441,The orexin-A anti-inflammatory effect was due to the decreased expression of pro-inflammatory cytokines in immune cells and specifically in T-cells isolated from colonic mucosa.,30251681_7,T-cells,140,147,2
7442,"The organic cation transporters OCT1, 2, and 3 (SLC22A1-3) have been implicated in the elimination of biogenic amines such as histamine.",22739622_0,histamine,126,135,0
7443,The other distinct properties of RORγt(+) nTh17 cells are their high expression of PLZF and their absence from lamina propria; iTh17 cells are found therein.,24808372_5,PLZF,83,87,1
7444,"The other side, it increased IFN-gamma, Th1 cytokine production in Quercetin administrated mice.",19061976_6,"IFN-gamma,Th1,cytokine","29,40,44","38,43,52","0,2,0"
7445,The outcome of TCDD or 3-HK plus ITE treatments indicated that strong or weak AhR activation before or during T. cruzi infection was effective to regulate inflammation improving the Treg cell response and regularizing the ratio between CD4+ CD25- to Treg cells.,30984194_4,"Treg cells,AhR,TCDD","250,78,15","260,81,19","2,1,1"
7446,The overall findings indicate that antitumor immunity in asbestos-exposed individuals may be reduced in Treg through changes in the function and volume of Treg.,27878235_6,"Treg,Treg","104,155","108,159","2,2"
7447,The overexpression of TLR3 and its related genes in FLS co-cultured with PPT medium could be reduced through blocking TNF-α pathway.,25533241_4,TNF-α,118,123,0
7448,"The p110α/δ inhibitor ETP-46321, or p110α plus p110δ inhibitors also inhibited IL-21 secretion by differentiated CD4(+) T follicular (Tfh) or IL-17-producing (Th17) helper cells.",26883061_6,"Th17,helper cells,Tfh","159,165,134","163,177,137","2,2,2"
7449,"The p19 promoter contains three putative kappaB sites, located at nt -642 to -632 (kappaB-642), nt -513 to -503 (kappaB-513), and nt -105 to -96 (kappaB-105), between the transcription start site and -937 bp upstream in the p19 promoter region.",17982049_5,"p19,p19","4,224","7,227","0,0"
7450,"The pIL5-treated mice had increased serum IL-5 and eosinophilia in the lung, as well as reduced Pneumocystis burden, compared with mice treated with control plasmid.",25994969_7,IL-5,42,46,0
7451,"The participation of TGF-beta in the differentiation of Th17 cells places the Th17 lineage in close relationship with CD4+CD25+Foxp3+ regulatory T cells (Tregs), as TGF-beta also induces differentiation of naive T cells into Foxp3+ Tregs in the peripheral immune compartment.",19132915_7,"TGF-beta,Th17 cells,Th17,TGF-beta","21,56,78,165","29,66,82,173","0,2,2,0"
7452,"The pathogenesis is incompletely understood, but immunopathology is thought to play a part, with antibody-dependent enhancement and massive immune activation of T cells and monocytes/macrophages leading to a disproportionate production of proinflammatory cytokines.",17452519_2,T cells,161,168,2
7453,The pathophysiology of allergic asthma is driven by Th2 immune responses after aeroallergen inhalation.,28235772_0,Th2,52,55,2
7454,The pathways and molecular mechanisms that underlie the production of IL-17 and IL-21 are being rapidly elucidated.,20192994_1,IL-17,70,75,0
7455,The pattern of IFN-gamma staining appeared to be intracellular in mononuclear lymphoid cells.,11275803_6,IFN-gamma,15,24,0
7456,The peptidase inhibitor PI16 was shown previously by microarray analysis to be over-expressed by CD4-positive/CD25-positive Treg compared with CD4-positive/CD25-negative Th cells.,22533972_0,Treg,124,128,2
7457,The percentage and cytokine production of these FOXP3+ T-cell subsets were assessed by flow cytometry.,21198537_5,"cytokine,T-cell","19,55","27,61","0,2"
7458,"The percentage of CD15(+) and CD15(-) but not CD14(+) MDSC subsets were inversely correlated with IFN-α-induced STAT1 phosphorylation in CD4(+) T cells, while co-culture with in vitro generated MDSC led to reduced IFN-α responsiveness in both PBMC and the CD4(+) subset of T cells from normal donors.",21604071_6,"STAT1,IFN-α,T cells","112,214,273","117,219,280","1,0,2"
7459,The percentage of CD4+CD25+T cells and the expression levels of IFN-γ and IL-4 were examined by flow cytometry and the expression level of FoxP3 was examined by real-time PCR and flow cytometry.,23395622_6,"IFN-γ,IL-4","64,74","69,78","0,0"
7460,The percentage of positive Th17 and Tr1 cells is a marker for poor prognosis in patients with CRC.,25034363_9,"Th17,Tr1 cells","27,36","31,45","2,2"
7461,The percentage of regulatory T-lymphocytes in peripheral blood and bone marrow was elevated compared to those in healthy individuals and correlated with progressive disease.,30944830_4,regulatory T-lymphocytes,18,42,2
7462,"The percentages of CD4(+)CD25(+)Foxp3(+) Treg, cytokine profiles, and ratios of apoptosis were determined in anti-CD25 mAb-treated PVI and untreated PVI mice.",19486771_5,Treg,41,45,2
7463,The percentages of CD8(+) T cells producing IFN-γ in PBMC were significantly higher in patients with angiosarcoma (n = 10) compared not only with that of healthy controls (n = 20) but also patients with advanced melanoma (n = 11).,24243586_8,IFN-γ,44,49,0
7464,"The periglomerular infiltration of T cells, especially CD8+ T cells, may participate in the pathogenic mechanism of glomerular damage.",27080546_9,T cells,35,42,2
7465,The peripheral blood CD4(+) CD25(+) Foxp3(+) Treg of CD4(+)T cells was significantly lower.,26214407_5,Treg,45,49,2
7466,"The persistence of activated T cells in rheumatoid arthritis (RA) synovium may be attributable to increased homing, increased retention or a possible imbalance between cell proliferation and programmed cell death.",23308194_0,"cell proliferation,T cells","168,29","186,36","1,2"
7467,The phenotype was associated with preferential type 1 IFN activation of STAT4 compared with STAT1.,22968462_3,"STAT4,STAT1","72,92","77,97","1,1"
7468,"The phenotypes, cytokine-release patterns, and suppressive ability of Tregs isolated from peripheral blood and tumor tissues were analyzed.",25268580_2,suppressive,47,58,0
7469,The phosphorylation of cAMP responsive element-binding protein (CREB) was significantly inhibited while no changes were observed in the expression of cAMP responsive element modulator (CREM).,28963930_7,"CREM,CREB","185,64","189,68","1,1"
7470,The physiological functions of MLL in the immune system remain largely unknown.,16713978_1,MLL,31,34,1
7471,The plasmid backbone and multiple immunoregulatory properties of IL-18 appear to play a major role in the pIL-18 coadministration with rIL-4-mediated immunomodulation of arthritis through blocking the TLR2/MyD88/NF-kappa B signaling pathway.,29854762_12,IL-18,65,70,0
7472,"The polycomb repressive complex 2 (PRC2) is involved in cancer progression, but the regulation of tumor immunity by epigenetic mechanisms has yet to be investigated.",26567139_2,polycomb,4,12,1
7473,"The porcine-specific CD4+ Foxp3+ Treg s in the peri-graft site played the critical role in the protection of islet graft from rejection, which suggests a prospective immunosuppressive strategy for islet xenotransplantation.",31111577_11,Treg,33,37,2
7474,"The positive rate of autologous serum skin test and the histamine release rate of CSU patients, compared with normal subjects, were apparently elevated.",31989663_6,histamine,56,65,0
7475,The possibility that simultaneous expansion of T regulatory cells (Treg) and T effector cells early postinfection can confer some immunological benefits has not been studied.,22474020_0,Treg,67,71,2
7476,"The potential for self-reactive T cells to cause autoimmune disease is held in check by Foxp3(+) regulatory T cells (Tregs), essential mediators of peripheral immunological tolerance.",22419393_0,T cells,32,39,2
7477,"The poxvirus-encoded phosphatase H1 is critical for viral replication, and may play an additional role in the evasion of host defense by dephosphorylating Stat1 and blocking interferon (IFN)-stimulated innate immune responses.",18593332_1,Stat1,155,160,1
7478,The pregnancy-specific suppression of p65 and subsequent loss of cytokine production suggest that this transcription factor acts specifically to regulate the cytokine environment that is required for pregnancy success.,21411157_9,"p65,transcription factor","38,103","41,123","1,1"
7479,"The presence of IL-12 during antigen stimulation instructs naive CD8+ T cells for long-term effector responses, but their mechanisms of collaboration are not understood completely.",19843578_0,IL-12,16,21,0
7480,The presence of NLRP3 is critical for the expression of the chemokine receptors CCR5 and CXCR3 on T cells.,26305961_4,T cells,98,105,2
7481,The presence of sE-cadherin enhanced the number of KLRG1(+) CD4(+) T cells able to produce TNF-α but not IFN-γ.,23740233_12,"TNF-α,IFN-γ","91,105","96,110","0,0"
7482,"The presence or absence of GM-CSF is likely the major determinant in each compartment, given that GM-CSF's capacity to preempt STAT3-dependent with dominant STAT5-dependent hematopoietic programming confers sunitinib resistance and redirects differentiation from the n-MDSC lineage to the more versatile monocytoid (m-MDSC) lineage.",23017141_4,GM-CSF,27,33,0
7483,"The presence or absence, in particular, of cytotoxic CD8+ cells in the vicinity of the main tumor mass, is able to predict, respectively, the success or failure of drug therapy.",34070750_4,cytotoxic,43,52,2
7484,"The present findings demonstrate that IL-27, a close relative of IL-12 and IL-23, can promote the onset of colitis in mice.",18375937_1,"IL-27,IL-12,IL-23","38,65,75","43,70,80","0,0,0"
7485,The present in vivo study further demonstrated that hIL23R-CHR inhibited murine Th17 cell development by down regulating IL-17 gene expression and protected mice against the development of experimental autoimmune encephalomyelitis (EAE) through suppression of CNS inflammation and pro-inflammatory cytokine production.,25263529_3,"Th17,IL-17","80,121","84,126","2,0"
7486,The present study addresses the mechanisms by which Runx1 contributes to the maintenance of peripheral CD4(+) T cell quiescence.,26350416_2,Runx1,52,57,1
7487,"The present study aimed to assess whether tangeretin functions in regulating T-regulatory cells (Tregs) and alleviating allergic rhinitis (AR).METHODS: An ovalbumin (OVA)-induced AR animal model was constructed to monitor the changes in the allergic symptom score, OVA-specific IgE titers, histopathological characteristics and T-helper cell (Th1, Th2, and Th17)-related cytokine levels under tangeretin or dexamethasone (DXM) administration.",31030096_1,"Th1,Th2,cytokine","343,348,371","346,351,379","2,2,0"
7488,"The present study aimed to evaluate the potential relationship between BPA, estrogen receptor (ER), and pSS.Methods: We studied the impact of BPA on monocyte-derived dendritic cells (moDCs) from pSS patients and age-matched healthy controls (HCs).",31876196_3,"BPA,estrogen receptor,BPA,monocyte-derived","142,76,71,149","145,93,74,165","1,1,1,0"
7489,"The present study aimed to examine the effects of erythromycin (EM) on the activation of RANKL, correlation with NF-kappaB expression, proliferation and apoptosis of human Jurkat T cells.",19500694_1,RANKL,89,94,0
7490,The present study aimed to explore the potential mechanism of TFH and TFR cells in the pathogenesis of AIHA.,31875006_4,TFH,62,65,2
7491,"The present study aimed to investigate the role of the soluble programmed death‑1 (sPD-1) protein, which is released by peripheral blood regulatory T cells (Treg) during the progression of rheumatoid arthritis (RA).",27909722_0,"soluble,Treg","55,157","62,161","0,2"
7492,The present study aims to examine the regulatory T cells (T(reg) ) in nasal mucosa of patients with allergic rhinitis (AR) and nasal polyposis (NP).,21091665_2,regulatory T cells,38,56,2
7493,The present study aims to investigate the possible involvement of Treg cells during L. infantum infection.,19167988_2,Treg cells,66,76,2
7494,"The present study demonstrates that Th17 is not involved in promoting Graves' hyperthyroidism, while Treg and the ratio of Th17/Treg might play a role in the pathogenesis of Graves' hyperthyroidism.",21544672_9,"Th17,Treg","36,101","40,105","2,2"
7495,"The present study demonstrates that retinoic acid receptor-related orphan receptor C2 (RORC2), a key transcription factor in Th17 cell development, inhibits FOXP3 expression in human T cells.",20427770_2,"transcription factor,Th17","101,125","121,129","1,2"
7496,The present study describes the mechanism of action of FoxP3 in CD4⁺CD25⁺ T cells derived from leprosy patients.,24214631_2,T cells,74,81,2
7497,The present study evaluated Th17 cell responses to Helicobacter pylori infection in mouse model and CD4(+) T cell differentiation in response to H. pylori-infected macrophages.,21112468_1,Th17,28,32,2
7498,"The present study examines the Th2 response during the development of CHS in response to 2,4,6-trinitrochlorobenzene (TNCB) in GATA-3-transgenic (GATA-3 Tg) mice.",22112437_2,Th2,31,34,2
7499,The present study explores the effect of cholinergic anti-inflammatory pathway on CD4+ T cell responses in CIA.,24755145_2,cholinergic,41,52,0
7500,"The present study found that the residual T(reg) cell population included surviving peripheral host Foxp3(+) CD4(+) T cells whose expansion was critically dependent on IL-2, which could be solely provided by surviving host cells.",21928285_4,IL-2,168,172,0
7501,The present study has also pinpointed the presence of CD4(+)CD25(+)IL-10(+) sub class of T regs (Tr1) in leprosy.,23911408_7,Tr1,97,100,2
7502,The present study highlights perturbed IL-7/IL-7R T cell signaling through STAT5 as a potential mechanism of T cell exhaustion in chronic T. cruzi infection.,25769928_7,"T cell,STAT5","109,75","115,80","2,1"
7503,"The present study investigated whether activators of peroxisome proliferator-activated receptor (PPAR)alpha and PPARgamma, with their known antiinflammatory effects, might regulate the expression of proinflammatory cytokines in human CD4-positive T cells.",11934839_3,"CD4-positive,T cells","234,247","246,254","2,2"
7504,The present study investigates the effect of umbelliprenin on predominance of Th1 and Th2 responses in Lewis lung cancer (LLC) mouse model.,24325354_1,"Th1,Th2","78,86","81,89","2,2"
7505,The present study is based on growing evidence that granulocyte colony stimulating factor exerts immune regulatory function in the adaptive immune system and may induce regulatory T cells in vivo.,23432597_2,"colony stimulating factor,regulatory T cells,granulocyte","64,169,52","89,187,63","0,2,0"
7506,The presented data show the key role played by the cell surface receptor to type I IFN (IFNAR) but not by the interferon transcription factors IRF-3 and IRF-7 in the induction of the important pro-inflammatory cytokine IL-12 upon transcription of NDV genes in DCs.,22102168_3,"IRF-3,IRF-7,IL-12","143,153,219","148,158,224","1,1,0"
7507,"The presented study, for the first time, shows the regulatory T cells in the context of an inflammatory environment that is present in patients with type 1 diabetes.",21641234_4,regulatory T cells,51,69,2
