,entities,text,pmid,label
44756,expression,Attenuating CAR expression by substitution with a self-inactivating lentiviral vector minimized tonic signaling and improved T cell expansion and anti-tumor function.,28978471_4,1
44771,regulator,Adenomatous polyposis coli (APC) is a polarity regulator and tumor suppressor associated with familial adenomatous polyposis and colorectal cancer development.,28978472_0,1
44774,development,Adenomatous polyposis coli (APC) is a polarity regulator and tumor suppressor associated with familial adenomatous polyposis and colorectal cancer development.,28978472_0,1
44782,cells,"We found that APC ensures T cell receptor-triggered activation through Nuclear Factor of Activated T cells (NFAT), since APC is necessary for NFAT's nuclear localization in a microtubule-dependent fashion and for NFAT-driven transcription leading to cytokine gene expression.",28978472_2,2
44783,NFAT,"We found that APC ensures T cell receptor-triggered activation through Nuclear Factor of Activated T cells (NFAT), since APC is necessary for NFAT's nuclear localization in a microtubule-dependent fashion and for NFAT-driven transcription leading to cytokine gene expression.",28978472_2,1
44785,NFAT,"We found that APC ensures T cell receptor-triggered activation through Nuclear Factor of Activated T cells (NFAT), since APC is necessary for NFAT's nuclear localization in a microtubule-dependent fashion and for NFAT-driven transcription leading to cytokine gene expression.",28978472_2,1
44790,NFAT,"Interestingly, NFAT forms clusters juxtaposed with microtubules.",28978472_3,1
44792,NFAT,"Ultimately, mouse Apc deficiency reduces the presence of NFAT in the nucleus of intestinal regulatory T cells (Tregs) and impairs Treg differentiation and the acquisition of a suppressive phenotype, which is characterized by the production of the anti-inflammatory cytokine IL-10.",28978472_4,1
44795,cells,"Ultimately, mouse Apc deficiency reduces the presence of NFAT in the nucleus of intestinal regulatory T cells (Tregs) and impairs Treg differentiation and the acquisition of a suppressive phenotype, which is characterized by the production of the anti-inflammatory cytokine IL-10.",28978472_4,2
44806,development,"These findings suggest a dual role for APC mutations in colorectal cancer development, where mutations drive the initiation of epithelial neoplasms and also reduce Treg-mediated suppression of the detrimental inflammation that enhances cancer growth.",28978472_5,1
44808,epithelial,"These findings suggest a dual role for APC mutations in colorectal cancer development, where mutations drive the initiation of epithelial neoplasms and also reduce Treg-mediated suppression of the detrimental inflammation that enhances cancer growth.",28978472_5,1
44815,IL-10,"BACKGROUND/AIM: Recently CD4+CD49b+ LAG3+regulatory T (Tr1) cells are reported to be IL-10 driven, have strong regulatory activities.",28982868_0,0
44820,Treg,"Thus, this study aimed to investigate whether Treg and Tr1 cells participate in immunological status against cancer.",28982868_1,2
44821,cells,"Thus, this study aimed to investigate whether Treg and Tr1 cells participate in immunological status against cancer.",28982868_1,2
44826,cells,"The peripheral blood mononuclear cells were subjected to FACScan analysis after labeling with anti-CD4, -CD25, - Foxp3, -CD49b and -LAG3 antibodies.",28982868_3,2
44829,Foxp3,"The peripheral blood mononuclear cells were subjected to FACScan analysis after labeling with anti-CD4, -CD25, - Foxp3, -CD49b and -LAG3 antibodies.",28982868_3,1
44831,IL-10,Resected specimens were stained for IL-10.,28982868_4,0
44835,early,"Among patients who underwent R0 resection, those with early recurrence had a significantly higher pre-/post-operative Tr1 ratio (p<0.05).",28982868_7,1
44836,ratio,"Among patients who underwent R0 resection, those with early recurrence had a significantly higher pre-/post-operative Tr1 ratio (p<0.05).",28982868_7,2
44842,specificity,Median pre-/post-operative ratios of Foxp3Tregs and Tr1s predicted early recurrence with 85.6% sensitivity and 93.3% specificity.,28982868_8,1
44860,expression,"In the present work, we characterize the regulation of PD-1 expression and the effects of PD-1 blockade on TIDC.",28993412_4,1
44863,IL10,Treatment of TIDC and bone marrow-derived dendritic cells (DC) with IL10 led to increased PD-1 expression.,28993412_5,0
44864,increased,Treatment of TIDC and bone marrow-derived dendritic cells (DC) with IL10 led to increased PD-1 expression.,28993412_5,0
44865,expression,Treatment of TIDC and bone marrow-derived dendritic cells (DC) with IL10 led to increased PD-1 expression.,28993412_5,1
44868,IL10,Both groups of DCs also responded to PD-1 blockade by increasing production of IL10.,28993412_6,0
44871,IL10,"Similarly, treatment of ovarian tumor-bearing mice with PD-1 blocking antibody resulted in an increase in IL10 levels in both serum and ascites.",28993412_7,0
44872,serum,"Similarly, treatment of ovarian tumor-bearing mice with PD-1 blocking antibody resulted in an increase in IL10 levels in both serum and ascites.",28993412_7,1
44873,IL10,"While PD-1 blockade or IL10 neutralization as monotherapies were inefficient, combination of these two led to improved survival and delayed tumor growth; this was accompanied by augmented antitumor T- and B-cell responses and decreased infiltration of immunosuppressive MDSC.",28993412_8,0
44879,decreased,"While PD-1 blockade or IL10 neutralization as monotherapies were inefficient, combination of these two led to improved survival and delayed tumor growth; this was accompanied by augmented antitumor T- and B-cell responses and decreased infiltration of immunosuppressive MDSC.",28993412_8,1
44882,IL10,"Taken together, our findings implicate compensatory release of IL10 as one of the adaptive resistance mechanisms that undermine the efficacy of anti-PD-1 (or anti-PD-L1) monotherapies and prompt further studies aimed at identifying such resistance mechanisms.",28993412_9,0
44883,one,"Taken together, our findings implicate compensatory release of IL10 as one of the adaptive resistance mechanisms that undermine the efficacy of anti-PD-1 (or anti-PD-L1) monotherapies and prompt further studies aimed at identifying such resistance mechanisms.",28993412_9,1
44892,helper,"Tumor-specific CD4+ T helper 9 (TH9) cells, so-called because of their production of the cytokine interleukin-9 (IL-9), are a powerful effector T cell subset for cancer immunotherapy.",29018172_0,2
44894,cells,"Tumor-specific CD4+ T helper 9 (TH9) cells, so-called because of their production of the cytokine interleukin-9 (IL-9), are a powerful effector T cell subset for cancer immunotherapy.",29018172_0,2
44897,IL-9,"Tumor-specific CD4+ T helper 9 (TH9) cells, so-called because of their production of the cytokine interleukin-9 (IL-9), are a powerful effector T cell subset for cancer immunotherapy.",29018172_0,0
44899,effector,"Tumor-specific CD4+ T helper 9 (TH9) cells, so-called because of their production of the cytokine interleukin-9 (IL-9), are a powerful effector T cell subset for cancer immunotherapy.",29018172_0,1
44901,immunotherapy,"Tumor-specific CD4+ T helper 9 (TH9) cells, so-called because of their production of the cytokine interleukin-9 (IL-9), are a powerful effector T cell subset for cancer immunotherapy.",29018172_0,0
44903,CD4+,We found that pretreatment of naïve CD4+ T cells with IL-7 further enhanced their differentiation into TH9 cells and augmented their antitumor activity.,29018172_1,2
44904,cells,We found that pretreatment of naïve CD4+ T cells with IL-7 further enhanced their differentiation into TH9 cells and augmented their antitumor activity.,29018172_1,2
44905,IL-7,We found that pretreatment of naïve CD4+ T cells with IL-7 further enhanced their differentiation into TH9 cells and augmented their antitumor activity.,29018172_1,0
44909,IL-7,IL-7 markedly increased the abundance of the histone acetyltransferase p300 by activating the STAT5 and PI3K-AKT-mTOR signaling pathways and promoting the acetylation of histones at the Il9 promoter.,29018172_2,0
44923,Foxp1,"In contrast, Foxp1, which bound to the Il9 promoter in naïve CD4+ T cells and inhibited Il9 expression, was outcompeted for binding to the Il9 promoter by Foxo1 and translocated to the cytoplasm.",29018172_4,1
44925,CD4+,"In contrast, Foxp1, which bound to the Il9 promoter in naïve CD4+ T cells and inhibited Il9 expression, was outcompeted for binding to the Il9 promoter by Foxo1 and translocated to the cytoplasm.",29018172_4,2
44926,cells,"In contrast, Foxp1, which bound to the Il9 promoter in naïve CD4+ T cells and inhibited Il9 expression, was outcompeted for binding to the Il9 promoter by Foxo1 and translocated to the cytoplasm.",29018172_4,2
44928,binding,"In contrast, Foxp1, which bound to the Il9 promoter in naïve CD4+ T cells and inhibited Il9 expression, was outcompeted for binding to the Il9 promoter by Foxo1 and translocated to the cytoplasm.",29018172_4,1
44930,Foxo1,"In contrast, Foxp1, which bound to the Il9 promoter in naïve CD4+ T cells and inhibited Il9 expression, was outcompeted for binding to the Il9 promoter by Foxo1 and translocated to the cytoplasm.",29018172_4,1
44933,expression,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,1
44934,Foxo1,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,1
44936,Foxp1,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,1
44937,CD4+,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,2
44938,cells,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,2
44940,IL-9,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,0
44942,Foxo1,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,1
44944,IL-7,"Furthermore, forced expression of Foxo1 or a deficiency in Foxp1 in CD4+ T cells markedly increased the production of IL-9, whereas a deficiency in Foxo1 inhibited the ability of IL-7 to enhance the differentiation and antitumor activity of TH9 cells.",29018172_5,0
44950,Foxo1,"Thus, we identified the roles of Foxo1 as a positive regulator and Foxp1 as a negative regulator of TH9 cell differentiation and antitumor activity, which may provide potential targets for cancer immunotherapy.",29018172_6,1
44952,Foxp1,"Thus, we identified the roles of Foxo1 as a positive regulator and Foxp1 as a negative regulator of TH9 cell differentiation and antitumor activity, which may provide potential targets for cancer immunotherapy.",29018172_6,1
44957,immunotherapy,"Thus, we identified the roles of Foxo1 as a positive regulator and Foxp1 as a negative regulator of TH9 cell differentiation and antitumor activity, which may provide potential targets for cancer immunotherapy.",29018172_6,0
44959,host,IFN-γ-producing cytotoxic T lymphocytes are essential for host defense against viral infection and cancer.,29021521_0,1
44968,type,"When activated in vitro, however, IFN-γ production by naive wild type and tristetraprolin-deficient CD8+ T-cells is comparable.",29021521_2,2
44972,increased,IL-27 is overproduced by tristetraprolin-deficient macrophages and increased systemically in tristetraprolin-deficient mice.,29021521_3,0
44976,deletion,"Importantly, deletion of IL-27 receptor WSX-1 in tristetraprolin-deficient mice (WSX-1/tristetraprolin double knockout) leads to a reduction in cytotoxic T lymphocyte numbers.",29021521_5,1
44981,cytotoxic T lymphocyte,"Importantly, deletion of IL-27 receptor WSX-1 in tristetraprolin-deficient mice (WSX-1/tristetraprolin double knockout) leads to a reduction in cytotoxic T lymphocyte numbers.",29021521_5,2
44993,tristetraprolin,"This study describes a regulatory pathway for IL-27 expression and cytotoxic T lymphocyte function mediated by tristetraprolin, contributing to regulation of antitumour immunity.",29021521_7,1
44994,regulation,"This study describes a regulatory pathway for IL-27 expression and cytotoxic T lymphocyte function mediated by tristetraprolin, contributing to regulation of antitumour immunity.",29021521_7,1
44997,one,IL-27 is one of a number of cytokines that can induce antitumour CD8+ T cell responses.,29021521_8,1
45020,hepatic,"However, the role of leukemia-associated macrophages (LAMs) in hepatic microenvironment remains unclear.",29030004_2,1
45029,hepatocellular,"Furthermore, H-LAMs exhibited a more M1-like phenotype distinct from that of TAMs in hepatocellular carcinoma and LAMs from BM or spleen in leukemia.",29030004_5,1
45031,spleen,"Furthermore, H-LAMs exhibited a more M1-like phenotype distinct from that of TAMs in hepatocellular carcinoma and LAMs from BM or spleen in leukemia.",29030004_5,1
45033,increased,"Moreover, H-LAMs expressed increased level of cytokines in charge of recruiting inflammatory cells, which contributed to pro-inflammatory hepatic microenvironment.",29030004_6,0
45034,cytokines,"Moreover, H-LAMs expressed increased level of cytokines in charge of recruiting inflammatory cells, which contributed to pro-inflammatory hepatic microenvironment.",29030004_6,0
45038,cells,"Allogeneic immune cells, particularly T cells in donor grafts, recognize and eliminate leukemic cells via graft-versus-leukemia (GVL) reactivity, and transfer of these cells is often used for high-risk hematological malignancies, including acute myeloid leukemia.",29038366_0,2
45039,cells,"Allogeneic immune cells, particularly T cells in donor grafts, recognize and eliminate leukemic cells via graft-versus-leukemia (GVL) reactivity, and transfer of these cells is often used for high-risk hematological malignancies, including acute myeloid leukemia.",29038366_0,2
45044,host,"Unfortunately, these cells also attack host normal tissues through the often fatal graft-versus-host disease (GVHD).",29038366_1,1
45050,interleukin-9,"Here, we show that, in mice and humans, a population of interleukin-9 (IL-9)-producing T cells activated via the ST2-IL-33 pathway (T9IL-33 cells) increases GVL while decreasing GVHD through two opposing mechanisms: protection from fatal immunity by amphiregulin expression and augmentation of antileukemic activity compared with T9, T1, and unmanipulated T cells through CD8α expression.",29038366_3,0
45053,cells,"Here, we show that, in mice and humans, a population of interleukin-9 (IL-9)-producing T cells activated via the ST2-IL-33 pathway (T9IL-33 cells) increases GVL while decreasing GVHD through two opposing mechanisms: protection from fatal immunity by amphiregulin expression and augmentation of antileukemic activity compared with T9, T1, and unmanipulated T cells through CD8α expression.",29038366_3,2
45059,expression,"Here, we show that, in mice and humans, a population of interleukin-9 (IL-9)-producing T cells activated via the ST2-IL-33 pathway (T9IL-33 cells) increases GVL while decreasing GVHD through two opposing mechanisms: protection from fatal immunity by amphiregulin expression and augmentation of antileukemic activity compared with T9, T1, and unmanipulated T cells through CD8α expression.",29038366_3,1
45064,cells,"Thus, adoptive transfer of allogeneic T9IL-33 cells offers an attractive approach for separating GVL activity from GVHD.",29038366_4,2
45072,mammary,"This study was designed to evaluate the protective and immunomodulatory effects of dietary fucoidan on 7,12-dimethyl benz[a]anthracene (DMBA)-induced experimental mammary carcinogenesis in rats.",29043842_1,1
45073,four,"Sixty Sprague-Dawley rats were randomly assigned to four equal groups: the control group (control group), the cancer model group (model group), and the F1 and F2 groups, which were fed fucoidan at concentrations of 200 and 400 mg/kg·body weight, respectively.",29043842_2,1
45091,CD4,Flow cytometric analyses revealed that the number of blood natural killer cells was higher after fucoidan treatment and that the proportions of CD4 and CD8 T cells were also increased.,29043842_4,2
45093,cells,Flow cytometric analyses revealed that the number of blood natural killer cells was higher after fucoidan treatment and that the proportions of CD4 and CD8 T cells were also increased.,29043842_4,2
45094,increased,Flow cytometric analyses revealed that the number of blood natural killer cells was higher after fucoidan treatment and that the proportions of CD4 and CD8 T cells were also increased.,29043842_4,0
45103,regulatory T cells,"Moreover, the percentage of CD3+ Foxp3+ regulatory T cells in the blood and the levels of IL-10 and transforming growth factor β in the serum were lower in the rats treated with fucoidan.",29043842_6,2
45106,IL-10,"Moreover, the percentage of CD3+ Foxp3+ regulatory T cells in the blood and the levels of IL-10 and transforming growth factor β in the serum were lower in the rats treated with fucoidan.",29043842_6,0
45111,Foxp3,"Furthermore, fucoidan treatment decreased the expression of Foxp3 and programmed cell death 1 ligand 1 (PDL1) in tumor tissues.",29043842_7,1
45128,one,The immunomodulatory effect is one of the possible mechanisms of the protective effect of fucoidan against mammary carcinogenesis.,29043842_11,1
45131,mammary,The immunomodulatory effect is one of the possible mechanisms of the protective effect of fucoidan against mammary carcinogenesis.,29043842_11,1
45133,regulatory T cells,The clinical significance of regulatory T cells (Treg) and tumor-associated macrophages (TAM) in the tumor microenvironment of human bladder cancer remains unclear.,29048388_0,2
45134,Treg,The clinical significance of regulatory T cells (Treg) and tumor-associated macrophages (TAM) in the tumor microenvironment of human bladder cancer remains unclear.,29048388_0,2
45143,forkhead,"We carried out immunohistochemical analysis of forkhead box P3 (FOXP3, Treg maker), CD204 (TAM marker), and interleukin-6 (IL6) using surgical specimens obtained from 154 NMIBC patients.",29048388_2,1
45144,FOXP3,"We carried out immunohistochemical analysis of forkhead box P3 (FOXP3, Treg maker), CD204 (TAM marker), and interleukin-6 (IL6) using surgical specimens obtained from 154 NMIBC patients.",29048388_2,1
45145,Treg,"We carried out immunohistochemical analysis of forkhead box P3 (FOXP3, Treg maker), CD204 (TAM marker), and interleukin-6 (IL6) using surgical specimens obtained from 154 NMIBC patients.",29048388_2,2
45146,interleukin-6,"We carried out immunohistochemical analysis of forkhead box P3 (FOXP3, Treg maker), CD204 (TAM marker), and interleukin-6 (IL6) using surgical specimens obtained from 154 NMIBC patients.",29048388_2,0
45147,IL6,"We carried out immunohistochemical analysis of forkhead box P3 (FOXP3, Treg maker), CD204 (TAM marker), and interleukin-6 (IL6) using surgical specimens obtained from 154 NMIBC patients.",29048388_2,0
45158,Treg,"High Treg counts were associated with female patients, older age, T1 category, and high tumor grade.",29048388_5,2
45160,female,"High Treg counts were associated with female patients, older age, T1 category, and high tumor grade.",29048388_5,1
45163,Treg,TAM count was significantly correlated with Treg count and with IL6-positive cancer cell count.,29048388_6,2
45167,Treg,"In our analysis of 71 patients treated with BCG, high counts of Treg and TAM were associated with shorter recurrence-free survival, and the former was an independent predictor of recurrence.",29048388_7,2
45174,Treg,Poor response to intravesical BCG was associated with Treg and TAM in the tumor microenvironment.,29048388_8,2
45178,X-box binding protein 1,"X-box binding protein 1 (XBP1), CD138 (Syndecan-1) and CS1 (SLAMF7) are highly expressed antigens in cancers including multiple myeloma (MM).",29089645_0,1
45179,XBP1,"X-box binding protein 1 (XBP1), CD138 (Syndecan-1) and CS1 (SLAMF7) are highly expressed antigens in cancers including multiple myeloma (MM).",29089645_0,1
45182,antigens,"X-box binding protein 1 (XBP1), CD138 (Syndecan-1) and CS1 (SLAMF7) are highly expressed antigens in cancers including multiple myeloma (MM).",29089645_0,0
45183,multiple,"X-box binding protein 1 (XBP1), CD138 (Syndecan-1) and CS1 (SLAMF7) are highly expressed antigens in cancers including multiple myeloma (MM).",29089645_0,1
45186,potential,"Here, we identify and characterize immunogenic HLA-A24 peptides derived from these antigens for potential vaccination therapy of HLA-A24+ patients with MM.",29089645_1,1
45187,therapy,"Here, we identify and characterize immunogenic HLA-A24 peptides derived from these antigens for potential vaccination therapy of HLA-A24+ patients with MM.",29089645_1,0
45189,XBP1,"The identified immunogenic HLA-A24-specific XBP1 unspliced (UN)185-193 (I S P W I L A V L), XBP1 spliced (SP)223-231 (V Y P E G P S S L), CD138265-273 (I F A V C L V G F) and CS1240-248 (L F V L G L F L W) peptides induced antigen-specific CTL with anti-MM activity in an HLA-A24 restricted manner.",29089645_2,1
45190,XBP1,"The identified immunogenic HLA-A24-specific XBP1 unspliced (UN)185-193 (I S P W I L A V L), XBP1 spliced (SP)223-231 (V Y P E G P S S L), CD138265-273 (I F A V C L V G F) and CS1240-248 (L F V L G L F L W) peptides induced antigen-specific CTL with anti-MM activity in an HLA-A24 restricted manner.",29089645_2,1
45197,CTL,"Furthermore, a cocktail containing the four HLA-A24 peptides evoked MM-specific CTL with distinct phenotypic profiles (CD28, CD40L, 41BB, CD38, CD69) and anti-tumor activities, evidenced by perforin upregulation, CD107a degranulation (cytotoxicity) and Th1-type cytokines (IFN-γ/IL-2/TNF-α) production in response to HLA-A24+ MM cells.",29089645_3,2
45199,CD28,"Furthermore, a cocktail containing the four HLA-A24 peptides evoked MM-specific CTL with distinct phenotypic profiles (CD28, CD40L, 41BB, CD38, CD69) and anti-tumor activities, evidenced by perforin upregulation, CD107a degranulation (cytotoxicity) and Th1-type cytokines (IFN-γ/IL-2/TNF-α) production in response to HLA-A24+ MM cells.",29089645_3,2
45200,CD40L,"Furthermore, a cocktail containing the four HLA-A24 peptides evoked MM-specific CTL with distinct phenotypic profiles (CD28, CD40L, 41BB, CD38, CD69) and anti-tumor activities, evidenced by perforin upregulation, CD107a degranulation (cytotoxicity) and Th1-type cytokines (IFN-γ/IL-2/TNF-α) production in response to HLA-A24+ MM cells.",29089645_3,2
45208,cells,"Furthermore, a cocktail containing the four HLA-A24 peptides evoked MM-specific CTL with distinct phenotypic profiles (CD28, CD40L, 41BB, CD38, CD69) and anti-tumor activities, evidenced by perforin upregulation, CD107a degranulation (cytotoxicity) and Th1-type cytokines (IFN-γ/IL-2/TNF-α) production in response to HLA-A24+ MM cells.",29089645_3,2
45210,CTL,"The multipeptide-specific CTL included antigen-specific memory CD8+ T cells expressing both T-cell activation (CD38, CD69) and immune checkpoints antigens (CTLA, PD-1, LAG-3, TIM-3).",29089645_4,2
45212,CD8+,"The multipeptide-specific CTL included antigen-specific memory CD8+ T cells expressing both T-cell activation (CD38, CD69) and immune checkpoints antigens (CTLA, PD-1, LAG-3, TIM-3).",29089645_4,2
45213,cells,"The multipeptide-specific CTL included antigen-specific memory CD8+ T cells expressing both T-cell activation (CD38, CD69) and immune checkpoints antigens (CTLA, PD-1, LAG-3, TIM-3).",29089645_4,2
45214,T-cell activation,"The multipeptide-specific CTL included antigen-specific memory CD8+ T cells expressing both T-cell activation (CD38, CD69) and immune checkpoints antigens (CTLA, PD-1, LAG-3, TIM-3).",29089645_4,2
45219,LAG-3,"The multipeptide-specific CTL included antigen-specific memory CD8+ T cells expressing both T-cell activation (CD38, CD69) and immune checkpoints antigens (CTLA, PD-1, LAG-3, TIM-3).",29089645_4,1
45222,therapy,These results provide the framework for a multipeptide vaccination therapy to induce tumor-specific CTL in HLA-A24-positive patients with myeloma and other cancers expressing these antigens.,29089645_5,0
45227,potential,BACKGROUND: Tumour-derived exosomes (TEXs) have a potential for application in cancer vaccines.,29112686_0,1
45230,interferon regulatory factor 1,Whether TEXs after induction by interferon regulatory factor 1 (IRF-1) are capable of enhancing the antitumour response remains to be determined.,29112686_1,1
45231,IRF-1,Whether TEXs after induction by interferon regulatory factor 1 (IRF-1) are capable of enhancing the antitumour response remains to be determined.,29112686_1,1
45250,cells,The IFNγ-positive and granzyme B-positive CD8α+ splenocyte cells were quantified by flow cytometry.,29112686_7,2
45260,increased,This effect may be a result of increased infiltration of tumours by CD4+ and CD8α+ T cells.,29112686_10,0
45262,CD4+,This effect may be a result of increased infiltration of tumours by CD4+ and CD8α+ T cells.,29112686_10,2
45264,cells,This effect may be a result of increased infiltration of tumours by CD4+ and CD8α+ T cells.,29112686_10,2
45266,CD4+,Antibody-mediated depletion of CD4+ or CD8+ T cells abrogated the antitumour effects.,29112686_11,2
45267,CD8+,Antibody-mediated depletion of CD4+ or CD8+ T cells abrogated the antitumour effects.,29112686_11,2
45268,cells,Antibody-mediated depletion of CD4+ or CD8+ T cells abrogated the antitumour effects.,29112686_11,2
45270,tumour,Splenocytes isolated from CpG+IRF-1-Exo-injected Hepa 1-6 tumour mice had increased IFNγ-positive and granzyme B-positive CD8+ cells after co-culturing with Hepa 1-6 cells as compared with MC38 cells.,29112686_12,0
45273,cells,Splenocytes isolated from CpG+IRF-1-Exo-injected Hepa 1-6 tumour mice had increased IFNγ-positive and granzyme B-positive CD8+ cells after co-culturing with Hepa 1-6 cells as compared with MC38 cells.,29112686_12,2
45274,cells,Splenocytes isolated from CpG+IRF-1-Exo-injected Hepa 1-6 tumour mice had increased IFNγ-positive and granzyme B-positive CD8+ cells after co-culturing with Hepa 1-6 cells as compared with MC38 cells.,29112686_12,2
45283,Hepatocellular,"METHODS: Hepatocellular carcinoma (HCC) cells, H22 and Hepa1-6, were modified by blocking the STAT3 signaling pathway with a STAT3 decoy oligodeoxynucleotide, and the immunogenicity and possibility of using these cell lysates as a vaccine were evaluated.",29115974_1,1
45284,cells,"METHODS: Hepatocellular carcinoma (HCC) cells, H22 and Hepa1-6, were modified by blocking the STAT3 signaling pathway with a STAT3 decoy oligodeoxynucleotide, and the immunogenicity and possibility of using these cell lysates as a vaccine were evaluated.",29115974_1,2
45286,STAT3,"METHODS: Hepatocellular carcinoma (HCC) cells, H22 and Hepa1-6, were modified by blocking the STAT3 signaling pathway with a STAT3 decoy oligodeoxynucleotide, and the immunogenicity and possibility of using these cell lysates as a vaccine were evaluated.",29115974_1,1
45298,cells,"In addition, STAT3-blocked whole HCC cell lysates stimulated the activation of T cells and natural killer (NK) cells, and enhanced the infiltration of cytotoxic CD8+ T cells in the tumor tissues.",29115974_3,2
45301,cells,"In addition, STAT3-blocked whole HCC cell lysates stimulated the activation of T cells and natural killer (NK) cells, and enhanced the infiltration of cytotoxic CD8+ T cells in the tumor tissues.",29115974_3,2
45304,cells,"In addition, STAT3-blocked whole HCC cell lysates stimulated the activation of T cells and natural killer (NK) cells, and enhanced the infiltration of cytotoxic CD8+ T cells in the tumor tissues.",29115974_3,2
45308,enhanced,"In addition, the maturation of dendritic cells (DCs) was enhanced, which promoted the generation of immunological memory against HCC.",29115974_4,1
45310,immunological,"In addition, the maturation of dendritic cells (DCs) was enhanced, which promoted the generation of immunological memory against HCC.",29115974_4,0
45314,cells,"Furthermore, secondary immune responses could be primed as soon as these immunized mice were challenged with HCC cells, accompanied by T cell and NK cell activation and infiltration.",29115974_5,2
45322,IL-10,"Additionally, immunization with this vaccine decreased the generation of Tregs and the production of TGF-β and IL-10.",29115974_6,0
45326,cells,"Importantly, STAT3-blocked whole HCC cell lysates prevented HCC-mediated exhaustion of T cells and NK cells, showing low expression of checkpoint molecules such as PD-1 and TIGIT on T cells and NK cells in the immunized mice.",29115974_7,2
45328,expression,"Importantly, STAT3-blocked whole HCC cell lysates prevented HCC-mediated exhaustion of T cells and NK cells, showing low expression of checkpoint molecules such as PD-1 and TIGIT on T cells and NK cells in the immunized mice.",29115974_7,1
45329,checkpoint,"Importantly, STAT3-blocked whole HCC cell lysates prevented HCC-mediated exhaustion of T cells and NK cells, showing low expression of checkpoint molecules such as PD-1 and TIGIT on T cells and NK cells in the immunized mice.",29115974_7,1
45330,cells,"Importantly, STAT3-blocked whole HCC cell lysates prevented HCC-mediated exhaustion of T cells and NK cells, showing low expression of checkpoint molecules such as PD-1 and TIGIT on T cells and NK cells in the immunized mice.",29115974_7,2
45334,potential,CONCLUSIONS: The newly generated STAT3-blocked whole-cell HCC vaccine has potential for cancer cell vaccination.,29115974_8,1
45350,activator,"We had previously identified the transcription factor NFAT5 as an activator of TLR-induced responses, and in this study we explore its contribution to macrophage functions in different polarization settings.",29150563_2,1
45366,NFAT5,"In this regard, NFAT5 upregulated the Th1-stimulatory cytokine IL-12 in classically activated macrophages, whereas in alternatively polarized ones it enhanced the expression of the pro-Th1 mediators Fizz-1 and arginase 1, indicating that it could promote proinflammatory readiness by regulating independent genes in differently polarized macrophages.",29150563_4,1
45376,genes,"In this regard, NFAT5 upregulated the Th1-stimulatory cytokine IL-12 in classically activated macrophages, whereas in alternatively polarized ones it enhanced the expression of the pro-Th1 mediators Fizz-1 and arginase 1, indicating that it could promote proinflammatory readiness by regulating independent genes in differently polarized macrophages.",29150563_4,1
45382,lung,"Finally, adoptive transfer assays in vivo revealed a reduced antitumor capacity in NFAT5-deficient macrophages against syngeneic Lewis lung carcinoma and ID8 ovarian carcinoma cells, a defect that in the ID8 model was associated with a reduced accumulation of effector CD8 T cells at the tumor site.",29150563_5,1
45383,cells,"Finally, adoptive transfer assays in vivo revealed a reduced antitumor capacity in NFAT5-deficient macrophages against syngeneic Lewis lung carcinoma and ID8 ovarian carcinoma cells, a defect that in the ID8 model was associated with a reduced accumulation of effector CD8 T cells at the tumor site.",29150563_5,2
45388,reduced,"Finally, adoptive transfer assays in vivo revealed a reduced antitumor capacity in NFAT5-deficient macrophages against syngeneic Lewis lung carcinoma and ID8 ovarian carcinoma cells, a defect that in the ID8 model was associated with a reduced accumulation of effector CD8 T cells at the tumor site.",29150563_5,1
45390,cells,"Finally, adoptive transfer assays in vivo revealed a reduced antitumor capacity in NFAT5-deficient macrophages against syngeneic Lewis lung carcinoma and ID8 ovarian carcinoma cells, a defect that in the ID8 model was associated with a reduced accumulation of effector CD8 T cells at the tumor site.",29150563_5,2
