,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_cytokine_distsv,lf_transcription_factor_distsv,lf_t_lymphocyte_distsv,label
58053,CXCL10,0,1,0,6,"CXCL10 induced cell proliferation, migration and epithelial-mesenchymal transition in MCF-7 and MDA-MB-231 breast cancer cell lines.",34504204_3,0,-1,-1,0
58057,breast,13,14,107,113,"CXCL10 induced cell proliferation, migration and epithelial-mesenchymal transition in MCF-7 and MDA-MB-231 breast cancer cell lines.",34504204_3,-1,1,-1,1
58060,expression,5,6,30,40,"We confirmed that CXCL10 mRNA expression was significantly higher in invasive carcinoma than in DCIS, especially in hormone receptor (HR)-negative tumors using a validation set.",34504204_4,-1,1,-1,1
58063,hormone receptor,18,20,116,132,"We confirmed that CXCL10 mRNA expression was significantly higher in invasive carcinoma than in DCIS, especially in hormone receptor (HR)-negative tumors using a validation set.",34504204_4,-1,1,-1,1
58065,set,25,26,173,176,"We confirmed that CXCL10 mRNA expression was significantly higher in invasive carcinoma than in DCIS, especially in hormone receptor (HR)-negative tumors using a validation set.",34504204_4,-1,1,-1,1
58066,CXCL10,0,1,0,6,"CXCL10 mRNA expression showed a positive correlation with tumor infiltrating lymphocyte (TIL) density in both DCIS and invasive carcinoma; CXCL10-positive tumors generally showed higher infiltration of CD8+ and FOXP3+TILs as well as PD-L1+ immune cells compared to CXCL10-negative tumors, albeit with different patterns according to HR status.",34504204_5,0,-1,-1,0
58067,expression,2,3,12,22,"CXCL10 mRNA expression showed a positive correlation with tumor infiltrating lymphocyte (TIL) density in both DCIS and invasive carcinoma; CXCL10-positive tumors generally showed higher infiltration of CD8+ and FOXP3+TILs as well as PD-L1+ immune cells compared to CXCL10-negative tumors, albeit with different patterns according to HR status.",34504204_5,-1,1,-1,1
58068,positive,5,6,32,40,"CXCL10 mRNA expression showed a positive correlation with tumor infiltrating lymphocyte (TIL) density in both DCIS and invasive carcinoma; CXCL10-positive tumors generally showed higher infiltration of CD8+ and FOXP3+TILs as well as PD-L1+ immune cells compared to CXCL10-negative tumors, albeit with different patterns according to HR status.",34504204_5,-1,1,-1,1
58073,CD8+,29,31,202,206,"CXCL10 mRNA expression showed a positive correlation with tumor infiltrating lymphocyte (TIL) density in both DCIS and invasive carcinoma; CXCL10-positive tumors generally showed higher infiltration of CD8+ and FOXP3+TILs as well as PD-L1+ immune cells compared to CXCL10-negative tumors, albeit with different patterns according to HR status.",34504204_5,-1,-1,2,2
58086,Treg,3,4,14,18,"Regulatory T (Treg) cells, possess a strategic role in the maintenance of immune homeostasis, and their function has been closely linked to development of diverse pathologies including autoimmunity and cancer.",34539668_0,-1,-1,2,2
58087,cells,5,6,20,25,"Regulatory T (Treg) cells, possess a strategic role in the maintenance of immune homeostasis, and their function has been closely linked to development of diverse pathologies including autoimmunity and cancer.",34539668_0,-1,-1,2,2
58091,development,26,27,140,151,"Regulatory T (Treg) cells, possess a strategic role in the maintenance of immune homeostasis, and their function has been closely linked to development of diverse pathologies including autoimmunity and cancer.",34539668_0,-1,1,-1,1
58093,Treg cells,14,16,106,116,Comprehensive studies in various disease contexts revealed an increased plasticity as a characteristic of Treg cells.,34539668_1,-1,-1,2,2
58099,Treg cell,25,27,148,157,"Although Treg cell plasticity comes in various flavors, the major categories enclose the loss of Foxp3 expression, which is the master regulator of Treg cell lineage, giving rise to ""ex-Treg"" cells and the ""fragile"" Treg cells in which FOXP3 expression is retained but accompanied by the engagement of an inflammatory program and attenuation of the suppressive activity.",34539668_2,-1,-1,2,2
58100,cells,35,36,192,197,"Although Treg cell plasticity comes in various flavors, the major categories enclose the loss of Foxp3 expression, which is the master regulator of Treg cell lineage, giving rise to ""ex-Treg"" cells and the ""fragile"" Treg cells in which FOXP3 expression is retained but accompanied by the engagement of an inflammatory program and attenuation of the suppressive activity.",34539668_2,-1,-1,2,2
58102,Treg cells,41,43,216,226,"Although Treg cell plasticity comes in various flavors, the major categories enclose the loss of Foxp3 expression, which is the master regulator of Treg cell lineage, giving rise to ""ex-Treg"" cells and the ""fragile"" Treg cells in which FOXP3 expression is retained but accompanied by the engagement of an inflammatory program and attenuation of the suppressive activity.",34539668_2,-1,-1,2,2
58111,Treg cell,21,23,158,167,"Treg cell plasticity possess a tremendous therapeutic potential either by inducing Treg cell de-stabilization to promote anti-tumor immunity, or re-enforcing Treg cell stability to attenuate chronic inflammation.",34539668_3,-1,-1,2,2
58112,chronic,26,27,191,198,"Treg cell plasticity possess a tremendous therapeutic potential either by inducing Treg cell de-stabilization to promote anti-tumor immunity, or re-enforcing Treg cell stability to attenuate chronic inflammation.",34539668_3,-1,1,-1,1
58118,breast,7,8,46,52,"BACKGROUND: Oestrogen receptor-positive (ER+) breast cancer is commonly treated using endocrine therapies such as aromatase inhibitors which block synthesis of oestradiol, but the influence of this therapy on the immune composition of breast tumours has not been fully explored.",34602068_0,-1,1,-1,1
58127,lymphocytes,6,7,51,62,Previous findings suggest that tumour infiltrating lymphocytes and immune-related gene expression may be altered by treatment with aromatase inhibitors.,34602068_1,-1,-1,2,2
58129,altered,13,14,105,112,Previous findings suggest that tumour infiltrating lymphocytes and immune-related gene expression may be altered by treatment with aromatase inhibitors.,34602068_1,-1,1,-1,1
58138,chemokines,13,14,81,91,We aimed to investigate the effect of oestrogen deprivation on the expression of chemokines and immune infiltration in vitro and in an ER+ immunocompetent mouse model.,34602068_3,0,-1,-1,0
58143,chemokines,15,16,92,102,METHODS: RT-qPCR and a bead-based Bioplex system were used to investigate the expression of chemokines in MCF-7 breast cancer cells deprived of oestrogen.,34602068_4,0,-1,-1,0
58145,cells,20,21,126,131,METHODS: RT-qPCR and a bead-based Bioplex system were used to investigate the expression of chemokines in MCF-7 breast cancer cells deprived of oestrogen.,34602068_4,-1,-1,2,2
58149,cells,17,18,110,115,"A migration assay and flow cytometry were used to measure the migration of human peripheral blood mononuclear cells (PBMCs) to MCF-7 cells grown without the main biologically active oestrogen, oestradiol.",34602068_5,-1,-1,2,2
58157,cells,21,22,143,148,"Using flow cytometry and immunohistochemistry, we examined the immune cell infiltrate into tumours created by injecting SSM3 ER+ breast cancer cells into wild-type, immunocompetent 129/SvEv mice.",34602068_6,-1,-1,2,2
58160,breast,9,10,70,76,"RESULTS: This study demonstrates that oestrogen deprivation increases breast cancer secretion of TNF, CCL5, IL-6, IL-8, and CCL22 and alters total human peripheral blood mononuclear cell migration in an in vitro assay.",34602068_7,-1,1,-1,1
58161,TNF,13,14,97,100,"RESULTS: This study demonstrates that oestrogen deprivation increases breast cancer secretion of TNF, CCL5, IL-6, IL-8, and CCL22 and alters total human peripheral blood mononuclear cell migration in an in vitro assay.",34602068_7,0,-1,-1,0
58163,IL-6,17,18,108,112,"RESULTS: This study demonstrates that oestrogen deprivation increases breast cancer secretion of TNF, CCL5, IL-6, IL-8, and CCL22 and alters total human peripheral blood mononuclear cell migration in an in vitro assay.",34602068_7,0,-1,-1,0
58164,IL-8,19,20,114,118,"RESULTS: This study demonstrates that oestrogen deprivation increases breast cancer secretion of TNF, CCL5, IL-6, IL-8, and CCL22 and alters total human peripheral blood mononuclear cell migration in an in vitro assay.",34602068_7,0,-1,-1,0
58168,breast,3,4,25,31,Oestrogen deprivation of breast cancer cells increases migration of CD4+ T cells and decreases migration of CD11c+ and CD14+ PBMC towards cancer cells.,34602068_8,-1,1,-1,1
58169,cells,5,6,39,44,Oestrogen deprivation of breast cancer cells increases migration of CD4+ T cells and decreases migration of CD11c+ and CD14+ PBMC towards cancer cells.,34602068_8,-1,-1,2,2
58170,CD4+,9,11,68,72,Oestrogen deprivation of breast cancer cells increases migration of CD4+ T cells and decreases migration of CD11c+ and CD14+ PBMC towards cancer cells.,34602068_8,-1,-1,2,2
58171,cells,12,13,75,80,Oestrogen deprivation of breast cancer cells increases migration of CD4+ T cells and decreases migration of CD11c+ and CD14+ PBMC towards cancer cells.,34602068_8,-1,-1,2,2
58176,cells,24,25,145,150,Oestrogen deprivation of breast cancer cells increases migration of CD4+ T cells and decreases migration of CD11c+ and CD14+ PBMC towards cancer cells.,34602068_8,-1,-1,2,2
58178,breast,3,4,23,29,"PBMC migration towards breast cancer cells can be reduced by treatment with the non-steroidal anti-inflammatory drugs, aspirin and celecoxib.",34602068_9,-1,1,-1,1
58179,cells,5,6,37,42,"PBMC migration towards breast cancer cells can be reduced by treatment with the non-steroidal anti-inflammatory drugs, aspirin and celecoxib.",34602068_9,-1,-1,2,2
58180,reduced,8,9,50,57,"PBMC migration towards breast cancer cells can be reduced by treatment with the non-steroidal anti-inflammatory drugs, aspirin and celecoxib.",34602068_9,-1,1,-1,1
58184,CD4+ T cell,10,14,83,94,Treatment with endocrine therapy using the aromatase inhibitor letrozole increases CD4+ T cell infiltration into ER+ breast cancer tumours in immune competent mice.,34602068_10,-1,-1,2,2
58191,cells,12,13,86,91,CONCLUSIONS: These results suggest that anti-oestrogen treatment of ER+ breast cancer cells can alter cytokine production and immune cells in the area surrounding the cancer cells.,34602068_11,-1,-1,2,2
58196,cells,26,27,174,179,CONCLUSIONS: These results suggest that anti-oestrogen treatment of ER+ breast cancer cells can alter cytokine production and immune cells in the area surrounding the cancer cells.,34602068_11,-1,-1,2,2
58199,timing,9,10,61,67,These findings may have implications for the combination and timing of anti-oestrogen therapies with other therapies.,34602068_12,-1,1,-1,1
58205,breast,14,15,90,96,"Molecular iodine (I2) induces apoptotic, antiangiogenic, and antiproliferative effects in breast cancer cells.",34680134_0,-1,1,-1,1
58206,cells,16,17,104,109,"Molecular iodine (I2) induces apoptotic, antiangiogenic, and antiproliferative effects in breast cancer cells.",34680134_0,-1,-1,2,2
58213,breast,29,30,150,156,We studied the effect of oral (5 mg/day) I2 supplementation alone (I2) or together with conventional chemotherapy (Cht+I2) on the immune component of breast cancer tumors from a previously published pilot study conducted in Mexico.,34680134_2,-1,1,-1,1
58216,pilot,36,37,199,204,We studied the effect of oral (5 mg/day) I2 supplementation alone (I2) or together with conventional chemotherapy (Cht+I2) on the immune component of breast cancer tumors from a previously published pilot study conducted in Mexico.,34680134_2,-1,1,-1,1
58220,Th1,13,14,81,84,"RNA-seq, I2 and Cht+I2 samples showed significant increases in the expression of Th1 and Th17 pathways.",34680134_3,-1,-1,2,2
58225,lymphocytes,15,16,117,128,Tumor immune composition determined by deconvolution analysis revealed significant increases in M0 macrophages and B lymphocytes in both I2 groups.,34680134_4,-1,-1,2,2
58229,interferon-gamma,14,15,73,89,"Real-time RT-PCR showed that I2 tumors overexpress T-BET (p = 0.019) and interferon-gamma (IFNγ; p = 0.020) and silence tumor growth factor-beta (TGFβ; p = 0.049), whereas in Cht+I2 tumors, GATA3 is silenced (p = 0.014).",34680134_5,0,-1,-1,0
58234,GATA3,40,41,190,195,"Real-time RT-PCR showed that I2 tumors overexpress T-BET (p = 0.019) and interferon-gamma (IFNγ; p = 0.020) and silence tumor growth factor-beta (TGFβ; p = 0.049), whereas in Cht+I2 tumors, GATA3 is silenced (p = 0.014).",34680134_5,-1,1,-1,1
58253,cells,11,12,87,92,Pre-metastatic niche formation is critical for the colonization of disseminated cancer cells in distant organs.,34707103_0,-1,-1,2,2
58265,expression,1,2,3,13,C3 expression in LMSCs is induced and sustained by Th2 cytokines in a STAT6-dependent manner.,34707103_4,-1,1,-1,1
58270,IL-4,2,3,12,16,Blockade of IL-4 by antibody also attenuates LMSCs-driven cancer metastasis to the lungs.,34707103_6,-1,1,-1,1
58272,metastasis,9,10,65,75,Blockade of IL-4 by antibody also attenuates LMSCs-driven cancer metastasis to the lungs.,34707103_6,-1,1,-1,1
58274,metastasis,2,3,14,24,"Consistently, metastasis is greatly enhanced in Th2-skewing T-bet-deficient mice or in nude mice adoptively transferred with T-bet-deficient T cells.",34707103_7,-1,1,-1,1
58278,cells,19,20,143,148,"Consistently, metastasis is greatly enhanced in Th2-skewing T-bet-deficient mice or in nude mice adoptively transferred with T-bet-deficient T cells.",34707103_7,-1,-1,2,2
58279,Increased,0,1,0,9,Increased C3 levels are also detected in breast cancer patients.,34707103_8,0,-1,-1,0
58281,breast,7,8,41,47,Increased C3 levels are also detected in breast cancer patients.,34707103_8,-1,1,-1,1
58284,metastasis,12,13,90,100,Our results suggest that targeting the Th2-STAT6-C3-NETs cascade may reduce breast cancer metastasis to the lungs.,34707103_9,-1,1,-1,1
58288,Treg,6,7,31,35,Suppressive regulatory T cell (Treg) differentiation is controlled by diverse immunometabolic signaling pathways and intracellular metabolites.,34731632_0,-1,-1,2,2
58292,intracellular,17,18,117,130,Suppressive regulatory T cell (Treg) differentiation is controlled by diverse immunometabolic signaling pathways and intracellular metabolites.,34731632_0,0,-1,-1,0
58297,Treg,22,23,127,131,"Here we show that cell-permeable α-ketoglutarate (αKG) alters the DNA methylation profile of naive CD4 T cells activated under Treg polarizing conditions, markedly attenuating FoxP3+ Treg differentiation and increasing inflammatory cytokines.",34731632_1,-1,-1,2,2
58298,FoxP3,28,29,176,181,"Here we show that cell-permeable α-ketoglutarate (αKG) alters the DNA methylation profile of naive CD4 T cells activated under Treg polarizing conditions, markedly attenuating FoxP3+ Treg differentiation and increasing inflammatory cytokines.",34731632_1,-1,1,-1,1
58303,cells,6,7,29,34,"Adoptive transfer of these T cells into tumor-bearing mice results in enhanced tumor infiltration, decreased FoxP3 expression, and delayed tumor growth.",34731632_2,-1,-1,2,2
58311,expression,21,22,150,160,"Mechanistically, αKG leads to an energetic state that is reprogrammed toward a mitochondrial metabolism, with increased oxidative phosphorylation and expression of mitochondrial complex enzymes.",34731632_3,-1,1,-1,1
58316,fatty,13,14,81,86,"Furthermore, carbons from ectopic αKG are directly utilized in the generation of fatty acids, associated with lipidome remodeling and increased triacylglyceride stores.",34731632_4,-1,1,-1,1
58318,increased,21,22,134,143,"Furthermore, carbons from ectopic αKG are directly utilized in the generation of fatty acids, associated with lipidome remodeling and increased triacylglyceride stores.",34731632_4,0,-1,-1,0
58319,inhibition,2,3,9,19,"Notably, inhibition of either mitochondrial complex II or DGAT2-mediated triacylglyceride synthesis restores Treg differentiation and decreases the αKG-induced inflammatory phenotype.",34731632_5,-1,1,-1,1
58327,Enhancer,0,1,0,8,"Enhancer of zeste homolog 2 (EZH2) is the catalytic subunit of polycomb repressive complex 2 (PRC2), which regulates downstream gene expression by trimethylation of lysine 27 in histone H3 (H3K27me3).",34737746_0,-1,1,-1,1
58328,homolog,3,4,18,25,"Enhancer of zeste homolog 2 (EZH2) is the catalytic subunit of polycomb repressive complex 2 (PRC2), which regulates downstream gene expression by trimethylation of lysine 27 in histone H3 (H3K27me3).",34737746_0,-1,1,-1,1
58330,polycomb,13,14,63,71,"Enhancer of zeste homolog 2 (EZH2) is the catalytic subunit of polycomb repressive complex 2 (PRC2), which regulates downstream gene expression by trimethylation of lysine 27 in histone H3 (H3K27me3).",34737746_0,-1,1,-1,1
58331,complex,15,16,83,90,"Enhancer of zeste homolog 2 (EZH2) is the catalytic subunit of polycomb repressive complex 2 (PRC2), which regulates downstream gene expression by trimethylation of lysine 27 in histone H3 (H3K27me3).",34737746_0,-1,1,-1,1
58334,lysine,29,30,165,171,"Enhancer of zeste homolog 2 (EZH2) is the catalytic subunit of polycomb repressive complex 2 (PRC2), which regulates downstream gene expression by trimethylation of lysine 27 in histone H3 (H3K27me3).",34737746_0,-1,1,-1,1
58335,histone,32,33,178,185,"Enhancer of zeste homolog 2 (EZH2) is the catalytic subunit of polycomb repressive complex 2 (PRC2), which regulates downstream gene expression by trimethylation of lysine 27 in histone H3 (H3K27me3).",34737746_0,-1,1,-1,1
58338,inhibition,1,2,3,13,"As inhibition of EZH2 activity could upregulate the expression of tumor suppressor genes, EZH2 has recently become an interesting therapeutic target for cancer therapy.",34737746_2,-1,1,-1,1
58343,therapy,24,25,160,167,"As inhibition of EZH2 activity could upregulate the expression of tumor suppressor genes, EZH2 has recently become an interesting therapeutic target for cancer therapy.",34737746_2,0,-1,-1,0
58347,cells,19,20,115,120,"Moreover, accumulating evidence has shown that EZH2 may contribute to the regulation of immune cells, especially T cells.",34737746_3,-1,-1,2,2
58357,cytokines,17,18,92,101,"Moreover, EZH2 can regulate T cell fate by targeting non-T cell factors such as metabolism, cytokines, and myeloid-derived suppressor cells.",34737746_5,0,-1,-1,0
58362,regulation,7,8,59,69,This review discusses up-to-date research on EZH2-mediated regulation of immunological function and the progress of immunological therapeutic strategies based on this regulation.,34737746_7,-1,1,-1,1
58368,inhibition,5,6,38,48,Immune checkpoint blockade using PD-1 inhibition is an effective approach for treating a wide variety of cancer subtypes.,34755133_0,-1,1,-1,1
58373,autoimmune,8,9,48,58,"Here, we present a case of nivolumab-associated autoimmune gastritis.",34755133_2,-1,1,-1,1
58381,tissue,10,11,75,81,"Using MIBI-TOF, we analyze formalin-fixed, paraffin-embedded human gastric tissue with 28 labels simultaneously.",34755133_4,-1,-1,2,2
58383,mucosal,8,9,56,63,"Our analyses reveal a gastritis characterized by severe mucosal injury, interferon gamma (IFN-γ)-producing gastric epithelial cells, and mixed inflammation that includes CD8 and CD4 T cell infiltrates with reduced expression of granzyme B and FOXP3, respectively.",34755133_5,-1,-1,2,2
58386,mixed,19,20,137,142,"Our analyses reveal a gastritis characterized by severe mucosal injury, interferon gamma (IFN-γ)-producing gastric epithelial cells, and mixed inflammation that includes CD8 and CD4 T cell infiltrates with reduced expression of granzyme B and FOXP3, respectively.",34755133_5,-1,1,-1,1
58389,CD4,25,26,178,181,"Our analyses reveal a gastritis characterized by severe mucosal injury, interferon gamma (IFN-γ)-producing gastric epithelial cells, and mixed inflammation that includes CD8 and CD4 T cell infiltrates with reduced expression of granzyme B and FOXP3, respectively.",34755133_5,-1,-1,2,2
58392,FOXP3,37,38,243,248,"Our analyses reveal a gastritis characterized by severe mucosal injury, interferon gamma (IFN-γ)-producing gastric epithelial cells, and mixed inflammation that includes CD8 and CD4 T cell infiltrates with reduced expression of granzyme B and FOXP3, respectively.",34755133_5,-1,1,-1,1
58395,tissue,11,12,82,88,"Here, we provide a comprehensive multiplexed histopathological mapping of gastric tissue, which identifies IFN-γ-producing epithelial cells as possible contributors to the nivolumab-associated gastritis.",34755133_6,-1,-1,2,2
58397,possible,19,20,143,151,"Here, we provide a comprehensive multiplexed histopathological mapping of gastric tissue, which identifies IFN-γ-producing epithelial cells as possible contributors to the nivolumab-associated gastritis.",34755133_6,-1,1,-1,1
58409,potential,21,22,118,127,"In this study, we explored the immunosuppressive effect of B7-H3 (CD276) via the CCL2-CCR2-M2 macrophage axis and its potential as a therapeutic target.",34799346_1,-1,1,-1,1
58413,highly,6,7,46,52,"Transcriptome analysis revealed that B7-H3 is highly expressed in PD-L1-low, nonimmunoreactive HGSOC tumors, and its expression negatively correlated with an IFNγ signature, which reflects the tumor immune reactivity.",34799346_2,-1,1,-1,1
58426,reduced,29,30,134,141,"In syngeneic mouse models, B7-H3 (Cd276) knockout (KO) in tumor cells, but not in stromal cells, suppressed tumor progression, with a reduced number of M2 macrophages and an increased number of IFNγ+CD8+ T cells.",34799346_3,-1,1,-1,1
58428,increased,36,37,174,183,"In syngeneic mouse models, B7-H3 (Cd276) knockout (KO) in tumor cells, but not in stromal cells, suppressed tumor progression, with a reduced number of M2 macrophages and an increased number of IFNγ+CD8+ T cells.",34799346_3,0,-1,-1,0
58430,cells,42,43,206,211,"In syngeneic mouse models, B7-H3 (Cd276) knockout (KO) in tumor cells, but not in stromal cells, suppressed tumor progression, with a reduced number of M2 macrophages and an increased number of IFNγ+CD8+ T cells.",34799346_3,-1,-1,2,2
58434,Inhibition,0,1,0,10,"Inhibition of the CCL2-CCR2 axis partly negated the effects of B7-H3 suppression on M2 macrophage migration and differentiation, and tumor progression.",34799346_5,-1,1,-1,1
58438,macrophage,14,15,87,97,"Inhibition of the CCL2-CCR2 axis partly negated the effects of B7-H3 suppression on M2 macrophage migration and differentiation, and tumor progression.",34799346_5,0,-1,-1,0
58443,macrophage,14,15,91,101,"In patients with HGSOC, B7-H3 expression positively correlated with CCL2 expression and M2 macrophage abundance, and patients with B7-H3-high tumors had fewer tumoral IFNγ+CD8+ T cells and poorer prognosis than patients with B7-H3-low tumors.",34799346_6,0,-1,-1,0
58446,cells,28,29,179,184,"In patients with HGSOC, B7-H3 expression positively correlated with CCL2 expression and M2 macrophage abundance, and patients with B7-H3-high tumors had fewer tumoral IFNγ+CD8+ T cells and poorer prognosis than patients with B7-H3-low tumors.",34799346_6,-1,-1,2,2
58464,ACT,20,21,126,129,"The unprecedented successes of immunotherapies (IOs) including immune checkpoint blockers (ICBs) and adoptive T-cell therapy (ACT) in patients with late-stage cancer provide proof-of-principle evidence that harnessing the immune system, in particular T cells, can be an effective approach to eradicate cancer.",34830176_0,-1,1,-1,1
58469,cells,39,40,253,258,"The unprecedented successes of immunotherapies (IOs) including immune checkpoint blockers (ICBs) and adoptive T-cell therapy (ACT) in patients with late-stage cancer provide proof-of-principle evidence that harnessing the immune system, in particular T cells, can be an effective approach to eradicate cancer.",34830176_0,-1,-1,2,2
58504,therapy,27,28,178,185,"We propose that strategic targeting of this axis can boost the immunostimulatory effects of RT and radiosensitizing effects of IOs, thereby promoting the efficacy of combination therapy of RT and IOs.",34830176_6,0,-1,-1,0
58507,inhibitor,9,10,42,51,"In this study, we describe a novel kinase inhibitor AX-0085 which can suppress the induction of PD-L1 expression by Interferon-γ (IFN-γ) in lung adenocarcinoma (LUAD) cells.",35011581_0,-1,1,-1,1
58509,expression,18,19,102,112,"In this study, we describe a novel kinase inhibitor AX-0085 which can suppress the induction of PD-L1 expression by Interferon-γ (IFN-γ) in lung adenocarcinoma (LUAD) cells.",35011581_0,-1,1,-1,1
58512,lung,25,26,140,144,"In this study, we describe a novel kinase inhibitor AX-0085 which can suppress the induction of PD-L1 expression by Interferon-γ (IFN-γ) in lung adenocarcinoma (LUAD) cells.",35011581_0,-1,1,-1,1
58513,cells,30,31,167,172,"In this study, we describe a novel kinase inhibitor AX-0085 which can suppress the induction of PD-L1 expression by Interferon-γ (IFN-γ) in lung adenocarcinoma (LUAD) cells.",35011581_0,-1,-1,2,2
58518,STAT1,14,15,114,119,AX-0085 effectively blocks JAK2/STAT1 signaling initiated by IFN-γ treatment and prevents nuclear localization of STAT1.,35011581_1,-1,1,-1,1
58526,highly,8,9,59,65,"Finally, transcriptomic analyses indicated that AX-0085 is highly specific in targeting the IFN-γ-pathway, thereby raising the possibility of applying this reagent in combination therapy with checkpoint inhibitor antibodies.",35011581_3,-1,1,-1,1
58531,therapy,25,26,179,186,"Finally, transcriptomic analyses indicated that AX-0085 is highly specific in targeting the IFN-γ-pathway, thereby raising the possibility of applying this reagent in combination therapy with checkpoint inhibitor antibodies.",35011581_3,0,-1,-1,0
58538,development,10,11,61,72,The GATA4 transcription factor acts as a master regulator of development of multiple tissues.,35017504_0,-1,1,-1,1
58540,GATA4,0,1,0,5,"GATA4 also acts in a distinct capacity to control a stress-inducible pro-inflammatory secretory program that is associated with senescence, a potent tumor suppression mechanism, but also operates in non-senescent contexts such as tumorigenesis.",35017504_1,-1,1,-1,1
58542,control,8,9,42,49,"GATA4 also acts in a distinct capacity to control a stress-inducible pro-inflammatory secretory program that is associated with senescence, a potent tumor suppression mechanism, but also operates in non-senescent contexts such as tumorigenesis.",35017504_1,-1,1,-1,1
58550,chemokines,6,7,38,48,"This secretory pathway is composed of chemokines, cytokines, growth factors, and proteases.",35017504_2,0,-1,-1,0
58551,cytokines,8,9,50,59,"This secretory pathway is composed of chemokines, cytokines, growth factors, and proteases.",35017504_2,0,-1,-1,0
58554,GATA4,1,2,6,11,"Since GATA4 is deleted or epigenetically silenced in cancer, here we examine the role of GATA4 in tumorigenesis in mouse models through both loss-of-function and overexpression experiments.",35017504_3,-1,1,-1,1
58556,GATA4,16,17,89,94,"Since GATA4 is deleted or epigenetically silenced in cancer, here we examine the role of GATA4 in tumorigenesis in mouse models through both loss-of-function and overexpression experiments.",35017504_3,-1,1,-1,1
58564,cells,12,13,89,94,"Mechanistically, we show that Gata4-dependent tumor suppression requires cytotoxic CD8 T cells and partially requires the secreted chemokine CCL2.",35017504_5,-1,-1,2,2
58571,activation,2,3,9,19,"Notably, activation of the GATA4-dependent secretory program combined with an anti-PD-1 antibody robustly abrogates tumor growth in vivo.",35017504_7,-1,-1,2,2
58597,STAT1,9,10,60,65,Our data suggests that β-arrestin 1 directly interacts with STAT1 to inhibit STAT1 phosphorylation to attenuate IFN-γ signaling.,35084016_5,-1,1,-1,1
58598,STAT1,12,13,77,82,Our data suggests that β-arrestin 1 directly interacts with STAT1 to inhibit STAT1 phosphorylation to attenuate IFN-γ signaling.,35084016_5,-1,1,-1,1
58605,active,7,8,36,42,"While APLNR N112G, a constitutively active mutant receptor, increases intratumoral sensitivity to IFN-γ signaling by enhancing STAT1 phosphorylation upon IFN-γ exposure.",35084016_7,-1,1,-1,1
58619,immunotherapy,28,29,167,180,"Taken together, our findings reveal that APLNR modulates IFN-γ signaling in melanoma cells and suggest that APLNR may be a potential target to enhance the efficacy of immunotherapy.",35084016_9,0,-1,-1,0
58620,immunotherapy,5,6,34,47,"Despite recent advances in cancer immunotherapy, certain tumor types, such as Glioblastomas, are highly resistant due to their tumor microenvironment disabling the anti-tumor immune response.",35177622_0,0,-1,-1,0
58632,subset,29,30,183,189,"Here we show, by applying an in-silico multidimensional model integrating spatially resolved and single-cell gene expression data of 45,615 immune cells from 12 tumor samples, that a subset of Interleukin-10-releasing HMOX1+ myeloid cells, spatially localizing to mesenchymal-like tumor regions, drive T-cell exhaustion and thus contribute to the immunosuppressive tumor microenvironment.",35177622_1,-1,-1,2,2
58636,T-cell,46,47,302,308,"Here we show, by applying an in-silico multidimensional model integrating spatially resolved and single-cell gene expression data of 45,615 immune cells from 12 tumor samples, that a subset of Interleukin-10-releasing HMOX1+ myeloid cells, spatially localizing to mesenchymal-like tumor regions, drive T-cell exhaustion and thus contribute to the immunosuppressive tumor microenvironment.",35177622_1,-1,-1,2,2
58648,transformation,5,6,43,57,This model recapitulates the dysfunctional transformation of tumor infiltrating T-cells.,35177622_3,-1,1,-1,1
58650,T-cells,9,10,80,87,This model recapitulates the dysfunctional transformation of tumor infiltrating T-cells.,35177622_3,-1,-1,2,2
58651,Inhibition,0,1,0,10,"Inhibition of the JAK/STAT pathway rescues T-cell functionality both in our model and in-vivo, providing further evidence of IL-10 release being an important driving force of tumor immune escape.",35177622_4,-1,1,-1,1
58666,Treg,3,4,14,18,T regulatory (Treg) cells are essential for self-tolerance whereas they are detrimental for dampening the host anti-tumor immunity.,35895684_0,-1,-1,2,2
58673,functions,12,13,83,92,How Treg cells adapt to environmental signals to orchestrate their homeostasis and functions remains poorly understood.,35895684_1,0,-1,-1,0
58675,TFEB,9,10,50,54,"Here, we identified that transcription factor EB (TFEB) is induced by host nutrition deprivation or interleukin (IL)-2 in CD4+ T cells.",35895684_2,-1,1,-1,1
58676,host,14,15,70,74,"Here, we identified that transcription factor EB (TFEB) is induced by host nutrition deprivation or interleukin (IL)-2 in CD4+ T cells.",35895684_2,-1,1,-1,1
58678,CD4+,21,23,122,126,"Here, we identified that transcription factor EB (TFEB) is induced by host nutrition deprivation or interleukin (IL)-2 in CD4+ T cells.",35895684_2,-1,-1,2,2
58679,cells,24,25,129,134,"Here, we identified that transcription factor EB (TFEB) is induced by host nutrition deprivation or interleukin (IL)-2 in CD4+ T cells.",35895684_2,-1,-1,2,2
58681,TFEB,3,4,12,16,The loss of TFEB in Treg cells leads to reduced Treg accumulation and impaired Treg function in mouse models of cancer and autoimmune disease.,35895684_3,-1,1,-1,1
58682,Treg cells,5,7,20,30,The loss of TFEB in Treg cells leads to reduced Treg accumulation and impaired Treg function in mouse models of cancer and autoimmune disease.,35895684_3,-1,-1,2,2
