,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
5631,liver injury,11,13,76,88,PATIENT: A 58-year-old woman with a clinical diagnosis of dilevalol-induced liver injury.,1504402_2,-1,1,1,5631,1
5646,liver injury,28,30,216,228,"CONCLUSIONS: The methodology used allowed the detection of lymphocyte sensitization to sera containing ex vivo-prepared dilevalol antigens, suggesting the involvement of an immunologic mechanism in dilevalol-induced liver injury.",1504402_8,-1,1,1,5646,1
5746,temporal lobe epilepsy,11,14,63,85,Recurrent excitation in the dentate gyrus of a murine model of temporal lobe epilepsy.,15120741_0,-1,1,1,5746,1
5771,temporal lobe epilepsy,29,32,208,230,"These data support the hypothesis that SE-induced mossy fiber sprouting and synaptic reorganization are relevant characteristics of seizure development in these murine strains, resembling rat models of human temporal lobe epilepsy.",15120741_6,-1,1,1,5771,1
5780,bladder cancer,15,17,93,107,"Through linkage with the Swedish Cancer Register, all subjects in this cohort diagnosed with bladder cancer were identified.",15130900_3,-1,1,1,5780,1
5783,bladder cancer,18,20,126,140,"Nested within the cohort, a matched case-control study was performed to estimate the association between cyclophosphamide and bladder cancer using odds ratios (ORs) as relative risk.",15130900_4,-1,1,1,5783,1
5786,bladder cancer,7,9,37,51,"In the cohort the cumulative risk of bladder cancer after Wegener's granulomatosis, and the relative prevalence of a history of bladder cancer at the time of diagnosis of Wegener's granulomatosis, were also estimated.",15130900_5,-1,1,1,5786,1
5789,bladder cancer,22,24,128,142,"In the cohort the cumulative risk of bladder cancer after Wegener's granulomatosis, and the relative prevalence of a history of bladder cancer at the time of diagnosis of Wegener's granulomatosis, were also estimated.",15130900_5,-1,1,1,5789,1
5797,bladder cancer,4,6,22,36,"The absolute risk for bladder cancer in the cohort reached 10% 16 years after diagnosis of Wegener's granulomatosis, and a history of bladder cancer was (non-significantly) twice as common as expected at the time of diagnosis of Wegener's granulomatosis.",15130900_9,-1,1,1,5797,1
5799,bladder cancer,25,27,134,148,"The absolute risk for bladder cancer in the cohort reached 10% 16 years after diagnosis of Wegener's granulomatosis, and a history of bladder cancer was (non-significantly) twice as common as expected at the time of diagnosis of Wegener's granulomatosis.",15130900_9,-1,1,1,5799,1
5803,bladder cancer,14,16,103,117,"CONCLUSION: The results indicate a dose-response relationship between cyclophosphamide and the risk of bladder cancer, high cumulative risks in the entire cohort, and also the possibility of risk factors operating even before Wegener's granulomatosis.",15130900_10,-1,1,1,5803,1
5901,rheumatoid arthritis,19,21,141,161,"We evaluated cardiovascular event data for valdecoxib, a new COX-2-specific inhibitor in approximately 8000 patients with osteoarthritis and rheumatoid arthritis treated with this agent in randomized clinical trials.",15266215_2,-1,1,1,5901,1
5909,rheumatoid arthritis,59,61,332,352,"The incidence of cardiovascular thrombotic events (cardiac, cerebrovascular and peripheral vascular, or arterial thrombotic) was determined by analyzing pooled valdecoxib (10-80 mg daily), nonselective NSAID (diclofenac 75 mg bid, ibuprofen 800 mg tid, or naproxen 500 mg bid) and placebo data from 10 randomized osteoarthritis and rheumatoid arthritis trials that were 6-52 weeks in duration.",15266215_3,-1,1,1,5909,1
5915,Thrombotic,0,1,0,10,"Thrombotic risk was consistently higher for users of aspirin users than nonusers of aspirin (placebo, 1.4% vs. 0%; valdecoxib, 1.7% vs. 0.2%; NSAIDs, 1.9% vs. 0.5%).",15266215_7,-1,1,1,5915,1
5924,rheumatoid arthritis,43,45,267,287,Short- and intermediate-term treatment with therapeutic (10 or 20 mg daily) and supratherapeutic (40 or 80 mg daily) valdecoxib doses was not associated with an increased incidence of thrombotic events relative to nonselective NSAIDs or placebo in osteoarthritis and rheumatoid arthritis patients in controlled clinical trials.,15266215_9,-1,1,1,5924,1
5937,mitral regurgitation,15,17,118,138,"On transthoracic echocardiogram, she had moderate left ventricular dysfunction with regional variability and moderate mitral regurgitation.",15266362_3,-1,1,1,5937,1
6037,Cardiac toxicity,0,2,0,16,Cardiac toxicity observed in association with high-dose cyclophosphamide-based chemotherapy for metastatic breast cancer.,15325671_0,-1,1,1,6037,1
6039,breast cancer,11,13,107,120,Cardiac toxicity observed in association with high-dose cyclophosphamide-based chemotherapy for metastatic breast cancer.,15325671_0,-1,1,1,6039,1
6050,breast cancer,26,28,176,189,"STUDY DESIGN: We combined paclitaxel, melphalan and high-dose cyclophosphamide, thiotepa, and carboplatin in a triple sequential high-dose regimen for patients with metastatic breast cancer.",15325671_3,-1,1,1,6050,1
6051,breast cancer,9,11,75,88,"Analysis was performed on 61 women with chemotherapy-responsive metastatic breast cancer receiving 96-h infusional cyclophosphamide as part of a triple sequential high-dose regimen to assess association between presence of peritransplant congestive heart failure (CHF) and the following pretreatment characteristics: presence of electrocardiogram (EKG) abnormalities, age, hypertension, prior cardiac history, smoking, diabetes mellitus, prior use of anthracyclines, and left-sided chest irradiation.",15325671_4,-1,1,1,6051,1
6065,cardiac toxicity,4,6,48,64,Incidence of transient cyclophosphamide-related cardiac toxicity (10%) is comparable to previous recorded literature.,15325671_6,-1,1,1,6065,1
6154,gallbladder disease,7,9,53,72,"Outcomes included venous thromboembolism, cataracts, gallbladder disease, and endometrial hyperplasia or cancer.",15458908_4,-1,1,1,6154,1
6166,gallbladder disease,19,21,73,92,"Raloxifene did not increase risk for cataracts (RR 0.9; 95% CI 0.8-1.1), gallbladder disease (RR 1.0; 95% CI 0.7-1.3), endometrial hyperplasia (RR 1.3; 95% CI 0.4-5.1), or endometrial cancer (RR 0.9; 95% CI 0.3-2.7).",15458908_8,-1,1,1,6166,1
6170,endometrial cancer,48,50,172,190,"Raloxifene did not increase risk for cataracts (RR 0.9; 95% CI 0.8-1.1), gallbladder disease (RR 1.0; 95% CI 0.7-1.3), endometrial hyperplasia (RR 1.3; 95% CI 0.4-5.1), or endometrial cancer (RR 0.9; 95% CI 0.3-2.7).",15458908_8,-1,1,1,6170,1
6175,gallbladder disease,22,24,136,155,"CONCLUSION: Raloxifene was associated with an increased risk for venous thromboembolism, but there was no increased risk for cataracts, gallbladder disease, endometrial hyperplasia, or endometrial cancer.",15458908_9,-1,1,1,6175,1
6177,endometrial cancer,29,31,185,203,"CONCLUSION: Raloxifene was associated with an increased risk for venous thromboembolism, but there was no increased risk for cataracts, gallbladder disease, endometrial hyperplasia, or endometrial cancer.",15458908_9,-1,1,1,6177,1
6189,orthostatic hypotension,10,12,68,91,"Other possible adverse effects--such as gastrointestinal disorders, orthostatic hypotension, levodopa-induced psychosis, sleep disturbances or parasomnias, or drug interactions--also require carefully monitored individual treatment.",1549199_4,-1,1,1,6189,1
6222,cardiotoxicity,3,4,31,45,"Consensus statement concerning cardiotoxicity occurring during haematopoietic stem cell transplantation in the treatment of autoimmune diseases, with special reference to systemic sclerosis and multiple sclerosis.",15517007_0,-1,1,1,6222,1
6232,cardiac toxicity,6,8,32,48,The number of deaths related to cardiac toxicity is low.,15517007_6,-1,1,1,6232,1
6333,renal damage,13,15,106,118,Individual differences in renal ACE activity in healthy rats predict susceptibility to adriamycin-induced renal damage.,15572383_0,-1,1,1,6333,1
6338,renal damage,15,17,86,98,"Therefore, we studied the predictive effect of renal ACE activity for the severity of renal damage induced by a single injection of adriamycin in rats.",15572383_3,-1,1,1,6338,1
6347,nephrotic,7,8,45,54,"RESULTS: As anticipated, adriamycin elicited nephrotic range proteinuria, renal interstitial damage and mild focal glomerulosclerosis.",15572383_9,-1,1,1,6347,1
6349,glomerulosclerosis,17,18,115,133,"RESULTS: As anticipated, adriamycin elicited nephrotic range proteinuria, renal interstitial damage and mild focal glomerulosclerosis.",15572383_9,-1,1,1,6349,1
6356,glomerulosclerosis,8,9,48,66,"Baseline renal ACE did not correlate with focal glomerulosclerosis (r = 0.22, NS).",15572383_11,-1,1,1,6356,1
6359,renal damage,13,15,100,112,CONCLUSION: Individual differences in renal ACE activity predict the severity of adriamycin-induced renal damage in this outbred rat strain.,15572383_13,-1,1,1,6359,1
6362,renal damage,17,19,110,122,This supports the assumption that differences in renal ACE activity predispose to a less favourable course of renal damage.,15572383_14,-1,1,1,6362,1
6390,Hemolytic anemia,21,23,157,173,Adequate timing of ribavirin reduction in patients with hemolysis during combination therapy of interferon and ribavirin for chronic hepatitis C.BACKGROUND: Hemolytic anemia is one of the major adverse events of the combination therapy of interferon and ribavirin.,15580403_0,-1,1,1,6390,1
6393,hemolytic anemia,3,5,29,45,"Because of ribavirin-related hemolytic anemia, dose reduction is a common event in this therapy.",15580403_1,-1,1,1,6393,1
6457,hyperprolactinemia,13,14,83,101,Aging process of epithelial cells of the rat prostate lateral lobe in experimental hyperprolactinemia induced by haloperidol.,15638391_0,-1,1,1,6457,1
6458,hyperprolactinemia,11,12,53,71,"The aim of the study was to examine the influence of hyperprolactinemia, induced by haloperidol (HAL) on age related morphology and function changes of epithelial cells in rat prostate lateral lobe.",15638391_1,-1,1,1,6458,1
6588,pseudolithiasis,2,3,31,46,Ceftriaxone-associated biliary pseudolithiasis in paediatric surgical patients.,15737522_0,-1,1,1,6588,1
6590,pseudolithiasis,8,9,43,58,It is well known that ceftriaxone leads to pseudolithiasis in some patients.,15737522_1,-1,1,1,6590,1
6593,pseudolithiasis,24,25,152,167,"Clinical and experimental studies also suggest that situations causing gallbladder dysfunction, such as fasting, may have a role for the development of pseudolithiasis.",15737522_2,-1,1,1,6593,1
6594,pseudolithiasis,13,14,83,98,"In this study, we prospectively evaluated the incidence and clinical importance of pseudolithiasis in paediatric surgical patients receiving ceftriaxone treatment, who often had to fast in the post-operative period.",15737522_3,-1,1,1,6594,1
6599,pseudolithiasis,7,8,43,58,"Comparison of the patients with or without pseudolithiasis revealed no significant difference with respect to age, sex, duration of the treatment and starvation variables.",15737522_5,-1,1,1,6599,1
6601,pseudolithiasis,6,7,34,49,"After cessation of the treatment, pseudolithiasis resolved spontaneously within a short period.",15737522_6,-1,1,1,6601,1
6602,pseudolithiasis,3,4,17,32,The incidence of pseudolithiasis is not affected by fasting.,15737522_7,-1,1,1,6602,1
6607,psychotic symptoms,13,15,92,110,"To examine the relationship between quantitative stimulant drug levels, catecholamines, and psychotic symptoms, nineteen patients in a psychiatric emergency service with a diagnosis of amphetamine- or cocaine-induced psychosis were interviewed, and plasma and urine were collected for quantitative assays of stimulant drug and catecholamine metabolite levels.",15764424_1,-1,1,1,6607,1
6614,psychotic symptoms,15,17,98,116,"Although many other factors such as sensitization may play a role, intensity of stimulant-induced psychotic symptoms and stereotypies appears to be at least in part dose-related.",15764424_4,-1,1,1,6614,1
6709,hepatotoxicity,13,14,99,113,"To determine whether there was a temporal relationship between VPA-associated oxidative stress and hepatotoxicity, adult male Sprague-Dawley rats were treated ip with VPA (500 mg/kg) or 0.9% saline (vehicle) once daily for 2, 4, 7, 10, or 14 days.",15858223_2,-1,1,1,6709,1
6726,hepatotoxicity,13,14,83,97,"Serum alpha-GST levels were significantly elevated by day 4, which corresponded to hepatotoxicity as shown by the increasing incidence of inflammation of the liver capsule, necrosis, and steatosis throughout the study.",15858223_8,-1,1,1,6726,1
6739,thrombotic microangiopathy,3,5,16,42,Causes of acute thrombotic microangiopathy in patients receiving kidney transplantation.,15859940_0,-1,1,1,6739,1
6741,Thrombotic microangiopathy,2,4,12,38,OBJECTIVES: Thrombotic microangiopathy is a well-known problem in patients following renal transplantation.,15859940_1,-1,1,1,6741,1
6745,hemolytic uremic syndrome,11,14,82,107,"In postrenal transplantation, thrombotic microangiopathy is often a reflection of hemolytic uremic syndrome.",15859940_2,-1,1,1,6745,1
6746,thrombotic microangiopathy,7,9,36,62,We aimed to determine the causes of thrombotic microangiopathy in a population of renal transplantation recipients and discuss the literature.,15859940_3,-1,1,1,6746,1
6748,thrombotic microangiopathy,9,11,53,79,"MATERIALS AND METHODS: We investigated the causes of thrombotic microangiopathy during a 1-year period, from June 2003 to June 2004, at the King Fahad National Guard Hospital in Riyadh, Saudi Arabia, by reviewing the slides of all transplant biopsies (n=25) performed during this interval.",15859940_4,-1,1,1,6748,1
6753,thrombotic microangiopathy,5,7,23,49,RESULTS: Five cases of thrombotic microangiopathy were found.,15859940_6,-1,1,1,6753,1
6758,thrombotic microangiopathy,6,8,31,57,The fifth case had features of thrombotic microangiopathy related to an antiphospholipid syndrome in a patient with systemic lupus erythematosus.,15859940_9,-1,1,1,6758,1
6764,hemolytic uremic syndrome,22,25,150,175,"CONCLUSIONS: In the literature, the most-frequent cause of hemolytic uremic syndrome in patients following renal transplantation is recurrence of the hemolytic uremic syndrome.",15859940_10,-1,1,1,6764,1
6771,thrombotic microangiopathy,7,9,41,67,"We found that the most-frequent cause of thrombotic microangiopathy was drug related, secondary mainly to cyclosporine.",15859940_12,-1,1,1,6771,1
6774,thrombotic microangiopathy,8,10,39,65,"In the current study, the frequency of thrombotic microangiopathy was similar to the percentage reported in the literature (20%).",15859940_13,-1,1,1,6774,1
6852,myelosuppression,3,4,29,45,Dexrazoxane protects against myelosuppression from the DNA cleavage-enhancing drugs etoposide and daunorubicin but not doxorubicin.,15897593_0,-1,1,1,6852,1
6860,myelosuppression,26,27,186,202,"PURPOSE: The anthracyclines daunorubicin and doxorubicin and the epipodophyllotoxin etoposide are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",15897593_1,-1,1,1,6860,1
6861,cardiac toxicity,28,30,207,223,"PURPOSE: The anthracyclines daunorubicin and doxorubicin and the epipodophyllotoxin etoposide are potent DNA cleavage-enhancing drugs that are widely used in clinical oncology; however, myelosuppression and cardiac toxicity limit their use.",15897593_1,-1,1,1,6861,1
6863,cardiotoxicity,10,11,83,97,Dexrazoxane (ICRF-187) is recommended for protection against anthracycline-induced cardiotoxicity.,15897593_2,-1,1,1,6863,1
6881,myelosuppression,7,8,47,63,"RESULTS: Nontoxic doses of dexrazoxane reduced myelosuppression and weight loss from daunorubicin and etoposide in mice and antagonized their antiproliferative effects in the colony assay; however, dexrazoxane neither reduced myelosuppression, weight loss, nor the in vitro cytotoxicity from doxorubicin.",15897593_5,-1,1,1,6881,1
6888,myelosuppression,32,33,226,242,"RESULTS: Nontoxic doses of dexrazoxane reduced myelosuppression and weight loss from daunorubicin and etoposide in mice and antagonized their antiproliferative effects in the colony assay; however, dexrazoxane neither reduced myelosuppression, weight loss, nor the in vitro cytotoxicity from doxorubicin.",15897593_5,-1,1,1,6888,1
7024,hyperalgesia,23,24,143,155,"Their ester prodrugs 6 and 8 were orally active in three models of pain: reversal of formalin-induced paw licking, carrageenan-induced thermal hyperalgesia, and capsaicin-induced mechanical hyperalgesia.",15974569_2,-1,1,1,7024,1
7093,myocardial injury,3,5,33,50,Electrocardiographic evidence of myocardial injury in psychiatrically hospitalized cocaine abusers.,1601297_0,-1,1,1,7093,1
7096,myocardial injury,15,17,87,104,"Eleven of the cocaine abusers and none of the controls had ECG evidence of significant myocardial injury defined as myocardial infarction, ischemia, and bundle branch block.",1601297_2,-1,1,1,7096,1
7189,myoclonic jerks,22,24,140,155,Five patients with idiopathic generalized epilepsies (IGE) treated with lamotrigine (LTG) experienced exacerbation or de novo appearance of myoclonic jerks (MJ).,16157917_1,-1,1,1,7189,1
7388,ototoxicity,1,2,6,17,"Their ototoxicity is a serious health problem and, as their ototoxic mechanism involves the production of NO, we need to assess the use of NO inhibitors for the prevention of aminoglycoside-induced sensorineural hearing loss.",16298782_3,-1,1,1,7388,1
7437,hyperalgesia,31,32,209,221,Abnormal processing of somatosensory inputs in the central nervous system (central sensitization) is the mechanism accounting for the enhanced pain sensitivity in the skin surrounding tissue injury (secondary hyperalgesia).,16330766_1,-1,1,1,7437,1
7438,hyperalgesia,1,2,10,22,Secondary hyperalgesia shares clinical characteristics with neurogenic hyperalgesia in patients with neuropathic pain.,16330766_2,-1,1,1,7438,1
7440,hyperalgesia,7,8,71,83,Secondary hyperalgesia shares clinical characteristics with neurogenic hyperalgesia in patients with neuropathic pain.,16330766_2,-1,1,1,7440,1
7441,neuropathic pain,11,13,101,117,Secondary hyperalgesia shares clinical characteristics with neurogenic hyperalgesia in patients with neuropathic pain.,16330766_2,-1,1,1,7441,1
7444,hyperalgesia,12,13,83,95,Abnormal brain responses to somatosensory stimuli have been found in patients with hyperalgesia as well as in normal subjects during experimental central sensitization.,16330766_3,-1,1,1,7444,1
7449,neuropathic pain,17,19,83,99,"The aim of this study was to assess the effects of gabapentin, a drug effective in neuropathic pain patients, on brain processing of nociceptive information in normal and central sensitization states.",16330766_4,-1,1,1,7449,1
7459,hyperalgesia,32,33,233,245,"Using functional magnetic resonance imaging (fMRI) in normal volunteers, we studied the gabapentin-induced modulation of brain activity in response to nociceptive mechanical stimulation of normal skin and capsaicin-induced secondary hyperalgesia.",16330766_5,-1,1,1,7459,1
7488,temporal lobe epilepsy,52,55,298,320,"In this study, we investigated whether increased generation of FR during status epilepticus would be sufficient to provoke abnormalities in mtDNA and in the expression and activity of cytochrome c oxidase (CCO), complex IV of the respiratory chain, in the chronic phase of the pilocarpine model of temporal lobe epilepsy.",16337777_3,-1,1,1,7488,1
7597,glomerulosclerosis,9,10,55,73,"Renal plasma flow increased, but albumin excretion and glomerulosclerosis did not change after enalapril treatment.",1639466_8,-1,1,1,7597,1
7714,dry mouth,16,18,69,78,Only one case (3.3%) withdrew from the present study due to a severe dry mouth.,16471092_10,-1,1,1,7714,1
7796,memory impairment,6,8,28,45,"In contrast, no evidence of memory impairment was observed in moderate MDMA users.",16574713_9,-1,1,1,7796,1
7819,myocardial damage,21,23,108,125,"Subcutaneous injection of ISPH (200 mg/kg body weight in 1 ml saline) to rats for 2 consecutive days caused myocardial damage in rat heart, which was determined by the increased activity of serum lactate dehydrogenase (LDH) and creatine phosphokinase isoenzymes (CK-MB), increased uric acid level and reduced plasma iron binding capacity.",16584858_2,-1,1,1,7819,1
7948,hepatocellular carcinoma,14,16,74,98,"Chronic infection with hepatitis C virus (HCV) can progress to cirrhosis, hepatocellular carcinoma, and end-stage liver disease.",16629641_1,-1,1,1,7948,1
7949,liver disease,19,21,114,127,"Chronic infection with hepatitis C virus (HCV) can progress to cirrhosis, hepatocellular carcinoma, and end-stage liver disease.",16629641_1,-1,1,1,7949,1
7954,hemolytic anemia,25,27,156,172,"Although this regimen produces sustained virologic responses (SVRs) in approximately 50% of patients, it can be associated with a potentially dose-limiting hemolytic anemia.",16629641_3,-1,1,1,7954,1
7961,hemolytic anemia,23,25,147,163,"Viramidine, a liver-targeting prodrug of ribavirin, has the potential to maintain the virologic efficacy of ribavirin while decreasing the risk of hemolytic anemia in patients with chronic hepatitis C.",16629641_8,-1,1,1,7961,1
7979,drug abuse,21,23,148,158,Analyses of covariance were used to determine whether there were differences between groups after controlling for influences of gestational age and drug abuse.,16634859_8,-1,1,1,7979,1
8055,visual loss,25,27,148,159,"INTRODUCTION: Ethambutol is used in the treatment of tuberculosis, which is still prevalent in Southeast Asia, and can be associated with permanent visual loss.",16710500_1,-1,1,1,8055,1
8091,extrapyramidal symptoms,26,28,118,141,"The patient had a fever (38.2 degrees C), fluctuating blood pressure (between 165/90 and 130/70 mg mm Hg), and severe extrapyramidal symptoms.",16720068_4,-1,1,1,8091,1
8224,hepatotoxicity,18,19,129,143,"Rare serious complications may occur in some patients, including haemorrhagic pancreatitis, bone marrow suppression, VPA-induced hepatotoxicity and VPA-induced encephalopathy.",16787750_2,-1,1,1,8224,1
8226,hyperammonemia,23,24,162,176,"The typical signs of VPA-induced encephalopathy are impaired consciousness, sometimes marked EEG background slowing, increased seizure frequency, with or without hyperammonemia.",16787750_3,-1,1,1,8226,1
8261,Peripheral neuropathy,0,2,0,21,Peripheral neuropathy caused by high-dose cytosine arabinoside treatment in a patient with acute myeloid leukemia.,16826348_0,-1,1,1,8261,1
8276,peripheral neuropathy,5,7,51,72,Electromyogram and nerve-conduction studies showed peripheral neuropathy in both peroneal nerves.,16826348_5,-1,1,1,8276,1
8281,peripheral neuropathy,4,6,27,48,"Although the mechanisms of peripheral neuropathy are still unclear, high-dose cytosine arabinoside is a therapy that is potentially toxic to the peripheral nervous system, and auto/alloimmunity may play an important role in these mechanisms.",16826348_7,-1,1,1,8281,1
8288,neurotoxicity,7,8,71,84,Effect of alpha-tocopherol and deferoxamine on methamphetamine-induced neurotoxicity.,16844102_0,-1,1,1,8288,1
8298,neurotoxicity,31,32,163,176,"This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity.",16844102_2,-1,1,1,8298,1
8317,neuronal damage,9,11,62,77,This suggests that alpha-TC and DFO ameliorate the MA-induced neuronal damage by decreasing the level of oxidative stress.,16844102_9,-1,1,1,8317,1
8319,Cerebral haemorrhage,0,2,0,20,Cerebral haemorrhage induced by warfarin - the influence of drug-drug interactions.,16858720_0,-1,1,1,8319,1
8325,cerebral haemorrhage,40,42,251,271,"PURPOSE: To evaluate the frequency, severity and preventability of warfarin-induced cerebral haemorrhages due to warfarin and warfarin-drug interactions in patients living in the county of Osterg  tland, Sweden. METHODS: All patients with a diagnosed cerebral haemorrhage at three hospitals during the period 2000-2002 were identified.",16858720_1,-1,1,1,8325,1
8328,cerebral haemorrhage,16,18,127,147,Medical records were studied retrospectively to evaluate whether warfarin and warfarin-drug interactions could have caused the cerebral haemorrhage.,16858720_2,-1,1,1,8328,1
8330,cerebral haemorrhage,6,8,33,53,"RESULTS: Among 593 patients with cerebral haemorrhage, 59 (10%) were assessed as related to warfarin treatment.",16858720_4,-1,1,1,8330,1
8458,hepatocellular carcinoma,13,15,68,92,"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries.",16960342_1,-1,1,1,8458,1
8481,ventricular arrhythmias,9,11,67,90,Antiarrhythmic effects of optical isomers of cibenzoline on canine ventricular arrhythmias.,1700207_0,-1,1,1,8481,1
8561,extrapyramidal symptoms,3,5,27,50,Placebo-level incidence of extrapyramidal symptoms (EPS) with quetiapine in controlled studies of patients with bipolar mania.,17042884_0,-1,1,1,8561,1
8760,renal dysfunction,3,5,37,54,Sirolimus-associated proteinuria and renal dysfunction.,17147461_0,-1,1,1,8760,1
8824,nephrotic,9,10,69,78,Twenty-eight percent of patients showed increased proteinuria to the nephrotic range.,17175308_11,-1,1,1,8824,1
8826,interstitial nephritis,14,16,116,138,Biopsies performed in five patients revealed new pathological changes: One membranoproliferative glomerulopathy and interstitial nephritis.,17175308_12,-1,1,1,8826,1
8880,aggressive behavior,23,25,123,142,"Based on these data, it can be speculated that pubertal AAS users with low central 5-HT may be especially prone to exhibit aggressive behavior.",17194457_12,-1,1,1,8880,1
8975,temporal lobe epilepsy,10,13,68,90,"QTLs for susceptibility to pilocarpine-induced seizures, a model of temporal lobe epilepsy, have not been reported, and CSS have not previously been used to localize seizure susceptibility genes.",17242861_3,-1,1,1,8975,1
8991,temporal lobe epilepsy,14,17,106,128,This approach provides a framework for identifying potentially novel homologous candidate genes for human temporal lobe epilepsy.,17242861_11,-1,1,1,8991,1
9071,Cardiac arrest,0,2,0,14,Cardiac arrest in a child with cerebral palsy undergoing sevoflurane induction of anesthesia after preoperative clonidine.,17263743_0,-1,1,1,9071,1
9083,cardiac arrest,7,9,54,68,There are no previous reports of clonidine-associated cardiac arrest in a child undergoing induction of anesthesia.,17263743_5,-1,1,1,9083,1
9111,liver injury,8,10,45,57,"This type of lesion broadens the spectrum of liver injury due to this drug combination, mainly represented by a benign cholestatic syndrome.",1728522_2,-1,1,1,9111,1
9118,cardiac dysfunction,1,3,22,41,Carbamazepine-induced cardiac dysfunction.,1728915_0,-1,1,1,9118,1
9123,cardiac dysfunction,12,14,81,100,"From the analysis of these cases, two distinct forms of carbamazepine-associated cardiac dysfunction emerged.",1728915_3,-1,1,1,9123,1
9555,acute myocardial infarction,17,20,116,143,Clinical and experimental data published to date suggest several possible mechanisms by which cocaine may result in acute myocardial infarction.,1749407_1,-1,1,1,9555,1
9557,acute myocardial infarction,10,13,73,100,"In individuals with preexisting, high-grade coronary arterial narrowing, acute myocardial infarction may result from an increase in myocardial oxygen demand associated with cocaine-induced increase in rate-pressure product.",1749407_2,-1,1,1,9557,1
9576,thrombotic,8,9,40,50,"Finally, the contribution of a primary, thrombotic effect of cocaine has not been excluded.",1749407_9,-1,1,1,9576,1
9673,cardiac arrest,24,26,126,140,"Here we report of two adult patients with a long history of epilepsy treated with PB who died suddenly: one as consequence of cardiac arrest, the other of acute bronchopneumonia.",17574447_2,-1,1,1,9673,1
9682,liver damage,10,12,63,75,"Our findings illustrate that PB may be associated with chronic liver damage, which may lead to more serious and deleterious consequences.",17574447_5,-1,1,1,9682,1
9687,cognitive deficits,8,10,51,69,"A novel compound, maltolyl p-coumarate, attenuates cognitive deficits and shows neuroprotective effects in vitro and in vivo dementia models.",17600377_0,-1,1,1,9687,1
9702,cognitive deficits,6,8,44,62,Maltolyl p-coumarate was found to attenuate cognitive deficits in both rat models using passive avoidance test and to reduce apoptotic cell death observed in the hippocampus of the amyloid beta peptide(1-42)-infused rats.,17600377_3,-1,1,1,9702,1
9764,rhabdomyolysis,1,2,7,21,"Severe rhabdomyolysis and acute renal failure secondary to concomitant use of simvastatin, amiodarone, and atazanavir.",17615423_0,-1,1,1,9764,1
9769,rhabdomyolysis,19,20,113,127,"OBJECTIVE: To report a case of a severe interaction between simvastatin, amiodarone, and atazanavir resulting in rhabdomyolysis and acute renal failure.",17615423_1,-1,1,1,9769,1
9789,rhabdomyolysis,5,6,24,38,DISCUSSION: The risk of rhabdomyolysis is increased in the presence of concomitant drugs that inhibit simvastatin metabolism.,17615423_7,-1,1,1,9789,1
9815,leukoencephalopathy,1,2,8,27,Delayed leukoencephalopathy with stroke-like presentation in chemotherapy recipients.,17682013_0,-1,1,1,9815,1
9817,leukoencephalopathy,4,5,24,43,"BACKGROUND: A transient leukoencephalopathy mimicking cerebrovascular accident has been described as a complication of chemotherapy, most commonly in recipients of intrathecal methotrexate for childhood leukaemia.",17682013_1,-1,1,1,9817,1
9830,leukoencephalopathy,8,9,43,62,"RESULTS: We identified 27 reports of toxic leukoencephalopathy in patients treated with methotrexate (intrathecal, systemic), 5-fluorouracil and its derivative carmofur, and capecitabine.",17682013_6,-1,1,1,9830,1
9848,leukoencephalopathy,7,8,58,77,CONCLUSIONS: Several pathophysiological models of delayed leukoencephalopathy after exposure to intrathecal or systemic chemotherapy have been proposed.,17682013_11,-1,1,1,9848,1
9856,pulmonary hypertension,6,8,46,68,Prenatal exposure to fluoxetine induces fetal pulmonary hypertension in the rat.,17702969_0,-1,1,1,9856,1
9860,pulmonary hypertension,17,19,108,130,"The mechanism responsible for this effect is unclear and paradoxical, considering the current evidence of a pulmonary hypertension protective fluoxetine effect in adult rodents.",17702969_3,-1,1,1,9860,1
9867,pulmonary hypertension,10,12,65,87,"As compared with controls, fluoxetine exposure resulted in fetal pulmonary hypertension as evidenced by an increase in the weight ratio of the right ventricle to the left ventricle plus septum (P = 0.02) and by an increase in pulmonary arterial medial thickness (P < 0.01).",17702969_7,-1,1,1,9867,1
9883,pulmonary hypertension,13,15,76,98,"CONCLUSIONS: In contrast to the adult, fluoxetine exposure in utero induces pulmonary hypertension in the fetal rat as a result of a developmentally regulated increase in pulmonary vascular smooth muscle proliferation.",17702969_11,-1,1,1,9883,1
9887,peripheral neuropathy,4,6,39,60,Disulfiram-induced transient optic and peripheral neuropathy: a case report.,17786501_0,-1,1,1,9887,1
9889,peripheral neuropathy,9,11,35,56,AIM: To report a case of optic and peripheral neuropathy after chronic use of disulfiram for alcohol dependence management.,17786501_1,-1,1,1,9889,1
10020,hepatotoxicity,3,4,36,50,INTRODUCTION: Antibiotic-associated hepatotoxicity is rare.,17919553_1,-1,1,1,10020,1
