,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemicals_distsv,lf_disease_distsv,label,orig_index,olabel
12422,dapsone,23,24,122,129,A Cambodian woman with hemoglobin E trait (AE) and leprosy developed a Heinz body hemolytic anemia while taking a dose of dapsone (50 mg/day) not usually associated with clinical hemolysis.,3425586_1,0,-1,0,12422,0
2504,hallucinations,7,8,50,64,"Common features included tachycardia, drowsiness, hallucinations and convulsions.",11928786_5,-1,1,1,2504,1
11389,death,37,38,179,184,"Administration of the local anaesthetic bupivacaine (1.5 or 2 mg/kg, i.v.) to rats elicited a marked decrease of mean arterial blood pressure (MBP) and heart rate (HR) leading to death (in 67% or 90% of animals respectively).",2594614_1,-1,1,1,11389,1
4898,renal insufficiency,14,16,68,87,"Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case.",15632880_5,-1,-1,1,4898,-1
16347,overdose,17,18,111,119,"Three patients received high doses of chlormethiazole for alcohol withdrawal symptoms, and one took a suicidal overdose of nitrazepam.",88336_2,-1,1,1,16347,1
12335,ethopropazine,5,6,30,43,In a 12-week controlled study ethopropazine was compared to benztropine in the treatment of parkinsonism induced by fluphenazine enanthate in 60 schizophrenic outpatients.,33969_1,-1,-1,0,12335,-1
4818,proteinuria,6,7,26,37,"After 1 week of recovery, proteinuria was induced by adriamycin [1.5 mg/kg intravenously (i.v.) n = 18; controls, saline i.v.",15572383_5,-1,1,1,4818,1
14608,corticosteroids,10,11,62,77,We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them.,7582165_7,0,-1,0,14608,0
1439,cardiotoxicity,8,9,66,80,Brain natriuretic peptide is a predictor of anthracycline-induced cardiotoxicity.,11279304_0,-1,1,1,1439,1
8238,metoprolol,10,11,65,75,"There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs (72 +/- 7 ng.ml-1) than EMs (42 +/- 8 ng.ml-1, P less than .001).(ABSTRACT TRUNCATED AT 250 WORDS)",1848636_11,0,-1,0,8238,0
5286,seizures,6,7,41,49,"The finding that cocaine- and BE-induced seizures differ in several respects suggests more than one mechanism for cocaine-induced seizures and emphasizes the importance of a cocaine metabolite, BE.",1592014_10,-1,1,1,5286,1
6880,metaiodobenzylguanidine,1,2,13,36,"Radiolabeled metaiodobenzylguanidine (MIBG), an analog of norepinephrine (NE), serves as an index of adrenergic neuron integrity and function.",1732442_1,-1,-1,0,6880,-1
9479,anophthalmia,4,5,37,49,"Nitrofurantoins were associated with anophthalmia or microphthalmos (AOR = 3.7; 95% CI, 1.1-12.2), hypoplastic left heart syndrome (AOR = 4.2; 95% CI, 1.9-9.1), atrial septal defects (AOR = 1.9; 95% CI, 1.1-3.4), and cleft lip with cleft palate (AOR = 2.1; 95% CI, 1.2-3.9).",19884587_7,-1,-1,1,9479,-1
9738,Thorazine,7,8,64,73,Supraventricular tachycardia developed in one patient receiving Thorazine (chlorpromazine).,2004_3,-1,-1,0,9738,-1
199,mood disorders,17,19,116,130,This paper attempts to examine and compare prevalence rates and symptom patterns of DSM substance-induced and other mood disorders.,10365197_1,-1,-1,1,199,-1
10826,neuropathy,6,7,42,52,"The full syndrome of subacute myelo-optic neuropathy was more frequent in women, but they tended to have taken greater quantities of the drug.",230316_11,-1,1,1,10826,1
11357,fluvoxamine,4,5,26,37,A repeated treatment with fluvoxamine (twice daily for 14 days) potentiated in mice and in rats (weaker) the amphetamine-induced hyperactivity.,2576810_2,-1,-1,0,11357,-1
5437,brain tumors,2,4,16,28,Human malignant brain tumors have a poor prognosis in spite of surgery and radiation therapy.,16132524_1,-1,-1,1,5437,-1
15317,dyskinetic movements,8,10,60,80,"However, yohimbine and meperidine reduced predominantly the dyskinetic movements.",8106150_6,-1,-1,1,15317,-1
862,hallucinations,10,11,54,68,"No long-term sequelae were noted, and no patients had hallucinations or nightmares.",10901305_14,-1,1,1,862,1
7760,mitochondrial dysfunction,14,16,86,111,We suggest that our patient's tubular dysfunction and myopathy may have resulted from mitochondrial dysfunction which is triggered by tacrolimus and augmented by lamivudine.,18186898_9,-1,1,1,7760,1
231,intracerebral hemorrhage,12,14,97,121,Investigation of more specific anti-inflammatory agents and hemodiluting agents are warranted in intracerebral hemorrhage.,10406016_10,-1,-1,1,231,-1
9921,hypertension,26,27,177,189,"BACKGROUND: Methamphetamine is a very addictive, powerful stimulant that increases wakefulness and physical activity and can produce other effects such as cardiac dysrhythmias, hypertension, hallucinations, and violent behavior.",20098969_2,-1,1,1,9921,1
16322,toxicity,11,12,81,89,CaCl2 therapy may possibly worsen both cardiovascular and central nervous system toxicity.,8800187_13,-1,1,1,16322,1
6271,RAMH,2,3,18,22,Pretreatment with RAMH (5 microg i.c.v.) could partially reverse such effects of THP (3.75 mg/kg i.p.).,16867021_9,-1,-1,2,6271,-1
14504,LiCl,35,36,209,213,"The effect of amiloride on lithium-induced polydipsia and polyuria and on the lithium concentration in the plasma, brain, kidney, thyroid and red blood cells was investigated in rats, chronically treated with LiCl.",7453952_1,-1,-1,0,14504,-1
5564,blindness,6,7,46,55,Chloroquine related complete heart block with blindness: case report.,1628552_0,-1,-1,1,5564,-1
7779,edema,1,2,11,16,"Peripheral edema was reported in 8.5% patients (9/106) in the T+A group compared with 13.5% (14/104) in the A group, and cough was reported in 3.8% patients (4/106) in the T+A group and 1.0% (1/104) patients in the A group; these differences did not reach statistical significance.",18201582_10,-1,1,1,7779,1
17857,mitral regurgitation,16,18,98,118,"The primary outcome was new or worsening valvulopathy, defined as progression of either aortic or mitral regurgitation by at least one degree of severity and disease that met U.S. Food and Drug Administration criteria (at least mild aortic regurgitation or moderate mitral regurgitation).",9867728_7,-1,1,1,17857,1
12494,diltiazem,19,20,117,126,Analyses of a blood sample revealed unusually high plasma concentrations of metoprolol (greater than 3000 ng/ml) and diltiazem (526 ng/ml).,3437726_5,0,-1,0,12494,0
15972,carboplatin,32,33,173,184,"In a phase I study to determine the maximum tolerated dose of paclitaxel (Taxol; Bristol-Myers Squibb Company, Princeton, NJ) given as a 3-hour infusion in combination with carboplatin administered every 21 days to women with advanced ovarian cancer, paclitaxel doses were escalated as follows: level 1, 135 mg/m2; level 2, 160 mg/m2; level 3, 185 mg/m2; and level 4,210 mg/m2.",8643973_1,0,-1,0,15972,0
1751,propylthiouracil,4,5,24,40,Liver disease caused by propylthiouracil.,1147734_0,0,-1,0,1751,0
6016,tuberculosis,9,10,53,65,"INTRODUCTION: Ethambutol is used in the treatment of tuberculosis, which is still prevalent in Southeast Asia, and can be associated with permanent visual loss.",16710500_1,-1,1,1,6016,1
2605,metamizol,0,1,0,9,metamizol in acutely and chronically treated (once a day for 12 days) rats.,12063090_3,-1,-1,0,2605,-1
16478,cerebellum damage,43,45,227,244,"Long-term intragastric application of the antiepileptic drug sodium valproate (Vupral ""Polfa"") at the effective dose of 200 mg/kg b. w. once daily to rats for 1, 3, 6, 9 and 12 months revealed neurological disorders indicating cerebellum damage (""valproate encephalopathy"").",8919272_2,-1,-1,1,16478,-1
13204,chronic active hepatitis,9,12,59,83,Most patients showed moderate to severe acute hepatitis or chronic active hepatitis with associated cholestasis.,424937_5,-1,-1,1,13204,-1
10606,organic mental disorders,1,4,17,41,Carmofur-induced organic mental disorders.,2096243_0,-1,-1,1,10606,-1
8071,seizure,11,12,110,117,Acute effects of N-(2-propylpentanoyl)urea on hippocampal amino acid neurotransmitters in pilocarpine-induced seizure in rats.,18439803_0,-1,1,1,8071,1
704,pruritus,95,96,404,412,"Indications for early conversion were neurotoxicity (20), (insulin-dependent) diabetes mellitus (IDDM) (5), nephrotoxicity (3), gastrointestinal (GI) toxicity (6), and cardiomyopathy (1), and for late conversion were neurotoxicity (15), IDDM (12), nephrotoxicity (3), GI toxicity (5), hepatotoxicity (6), post-transplant lmphoproliferate disease (PTLD) (2), cardiomyopathy (1), hemolytic anemia (1), and pruritus (1).",10743694_5,-1,1,1,704,1
13043,amiodarone,7,8,44,54,A patient with cholestatic hepatitis due to amiodarone treatment is presented below and a review of the hepatotoxicity of amiodarone is given.,3962737_3,0,-1,0,13043,0
826,isoniazid,4,5,23,32,A 17-day-old infant on isoniazid therapy 13 mg/kg daily from birth because of maternal tuberculosis was admitted after 4 days of clonic fits.,1085609_1,0,-1,0,826,0
3995,dyskinesia,31,32,191,201,"In contrast, monkeys with long-term MPTP exposure, slow symptom progression and/or long symptom duration prior to initiation of levodopa therapy were more resistant to developing LIDs (e.g., dyskinesia developed no sooner than 146 days of chronic levodopa administration).",14568327_5,-1,1,1,3995,1
15245,penicillin,46,47,292,302,"A detailed clinical history, together with skin tests, RAST (radioallergosorbent test), and controlled challenge tests, was used to establish whether patients allergic to beta-lactam antibiotics had selective immediate allergic responses to amoxicillin (AX) or were cross-reacting with other penicillin derivatives.",8092427_2,0,-1,0,15245,0
17336,erythromycin,20,21,132,144,"Prolongation of QT interval, torsades de pointes, and sudden cardiac death have been reported after concomitant administration with erythromycin or azole antifungal agents, but not with other CYP3A4 inhibitors.",9545159_2,-1,-1,0,17336,-1
17805,cardiomyopathy,13,14,69,83,"On the contrary, the SM-5887 treatment did not progress the grade of cardiomyopathy.",9848575_8,-1,1,1,17805,1
1563,renal insufficiency,2,4,14,33,Patients with renal insufficiency should not be given this regimen.,1130930_4,-1,-1,1,1563,-1
9513,acute renal failure,7,10,40,59,"In this study we postulated that during acute renal failure induced by gentamicin the transient or dynamic response of blood vessels could be affected, and that antioxidants can prevent the changes in dynamic responses of blood vessels.",19893084_1,-1,-1,1,9513,-1
15869,haloperidol,12,13,89,100,Absence of effect of sertraline on time-based sensitization of cognitive impairment with haloperidol.,8617710_0,0,-1,0,15869,0
7626,seizure,13,14,92,99,"OUTCOME: Following discontinuation of LEV, EEG and neuropsychological findings improved and seizure frequency decreased.",18081909_6,-1,1,1,7626,1
213,brain damage,9,11,57,69,Inflammatory cells are postulated to mediate some of the brain damage following ischemic stroke.,10406016_1,-1,1,1,213,1
10312,Diabetes,0,1,0,8,"Diabetes of 4 months duration also resulted in decreases in body weight, and increases in fluid consumption, urine volume, frequency of micturition, and average volume per micturition, effects which were reversed by insulin treatment for the final 2 months of the study.",2055425_5,-1,1,1,10312,1
681,hyperalgesia,18,19,116,128,The differential effects of ketamine and lidocaine on static and dynamic hyperalgesia suggest that the two types of hyperalgesia are mediated by separate mechanisms and have a distinct pharmacology.,10743446_10,-1,1,1,681,1
8686,hematuria,30,31,182,191,"The frequency and predictability of hematuria are not precise, and at least daily monitoring by urine Hematest is essential, adding Mesna to the infusate in patients with persistent hematuria.",1899352_10,-1,1,1,8686,1
15952,cisplatin,19,20,127,136,We initiated a phase I/II trial to determine the response and toxicity of escalating paclitaxel doses combined with fixed-dose cisplatin with granulocyte colony-stimulating factor support in patients with untreated locally advanced inoperable head and neck carcinoma.,8643971_3,0,-1,0,15952,0
2757,metoclopramide,23,24,146,160,"five times during 48 h. After interviewing the attending nurses and reviewing the written documentation, it is clear that every administration of metoclopramide was immediately (within s) followed by asystole.",12139551_3,0,-1,0,2757,0
5390,hypocalcemia,24,25,145,157,"The 2 patients with the higher serum calcium concentrations received pamidronate intravenously (60 and 30 mg, respectively), which caused severe hypocalcemia.",16006300_6,-1,1,1,5390,1
6098,carbachol,22,23,106,115,"The mode of action was said to be comparable to that of the synthetic compound 'carbamylcholin'; that is, carbachol.",16740173_4,0,-1,0,6098,0
2971,malignant tumor,5,7,30,45,BACKGROUND: Glioblastoma is a malignant tumor that occurs in the cerebrum during adulthood.,12483326_1,-1,-1,1,2971,-1
7670,myocardial infarction,20,22,133,154,"Spontaneous coronary thrombosis or thromboembolism with subsequent clot lysis has been suggested as one of the most common causes of myocardial infarction (MI) during pregnancy, with a subsequently normal coronary angiogram.",18161408_4,-1,-1,1,7670,-1
9219,cannabis,13,14,92,100,Ecstasy users performed significantly worse in learning and memory compared to controls and cannabis users.,19631624_7,0,-1,0,9219,0
7343,imipramine,8,9,47,57,"Its occurrence in a patient being treated with imipramine is described, representing the first reported case of this syndrome in conjunction with antidepressants.",1786266_2,-1,-1,0,7343,-1
13880,VT,14,15,100,102,"Amiodarone was administered to 154 patients who had sustained, symptomatic ventricular tachycardia (VT) (n = 118) or a cardiac arrest (n = 36) and who were refractory to conventional antiarrhythmic drugs.",6637851_1,-1,-1,1,13880,-1
601,isoproterenol,10,11,72,85,This study was conducted to examine whether prolonged pretreatment with isoproterenol could abolish bromocriptine-induced tachycardia in conscious rats.,10721819_2,0,-1,0,601,0
3761,nephropathy,7,8,60,71,Potential deleterious effect of furosemide in radiocontrast nephropathy.,1300436_0,-1,1,1,3761,1
5278,seizures,1,2,11,19,BE-Induced seizures occurred more frequently and had significantly longer latencies than those induced by equimolar amounts of cocaine.,1592014_6,-1,1,1,5278,1
162,capillary leak syndrome,13,16,76,99,"CONCLUSIONS: Severe adverse effects of sirolimus include fever, anemia, and capillary leak syndrome.",10328196_5,-1,-1,1,162,-1
10762,mazindol,7,8,44,52,"We conducted a 12-month controlled trial of mazindol, a putative growth hormone secretion inhibitor, in 83 boys with Duchenne dystrophy.",2266990_2,0,-1,0,10762,0
2986,glaucoma,10,11,84,92,"Although the intraocular pressure elevation caused by secondary acute angle-closure glaucoma decreased and ocular pain diminished, inexorable papilledema and exudative retinal detachment continued for 3 weeks.",12483326_10,-1,1,1,2986,1
14930,rifampin,17,18,124,132,This case study reveals an unusual finding of rapidly proliferative crescentic glomerulonephritis in a patient treated with rifampin who had no other identifiable causes for developing this disease.,7834920_1,0,-1,0,14930,0
1991,hepatitis C,10,12,81,92,Management strategies for ribavirin-induced hemolytic anemia in the treatment of hepatitis C: clinical and economic implications.,11705128_0,-1,-1,1,1991,-1
12539,anemia,14,15,108,114,Visual and auditory neurotoxicity was previously documented in 42 of 89 patients with transfusion-dependent anemia who were receiving iron chelation therapy with daily subcutaneous deferoxamine.,3503576_1,-1,1,1,12539,1
3172,FK506,16,17,98,103,"CONCLUSION: This rat study demonstrated a synergistic nephrotoxic effect of CsA plus SRL, whereas FK506 plus SRL was better tolerated.",12584269_13,-1,-1,0,3172,-1
17160,anthracycline,6,7,37,50,Seven patients had been treated with anthracycline.,9390208_6,0,-1,0,17160,0
4344,nephrotic syndrome,39,41,241,259,"In conclusion, the increased or sustained expression of ENaC subunits combined with increased apical targeting in the DCT2, connecting tubule, and collecting duct are likely to play a role in the sodium retention associated with PAN-induced nephrotic syndrome.",15075188_12,-1,-1,1,4344,-1
15041,cholesterol,14,15,81,92,"In conclusion, octreotide induced gall stones are generally small, multiple, and cholesterol rich although, in common with spontaneous gall stone disease, at presentation some patients will have a blocked cystic duct and some gall stones containing calcium.",7890216_10,0,-1,0,15041,0
10586,dopamine,7,8,35,43,"However, the long-term use of this dopamine precursor is complicated by highly disabling fluctuations and dyskinesias.",20880751_2,0,-1,0,10586,0
15562,gallstones,12,13,71,81,"During treatment with octreotide, 17 patients developed sludge, 10 had gallstones, and 1 developed acute cholecystitis requiring surgery.",8421099_2,-1,-1,2,15562,-1
8519,escitalopram,2,3,25,37,"Simvastatinezetimibe and escitalopram (which she was taking for depression) were discontinued, and other potential causes of hepatotoxicity were excluded.",18752389_6,-1,-1,0,8519,-1
15100,methylprednisolone,5,6,29,47,The patient was treated with methylprednisolone and gradually improved.,7919560_4,0,-1,0,15100,0
997,ketamine,9,10,58,66,This observation should be tested in studies of prolonged ketamine administration.,11027905_13,0,-1,0,997,0
16507,Phenylephrine,0,1,0,13,"Phenylephrine infusion increased arterial pressure, arteriolar diameter and clearance of fluorescent dextran by a similar magnitude in both groups.",8955532_4,0,-1,0,16507,0
7962,visual disturbance,21,23,137,155,"A search of the literature on the thromboembolic complications of CC does not include this severe ophthalmic complication, although mild visual disturbance after CC intake is not uncommon.",18343374_8,-1,-1,1,7962,-1
6206,deferoxamine,19,20,107,119,"This study examined the effect of alpha-tocopherol (alpha-TC), a scavenger of reactive oxygen species, and deferoxamine (DFO), an iron chelator, on the MA-induced neurotoxicity.",16844102_2,0,-1,0,6206,0
1813,cisapride,22,23,95,104,"These data indicate that the free ED50 in plasma for terfenadine (1.9 nM), terodiline (76 nM), cisapride (11 nM) and E4031 (1.9 nM) closely correlate with the free concentration in man causing QT effects.",11569530_9,0,-1,0,1813,0
3317,Cholestatic hepatitis,2,4,12,33,DISCUSSION: Cholestatic hepatitis is a rare complication of the antiplatelet agent ticlopidine; several cases have been reported but few in the English literature.,12639165_4,-1,-1,1,3317,-1
1330,lidocaine,10,11,65,74,"In contrast, the L-arginine treatment increased the incidence of lidocaine (80 mg/kg, i.p.)-induced convulsions significantly.",11243580_6,0,-1,0,1330,0
13819,catecholamines,10,11,57,71,"The present studies were designed to clarify the role of catecholamines and pineal idolamines on ketamine-induced catatonia in the intact, pinealectomized or hypophysectomized chick and rat.",6540303_1,0,-1,0,13819,0
367,GEM,15,16,89,92,"Recent reports indicate that single agent therapy with vinorelbine (VNB) or gemcitabine (GEM) may obtain a response rate of 20-30% in elderly patients, with acceptable toxicity and improvement in symptoms and quality of life.",10526274_3,-1,-1,2,367,-1
13947,caffeine,5,6,26,34,"It is often combined with caffeine in diet preparations and ""look-alike"" pills.",6695415_2,0,-1,0,13947,0
14299,convulsions,8,9,41,52,"A CD50 dose of local anesthetic (causing convulsions in 50% of mice) was fatal in 90% of bupivacaine-induced seizures, in 57% of the chloroprocaine group, and in 6% of the lidocaine group.",7189975_5,-1,1,1,14299,1
1766,levobupivacaine,4,5,24,39,The cumulative doses of levobupivacaine and ropivacaine that produced seizures were similar and were larger than those of bupivacaine.,11524350_9,-1,-1,0,1766,-1
17451,neurotoxic,23,24,120,130,BACKGROUND: The most striking of carboplatin's advantages (CBDCA) over cisplatin (CDDP) is its markedly reduced rate of neurotoxic effects.,9636837_1,-1,1,1,17451,1
4906,diabetes,11,12,71,79,"Patients who developed hyperkalemia were older and more likely to have diabetes, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134).",15632880_8,-1,1,1,4906,1
17243,capsaicin,5,6,38,47,Experimental cranial pain elicited by capsaicin: a PET study.,9514561_0,0,-1,0,17243,0
13626,Parkinsonism,9,10,62,74,"Levodopa-induced dyskinesia of the limbs in thirteen cases of Parkinsonism, which was choreic, ballistic or dystonic in type, was alleviated almost completely by stereotaxic surgery using a microelectrode technique for the ventralis oralis anterior and posterior nuclei of the thalamus, but much less by the ventralis intermedius nucleus.",6381653_1,-1,1,1,13626,1
12287,sodium,9,10,69,75,Systolic pressure variation is greater during hemorrhage than during sodium nitroprusside-induced hypotension in ventilated dogs.,3341566_0,0,-1,0,12287,0
16996,dyskinetic,24,25,225,235,"We therefore conducted the present acute dose-response study in four 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-exposed cynomolgus monkeys primed to exhibit levodopa-induced dyskinesias to evaluate the locomotor and dyskinetic effects on challenge with four doses (from 0.03 to 1.0 mg/kg) of A-86929 ([-]-[5aR,11bS]-4,5,5a,6,7,11b-hexahydro-2-propyl-3-thia-5-+ ++azacyclopent-1- ena[c]phenathrene-9-10-diol), a selective and full DA D1-like receptor agonist with an intermediate duration of action.",9270571_3,-1,-1,1,16996,-1
5877,myocardial infarction,23,25,189,210,"Cardiovascular risk with cyclooxygenase inhibitors: general problem with substance specific differences?Randomised clinical trials and observational studies have shown an increased risk of myocardial infarction, stroke, hypertension and heart failure during treatment with cyclooxygenase inhibitors.",16586083_0,-1,-1,1,5877,-1
16411,cerebellar atrophy,24,26,155,173,We conclude that phenytoin overdosage does not necessarily result in cerebellar atrophy and it is unlikely that phenytoin medication was the only cause of cerebellar atrophy in the remaining patients.,8864707_10,-1,-1,1,16411,-1
3639,malformations,62,63,321,334,"RESULTS: The literature evaluation suggested that NSAIDs induce ventricular septal defects (VSDs) and midline defects (MDs) in rats and diaphragmatic hernia (DH), MDs, and VSDs in rabbits (Cook JC et al., 2003); hence, the present study focused on these malformations, even though ASA induces several other low-incidence malformations.",12852481_8,-1,-1,1,3639,-1
15686,Nephrotoxicity,0,1,0,14,Nephrotoxicity associated with ciprofloxacin is uncommon.,8494478_1,-1,1,1,15686,1
7937,hexamethonium,20,21,138,151,"The stimulant action of nicotine was blocked by the central nicotinic antagonist mecamylamine but not by the peripheral nicotinic blocker hexamethonium, indicating that the response is probably mediated by central nicotinic receptors.",1833784_6,0,-1,0,7937,0
11593,magnesium sulfate,3,5,28,45,Neuromuscular blockade with magnesium sulfate and nifedipine.,2750819_0,-1,-1,0,11593,-1
1881,motor dysfunction,14,16,82,99,"Clinically, the onset was characterized by the signs of opistothonus, sensory and motor dysfunction and ascending paralysis.",11587867_3,-1,-1,1,1881,-1
2585,visual disturbances,6,8,49,68,Risperidone administration was continued and the visual disturbances gradually wore off.,12013711_4,-1,-1,1,2585,-1
13770,trazodone,9,10,56,65,"Forty minutes after receiving a single starting dose of trazodone, a patient developed complete heart block.",6496797_1,-1,-1,0,13770,-1
442,CHF,14,15,88,91,"Diabetes was associated with an increased risk of renal impairment in all patients with CHF, but this risk was reduced in the enalapril group compared with the placebo group.",10539815_15,-1,-1,1,442,-1
10008,renal injury,27,29,114,126,"Accordingly, among the 15 CIN patients (18.75%), 7.5% of the patients in group A had increased risk and 3.75% had renal injury, whereas 5% of group B had increased risk and 2.5% had renal injury.",20195852_7,-1,1,1,10008,1
1920,nausea,12,13,76,82,"Patients aged 18 years or older treated with prochlorperazine for headache, nausea, or vomiting were eligible for inclusion.",11679859_3,-1,1,1,1920,1
4204,breast cancer,25,27,132,145,"Patients participating in a randomised trial of anastrozole, tamoxifen alone or combined (ATAC) (n=94) and a group of women without breast cancer (n=35) completed a battery of neuropsychological measures.",14745746_3,-1,1,1,4204,1
11426,diclofenac sodium,5,7,41,58,Chronic active hepatitis associated with diclofenac sodium therapy.,2611118_0,-1,-1,0,11426,-1
5500,subarachnoid hemorrhage,13,15,99,122,Information on these effects could be obtained from angiograms of patients with cocaine-associated subarachnoid hemorrhage (SAH) who underwent angiography shortly after cocaine use.,16174948_3,-1,-1,1,5500,-1
13677,MESNA,0,1,0,5,"MESNA was given orally on the days of treatment with IF in 3 doses of 840 mg/m2, each administered at 0 hr (= injection of IF), 4 hr and 8 hr p.i.",6402369_2,0,-1,0,13677,0
6352,liver cirrhosis,10,12,48,63,"Hepatitis B virus (HBV) infection, which causes liver cirrhosis and hepatocellular carcinoma, remains a major health problem in Asian countries.",16960342_1,-1,-1,1,6352,-1
3347,sodium,15,16,94,100,A significant up-regulation of alphaENaC and betaENaC mRNA abundance on days 1 and 2 preceded sodium retention on days 2 and 3.,12653683_9,0,-1,0,3347,0
3775,Furosemide,0,1,0,10,Furosemide may be deleterious in the prevention of radiocontrast nephropathy.,1300436_8,0,-1,0,3775,0
14408,saralasin,7,8,61,70,Rebound hypertensive after sodium nitroprusside prevented by saralasin in rats.,7352670_0,0,-1,0,14408,0
14032,adriamycin,13,14,80,90,8 of the 10 monkeys developed congestive heart failure at an average cumulative adriamycin dose (310 mg/m2) well below that considered the safe upper limit (550 mg/m2) in man.,6769133_1,0,-1,0,14032,0
9297,hypotension,7,8,44,55,The introduction of drugs that could induce hypotension with different pharmacological actions would be advantageous because side effects unique to a specific drug could be minimized by selecting appropriate therapy.,1969772_1,-1,1,1,9297,1
15738,hepatomas,4,5,21,30,"Although most of the hepatomas were well-differentiated tumors and contained a considerable number of peroxisomes, the tumor cells did not respond to ethyl-alpha-p-chlorophenoxyisobutyrate with proliferation of peroxisomes.",85485_2,-1,-1,1,15738,-1
7930,dopamine,24,25,161,169,"In addition, the role of dopamine receptors in mediating nicotine-induced locomotor stimulation was investigated by examining the effects of selective D1 and D2 dopamine receptor antagonists on activity induced by nicotine.",1833784_3,0,-1,0,7930,0
17009,levodopa,34,35,207,215,Selective stimulation of the DA D1 receptor may provide better integration of neural inputs transmitted to the internal segment of the globus pallidus (referred to as the basal ganglia output) compared with levodopa and selective DA D2 receptor agonist.,9270571_6,0,-1,0,17009,0
58,dyskinesia,9,10,56,66,"Ten patients who had Parkinson's disease with disabling dyskinesia were included in this study to evaluate the role of mental (mental calculation) and motor (flexion/extension of right fingers, flexion/extension of left fingers, flexion/extension of the neck, speaking aloud) tasks on the worsening of peak-dose dyskinesia following administration of an effective single dose of apomorphine.",10091616_1,-1,1,1,58,1
6914,smoking,8,9,42,49,"CONCLUSION: In utero, exposure to tobacco smoking seems to have a small impact on outer hair cells.",17343925_10,0,-1,0,6914,0
16127,bradycardia,7,8,44,55,It is concluded that L-dopa enhances reflex bradycardia through central alpha-receptor stimulation.,869641_8,-1,1,1,16127,1
1658,lithium,11,12,68,75,"In contrast, mood switches were less frequent in patients receiving lithium (15%, 4/26) than in patients not treated with lithium (44%, 8/18; p = .04).",11379838_7,0,-1,0,1658,0
6152,encephalopathy,5,6,33,47,"The typical signs of VPA-induced encephalopathy are impaired consciousness, sometimes marked EEG background slowing, increased seizure frequency, with or without hyperammonemia.",16787750_3,-1,1,1,6152,1
6297,sulpiride,5,6,30,39,Combination of SCH 23390 with sulpiride did not induce catalepsy potentiation.,1687392_4,0,-1,0,6297,0
9938,meth mouth,10,12,73,83,CLINICAL SIGNIFICANCE: This clinical case showing oral manifestations of meth mouth was presented to help dental practitioners recognize and manage patients who may be abusing methamphetamines.,20098969_9,-1,1,1,9938,1
632,clonidine,4,5,28,37,A developmental analysis of clonidine's effects on cardiac rate and ultrasound production in infant rats.,10737864_0,0,-1,0,632,0
1956,nimesulide,6,7,32,42,"Of the 715 patients tested with nimesulide 62 (8.6%) showed a positive test, while of 114 subjects submitted to the challenge with paracetamol, 13 (9.6%) did not tolerate this drug.",11694026_6,-1,-1,0,1956,-1
7966,infertility,6,7,39,50,"Extra caution is warranted in treating infertility patients with CC, and patients should be well informed of this side effect before commencement of therapy.",18343374_10,-1,-1,1,7966,-1
8577,haemolytic anaemia,3,5,28,46,Severe thrombocytopenia and haemolytic anaemia associated with ciprofloxacin: a case report with fatal outcome.,18791946_0,-1,-1,1,8577,-1
12151,papillomas,3,4,12,22,"Tumors, all papillomas, were induced in 3 rats (17%) with 0.25% RA and in one rat (10%) with 0.05% RA co-administration.",3131282_5,-1,-1,1,12151,-1
7453,heart failure,18,20,122,135,"BACKGROUND: Dilated cardiomyopathy (DCM) and myocarditis occur in many HIV-infected individuals, resulting in symptomatic heart failure in up to 5% of patients.",17943461_1,-1,-1,1,7453,-1
2988,papilledema,18,19,142,153,"Although the intraocular pressure elevation caused by secondary acute angle-closure glaucoma decreased and ocular pain diminished, inexorable papilledema and exudative retinal detachment continued for 3 weeks.",12483326_10,-1,-1,1,2988,-1
3516,inflammation,12,13,56,68,"In addition, interleukin-6 (IL-6) as an early marker of inflammation was assessed in a subgroup of 10 patients pretreated with saline.",12760988_7,-1,1,1,3516,1
15364,bupivacaine,4,5,27,38,The convulsant activity of bupivacaine was not significantly modified but calcium channel blockers decreased the time of latency to obtain bupivacaine-induced convulsions; this effect was less pronounced with bepridil.,8231633_6,0,-1,0,15364,0
2310,epipregnanolone sulphate,11,13,70,94,"The results show that, unlike PREGS, 11-ketopregnenolone sulphate and epipregnanolone sulphate failed to block the effect of scopolamine, suggesting that altering the modulation of NMDA receptors diminishes the memory-enhancing effects of PREGS.",11860495_9,-1,-1,0,2310,-1
17888,toxicity,21,22,136,144,OBJECTIVE: To evaluate the effect of dosage regimen (once-daily vs. twice-daily) of tobramicyn on steady-state serum concentrations and toxicity.,9875685_1,-1,1,1,17888,1
8222,hypokalemia,11,12,80,91,The drug effect studied was the antagonism by metoprolol of terbutaline-induced hypokalemia.,1848636_4,-1,-1,1,8222,-1
