,entities,start_tokens,end_tokens,start_chars,end_chars,text,pmid,lf_chemical_distsv,lf_disease_distsv,label,orig_index,olabel
20031,R-R interval,14,16,95,107,"Unusual features of the arrhythmia are repetitive group beating, progressive shortening of the R-R interval, progressive widening of the QRS complex with eventual failure of intraventricular conduction, and changes in direction of the QRS axis.",7292072_2,-1,-1,2,20031,-1
20032,QRS complex,21,23,137,148,"Unusual features of the arrhythmia are repetitive group beating, progressive shortening of the R-R interval, progressive widening of the QRS complex with eventual failure of intraventricular conduction, and changes in direction of the QRS axis.",7292072_2,-1,-1,2,20032,-1
20045,medical therapy,22,24,153,168,"We present a patient with fatal acetaminophen-induced fulminant hepatic failure, with signs and symptoms of cerebral edema, unresponsive to conventional medical therapy.",7337133_3,-1,-1,2,20045,-1
20052,Control rats,0,2,0,12,"Control rats received halothane anesthesia (1 MAC) for one hour, followed by SNP infusion, 40 microgram/kg/min, for 30 min, followed by a 30-min recovery period.",7352670_2,-1,-1,2,20052,-1
20059,saralasin-treated animals,20,22,122,147,"During the SNP infusion the control animals demonstrated a progressive increase in blood pressure to 61 torr, whereas the saralasin-treated animals showed no change.",7352670_5,-1,-1,2,20059,-1
20070,longterm,12,13,71,79,Various data suggest that male patients who have received digoxin on a longterm basis have increased levels of serum estrogen and decreased levels of plasma testosterone and luteinizing hormone (LH).,7416947_1,-1,-1,2,20070,-1
20074,control group,6,8,30,43,The patients of the study and control group (without digoxin) were of similar cardiac functional capacity and age (25-40 years) and were randomly selected from the rheumatic heart disease patients.,7416947_3,-1,-1,2,20074,-1
20079,control groups,10,12,60,74,"A subjective assessment of sexual behavior in the study and control groups was carried out, using parameters such as sexual desire, sexual excitement, and frequency of sexual relations.",7416947_4,-1,-1,2,20079,-1
20090,study group,31,33,179,190,"Tests used to evaluate the changes in sexual behavior showed a significant decrease in sexual desire, sexual excitement phase (erection), and frequency of sexual relations in the study group.",7416947_8,-1,-1,2,20090,-1
20106,tobramycin-treated patients,9,11,24,51,Five of 33 (15%) of the tobramycin-treated patients and 16 of 29 (55.2%) of the gentamicin-treated patients had renal failure.,7420681_6,-1,-1,2,20106,-1
20119,adriamycin cardiotoxicity,3,5,25,50,Metabolic involvement in adriamycin cardiotoxicity.,7423039_0,-1,-1,2,20119,-1
20129,adenylate energy charge,15,18,92,115,"A possible involvement of energy metabolism was suggested previously, and in this study the adenylate energy charge and phosphorylcreatine mole fraction were determined in the adriamycin-treated cells.",7423039_3,-1,-1,2,20129,-1
20132,adriamycin-treated cells,26,28,176,200,"A possible involvement of energy metabolism was suggested previously, and in this study the adenylate energy charge and phosphorylcreatine mole fraction were determined in the adriamycin-treated cells.",7423039_3,-1,-1,2,20132,-1
20135,mole fraction,14,16,97,110,"The adenylate energy charge was found to be significantly decreased, while the phophorylcreatine mole fraction was unchanged.",7423039_4,-1,-1,2,20135,-1
20137,adriamycin-treated cells,2,4,7,31,"In the adriamycin-treated cells, the addition of adenosine increased the adenylate charge and, concomitant with this inrcease, the cells' functional integrity, in terms of percentage of beating cells and rate of contractions, was maintained.",7423039_7,-1,-1,2,20137,-1
20149,pre-lithium values,16,18,93,111,Low clearance values found in several patients could be accounted for by their age and their pre-lithium values.,7437994_6,-1,-1,2,20149,-1
20157,preweaning,11,12,73,83,"Abnormal movements and deafness occurred only in rats treated during the preweaning period; within this period the greatest sensitivities for these abnormalities occurred from 2 to 11-17 and 5 to 11 days of age, respectively, indicating that the cochlea is more sensitive to streptomycin than the site (vestibular or central) responsible for the dyskinesias.",7444978_3,-1,-1,2,20157,-1
20158,doxorubicin cardiotoxicity,3,5,11,37,"Late, late doxorubicin cardiotoxicity.",7449470_0,-1,-1,2,20158,-1
20166,lithium-induced diabetes-insipidus-like syndrome,3,6,19,67,Attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride in rats.,7453952_0,-1,-1,2,20166,-1
20178,lithium-induced diabetes-insipidus-like syndrome,9,12,47,95,"In all the experiments, the attenuation of the lithium-induced diabetes-insipidus-like syndrome by amiloride was accompanied by a reduction of the ratio between the lithium concentration in the renal medulla and its levels in the blood and an elevation in the plasma potassium level.",7453952_6,-1,-1,2,20178,-1
20185,associated with,2,4,29,44,Cardiovascular complications associated with terbutaline treatment for preterm labor.,7468724_0,-1,-1,2,20185,-1
20204,out-patients,19,20,121,133,METHODS: Retrospective review of medical records of 236 patients with hyperthyroidism admitted in our department (in- or out-patients) from 1986 to 1992.,7504976_2,-1,-1,2,20204,-1
20218,effects of,1,3,12,22,Interactive effects of variations in [Na]o and [Ca]o on rat atrial spontaneous frequency.,7516729_0,-1,-1,2,20218,-1
20222,effects of,1,3,4,14,"The effects of varying the extracellular concentrations of Na and Ca ([Na]o and [Ca]o) on both, the spontaneous beating and the negative chronotropic action of verapamil, were studied in the isolated rat atria.",7516729_1,-1,-1,2,20222,-1
20229,/- 4,12,14,63,67,Basal frequency (BF) evaluated by surface electrogram was 223 +/- 4 beats/min.,7516729_2,-1,-1,2,20229,-1
20230,beats/min,14,15,68,77,Basal frequency (BF) evaluated by surface electrogram was 223 +/- 4 beats/min.,7516729_2,-1,-1,2,20230,-1
20231,/-,5,6,20,22,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,-1,-1,2,20231,-1
20232,LNa,15,16,54,57,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,-1,-1,2,20232,-1
20233,/-,20,21,64,66,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,-1,-1,2,20233,-1
20235,LNa+LCa,36,37,135,142,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,-1,-1,2,20235,-1
20236,/-,41,42,152,154,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,-1,-1,2,20236,-1
20237,LNa+HCa,57,58,218,225,"It decreased by 16 +/- 3% by lowering [Na]o to 78 mM (LNa), 23 +/- 2% by lowering simultaneously [Na]o to 78 mM and [Ca]o to 0.675 mM (LNa+LCa) and 31 +/- 5% by lowering [Na]o to 78 mM plus increasing [Ca]o to 3.6 mM (LNa+HCa).",7516729_4,-1,-1,2,20237,-1
20242,/-,41,42,171,173,"At normal [Na]o, decrease (0.675 mM) or increase (3.6 mM) of [Ca]o did not modify BF; a reduction of ten times (0.135 mM of normal [Ca]o was effective to reduce BF by 40 +/- 13%.",7516729_5,-1,-1,2,20242,-1
20244,BF-dependent,5,6,39,51,All negative chronotropic effects were BF-dependent.,7516729_6,-1,-1,2,20244,-1
20245,Dose-dependent,0,1,0,14,"Dose-dependent bradycardia induced by verapamil was potentiated by LNa, LCa, and HCa.",7516729_7,-1,-1,2,20245,-1
20255,LNa+HCa,45,46,216,223,"Independent but not additive effects of Na and Ca are shown by decreases in the values of [verapamil]o needed to reduce BF by 30% (IC30) with the following order of inhibitory potency: LNa > LCa > HCa > N, resulting LNa+HCa similar to LNa.",7516729_8,-1,-1,2,20255,-1
20262,HCa,23,24,119,122,The [verapamil]o that arrested atrial beating (AC) was also potentiated with the order LNa = LNa+LCa = LNa+HCa = LCa > HCa = N. The results indicate that rat atrial spontaneous beating is more dependent on [Na]o than on [Ca]o in a range of +/- 50% of their normal concentration.,7516729_9,-1,-1,2,20262,-1
20264,/-,47,48,241,243,The [verapamil]o that arrested atrial beating (AC) was also potentiated with the order LNa = LNa+LCa = LNa+HCa = LCa > HCa = N. The results indicate that rat atrial spontaneous beating is more dependent on [Na]o than on [Ca]o in a range of +/- 50% of their normal concentration.,7516729_9,-1,-1,2,20264,-1
20267,LCa.(ABSTRACT TRUNCATED,16,18,95,118,Also the enhancement of verapamil effects on atrial beating was more pronounced at LNa than at LCa.(ABSTRACT TRUNCATED AT 250 WORDS),7516729_10,-1,-1,2,20267,-1
20280,Wistar rats,52,54,292,303,"Cyclosporin A (CsA; 50 mg/kg) and Fujimycine (FK506; 5 mg/kg), but not the related macrolide immunosuppressant rapamycin (5 mg/kg), caused a reduction of glomerular filtration rate, degenerative changes of proximal tubular epithelium, and hypertrophy of the juxtaglomerular apparatus in male Wistar rats when given for 10 days.",7542793_1,-1,-1,2,20280,-1
20283,FK506 toxicity,6,8,36,50,The molecular mechanisms of CsA and FK506 toxicity were investigated.,7542793_2,-1,-1,2,20283,-1
20286,intracytoplasmic receptors,8,10,50,76,"Cyclophilin A and FK506-binding protein, the main intracytoplasmic receptors for CsA and FK506, respectively, were each detected in renal tissue extract.",7542793_3,-1,-1,2,20286,-1
20295,immunophilin-drug-calcineurin complexes,3,5,18,57,"Finally, specific immunophilin-drug-calcineurin complexes formed only in the presence of CsA and FK506, but not rapamycin.",7542793_5,-1,-1,2,20295,-1
20316,treated with,2,4,13,25,Two patients treated with parenteral paramethasone (Triniol) and dexamethasone (Sedionbel) are described.,7582165_1,-1,-1,2,20316,-1
20322,parenteral challenges,7,9,41,62,"Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed.",7582165_4,-1,-1,2,20322,-1
20323,ELISA tests,13,15,98,109,"Clinical examinations and skin, oral and parenteral challenges with different corticosteroids and ELISA tests were performed.",7582165_4,-1,-1,2,20323,-1
20327,single-blind,1,2,2,14,"A single-blind parenteral challenge with Triniol was positive in both patients after the administration of 1 ml of the drug, and negative with its excipients.",7582165_6,-1,-1,2,20327,-1
20331,parenteral challenges,6,8,29,50,We also carried out oral and parenteral challenges with other corticosteroids and found intolerance to some of them.,7582165_7,-1,-1,2,20331,-1
20363,intraplatelet cAMP,18,20,123,141,"At various time intervals, physical examination and blood collection for ex vivo platelet aggregation and determination of intraplatelet cAMP were performed.",7596955_4,-1,-1,2,20363,-1
20369,Intraplatelet,0,1,0,13,Intraplatelet cAMP content was gradually but significantly increased to 9.84 +/- 4.59 pmol per 10(9) platelets at day 14 in comparison with the initial value (6.87 +/- 2.25 pmol).,7596955_8,-1,-1,2,20369,-1
20370,/-,11,12,78,80,Intraplatelet cAMP content was gradually but significantly increased to 9.84 +/- 4.59 pmol per 10(9) platelets at day 14 in comparison with the initial value (6.87 +/- 2.25 pmol).,7596955_8,-1,-1,2,20370,-1
20371,initial value,25,27,144,157,Intraplatelet cAMP content was gradually but significantly increased to 9.84 +/- 4.59 pmol per 10(9) platelets at day 14 in comparison with the initial value (6.87 +/- 2.25 pmol).,7596955_8,-1,-1,2,20371,-1
20372,/-,30,31,165,167,Intraplatelet cAMP content was gradually but significantly increased to 9.84 +/- 4.59 pmol per 10(9) platelets at day 14 in comparison with the initial value (6.87 +/- 2.25 pmol).,7596955_8,-1,-1,2,20372,-1
20379,combined administration,24,26,135,158,"In conclusion, the combined administration of BPT/CLZ is safe at doses used in the study, though the beneficial clinical effect of the combined administration has yet to be elucidated.",7596955_10,-1,-1,2,20379,-1
20380,associated with,6,8,38,53,"A case of acute inflammatory myopathy associated with the use of pravastatin, a new hydrophilic 3-hydroxy-3 methylglutaril coenzyme A reductase inhibitor, is reported.",7604176_2,-1,-1,2,20380,-1
20395,intraperitonealinjection,13,14,64,88,Ammonia coma was produced in rats within 10 to 15 minutes of an intraperitonealinjection of 1.7 mmol NH4CL.,761833_1,-1,-1,2,20395,-1
20396,gastric intubation,10,12,55,73,This coma was prevented with 1.68 mmol L-dopa given by gastric intubation 15 minutes before the ammonium salt injection.,761833_2,-1,-1,2,20396,-1
20400,brain ammonia,25,27,154,167,Intraventricular infusion of dopamine sufficient to raise the brain dopamine to the same extent did not prevent the ammonia coma nor affect the blood and brain ammonia concentrations.,761833_4,-1,-1,2,20400,-1
20402,ammonia coma,15,17,100,112,Bilateral nephrectomy eliminated the beneficial effect of L-dopa on blood and brain ammonia and the ammonia coma was not prevented.,761833_5,-1,-1,2,20402,-1
20403,brain ammonia,7,9,33,46,"Thus, the reduction in blood and brain ammonia and the prevention of ammonia coma after L-dopa, can be accounted for by the peripheral effect of dopamine on renal function rather than its central action.",761833_6,-1,-1,2,20403,-1
20422,CD4+,7,9,71,75,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,-1,-1,2,20422,-1
20424,group I,26,28,158,165,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,-1,-1,2,20424,-1
20428,group II,54,56,282,290,"Seventy-five human immunodeficiency virus (HIV)-infected patients with CD4+ cell counts < 500/mm3 were randomized to receive either ZDV (500 mg daily) alone (group I, n = 38) or in combination with folinic acid (15 mg daily) and intramascular vitamin B12 (1000 micrograms monthly) (group II, n = 37).",7628595_2,-1,-1,2,20428,-1
20429,group I,24,26,104,111,"Finally, 15 patients were excluded from the study (noncompliance 14, death 1); thus, 60 patients (31 in group I and 29 in group II) were eligible for analysis.",7628595_3,-1,-1,2,20429,-1
20433,group II,13,15,77,85,"During the study, vitamin B12 and folate levels were significantly higher in group II patients; however, no differences in hemoglobin, hematocrit, mean corpuscular volume, and white-cell, neutrophil and platelet counts were observed between groups at 3, 6, 9 and 12 months.",7628595_5,-1,-1,2,20433,-1
20442,ZDV-induced,17,18,107,118,"Vitamin B12 and folinic acid supplementation of ZDV therapy does not seem useful in preventing or reducing ZDV-induced myelotoxicity in the overall treated population, although a beneficial effect in certain subgroups of patients cannot be excluded.",7628595_8,-1,-1,2,20442,-1
20446,cross-react,8,9,61,72,Halogenated anesthetics form liver adducts and antigens that cross-react with halothane-induced antibodies.,7647582_0,-1,-1,2,20446,-1
20447,halothane-induced antibodies,10,12,78,106,Halogenated anesthetics form liver adducts and antigens that cross-react with halothane-induced antibodies.,7647582_0,-1,-1,2,20447,-1
20452,Halothane hepatitis,0,2,0,19,Halothane hepatitis appears to involve an aberrant immune response.,7647582_2,-1,-1,2,20452,-1
20457,halothane hepatitis,16,18,112,131,An antibody response to a protein-bound biotransformation product (trifluoroacetyl adduct) has been detected on halothane hepatitis patients.,7647582_3,-1,-1,2,20457,-1
20462,halothane-induced antibodies,10,12,76,104,"The subcellular and lobular production of hepatic neoantigens recognized by halothane-induced antibodies following enflurane and isoflurane, and the biochemical nature of these neoantigens was investigated in two animal models.",7647582_5,-1,-1,2,20462,-1
20471,guinea pigs,18,20,110,121,"In the same liver, biochemical analysis detected fluorinated liver adducts that were up to 20-fold greater in guinea pigs than in rats.",7647582_7,-1,-1,2,20471,-1
20475,ocular instillation,4,6,36,55,Cholinergic toxicity resulting from ocular instillation of echothiophate iodide eye drops.,7650771_0,-1,-1,2,20475,-1
20479,ophthalmic drops,13,15,87,103,"A patient developed a severe cholinergic syndrome from the use of echothiophate iodide ophthalmic drops, presented with profound muscle weakness and was initially given the diagnosis of myasthenia gravis.",7650771_1,-1,-1,2,20479,-1
20501,maximal-tolerated dosage,9,11,49,73,"This phase I trial was designed to determine the maximal-tolerated dosage (MTD), toxicities, and pharmacokinetics of cis-RA administered on an intermittent schedule in children with neuroblastoma following bone marrow transplantation (BMT).",7707116_3,-1,-1,2,20501,-1
20509,MTD,3,4,13,16,RESULTS: The MTD of cis-RA was 160 mg/m2/d.,7707116_7,-1,-1,2,20509,-1
20516,/-,5,6,21,23,Serum levels of 7.4 +/- 3.0 mumol/L (peak) and 4.0 +/- 2.8 mumol/L (trough) at the MTD were maintained during 14 days of therapy.,7707116_11,-1,-1,2,20516,-1
20517,/-,14,15,52,54,Serum levels of 7.4 +/- 3.0 mumol/L (peak) and 4.0 +/- 2.8 mumol/L (trough) at the MTD were maintained during 14 days of therapy.,7707116_11,-1,-1,2,20517,-1
20518,MTD,22,23,83,86,Serum levels of 7.4 +/- 3.0 mumol/L (peak) and 4.0 +/- 2.8 mumol/L (trough) at the MTD were maintained during 14 days of therapy.,7707116_11,-1,-1,2,20518,-1
20519,DLT,1,2,4,7,The DLT correlated with serum levels > or = 10 mumol/L. CONCLUSION: The MTD of cis-RA given on this intermittent schedule was 160 mg/m2/d.,7707116_12,-1,-1,2,20519,-1
20520,serum levels,4,6,24,36,The DLT correlated with serum levels > or = 10 mumol/L. CONCLUSION: The MTD of cis-RA given on this intermittent schedule was 160 mg/m2/d.,7707116_12,-1,-1,2,20520,-1
20521,MTD,14,15,72,75,The DLT correlated with serum levels > or = 10 mumol/L. CONCLUSION: The MTD of cis-RA given on this intermittent schedule was 160 mg/m2/d.,7707116_12,-1,-1,2,20521,-1
20522,intermittent schedule,20,22,100,121,The DLT correlated with serum levels > or = 10 mumol/L. CONCLUSION: The MTD of cis-RA given on this intermittent schedule was 160 mg/m2/d.,7707116_12,-1,-1,2,20522,-1
20533,femoral vein four times,8,12,56,79,"Peripheral venous blood samples were withdrawn from the femoral vein four times (once every 5 min) before ischemia (0 time) and 5, 15, and 30 min after ischemia.",7710775_2,-1,-1,2,20533,-1
20539,zero time,10,12,63,72,"Plasma malondialdehyde, which was present in minimal amount at zero time (0.058 mumol/liter plasma; SD 0.015), increased after 5 min of ischemia, resulting in a fivefold increase after 30 min of carotid occlusion (0.298 mumol/liter plasma; SD 0.078).",7710775_5,-1,-1,2,20539,-1
20548,microliters/min,53,54,347,362,"Increased plasma malondialdehyde was also recorded in two other groups of animals subjected to the same experimental model, one receiving 20 mg/kg b.w. of the cyclooxygenase inhibitor acetylsalicylate intravenously immediately before ischemia, the other receiving 650 micrograms/kg b.w. of the hypotensive drug nitroprusside at a flow rate of 103 microliters/min intravenously during ischemia, although in this latter group malondialdehyde was significantly higher.",7710775_6,-1,-1,2,20548,-1
20559,control animals,23,25,97,112,"In normal rats, 2/6 rats given free doxorubicin (DX) (5 mg/kg) died within one week, whereas all control animals and all rats having received free NP or DXNP survived.",7724492_2,-1,-1,2,20559,-1
20565,post-injection,2,3,7,21,"Two hr post-injection, DXNP was 2.7 times more concentrated in kidneys than free DX (p < 0.025).",7724492_5,-1,-1,2,20565,-1
20573,DXNP killed less,10,13,66,82,"These results demonstrate that, in these experimental conditions, DXNP killed less animals than free DX, despite of an enhanced renal toxicity of the former.",7724492_9,-1,-1,2,20573,-1
20595,intra-arterial,3,4,14,28,"The effect of intra-arterial PGE2 could not be blocked by intra-arterial RP 67,580 or SR 48,968, which opens the possibility that the micturition reflex elicited by intra-arterial PGE2 was mediated by pathways other than the reflex initiated when the PG was given intravesically.",7752389_3,-1,-1,2,20595,-1
20599,intra-arterial,27,28,165,179,"The effect of intra-arterial PGE2 could not be blocked by intra-arterial RP 67,580 or SR 48,968, which opens the possibility that the micturition reflex elicited by intra-arterial PGE2 was mediated by pathways other than the reflex initiated when the PG was given intravesically.",7752389_3,-1,-1,2,20599,-1
20621,seventy-eight-year-old,1,2,2,24,A seventy-eight-year-old woman presented with complete heart block and refractory hypotension two days after a therapeutic dose of sustained-release verapamil with concomitant use of metoprolol.,7785794_2,-1,-1,2,20621,-1
20643,Group A,33,35,204,211,"METHODS: Forty-five hospitalized elderly patients (> 65 years old) who required therapy with nonsteroidal antiinflammatory drugs (NSAID) were randomly assigned to receive either indomethacin, 150 mg/day (Group A), or indomethacin 150 mg/day plus misoprostol at 0.6 mg/day (Group B).",7791169_2,-1,-1,2,20643,-1
20647,Group B,47,49,273,280,"METHODS: Forty-five hospitalized elderly patients (> 65 years old) who required therapy with nonsteroidal antiinflammatory drugs (NSAID) were randomly assigned to receive either indomethacin, 150 mg/day (Group A), or indomethacin 150 mg/day plus misoprostol at 0.6 mg/day (Group B).",7791169_2,-1,-1,2,20647,-1
20656,Group B,48,50,219,226,"RESULTS: Forty-two patients completed the study, 22 in Group A and 20 in Group B. BUN and creatinine increased by > 50% of baseline levels in 54 and 45% of Group A patients, respectively, compared to only 20 and 10% of Group B patients (p < 0.05).",7791169_5,-1,-1,2,20656,-1
20658,Group A,16,18,68,75,"Potassium (K) increment of 0.6 mEq/l or more was observed in 50% of Group A, but in only 15% of Group B patients (p < 0.05).",7791169_6,-1,-1,2,20658,-1
20659,Group B,25,27,96,103,"Potassium (K) increment of 0.6 mEq/l or more was observed in 50% of Group A, but in only 15% of Group B patients (p < 0.05).",7791169_6,-1,-1,2,20659,-1
20661,A. Response,30,32,131,142,"The mean increments in BUN, creatinine, and K were reduced by 63, 80, and 42%, respectively, in Group B patients compared to Group A. Response to treatment did not differ significantly between the 2 groups.",7791169_7,-1,-1,2,20661,-1
20673,DSM-III criteria,10,12,51,67,METHOD: In London and Toronto 154 patients who met DSM-III criteria for panic disorder with agoraphobia were randomised to alprazolam or placebo.,7802851_4,-1,-1,2,20673,-1
20676,placebo subjects,2,4,14,30,"Compared with placebo subjects, alprazolam patients developed more adverse reactions (21% v. 0%) of depression, enuresis, disinhibition and aggression; and more side-effects, particularly sedation, irritability, impaired memory, weight loss and ataxia.",7802851_8,-1,-1,2,20676,-1
20692,over-the-counter antitussives,22,24,137,166,"Dextromethorphan (DM), the dextrorotatory isomer of 3-hydroxy-N-methylmorphinan, is the main ingredient in a number of widely available, over-the-counter antitussives.",7803371_1,-1,-1,2,20692,-1
20693,Bornstein 1968,3,5,17,31,Initial studies (Bornstein 1968) showed that it possessed no respiratory suppressant effects and no addiction liability.,7803371_2,-1,-1,2,20693,-1
20700,Isbell,51,52,280,286,"The drug is known to cause a variety of acute toxic effects, ranging from nausea, restlessness, insomnia, ataxia, slurred speech and nystagmus to mood changes, perceptual alterations, inattention, disorientation and aggressive behavior (Rammer et al 1988; Katona and Watson 1986; Isbell and Fraser 1953; Devlin et al 1985; McCarthy 1971; Dodds and Revai 1967; Degkwitz 1964; Hildebrand et al 1989).",7803371_4,-1,-1,2,20700,-1
20701,Fraser,53,54,291,297,"The drug is known to cause a variety of acute toxic effects, ranging from nausea, restlessness, insomnia, ataxia, slurred speech and nystagmus to mood changes, perceptual alterations, inattention, disorientation and aggressive behavior (Rammer et al 1988; Katona and Watson 1986; Isbell and Fraser 1953; Devlin et al 1985; McCarthy 1971; Dodds and Revai 1967; Degkwitz 1964; Hildebrand et al 1989).",7803371_4,-1,-1,2,20701,-1
20703,McCarthy 1971,61,63,323,336,"The drug is known to cause a variety of acute toxic effects, ranging from nausea, restlessness, insomnia, ataxia, slurred speech and nystagmus to mood changes, perceptual alterations, inattention, disorientation and aggressive behavior (Rammer et al 1988; Katona and Watson 1986; Isbell and Fraser 1953; Devlin et al 1985; McCarthy 1971; Dodds and Revai 1967; Degkwitz 1964; Hildebrand et al 1989).",7803371_4,-1,-1,2,20703,-1
20709,Effects of,0,2,0,10,Effects of ouabain on myocardial oxygen supply and demand in patients with chronic coronary artery disease.,783197_0,-1,-1,2,20709,-1
20714,effects of,1,3,4,14,"The effects of digitalis glycosides on myocardial oxygen supply and demand are of particular interest in the presence of obstructive coronary artery disease, but have not been measured previously in man.",783197_2,-1,-1,2,20714,-1
20717,effects of,3,5,16,26,"We assessed the effects of ouabain (0.015 mg/kg body weight) on hemodynamic, volumetric, and metabolic parameters in 11 patients with severe chronic coronary artery disease without clinical congestive heart failure.",783197_3,-1,-1,2,20717,-1
20727,mean+/-SE,8,9,62,71,Left ventricular end-diastolic pressure fell from 11.5+/-1.4 (mean+/-SE) to 5.6+/-0.9 mm Hg (P less than 0.001) and left ventricular end-diastolic volume fell from 100+/-17 to 82+/-12 ml/m2 (P less than 0.01) 1 h after ouabain infusion was completed.,783197_6,-1,-1,2,20727,-1
20732,consistent with,22,24,145,160,The maximum velocity of contractile element shortening increased from 1.68+/-0.11 ml/s to 2.18+/-0.21 muscle-lengths/s (P less than 0.05) and is consistent with an increase in contractility.,783197_7,-1,-1,2,20732,-1
20734,control patients,9,11,58,74,No significant change in these parameters occurred in the control patients.,783197_8,-1,-1,2,20734,-1
20739,control patients,31,33,201,217,No significant change in myocardial oxygen consumption occurred after ouabain administration but this may be related to a greater decrease in mean arterial pressure in the ouabain patients than in the control patients.,783197_9,-1,-1,2,20739,-1
20744,associated with,5,7,26,41,"Though this fall would be associated with a decrease in wall tension, and, therefore, of myocardial oxygen consumption, it may not be of sufficient magnitude to prevent a net increase in myocardial oxygen consumption.",783197_11,-1,-1,2,20744,-1
20748,associated with,3,5,41,56,Crescentic fibrillary glomerulonephritis associated with intermittent rifampin therapy for pulmonary tuberculosis.,7834920_0,-1,-1,2,20748,-1
20777,/-,28,29,163,165,RESULTS: A significant increase in intraocular pressure developed in 13 of the 44 pairs of eyes perfused with dexamethasone with an average pressure rise of 17.5 +/- 3.8 mm Hg after 12 days of dexamethasone exposure.,7843916_7,-1,-1,2,20777,-1
20789,dexamethasone-induced morphologic changes,17,20,130,171,"The dexamethasone-treated nonresponder eyes appeared to be morphologically similar to the untreated eyes, although several subtle dexamethasone-induced morphologic changes were evident.",7843916_11,-1,-1,2,20789,-1
20791,dexamethasone-treated eyes,23,25,152,178,"CONCLUSION: Dexamethasone treatment of isolated, perfusion-cultured human eyes led to the generation of ocular hypertension in approximately 30% of the dexamethasone-treated eyes.",7843916_12,-1,-1,2,20791,-1
20797,steroid glaucoma,16,18,95,111,This system may provide an acute model in which to study the pathogenic mechanisms involved in steroid glaucoma and primary open angle glaucoma.,7843916_14,-1,-1,2,20797,-1
20799,high-dose,5,6,29,38,Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.,7858459_0,-1,-1,2,20799,-1
20802,treated with,4,6,22,34,"A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",7858459_1,-1,-1,2,20802,-1
20822,5-fluorouracil neurotoxicity,3,5,20,48,"The pathogenesis of 5-fluorouracil neurotoxicity may be due to a Krebs cycle blockade by fluoroacetate and fluorocitrate, thiamine deficiency, or dihydrouracil dehydrogenase deficiency.",7858459_5,-1,-1,2,20822,-1
20826,thiamine deficiency,18,20,122,141,"The pathogenesis of 5-fluorouracil neurotoxicity may be due to a Krebs cycle blockade by fluoroacetate and fluorocitrate, thiamine deficiency, or dihydrouracil dehydrogenase deficiency.",7858459_5,-1,-1,2,20826,-1
20843,associated with,2,4,21,36,Auditory disturbance associated with interscalene brachial plexus block.,7880714_0,-1,-1,2,20843,-1
20844,interscalene brachial plexus block,4,8,37,71,Auditory disturbance associated with interscalene brachial plexus block.,7880714_0,-1,-1,2,20844,-1
20864,treated with,2,4,10,22,"Rats were treated with a single IV injection of puromycin aminonucleoside, (PAN, 7.5 mg/kg) and 24 hour urine samples were obtained prior to sacrifice on days 3,5,7,10,17,27,41 (N = 5-10 per group).",7881871_3,-1,-1,2,20864,-1
