,text,pmid,entities,start_chars,end_chars,label
12187,"We show that GM-CSF modulates CD8a-, but not CD8a+ DCs in vivo, by inhibiting the surface expression of activation markers MHC II and CD80 and production of inflammatory cytokines such as IL-12 and IL-1beta.",19174473_3,"IL-1beta,MHC II,IL-12,GM-CSF","198,123,188,13","206,129,193,19","0,1,0,0"
12188,"We show that ICOS deficiency does not impair induction of IL-10 by intestinal CD4 T cells but, instead, triggers substantial reductions in gut-resident and peripherally derived Foxp3+ Treg cells.",30642977_3,"IL-10,Treg cells","58,184","63,194","0,2"
12189,"We show that IFN-alpha beta can provide the third signal directly to CD8 T cells via a STAT4-dependent pathway to stimulate survival, development of cytolytic function, and production of IFN-gamma.",15814665_2,"IFN-gamma,IFN-alpha beta","187,13","196,27","0,0"
12190,We show that IL-15 exerts growth factor activity on both CD4(+) and CD8(+) T cells in a TCR-dependent and Cyclosporin A-sensitive manner.,23028916_2,"IL-15,growth factor","13,26","18,39","0,0"
12191,We show that IL-2 derived from CD4+ helper T cells cooperates with innate immune cell-derived IL-27 to amplify IL-10 production by CTLs through a Blimp-1-dependent mechanism.,21297642_3,"Blimp-1-dependent,IL-27,IL-10,IL-2","146,94,111,13","163,99,116,17","1,0,0,0"
12192,We show that IL-7 pathway (plasmatic IL-7 concentration and cellular and soluble CD127 expressions) is not overtly altered and remains activable in septic patients.,23053510_5,"soluble,IL-7 pathway","73,13","80,25","0,0"
12193,"We show that NDV activates in infected cells the helicase RIG-I. In Tregs, the activation of RIG-I was shown in other studies to inhibit the suppressive function of these cells.",22102168_4,suppressive,141,152,0
12194,"We show that OX40 engagement, in the context of chemotherapy-induced lymphopenia, induces a novel CD4(+) T cell population characterized by the expression of the master regulator eomesodermin that leads to both terminal differentiation and central memory phenotype, with concomitant secretion of Th1 and Th2 cytokines.",23008334_4,"Th2,central memory,Th1,OX40","304,240,296,13","307,254,299,17","2,2,2,0"
12195,We show that PU.1 modulates the levels of TCR expression in CD4(+) T cells by regulating the DNA-binding activity of GATA-3 and limiting GATA-3 regulation of TCR gene expression.,19801513_6,"GATA-3,TCR,DNA-binding,GATA-3","117,158,93,137","123,161,104,143","1,2,1,1"
12196,"We show that RARgamma is dispensable for T and B lymphocyte development, the humoral immune response to a T-dependent Ag and in vitro Th cell differentiation.",17277115_4,"Th cell,RARgamma","134,13","141,21","2,1"
12197,"We show that SOCS-1-deficient CD8, but not CD4, T cells proliferate when transferred into normal (T cell-sufficient) mice, and that this is dependent on two signals: interleukin (IL)-15 and self-ligands that are usually only capable of stimulating homeostatic expansion in T cell-deficient mice.",16216888_4,"interleukin (IL)-15,T cells","166,48","185,55","0,2"
12198,"We show that SOCS1-deficient mice have increased numbers of T cells with characteristics of effector memory cells and expression of CCR7, a protein that promotes retention of T cells in lymphoid tissues, is markedly reduced in these cells.",18606672_3,"protein,T cells,T cells","140,60,175","147,67,182","1,2,2"
12199,We show that STAT1 deficiency results in a biphasic disease following LCMV infection.,32310998_4,STAT1,13,18,1
12200,We show that TGF-β promotes the development of pulmonary tissue-resident memory T cells via a signaling pathway that does not require the downstream signaling intermediate Sma- and Mad-related protein (Smad)4.,25637015_4,"Sma-,TGF-β","172,13","176,18","1,0"
12201,"We show that TS1 x HACII mice develop arthritis despite the presence of CD4(+)CD25(+)Foxp3(+) Treg cells that recognize this target autoantigen, and we outline steps in the development of arthritis at which Treg cells might potentially act, or fail to act, in the development of inflammatory arthritis.",20192995_4,"Treg cells,Treg cells","207,94","217,104","2,2"
12202,We show that a population of CD4CD127CD45RA Regulatory T cell may offer the best compromise between susceptibility to loss of suppression when exposed to TAC and maintenance of a TSDR demethylated phenotype following in vitro expansion.,28118317_10,TAC,154,157,0
12203,We show that a severe asthma-associated polymorphism in the gene encoding the interleukin (IL)-4 receptor alpha chain (Il4ra(R576)) promotes conversion of induced Treg (iTreg) cells toward a T helper 17 (TH17) cell fate.,27479084_1,"T helper 17,Treg","191,163","202,167","2,2"
12204,We show that activation of Notch signaling by its ligands Delta-1 or Delta-4 potentiates IL-7-driven proliferation and survival of CD34(+) TN and to a lesser extent of CD4(+) ISP precursors.,19350552_3,"proliferation,Notch signaling,Delta-4","101,27,69","114,42,76","1,1,0"
12205,We show that active FoxO1 and FoxO3a reside exclusively in the nucleus of naïve T cells whereas inactive pFoxO1 and pFoxO3a were most abundant in activated T cells and sequestered in their cytoplasm in association with unphosphorylated STAT3 (U-STAT3) and 14-3-3.,22761423_3,"STAT3,FoxO1,activated T cells,pFoxO1,FoxO3a reside,U-STAT3","236,20,146,105,30,243","241,25,163,111,43,250","1,1,1,1,1,1"
12206,"We show that administration of minocycline for 2 weeks ameliorated clinical severity of experimental allergic encephalomyelitis, an effect that partially involves the down-regulation of MHC II proteins in the spinal cord.",17395590_3,MHC II proteins,186,201,1
12207,We show that basal nuclear factor κB (NF-κB) phosphorylation positively correlated with CD31 expression and thus is decreased in peripherally expanded naive T-cell clones.,31661488_5,"basal nuclear factor κB,phosphorylation,NF-κB","13,45,38","36,60,43","0,1,1"
12208,We show that decreased IL-2 production impairs the regulatory capacity of memory-like autoregulatory CD8(+) CD122(+) T cells.,23180662_5,IL-2,23,27,0
12209,We show that disease-susceptible (Il4ra(F709)) mice with enhanced interleukin-4 receptor (IL-4R) signaling exhibited STAT6-dependent impaired generation and function of mucosal allergen-specific Treg cells.,25769611_1,"interleukin-4 receptor,mucosal,Treg cells,STAT6-dependent","66,169,195,117","88,176,205,132","0,2,2,1"
12210,"We show that equine FoxP3 is expressed constitutively by a population of CD4(+) CD25(+) T cells, mainly in the CD4(+) CD25(high) subpopulation.",21977999_3,subpopulation,129,142,2
12211,"We show that exchanging the protein source in a high fat, high sugar, westernized diet from casein to whole-cell lysates of the non-commensal bacterium Methylococcus capsulatus Bath is sufficient to reverse western diet-induced changes in the gut microbiota to a state resembling that of lean, low fat diet-fed mice, both under mild thermal stress (T22 °C) and at thermoneutrality (T30 °C).",33597537_1,protein,28,35,1
12212,"We show that expression of glucocorticoid (GC)-induced leucine zipper (GILZ) in bone marrow mesenchymal lineage cells or bone marrow-derived mesenchymal stem cells (BMSCs) increases the production of T(reg) cells via a mechanism involving the up-regulation of developmental endothelial locus-1 (Del-1), an endogenous leukocyte-endothelial adhesion inhibitor.",26038125_1,"Del-1,glucocorticoid,mesenchymal stem cells,leucine zipper","295,27,141,55","300,41,163,69","1,1,0,1"
12213,"We show that growth of B16 melanoma and MB49 bladder carcinoma is reduced in IL-17(-/-) mice but drastically accelerated in IFN-gamma(-/-) mice, contributed to by elevated intratumoral IL-17, indicating a role of IL-17 in promoting tumor growth.",19564351_2,"IL-17,IL-17,tumor growth,B16 melanoma","185,213,232,23","190,218,244,35","0,0,0,0"
12214,We show that hyaluronan (HA) promotes induction of Foxp3- IL-10-producing regulatory T cells (TR1) from conventional T-cell precursors in both murine and human systems.,21518860_1,"TR1,T-cell precursors","94,117","97,134","2,2"
12215,"We show that in human peripheral blood cells, more than 30% of Treg up-regulate CCR8 following activation in the presence of CCL1.",28533380_1,"Treg,CCL1","63,125","67,129","2,0"
12216,"We show that in the absence of either IL-4 or IL-13, CD8(+) T cells proliferated and a normal secondary cytotoxic response developed in vitro.",15816016_3,"IL-13,IL-4","46,38","51,42","0,0"
12217,"We show that in vivo treatment of C57BL/6 and SJL/J mice (i.p.) with 100 ng of 1,25 dihydroxyvitamin D3, on every other day from Day 0-30, ameliorates EAE in association with the inhibition of IL-12 production and neural antigen-specific Th1 response.",16547967_4,IL-12,193,198,0
12218,"We show that itk(-/-) innate PLZF(+)CD4(+) T cells are not CD1d-dependent NKT cells, MR1-dependent MAIT cells, or γδ T cells.",24928994_5,"T cells,NKT cells","43,74","50,83","2,2"
12219,We show that mice lacking Coro1a developed less severe experimental autoimmune encephalomyelitis (EAE).,21700422_3,Coro1a,26,32,1
12220,We show that mice with targeted-deletion of Stat3 in CD4(+) T cells (CD4(Stat3)(-/-)) do not develop experimental autoimmune uveoretinitis (EAU) or experimental autoimmune encephalomyelitis.,18424728_1,Stat3,44,49,1
12221,We show that microwaves specifically induce dendritic cell cross-presentation of HPV antigen to CD8+ T cells and suggest that IL-6 may be important for DC IRF1 and IRF4 modulation to enhance this process.,29084638_7,"IRF4,IRF1","164,155","168,159","1,1"
12222,"We show that nT(REG) cells readily lose Foxp3 expression, destabilizing their phenotype, in turn, enabling them to reprogram into Th1 and Th17 effector cells.",22545118_3,Th1,130,133,2
12223,"We show that pharmacological inhibition of STAT3, the main mediator of IL-6 signalling and of Th17-cell differentiation, protects mice from the development of Experimental Auto-immune Myocarditis reducing liver production of the complement component C3, and can act therapeutically when administered at disease peak.",23460527_2,"STAT3,complement component C3","43,229","48,252","1,1"
12224,We show that selective elimination of Treg cells using Foxp3(EGFP) mice leads to a full recovery of CD4(+) and CD8(+) T-cell proliferation.,21905022_4,Treg cells,38,48,2
12225,"We show that the +28-kb noncoding sequence cooperates with STAT3, RORγt, and Runx1 to enhance transcription from both il17a and il17f promoters.",22665476_3,"noncoding sequence,Runx1,STAT3","24,77,59","42,82,64","1,1,1"
12226,"We show that the activity of the master transcription factor forkhead box protein 3 (FOXP3) attenuates p65 phosphorylation and nuclear translocation of the NF-κB proteins p50, p65, and c-Rel following activation in human Treg.",32386462_3,"p65,p50,c-Rel,p65,master transcription factor forkhead box protein 3,phosphorylation,nuclear translocation,NF-κB proteins,Treg","103,171,185,176,33,107,127,156,221","106,174,190,179,83,122,148,170,225","1,1,1,1,1,1,1,1,2"
12227,We show that the adjuvant effect of intranasally instilled UFP is significantly enhanced in Nrf2 knockout (Nrf2(-/-)) mice compared with their wild-type (Nrf2(+/+)) counterparts.,23595026_5,Nrf2,92,96,1
12228,"We show that the combination of TGF-β, Interleukin (IL)-2, and all-trans retinoic acid (atRA) could induce naïve rat CD4(+)CD25(-) T cells to differentiate into CD4(+)CD25(+)Foxp3(+) T cells in vitro, and they acquired suppressive function.",21839859_3,"all-trans retinoic acid,Interleukin (IL)-2,suppressive function,TGF-β","63,39,219,32","86,57,239,37","1,0,0,0"
12229,We show that the combined stimulation of target-cells with IFN-alpha and IL-21 triggers an increased STAT3 activation whereas the activation of other STATs including STAT1/2 is unaffected.,18947877_5,"IFN-alpha,STATs,IL-21,STAT3","59,150,73,101","68,155,78,106","0,1,0,1"
12230,We show that the gastrointestinal tract is deficient in de novo generation of Treg cells in allergic mice.,27417020_7,Treg cells,78,88,2
12231,We show that the increased IRF-3 and IFN-beta-induced STAT1 activation are responsible for the autocrine IFN-beta-dependent preferential production of IP-10 by regulatory DCs.,17170125_5,"IRF-3,IP-10,STAT1,IFN-beta-induced","27,151,54,37","32,156,59,53","1,0,1,0"
12232,We show that the introgression of Bcl-xL-coding Bcl2l1 transgene into NF-κB signalling-deficient IκBΔN transgenic mouse rescues NKT cell development and differentiation in this mouse model.,29142275_2,"NF-κB,Bcl2l1,Bcl-xL-coding,NKT cell","70,48,34,128","75,54,47,136","1,1,1,2"
12233,We show that the number of CD4(+) FoxP3(+) Treg cells in the lung increases significantly within the first 4 weeks after intranasal infection of BALB/c wild-type mice.,25187063_4,"BALB/c,Treg cells","145,43","151,53","1,2"
12234,"We show that the presence of CD4(+) T cell help, or the addition of exogenous IL-2 in vitro, restored the response.",15816016_5,IL-2,78,82,0
12235,"We show that the promoter IV (pIV) of class II transactivator (CIITA), the master regulator of MHCII expression, controls endogenous MHCII expression by LNSCs.",24842370_2,class II transactivator,38,61,1
12236,"We show that this mutant does indeed ablate JAK1 inhibition, although, unexpectedly, it still coimmunoprecipitates with JAK1 and does so to a greater extent than with JAK2.",31748225_7,"JAK1,JAK1","44,120","48,124","1,1"
12237,We show that viable P. gingivalis targets IL-2 expression at the protein level.,22984628_3,"protein,IL-2","65,42","72,46","1,0"
12238,"We show that, in addition to Newcastle disease virus (NDV) infection, vesicular stomatitis virus (VSV) and herpes simplex virus type 1 (HSV-1) infection activates IRF-5, leading to the induction of IFNA gene subtypes that are distinct from subtypes induced by NDV.",12138184_3,"IFNA,IRF-5","198,163","202,168","0,1"
12239,"We show, for the first time, that mouse or human DCs generated under mTOR inhibition exhibit markedly enhanced IL-12p70 production after lipopolysaccharide (LPS) stimulation, despite impaired costimulatory molecule expression and poor T-cell stimulatory ability.",20335217_2,IL-12p70,111,119,0
12240,"We showed in an IgM knockout murine model, with intact B cells and regulatory T cells, that there was more severe inflammation and loss of function in the absence of IgM after renal ischemia reperfusion injury and cardiac allograft rejection.",22262657_4,regulatory T cells,67,85,2
12241,"We showed in our work, an increase in IFN-gamma secretion by PBMC of patients with VKH in the active stage of the disease when compared to healthy controls and patients in the inactive stage.",20591073_7,IFN-gamma,38,47,0
12242,We showed previously that eosinophil-derived IL-13 plays an important role in the recruitment of T cells to the lung and the subsequent development of allergic asthma.,25681342_2,"T cells,IL-13","97,45","104,50","2,0"
12243,"We showed that 1-5 daily injections of RTL551 (two-domain I-A(b) covalently linked to MOG-35-55 peptide), but not the control RTL550 (""empty"" two-domain I-A(b) without a bound peptide) or Vehicle, reduced clinical signs of EAE, prevented trafficking of cells outside the spleen, significantly reduced the frequency of CD226 and T-bet expressing CD4+ T-cells in blood and inhibited expansion of CD44 expressing CD4+ T-cells in blood and spleen.",21750737_2,peptide,96,103,0
12244,We showed that CD4(+)CD25(hi)Foxp3(+) cells in periapical lesions expressed IL-10 and TGF-beta.,19828886_4,"TGF-beta,IL-10","86,76","94,81","0,0"
12245,"We showed that IL-15 entry into responding cells necessitates the cleavage of IL-15.IL-15Rα complex from the surface of IL-15 presenting cells, and observed that IL-15Rα cleavage is associated with a decrease of the duration of Stat5 signaling.",24912180_4,"IL-15,IL-15,Stat5","120,15,228","125,20,233","0,0,1"
12246,"We showed that Notch inhibition could enhances GVL while reducing GVHD via modulating host DCs and donor T cell activity, and the production of inflammatory cytokines.",30445020_8,Notch inhibition,15,31,1
12247,We showed that Siva repressed IL-2 induction by suppressing IL-2 promoter activity during T cell activation.,21955384_5,"IL-2,T cell,IL-2","30,90,60","34,96,64","0,2,0"
12248,We showed that Th17 clones generated from TILs can differentiate into IFN-γ-producing and FOXP3(+) cells after in vitro stimulation with OKT3 and allogeneic peripheral blood mononuclear cells.,21381020_2,"IFN-γ-producing,Th17","70,15","85,19","0,2"
12249,We showed that activation of STAT3 in CD8+ T cells was driven by B cell- but not regulatory T cell-specific production of IL35.,32024640_5,"STAT3,IL35","29,122","34,126","1,0"
12250,"We showed that although the expressions of IFN-γR and TLR4 were comparable, productions of pro-inflammatory cytokines were decreased in PIP-/- macrophages.",29536339_4,IFN-γR,43,49,0
12251,"We showed that development of IL-10-producing Th1 cells required high T cell receptor (TCR) ligation, sustained ERK1 and ERK2 MAP kinases phosphorylation, and IL-12-induced STAT4 transcription factor activation.",19646904_2,"transcription factor activation,phosphorylation,STAT4","179,138,173","210,153,178","1,1,1"
12252,We showed that exposure to CS in the 3rd month first induced decreases in the numbers of STAT5+ and pSTAT5+ cells and the expression levels of TGF-β and IL-10.,32943702_4,"TGF-β,IL-10,STAT5+","143,153,89","148,158,95","0,0,1"
12253,We showed that expression of Fas-associated death domain-like IL-1beta-converting enzyme inhibitory protein (FLIP) transgene (Tg) on thyroid epithelial cells (TECs) of DBA/1 mice had no effect on G-EAT induction but promoted earlier resolution of G-EAT.,17823262_3,"Tg,thyroid epithelial cells","126,133","128,157","2,2"
12254,"We showed that hepatic Valpha14+ invariant natural killer T (iNKT) cells, via their rapid interleukin (IL)-4 production, activate B-1 cells to initiate contact sensitivity (CS).",16556268_0,natural killer T,43,59,2
12255,"We showed that in the absence of the strong Th2 mediator Stat6, neither Stat4 nor T-bet is required for IFN-γ production and Th1 development.",21525389_4,"Th2,Stat4,Stat6,Th1,IFN-γ","44,72,57,125,104","47,77,62,128,109","2,1,1,2,0"
12256,We showed that one of the cellular sources of IL-10 in the colon of these mice are TH17 cells.,30992496_4,"TH17 cells,IL-10","83,46","93,51","2,0"
12257,"We showed that the expression level of miR-568 decreased during the activation of T cells, including Jurkat cells and human peripheral blood CD4(+) T cells.",24355664_7,"T cells,Jurkat cells","82,101","89,113","2,2"
12258,"We showed that the miR-568 level decreased, while the NFAT5 protein level increased during CD4(+)CD25(+) Treg-cell activation, and the transfection of miR-568 mimics inhibited the NFAT5 expression, inhibited the production of both TGF-β and IL-10 and also inhibited the proliferation of Treg cells.",24355664_11,"TGF-β,NFAT5,Treg cells,IL-10,NFAT5 protein","231,180,287,241,54","236,185,297,246,67","0,1,2,0,1"
12259,We sought to determine here whether Talpha1 could play a role in murine cytomegalovirus infection (MCMV).,17804687_3,Talpha1,36,43,1
12260,We sought to determine the effect of CpG-DNA-treated B cells on T helper type 2 (Th2) cytokine production in Cry j 1 (Japanese pollen antigen)-stimulated human CD4-positive cells from patients with seasonal allergic rhinitis caused by Japanese cedar pollen.,22670772_5,"cytokine,Th2","86,81","94,84","0,2"
12261,We sought to investigate 1) whether the CD4 + cell subsets were expressed differently in dyslipidemic patients (Pts) and healthy subjects (HS) and 2) whether atorvastatin treatment could be associated in-vivo and in-vitro with cell changes in expression and functional response.,26822994_1,cell subsets,46,58,2
12262,We sought to investigate whether a defective population of regulatory T cells (T reg cells) could be contributing to immunopathology in severe dengue disease.,17452519_3,regulatory T cells,59,77,2
12263,"We sought to investigate whether targeting transforming growth factor-beta1 (TGF-beta1), a key profibrotic mediator, with a peptide-based virus-like particle vaccine would be effective in suppressing intestinal fibrosis by using a mouse model of 2,4,6-trinitrobenzene sulfonic acid (TNBS)-induced chronic colitis.",19924805_1,"TGF-beta1,transforming growth factor-beta1","77,43","86,75","0,0"
12264,We speculated that ubiquitin specific peptidase 4 (USP4) may deubiquitinate interferon regulatory factor 4 (IRF4) and affect T helper type 2 (Th2) cell function.,28791349_0,IRF4,108,112,1
12265,"We studied simultaneously Epstein-Barr virus (EBV)-specific CD4(+) and CD8(+) T cell responses during and after infectious mononucleosis (IM), using a previously described 12-day stimulation protocol with EBNA1 or BZLF1 peptide pools.",18549439_0,BZLF1,214,219,1
12266,We studied the effect of IL-18 gene therapy on the development of murine collagen-induced arthritis (CIA).METHODS: Plasmid pCAGGS-IL-18 along or in combination with IL-10 or IL-4 was administered to CIA mice.,29854762_1,"IL-18,IL-4,IL-10","25,174,165","30,178,170","0,0,0"
12267,We studied the effects of HDM Dermatophagoides pteronyssinus (Der p) 1 on the activation of eosinophils and bronchial epithelial BEAS-2B cells.,16798840_2,epithelial,118,128,2
12268,We studied the function for TSLP and its interaction with other components of the inflammatory microenvironment in situ and ex vivo.,24910175_6,TSLP,28,32,0
12269,"We studied the number of T cells, regulatory T cells (Tregs), T helper 17 (Th17) cells and IL-17(+) non-T cells (mainly granulocytes) in matched HPV-positive and HPV-negative OPSCC cases (n = 162).",26899388_2,"T cells,regulatory T cells,T helper 17","25,34,62","32,52,73","2,2,2"
12270,"We studied the phenotype of CD4(+) CD25(high) T cells in MS by flow cytometry and its relationship with expression of the FOXP3, ITCH and CBLB genes.",23039885_2,CBLB genes,138,148,1
12271,"We studied the role of NKT cells in the allograft response using two different strains of NKT deficient mice (CD1d-/- and Jα18-/- mice), and found that CD1d-/- and Jα18-/- mice rejected islet allografts with a similar kinetics as wild type B6 mice.",21996456_2,"NKT cells,NKT","23,90","32,93","2,2"
12272,We studied the role of endogenous melatonin in the development and functioning of T cells that produce IL-17 (Th17) and regulatory T cells (Treg) during pregnancy.,29504099_0,"melatonin,IL-17,Treg,Th17,T cells,regulatory T cells","34,103,140,110,82,120","43,108,144,114,89,138","0,0,2,2,2,2"
12273,We studied whether CS could suppress the onset of diabetes by altering T lymphocyte subsets in non-obese diabetic (NOD) mice.,19557879_2,T lymphocyte,71,83,2
12274,"We subjected mononuclear cells from healthy donors and patients with Hashimoto's thyroiditis (HT) or Graves' disease (GD) to polyclonal stimulation, or stimulation with human thyroglobulin (TG), human thyroid peroxidase (TPO), or Esherichia coli lipopolysaccharide (LPS).",25412700_3,TG,190,192,2
12275,We subsequently addressed the role of IL-12 family cytokines IL-12 and IL-27 and report that IL-12p35(-/-) mice infected with T. cruzi exhibited a significant increase in Th17 cells and Th17-associated inflammation.,22412196_3,"IL-27,IL-12,Th17 cells,IL-12","71,38,171,61","76,43,181,66","0,0,2,0"
12276,"We suggest that changes in the proportion of effector to regulatory T cells among the CD25(+) population isolated may partially explain these findings, and that trafficking to the site of allergic disease may reduce allergen-specific regulatory T cell numbers in peripheral blood.",19622090_11,regulatory T cells,57,75,2
12277,"We suggest that combined post-trauma CD47 triggering, SHP-1 mediated NFκB suppression, and elevated TRAIL levels increase patients' CD47 expressing T cell apoptosis, thus contributing to subsequent T cell anergy.",22926077_9,"NFκB,T cell","69,148","73,154","1,2"
12278,We suggest that dampened Treg function likely contributes to enhanced Th1 response in immunized mice and is at least part of the mechanism underlying the boosted anti-tumor immunity.,17563757_10,Th1,70,73,2
12279,"We suggest that effective immunotherapy with autologous MUC1-stimulated CD4(+) effector cells induces differential levels of systemic ""Ag-experienced"" and ""Ag-inexperienced"" CD4/CD25(+) TReg cell subpopulations that influence long-term tumor immunity in ovarian cancer patients.",19762283_8,"TReg cell,ovarian cancer","186,254","195,268","2,1"
12280,"We suggest that in the autochthonous melanoma genesis, other immunosuppressive cells could play an important role and replace immunosuppressive, tumor-promoting functions of Treg.",19841169_8,Treg,174,178,2
12281,We suggest that nuclear IL-33 sequesters nuclear NF-κB and reduces NF-κB-triggered gene expression to dampen proinflammatory signaling.,21734074_6,"nuclear IL-33 sequesters,NF-κB","16,49","40,54","0,1"
12282,We suggest that the combination of FOXP3 and cytokine profile is useful for further functionally distinguishing primary Tregs from activated conventional T cells.,19383912_7,T cells,154,161,2
12283,"We suggest that the novel benzoxazole derivatives, DCPAB and HPAB, may have therapeutic effects on inflammatory colitis.",28169371_8,HPAB,61,65,1
12284,"We summarize our current understanding of the contribution of TH9 cells to both effective immunity and immunopathological disease, and we propose that TH9 cells could be targeted for the treatment of allergic and autoimmune disease.",25848755_2,"TH9 cells,TH9 cells","151,62","160,71","2,2"
12285,"We tested how mcd-exosomes influence CD4+ T cell proliferation induced by bone marrow derived dendritic cells; we quantified NF-κB activation in mature macrophages stimulated with mcd-exosomes, and we compared the cytokine profile of LPS-stimulated, IL-4 induced, and mcd-exosome treated macrophages.",22898052_1,"NF-κB,IL-4","125,250","130,254","1,0"
12286,"We tested the hypothesis that transcriptional ""imprinting"" of T-cells by this mechanism skews downstream effector responses, reinforcing immune dysregulation at a critical, but targetable, disease phase.",31333666_1,"T-cells,transcriptional","62,30","69,45","2,1"
12287,"We tested this possibility using Helios-deficient OTII cells and found this deficiency had no discernable impact on Th2 and TFh differentiation in response to alumOVA.CONCLUSIONS: Helios is selectively upregulated in CD4 T cells during Th2 and TFh responses to alum-protein vaccines in vivo, but the functional significance of this upregulation remains uncertain.",21677778_13,"Th2,TFh,Th2,TFh","116,124,236,244","119,127,239,247","2,2,2,2"
12288,We then apply our current understanding of CD4 T cell subsets to discuss outstanding questions regarding follicular helper T cells and follicular regulatory T cells with respect to their shared features with other known CD4 T cell subsets.,30904130_4,"follicular regulatory T cells,follicular helper T cells","135,105","164,130","2,2"
12289,"We then carried out a genetic analysis, focusing on major genes of the IL-2 pathway.",25672756_4,IL-2 pathway,71,83,0
12290,"We then determined mRNA levels of RORc and Foxp3 and protein levels of IL-17, TGF-β and IL-10 in polyp tissue among the three groups.",21375554_3,"IL-10,TGF-β,IL-17","88,78,71","93,83,76","0,0,0"
12291,We then examined surface LAP expression after treating CD4(+)CD25(-) T cells with TGF-β and found that TGF-β induced surface LAP not only on T cells that became Foxp3(+) but also on T cells that remained Foxp3(-) after TGF-β treatment.,21124798_5,"TGF-β,TGF-β,T cells,TGF-β,T cells","103,82,141,219,182","108,87,148,224,189","0,0,2,0,2"
12292,We then examined the effects of the compounds on inflammatory cytokine production by CD4+ T cells.,28442260_5,cytokine,62,70,0
12293,We then extended our investigation to a more antigen-specific response and found leishmanial antigen stimulated levels of both IL-10 and TGFβ to be significantly associated with parasite load (r = 0.71 and 0.72 for IL-10 and TGFβ respectively).,26829554_3,"IL-10,TGFβ,TGFβ,IL-10","127,137,225,215","132,141,229,220","0,0,0,0"
12294,"We then found that using BCR/CD40 antigen-dependent stimulation or Staphylococcus aureus Cowan (SAC) antigen-independent stimulation, TIM-1+ B cells presented significantly higher IL-10 secretion and/or TGF-β1 secretion, with SAC stimulation being more effective.",29392553_2,"IL-10,TGF-β1","180,203","185,209","0,0"
12295,We then investigated the histone methylation status of the IL-2 promoter.,21862595_4,IL-2,59,63,0
12296,"We then studied the effect of cellulose sulfate on IgE production from B cells, IgE class-switching, and populations of IgE-secreting B cells prepared from murine spleen.",22697007_5,class-switching,84,99,1
12297,"We therefore designed a leukapheresis/Treg transfer therapy in which Treg are isolated from leukapheresis products and transfused to patients, and studied large-scale germ-free methods of Treg preparation.",18985477_5,Treg,69,73,2
12298,"We therefore determined herein whether hi-dose sensitization modulates ocular allergy, and whether CD4+ CD25+ FoxP3+ Treg are involved.",24086630_2,Treg,117,121,2
12299,We therefore examined the role of these three STAT-5 signaling cytokines in the expansion of residual T(reg) cells after autologous HSCT.,21928285_3,STAT-5,46,52,1
12300,"We therefore hypothesized that STAT1 and STAT3 defects have different effects on trained immunity, and this may partly explain the differences between CMC and HIES regarding the susceptibility to infections.",25880788_3,"STAT1,STAT3,CMC","31,41,151","36,46,154","1,1,1"
12301,We therefore searched for soluble factors that mediate NSPC immunosuppression.,22888011_6,soluble,26,33,0
12302,"We thus conclude that NDV in tumor therapy may help to stimulate T effector cells but also to block Treg cells, thereby alleviating a brake to antitumor activity.",22102168_5,Treg cells,100,110,2
12303,"We thus investigated how Wnt ligands and β-catenin activity shape liver NKT cell functions in vivo in response to the glycolipid antigen, α-galactosylceramide (α-GalCer) using a mouse model.",29616022_5,"NKT cell,β-catenin","72,41","80,50","2,1"
12304,"We transfected a single chain IL-35Ig gene construct in murine splenic DCs (DC35 ) and assessed any IDO1 and Arg1 activities as resulting from ectopic IL-35Ig expression, both in vitro and in vivo.",30793469_3,IDO1,100,104,1
12305,"We used GM-CSF or GM-CSF+IL-4 to generate tolerogenic (GM/DCs) and immunogenic (IL-4/DCs) BMDCs from NOD mice, respectively.",22070873_2,"GM-CSF+IL-4,GM-CSF","18,8","29,14","0,0"
12306,We used a lineage tracing approach to analyse the fate of Treg cells in these mice.,25262912_2,Treg cells,58,68,2
12307,"We used a murine adoptive T cell transfer model to examine the contribution of IL-2 and IL-15 signaling to the proliferation and differentiation of naive, CD8(+) T cells bearing an OVA-specific TCR transgene (OT-I).",15322173_2,"TCR,IL-2,proliferation,IL-15 signaling","194,79,111,88","197,83,124,103","2,0,1,0"
12308,We used chromatin immunoprecipitation and massive parallel sequencing (ChIP-Seq) to define the genome-wide targets of STAT3 in CD4(+) T cells.,20493732_4,STAT3,118,123,1
12309,"We used conditional DC depletion, bone marrow chimeric mice, and IL-23 (interleukin-23) receptor-deficient mice to further explore the functional role of DCs.",29212740_3,IL-23,65,70,0
12310,"We used expression microarrays to compare Treg and Th clones after activation, which is required for suppressive function.",19224638_3,"Treg,Th clones,suppressive function","42,51,101","46,60,121","2,2,0"
12311,We used high dimensional mass cytometry (CyTOF) to probe ex-vivo levels of phosphorylated STAT3 (pSTAT3) in circulating immune cell subpopulations from PsA patients during active and inactive states.,35087513_2,"STAT3,pSTAT3,phosphorylated","90,97,75","95,103,89","1,1,1"
12312,"We used peptide:Major Histocompatibility Complex class II (pMHCII) tetramers to investigate the endogenous, parasite-specific primary CD4(+) T-cell response to L. major in mice resistant to infection.",23109292_2,"Histocompatibility Complex,peptide","22,8","48,15","1,0"
